record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
211,25456522,Obsessive-compulsivity and working memory are associated with differential prefrontal cortex and insula activation in adolescents with a recent diagnosis of an eating disorder.,2014,Psychiatry research,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),eating disorder not otherwise specified (EDNOS),associated_with,higher,unclear,direct,0.7,EDNOS subjects had significantly higher scores on the BIS 11 scale.,yes,,yes,yes,no,,,,,,,,,
212,27329520,Larger corpus callosum and reduced orbitofrontal cortex homotopic connectivity in codeine cough syrup-dependent male adolescents and young adults.,2017,European radiology,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,Impairment of VMHC was associated with the impulsive behaviour and correlated with the duration of CCS abuse in CCS-dependent male adolescents and young adults.,yes,,yes,yes,no,,,,,,,,,
213,41612591,Hippocampal subfield differences in people with and without recreational ketamine use: Insights from multi-modal neuroimaging.,2026,"Addiction (Abingdon, England)",BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.6,"KUs showed reduced accuracy under higher working-memory load and KUs displayed reduced left hippocampal volume, most marked in the hippocampal-amygdaloid-transition-area.",yes,,yes,yes,no,,,,,,,,,
214,26578922,Decreased modulation by the risk level on the brain activation during decision making in adolescents with internet gaming disorder.,2015,Frontiers in behavioral neuroscience,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,reduced sensitivity,direct,0.8,Reduced modulation of the risk level on the activation of the right dorsolateral prefrontal cortex (DLPFC) during the active BART was found in IGD group compared to the HCs.,yes,,yes,yes,yes,,,,,,,,,
215,15637640,Reduced anterior corpus callosum white matter integrity is related to increased impulsivity and reduced discriminability in cocaine-dependent subjects: diffusion tensor imaging.,2005,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,BIS-11 fMRI impulsivity,unknown,structural connectivity,impulsivity (general),cocaine-dependent subjects,associated_with,higher,unclear,direct,0.8,Results of the DTI showed significantly reduced FA in the genu and rostral body of the anterior corpus callosum in cocaine-dependent subjects compared to controls.,yes,,yes,yes,yes,,,,,,,,,
216,35754100,Electrophysiological resting-state hyperconnectivity and poorer behavioural regulation as predisposing profiles of adolescent binge drinking.,2022,Addiction biology,BIS-11 resting-state connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,higher,unclear,direct,0.8,"They showed higher impulsivity, positively correlated with functional connectivity (FC).",yes,,yes,yes,no,,,,,,,,,
217,30123144,Resting-State Activity of Prefrontal-Striatal Circuits in Internet Gaming Disorder: Changes With Cognitive Behavior Therapy and Predictors of Treatment Response.,2018,Frontiers in psychiatry,BIS-11 resting-state connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,higher,regulation of abnormal low-frequency fluctuations,direct,0.8,"The HC group showed significantly increased FC values between the left medial OFC and the putamen compared with the IGD group, the FC values of IGD group were negatively associated with the BIS-11 scores before treatment.",yes,,yes,yes,yes,,,,,,,,,
218,24286968,Reduced ventral medial prefrontal cortex (vmPFC) volume and impaired vmPFC-default mode network integration in codeine-containing cough syrups users.,2014,Drug and alcohol dependence,BIS-11 resting-state connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,lower,unknown,direct,0.8,Significantly decreased GM volume was observed in CCS users in bilateral ventral medial prefrontal cortex (vmPFC) which was related to greater impulsivity in CCS users.,yes,,yes,yes,yes,,,,,,,,,
219,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,yes,,yes,yes,yes,,,,,,,,,
220,41106487,Resting-state functional connectivity alterations in intermet gaming disorder: A fMRI study combining voxel-based morphometry meta-analysis.,2025,Brain research bulletin,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,unclear,0.6,"Rs-FC analysis showed enhanced connectivity between the middle cingulate cortex and prefrontal, cingulate and Supplementary motor area in IGD, with functional connectivity values correlating with duration of illness; However, after correction, this correlation was not significant.",yes,,yes,yes,yes,,,,,,,,,
221,31473543,Resting-state fMRI dynamic functional network connectivity and associations with psychopathy traits.,2019,NeuroImage. Clinical,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),psychopathy,associated_with,unclear,,indirect,0.7,Individuals with higher Factor 2 scores (impulsive and antisocial behaviors) showed more dynamism (changes to and from different states) than those with lower scores.,yes,,yes,yes,no,,,,,,,,,
222,31868249,Characterizing impulsivity and resting-state functional connectivity in normal-weight binge eaters.,2020,The International journal of eating disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,The BE group was characterized by a higher degree of trait impulsivity.,yes,,yes,yes,yes,,,,,,,,,
223,36911119,Executive control network resting state fMRI functional and effective connectivity and delay discounting in cocaine dependent subjects compared to healthy controls.,2023,Frontiers in psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),cocaine dependent subjects,associated_with,unclear,,unclear,0.7,"The relationship between impulsivity measured by delay discounting and functional and effective connectivity of the ECN, DMN, and SN was examined.",yes,,yes,yes,no,,,,,,,,,
224,39129375,Triple network resting-state functional connectivity patterns of alcohol heavy drinking.,2024,"Alcohol and alcoholism (Oxford, Oxfordshire)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),alcohol use disorder (AUD),associated_with,higher,unclear,indirect,0.5,"Connectivity in the left LPFC was correlated with monetary delay discounting (r=0.25, p=0.03).",yes,,yes,yes,no,,,,,,,,,
225,23486959,Resting-state functional connectivity predicts impulsivity in economic decision-making.,2013,The Journal of neuroscience : the official journal of the Society for Neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,direct,0.8,"We found that the resting-state functional connectivity of the brain regions in these networks was significantly correlated with participants' discounting rate, a behavioral index of impulsivity during the DDT.",yes,,yes,yes,no,,,,,,,,,
226,40800818,Functional cerebello-cortico-limbic connectivity in aggression: A resting-state 7T fMRI study in healthy volunteers.,2025,"Imaging neuroscience (Cambridge, Mass.)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Functional connectivity of the posterior vermis and FN with the hypothalamus, CMA, and left sgACC was significantly correlated with impulsivity and aggressive behaviour.",yes,,yes,yes,yes,,,,,,,,,
227,28402539,Associating resting-state connectivity with trait impulsivity.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associates_with,unclear,,direct,0.7,"Results demonstrate a novel correlation between BAS-fun seeking and resting-state connectivity between middle OFC and putamen, implying that spontaneous synchrony between reward-processing regions may play a role in defining personality characteristics related to impulsivity.",yes,,yes,yes,yes,,,,,,,,,
228,37270396,Sleep mediates the effect of stressful environments on youth development of impulsivity: The moderating role of within default mode network resting-state functional connectivity.,2023,Sleep health,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,mediation,unclear,0.8,"Sleep problems, shorter sleep duration, and longer sleep latency significantly mediated the link between stressful environments and youth impulsivity.",yes,,yes,yes,yes,,,,,,,,,
229,37759837,Task and Resting-State Functional Connectivity Predict Driving Violations.,2023,Brain sciences,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,unclear,0.6,"Conversely, neither impulsivity nor sensation-seeking was associated with functional connectivity.",yes,,yes,yes,yes,,,,,,,,,
230,34393836,The Association Between Resting State Functional Connectivity and the Trait of Impulsivity and Suicidal Ideation in Young Depressed Patients With Suicide Attempts.,2021,Frontiers in psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),major depressive disorder,associated_with,lower,unclear,direct,0.8,"The left prefrontal-parietal connectivity was associated with suicidal ideation and levels of impulsivity, but RSFC of the left prefrontal cortex with the rACC was correlated exclusively with impulsivity levels and was not related to suicidal ideation in the ATT group.",yes,,yes,yes,no,,,,,,,,,
231,38083173,Functional Connectivity Dynamics show Resting-State Instability and Rightward Parietal Dysfunction in ADHD.,2023,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Attention Deficit/Hyperactivity Disorder (ADHD),associated_with,higher,,direct,0.8,"ADHD patients exhibited significantly higher variability in dFC than TD children in the cingulo-temporal, cingulo-parietal, fronto-temporal, and fronto-parietal networks.",yes,,yes,yes,no,,,,,,,,,
232,35621425,"Differentiating Individuals with and without Alcohol Use Disorder Using Resting-State fMRI Functional Connectivity of Reward Network, Neuropsychological Performance, and Impulsivity Measures.",2022,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Alcohol Use Disorder,associated_with,higher,,unclear,0.8667,Individuals with AUD manifested significant differences in impulsivity and alterations in functional connectivity relative to controls.,yes,,yes,yes,yes,,,,,,,,,
233,34289458,Resting state dynamic functional connectivity in children with attention deficit/hyperactivity disorder.,2021,Journal of neural engineering,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),Attention deficit/hyperactivity disorder (ADHD),associated_with,unclear,unclear,unclear,0.7,Our results show distributed abnormalities in sFC and dFC between different large-scale RSNs including cortical and subcortical regions in both ADHD subtypes compared to TD.,yes,,yes,yes,yes,,,,,,,,,
234,37526227,Gender-specific resting-state rDMPFC-centric functional connectivity underpinnings of intertemporal choice.,2023,"Cerebral cortex (New York, N.Y. : 1991)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,"In women, log k was found to be positively correlated with the rsFC between rDMPFC and anterior cingulate cortex/right orbitofrontal cortex.",yes,,yes,yes,no,,,,,,,,,
235,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,unclear,0.7,"In particular, resting-state functional magnetic resonance imaging (rs-fMRI) studies have recently suggested various connectivity alterations within and between large-scale brain networks in BPD.",yes,,yes,yes,yes,,,,,,,,,
236,35225192,Dissociation of basolateral and central amygdala effective connectivity predicts the stability of emotion-related impulsivity in adolescents and emerging adults with borderline personality symptoms: a resting-state fMRI study.,2023,Psychological medicine,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality symptoms,predicts,unclear,,unclear,0.7,"In borderline adolescents and young adults, BLA may predominate over CeN activity, while in controls the ability of CeN to influence BLA activity predicted more rapid reductions in emotion-related impulsivity.",yes,,yes,yes,yes,,,,,,,,,
237,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,Trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC).,yes,,yes,yes,no,,,,,,,,,
238,30391836,Reward and executive control network resting-state functional connectivity is associated with impulsivity during reward-based decision making for cocaine users.,2019,Drug and alcohol dependence,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),cocaine users,associated_with,unclear,,unclear,0.7,Higher impulsivity on the Balloon Analogue Risk Task (BART) was associated with inverse resting-state connectivity between the left cognitive control and subgenual anterior cingulate extended reward networks for cocaine users.,yes,,yes,yes,no,,,,,,,,,
239,30683074,Hyperactivity/restlessness is associated with increased functional connectivity in adults with ADHD: a dimensional analysis of resting state fMRI.,2019,BMC psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,higher,unclear,direct,1.0,"More severe hyperactivity was associated with increased functional connectivity in the left putamen, right caudate nucleus, right central operculum and a portion of the right postcentral gyrus within the auditory/sensorimotor network.",yes,,yes,yes,yes,,,,,,,,,
240,33615095,Static and dynamic aspects of cerebro-cerebellar functional connectivity are associated with self-reported measures of impulsivity: A resting-state fMRI study.,2020,"Network neuroscience (Cambridge, Mass.)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"We observed evidence linking BIS, BAS, sensation seeking, and lack of premeditation to the total strength and temporal variability of FC within networks connecting regions of the prefrontal cortex, precuneus, posterior cingulate cortex, basal ganglia, and thalamus with the cerebellum.",yes,,yes,yes,yes,,,,,,,,,
241,29355588,Resting-state functional connectivity of neurotransmitter producing sites in female patients with borderline personality disorder.,2018,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,motor impulsivity,borderline personality disorder,associated_with,higher,noradrenergic dysfunction in the neural inhibitory control network,direct,0.8,BPD patients showed stronger FC from the noradrenergic locus coeruleus (LC) to the ACC. Functional connectivity between the LC and ACC was positively associated with the degree of motor impulsivity in the total group.,yes,,yes,yes,yes,,,,,,,,,
242,36799331,Alcohol-induced changes in mesostriatal resting-state functional connectivity are linked to sensation seeking in young adults.,2023,"Alcohol, clinical & experimental research",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,alcohol-induced,unclear,0.7,Young adults exhibiting smaller alcohol-induced decreases or increases in VTA-left caudate connectivity reported greater sensation seeking.,yes,,yes,yes,no,,,,,,,,,
243,36089824,Subgroups of internet gaming disorder based on addiction-related resting-state functional connectivity.,2023,"Addiction (Abingdon, England)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,unclear,0.7,Two groups of subjects with IGD were identified and defined by distinct patterns of connectivity in brain networks previously implicated in addictions.,yes,,yes,yes,no,,,,,,,,,
244,32948139,Aberrant functional connectivity in resting state networks of ADHD patients revealed by independent component analysis.,2020,BMC neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,lower,unclear,direct,0.8,Altered functional connectivity has been associated with ADHD symptoms.,yes,,yes,yes,yes,,,,,,,,,
245,26825495,Characterising resting-state functional connectivity in a large sample of adults with ADHD.,2016,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,,unclear,0.6,Patients showed significantly stronger connectivity in the anterior cingulate gyrus of the executive control network.,yes,,yes,yes,yes,,,,,,,,,
246,29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),combat veterans,associated_with,unclear,top-down regulation,direct,0.8,Impulsive aggression is common among military personnel after deployment and may arise because of impaired top-down regulation of the amygdala by prefrontal regions.,yes,,yes,yes,yes,,,,,,,,,
247,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Baseline brain-wide rsFC of the hippocampus mediates the relationship between impulsivity and subsequent substance use, specifically tobacco and marijuana use, in adolescents.",yes,,yes,yes,no,,,,,,,,,
248,30829454,Resting-state fMRI effective connectivity between the bed nucleus of the stria terminalis and amygdala nuclei.,2019,Human brain mapping,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,unknown,direct,0.7,"The bed nucleus of the stria terminalis (BNST) and the laterobasal nucleus (LB), centromedial nucleus (CM), and superficial nucleus (SF) of the amygdala form an interconnected dynamical system, whose combined activity mediates a variety of behavioral and autonomic responses in reaction to homeostatic challenges.",yes,,yes,yes,yes,,,,,,,,,
249,29723554,Decreased resting-state BOLD regional homogeneity and the intrinsic functional connectivity within dorsal striatum is associated with greater impulsivity in food-related decision-making and BMI change at 6-month follow up.,2018,Appetite,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,unclear,direct,0.8,"Greater impulsivity in food-related decision-making was inversely correlated with spontaneous regional homogeneity in the dorsal striatum (dorsal caudate), as well as the resting-state functional connectivity (rs-FC) between the dorsal caudate seed and the rostral putamen.",yes,,yes,yes,no,,,,,,,,,
250,33625381,Differences in resting-state functional connectivity according to the level of impulsiveness in patients with internet gaming disorder.,2021,Journal of behavioral addictions,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,unclear,unclear,0.7,"Connectivity of the vmPFC with the left temporo-parietal junction (TPJ) and NAcc-left insula connectivity were significantly decreased in the patients with high impulsivity, compared with the patients with low impulsivity and healthy controls.",yes,,yes,yes,yes,,,,,,,,,
251,35193713,Enhanced resting-state EEG source functional connectivity within the default mode and reward-salience networks in internet gaming disorder.,2022,Psychological medicine,impulsivity resting-state fMRI functional connectivity,unknown,EEG connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,unclear,direct,0.8,"Patients with IGD showed increased theta, alpha, and beta connectivity within the DMN between the orbitofrontal cortex and parietal regions compared with HCs.",yes,,yes,yes,yes,,,,,,,,,
252,31640464,Resting-State fMRI Study of ADHD and Internet Gaming Disorder.,2021,Journal of attention disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Attention Deficit Hyperactivity Disorder (ADHD) and Internet Gaming Disorder (IGD),associated_with,unclear,,unclear,0.7,The functional connectivity (FC) from the cortex to subcortex in both groups was decreased relative to that in age-matched healthy participants.,yes,,yes,yes,yes,,,,,,,,,
253,31611841,Altered Resting-State Functional Connectivity in Wernicke's Encephalopathy With Vestibular Impairment.,2019,Frontiers in neurology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,Wernicke's Encephalopathy,associated_with,unclear,,background,0.5,"Functional connections at the predefined seed regions, including the insular cortex and parietal operculum, were attenuated in the WE group compared to healthy controls.",yes,,yes,yes,yes,,,,,,,,,
254,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,unclear,direct,0.8,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous.",yes,,yes,yes,no,,,,,,,,,
255,27394716,Double-dissociation between the mechanism leading to impulsivity and inattention in Attention Deficit Hyperactivity Disorder: A resting-state functional connectivity study.,2017,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Attention Deficit Hyperactivity Disorder,associated_with,higher,unknown,direct,0.8,"We found a double dissociation of functional connectivity in the cortico-striatal and ventral attentional networks, reflecting the subtypes of the ADHD participants.",yes,,yes,yes,yes,,,,,,,,,
256,30366001,Habenula-prefrontal resting-state connectivity in reactive aggressive men - A pilot study.,2019,Neuropharmacology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),intermittent-explosive disorder (IED),associated_with,unclear,,unclear,0.7,"In a pilot study, we used resting-state functional magnetic resonance imaging to investigate the effects of pronounced reactive aggression in men, exemplified by IED, on the functional organization of resting-state brain networks including subcortical nodes such as the habenula previously implicated in aggression in preclinical models.",yes,,yes,yes,yes,,,,,,,,,
257,38521138,Large-scale network abnormality in behavioral addiction.,2024,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.8,individuals with BAs exhibit hypo-connectivity within the fronto-parietal network (FN) and hypo- and hyper-connectivity within the ventral attention network (VAN),yes,,yes,yes,no,,,,,,,,,
258,34728230,Resting-state functional connectivity within orbitofrontal cortex and inferior frontal gyrus modulates the relationship between reflection level and risk-taking behavior in internet gaming disorder.,2022,Brain research bulletin,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,modulates,unclear,unknown,direct,0.8,"The mediation analyses revealed that, among IGD participants, the rsFC between OFC and IFG fully mediated the relationship between reflection level and risk-taking behavior.",yes,,yes,yes,no,,,,,,,,,
259,41257054,Ventral Attention Network Resting State Functional Connectivity: Psychosocial Correlates among US Adolescents.,2025,Journal of biomedical and life sciences,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.6,Greater VAN connectivity was negatively associated with impulsive reward-driven trait (drive).,yes,,yes,yes,no,,,,,,,,,
260,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,unclear,0.8,"Compared with the lower-frequency SMA pattern group, the video-centric higher-frequency SMA pattern group showed higher impulsivity.",yes,,yes,yes,no,,,,,,,,,
261,24818075,Altered resting-state functional connectivity in patients with chronic bilateral vestibular failure.,2014,NeuroImage. Clinical,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,chronic bilateral vestibular failure,associated_with,unclear,unknown,indirect,0.6,BVF patients showed lower bilateral connectivity in the posterior insula and parietal operculum but higher connectivity in the posterior cerebellum compared to controls.,yes,,yes,yes,yes,,,,,,,,,
262,38889552,"Disrupted dynamic brain functional connectivity in male cocaine use disorder: Hyperconnectivity, strongly-connected state tendency, and links to impulsivity and borderline traits.",2024,Journal of psychiatric research,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),cocaine use disorder,associated_with,higher,unclear,direct,0.8,Our analysis revealed abnormal FC patterns that are state-dependent and state-shared in CUD patients.,yes,,yes,yes,yes,,,,,,,,,
263,37131072,The functional connectome in obsessive-compulsive disorder: resting-state mega-analysis and machine learning classification for the ENIGMA-OCD consortium.,2023,Molecular psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,obsessive-compulsive disorder,associated_with,unclear,,unclear,0.5,"Current knowledge about functional connectivity in obsessive-compulsive disorder (OCD) is based on small-scale studies, limiting the generalizability of results.",yes,,yes,yes,yes,,,,,,,,,
264,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),Attention Deficit Hyperactivity Disorder (ADHD),associated_with,unclear,,unclear,0.8,Resting-state functional connectivity analysis has emerged as a promising approach for ADHD classification using resting-state functional magnetic resonance imaging (rs-fMRI),yes,,yes,yes,yes,,,,,,,,,
265,26311395,Abnormal prefrontal cortex resting state functional connectivity and severity of internet gaming disorder.,2016,Brain imaging and behavior,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,lower,decreased functional connectivity,direct,0.8,"IGD subjects showed decreased functional connectivity between several cortical regions and our seeds, including the insula, and temporal and occipital cortices.",yes,,yes,yes,yes,,,,,,,,,
266,40766121,Resting-state functional connectivity alterations in obsessive-compulsive disorder: relationships between connectivity and clinical profiles in the Global OCD study.,2025,medRxiv : the preprint server for health sciences,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,obsessive-compulsive disorder,associated_with,lower,,unclear,0.7,"Seed-based analysis showed weaker FC between the nucleus accumbens and left cerebellum in OCD versus HC, while NBS revealed a network of widespread hypoconnectivity spanning 249 regions.",yes,,yes,yes,yes,,,,,,,,,
267,34272398,Abnormal interhemispheric resting state functional connectivity in Parkinson's disease patients with impulse control disorders.,2021,NPJ Parkinson's disease,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,lower,reduced VMHC values,direct,0.8,PD-ICD group demonstrated reduced VMHC values in middle frontal gyrus (MFG).,yes,,yes,yes,yes,,,,,,,,,
268,35091540,Brain network dysfunctions in addiction: a meta-analysis of resting-state functional connectivity.,2022,Translational psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,substance use disorder (SUD) and behavioral addictions (BA),associated_with,higher,unclear,direct,0.8,"Data from fifty-two studies showed that SUD was associated with putamen, caudate and middle frontal gyrus hyperconnectivity relative to healthy controls.",yes,,yes,yes,yes,,,,,,,,,
269,31500674,Impairments of large-scale functional networks in attention-deficit/hyperactivity disorder: a meta-analysis of resting-state functional connectivity.,2019,Psychological medicine,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,Altered resting-state functional connectivity (rsFC) has been noted in large-scale functional networks in attention-deficit/hyperactivity disorder (ADHD).,yes,,yes,yes,yes,,,,,,,,,
270,35710854,Resting-state functional connectivity and socioemotional processes in male perpetrators of intimate partner violence against women.,2022,Scientific reports,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unclear,direct,0.7,"Male perpetrators in comparison to other offenders and non-offenders, presented higher rsFC between prefrontal, limbic, brainstem, temporal and basal ganglia areas.",yes,,yes,yes,yes,,,,,,,,,
271,33229018,Impaired cortico-striatal functional connectivity is related to trait impulsivity in unmedicated patients with obsessive-compulsive disorder.,2021,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,attentional impulsivity,obsessive-compulsive disorder,associated_with,unclear,,unclear,0.7,"The putamen-DLPFC connectivity was negatively correlated with attentional impulsivity in the OCD group, but showed a positive correlation in HCs.",yes,,yes,yes,no,,,,,,,,,
272,34425489,Prospective study on resting state functional connectivity in adolescents with major depressive disorder after antidepressant treatment.,2021,Journal of psychiatric research,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),major depressive disorder,associated_with,unclear,,unclear,0.7,The positive rsFC between the right DLPFC and the left putamen/right frontal operculum were shown to be higher in patients than in the controls.,yes,,yes,yes,yes,,,,,,,,,
273,21406160,Aberrant connectivity of resting-state networks in borderline personality disorder.,2011,Journal of psychiatry & neuroscience : JPN,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,direct,0.8,"There were 17 women with BPD and 17 female healthy controls enrolled in this study. Within a network comprising cortical midline regions ('default mode network'), patients with BPD showed an increase in functional connectivity in the left frontopolar cortex (FPC) and the left insula, whereas decreased connectivity was found in the left cuneus.",yes,,yes,yes,no,,,,,,,,,
