record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
130,27738995,The relationship of impulsivity and cortical thickness in depressed and non-depressed adolescents.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),Major Depressive Disorder (MDD),associated_with,unclear,,unclear,0.7,We found significant moderation effects in rostral middle frontal gyrus and right paracentral lobule cortical thickness for different subscales of the Barratt Impulsiveness Scale.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),cortical thickness,,"The sentence partially supports the claim as it mentions a relationship between impulsivity and cortical thickness, but the direction and directness are unclear. The phenotype and feature are supported, but need to be corrected to match the evidence sentence.",
131,24656768,"Impulsivity, aggression and brain structure in high and low lethality suicide attempters with borderline personality disorder.",2014,Psychiatry research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,unclear,background,0.6,Impulsivity and aggressiveness are trait dispositions associated with the vulnerability to suicidal behavior across diagnoses.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,yes,no,impulsivity (general),behavioral,,"The sentence partially supports the claim of impulsivity being associated with suicidal behavior, but it does not specify a feature type related to structural connectivity. The direction of the association is also unclear.",
132,26772668,"High trait aggression in men is associated with low 5-HT levels, as indexed by 5-HT4 receptor binding.",2016,Social cognitive and affective neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,dysfunction,unclear,0.7,"Impulsive aggression has commonly been associated with a dysfunction of the serotonin (5-HT) system: many, but not all, studies point to an inverse relationship between 5-HT and aggression.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),serotonin (5-HT) system dysfunction,inverse,"The sentence partially supports the claim, but the feature type is not specified as 'functional connectivity' and the direction is not exactly captured as 'lower'.",
133,31718806,Confirmatory factor analysis of the Barratt Impulsiveness Scale-short form (BIS-15) in patients with mental disorders.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),patients with mental disorders,unknown,unclear,,unclear,0.5,Impulsivity is a major component of various mental disorders.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,no,no,no,no,impulsivity (general),unknown,unknown,"The sentence supports the phenotype 'impulsivity (general)' but does not provide enough information to support the feature, relationship, direction, or directness. The corrected phenotype is already provided in the claim, but the feature type and direction are unknown and need to be revised.",
134,32535505,"The abbreviated version of the Barratt Impulsiveness Scale (ABIS): Psychometric analysis, reliable change indexes in clinical practice and normative data.",2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.7,Impulsivity is highly associated with psychopathology and dysfunctional behavior.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),psychopathology and dysfunctional behavior,positive,"The sentence partially supports the claim of impulsivity being associated with psychopathology and dysfunctional behavior, but the direction is unclear and the feature type is not specified. The corrected phenotype and feature type are provided, and the direction is assumed to be positive based on the word 'highly associated'.",
135,17365120,Normative data and a short form of the Barratt Impulsiveness Scale.,2007,The International journal of neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,"prefrontal structure and function, central serotonergic function",unclear,0.7,"Neuroimaging studies show that BIS scores relate to prefrontal structure and function, as well as central serotonergic function.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),unknown,unclear,"The sentence partially supports the claim, but the feature type and direction are unclear. The relationship is supported, but the directness is not explicitly stated.",
136,30832195,"Thai adaptation and reliability of three versions of the Barratt Impulsiveness Scale (BIS 11, BIS-15, and BIS-Brief).",2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,All three instruments were highly correlated (r = 0.83-0.89).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other phenotype, and does not describe a relationship between impulsivity and any feature.",
137,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"presence of impulse control disorders, mood/anxiety disorders, post-traumatic stress disorder, and substance use disorder",correlates_with,unclear,,unclear,0.8,Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,positive,The sentence clearly supports the claim that impulsivity (general) correlates with a positive direction (worse quality of life is explained by higher impulsiveness).,
138,40706276,"Low-grade inflammation, cognitive dysfunction, impulsivity, and appetite hormone dysregulation in adolescents with attention deficit hyperactivity disorder.",2025,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),attention deficit hyperactivity disorder,associated_with,higher,unclear,unclear,1.0,Adolescents with ADHD and low-grade inflammation had the highest self-reported overall impulsiveness (BIS total scores),yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as a phenotype and a higher level of impulsiveness in adolescents with ADHD and low-grade inflammation.",
139,37969475,Evaluation of Optical Coherence Tomography Findings in Antisocial Personality Disorder Patients.,2023,Alpha psychiatry,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Antisocial Personality Disorder,associated_with,unclear,,background,0.8,The Barratt Impulsivity Scale-total scores of the patients were significantly higher when compared to the controls.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,increased,"The sentence clearly supports the claim by stating a significant difference in Barratt Impulsivity Scale-total scores between patients and controls, which is a measure of impulsivity.",
140,26277035,BDNF concentration and impulsiveness level in post-traumatic stress disorder.,2015,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),post-traumatic stress disorder,associated_with,higher,unclear,unclear,0.6,"The higher the BDNF levels the higher the impulsiveness score, as measured by the Barratt Impulsiveness Scale (BIS-11)",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence directly states a positive association between BDNF levels and impulsiveness scores, supporting the claim.",
141,15541779,Nicotine use in schizophrenia and disinhibition.,2004,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,unknown,schizophrenia,associated_with,unclear,,unclear,0.5,The differences were found exclusively with the 'disinhibition' subscale.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention a phenotype or a feature, so it does not support the claim.",
142,38645237,Reward Circuit Local Field Potential Modulations Precede Risk Taking.,2024,bioRxiv : the preprint server for biology,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,predicts,higher,,direct,0.8,Risky decisions were predicted by increased oscillatory power in the high-gamma frequency range during card presentation in the orbitofrontal cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),EEG connectivity,higher,"The sentence directly states that risky decisions are predicted by increased oscillatory power, which is a higher level of EEG connectivity, in the orbitofrontal cortex, which is related to impulsivity.",
143,30920937,"Interpersonal Problems in Borderline Personality Disorder: Associations With Mentalizing, Emotion Regulation, and Impulsiveness.",2021,Journal of personality disorders,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,attentional impulsivity,Borderline Personality Disorder,associates_with,unclear,,unclear,0.7,Attentional impulsiveness predicted interpersonal problems directly.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,interpersonal problems,positive,"The sentence clearly supports the extracted claim, mentioning attentional impulsivity as the phenotype, interpersonal problems as the feature, an association as the relationship, a positive direction, and a direct relationship.",
144,35149322,Resting State EEG Activity Related to Impulsivity in People with Prescription Opioid Use Disorder.,2022,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),prescription opioid use disorder,associated_with,higher,unclear,direct,0.8,"Patients exhibited greater scores (impaired impulse control) on BIS-11 subscales (attention, motor, self-control) and impairment of these impulsive subtypes was associated with increases in β and δ oscillations.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,
145,27667777,Networks underlying trait impulsivity: Evidence from voxel-based lesion-symptom mapping.,2017,Human brain mapping,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.8,Heightened global impulsivity was associated with damage to multiple areas in bilateral prefrontal cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,increased,"The sentence clearly supports the phenotype (impulsivity), feature (unknown), relationship (associated_with), direction (increased), and directness (direct).",
146,23603064,Neural correlate of impulsivity in subjects at ultra-high risk for psychosis.,2013,Progress in neuro-psychopharmacology & biological psychiatry,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),ultra-high risk for psychosis,associated_with,unclear,,unclear,0.8,"UHR subjects were more impulsive than HC subjects in terms of attention, motor, and non-planning scores.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,increased,"The sentence clearly supports the phenotype (impulsivity), feature (behavioral, as it mentions attention, motor, and non-planning scores), relationship (associated_with), direction (increased, as UHR subjects were more impulsive), and directness (direct, as it names both phenotype and feature).",
147,33440292,Childhood Trauma increases suicidal behaviour in a treatment-resistant depression population: a FACE-DR report.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Treatment-Resistant Depression,associated_with,unclear,,background,0.7,We report a strong association between suicidal behaviour and Childhood Trauma (in particular childhood physical neglect) in a TRD population.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behaviour,increases,"The sentence clearly supports the association between impulsivity (general) and suicidal behaviour, and implies that childhood trauma increases this association.",
148,25071497,A model-based analysis of impulsivity using a slot-machine gambling paradigm.,2014,Frontiers in human neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,impulsivity affects gambling behavior,unclear,0.8,Impulsivity plays a key role in decision-making under uncertainty. It is a significant contributor to problem and pathological gambling (PG).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the association between impulsivity and problem/pathological gambling, which is a specific type of gambling behavior. The direction of the association is unclear, but the sentence does not overclaim by mentioning a group difference without a phenotype-feature association. The directness of the association is also unclear, but the sentence names both the phenotype (impulsivity) and the feature (gambling behavior).",
149,33113453,Suicide behavior is associated with childhood emotion dysregulation but not trait impulsivity in first episode psychosis.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),first episode psychosis,associated_with,unclear,,unclear,0.6,"Childhood emotion dysregulation was significantly associated with a history of SB and its severity, but not SI.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavior (suicidal),positive,The sentence clearly supports the association between childhood emotion dysregulation and impulsivity (general) in the context of first episode psychosis.,
150,30071388,Sleep and circadian rhythm function and trait impulsivity: An actigraphy study.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"High impulsive individuals displayed phase-delayed patterns of sleep, a decreased total sleep time and sleep efficiency, and disrupted circadian function.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),sleep patterns,positive,"The sentence clearly supports the association between impulsivity and sleep patterns, with a specific direction (phase-delayed patterns) and directness (naming both phenotype and feature).",
151,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,Self-injurers reported greater impulsiveness,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,greater,"The sentence clearly supports the extracted claim, mentioning a phenotype (impulsivity), a feature (impulsiveness), a relationship (association), a direction (greater), and a directness (direct).",
152,34274904,Dimensions of impulsivity related to psychopathic traits and homicidal behavior among incarcerated male youth offenders.,2021,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,unclear,0.8,"PCL:YV total, Factor 2, Facet 3, and Facet 4 scores were significantly positively correlated with BIS-11 total scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),psychopathic traits,higher,"The sentence clearly supports the association between impulsivity and psychopathic traits, with a higher level of impulsivity related to higher levels of psychopathic traits.",
153,29649673,The relationship between impulsivity and panic disorder-agoraphobia: The role of affective temperament.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,attentional impulsivity,panic disorder,associated_with,unclear,,unclear,0.6,Patients have significantly higher scores in attentional impulsiveness subscales than the healthy controls.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,behavioral trait,increased,"The sentence clearly supports the claim by stating that patients have higher scores in attentional impulsiveness subscales than healthy controls, which implies an association between the phenotype and the feature. The direction is also supported as it indicates an increase in the phenotype. The directness is supported as it names both the phenotype and the feature.",
154,29677623,Cerebrospinal fluid FGF23 levels correlate with a measure of impulsivity.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.7,"Negative correlations were found between CSF FGF23 concentrations and BIS non-planning, BIS cognition and BIS total score (all p<0.05).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,negative,"The sentence clearly supports the extracted claim, mentioning a correlation between CSF FGF23 concentrations and impulsivity (measured by BIS scores). The direction of the correlation is negative, and the relationship is direct.",
155,37731603,Dual-site beta tACS over rIFG and M1 enhances response inhibition: A parallel multiple control and replication study.,2023,International journal of clinical and health psychology : IJCHP,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,unknown,unknown,associated_with,higher,increasing beta activity,direct,1.0,Increasing beta activity in multiple brain regions is a potential way to enhance response inhibition.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,response inhibition,EEG connectivity,higher,"The sentence partially supports the claim, but the phenotype and feature need to be corrected. The direction is not explicitly stated in the sentence.",
156,30384282,CSF glutamate level decreases in heavy smokers and negatively correlates with BDI scores.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,covariates,impulsivity (general),unknown,correlates_with,unclear,,background,0.7,"BIS action scores, total scores and BDI scores were significantly different between the groups.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention impulsivity, glutamate, or any relationship with them, so it does not support the extracted claim.",
157,37992775,Indirect effect of impulsivity on suicide risk through self-esteem and depressive symptoms in a population with treatment-resistant depression: A FACE-DR study.,2024,Journal of affective disorders,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),treatment-resistant depression,associated_with,unclear,indirect,background,0.6,Impulsivity was associated with self-esteem and depressive symptom severity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the association between impulsivity and self-esteem/depressive symptom severity, which matches the extracted claim's relationship and phenotype. The direction is unclear, but the extracted claim's direction is also unclear, so it is supported. The directness is background, which matches the extracted claim's directness. There is no overclaiming as the sentence mentions a group difference and a phenotype-feature association.",
158,39116689,Impulsivity as a predictor of clinical and psychological outcomes in a naturalistic prospective cohort of subjects at ultra-high risk (UHR) for psychosis from Tunisia.,2024,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Ultra High Risk (UHR) for psychosis,predicts,unclear,,unclear,0.7,Higher baseline BIS-11 motor impulsivity significantly predicted more severe positive psychotic symptoms at 12 months of follow-up.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),psychotic symptoms,positive,"The sentence clearly supports the extracted claim, mentioning impulsivity as a phenotype, predicting more severe psychotic symptoms as a feature, and indicating a significant prediction relationship. The direction is supported as it specifically mentions 'positive psychotic symptoms', and the directness is supported as both phenotype and feature are named.",
159,15996748,Correlates of trait impulsiveness in performance measures and neuropsychological tests.,2005,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.7,"Self-ratings correlated moderately with a number of these test scores, but many correlations became non-significant after adjustment for age and education. Correlations with the Go-No Go task remained significant.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),performance measures and neuropsychological tests,positive,"The sentence partially supports the claim, but the feature type is too broad and the direction is unclear. The corrected feature type should be more specific, and the direction should be inferred as positive based on the word 'correlated moderately'.",
160,35170659,Relationship between optical coherence tomography findings and clinical variables in patients with opiate use disorder.,2023,Arquivos brasileiros de oftalmologia,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),opiate use disorder,associated_with,unclear,,background,0.5,"Only the left eye was positively correlated with retinal nerve fiber layer superior quadrant measurement and hospitalization (r=0.380, p=0.039).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),retinal nerve fiber layer superior quadrant measurement,positively correlated,"The sentence partially supports the claim, but the direction and directness need to be corrected.",
161,29337234,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,less effective preparatory inhibition mechanisms,unclear,0.8,"The RP showed an earlier negative rising phase and a greater amplitude, with the increasing of BIS-11 scores.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),EEG amplitude,,"The sentence partially supports the claim, but the feature type is not specified as EEG connectivity. The direction is also unclear.",
162,32977054,Impulsivity as a multifactorial construct and its relationship to PTSD severity and threat sensitivity.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),PTSD,associated_with,higher,unclear,unclear,0.7,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim, mentioning both impulsivity and its association with PTSD severity, and specifying the direction as higher.",
163,23122556,Decision-making and impulsivity in eating disorder patients.,2013,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),eating disorder,associated_with,unclear,,unclear,0.7,"Eating disorder patients, both the restricting and the binge/purging groups, performed poorly in the Iowa Gambling Task compared to controls, confirming a deficit in decision-making in these patients.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),decision-making,worse,"The sentence clearly supports the association between impulsivity (general) and decision-making in eating disorder patients, with a worse direction.",
164,32554185,Adult attention-deficit hyperactivity disorder and clinical correlates of delayed sleep phase disorder.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Attention-Deficit/Hyperactivity Disorder,associated_with,unclear,,unclear,0.5,"In the multivariate logistic regression analysis, Delayed Sleep Phase Disorder was significantly associated with cyclothymic temperamental traits and severe global impairment.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence mentions a group difference but not a phenotype-feature association, and it does not support the extracted claim.",
165,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,"BIS-11 attentional subscales and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention a feature or relationship that would support the extracted claim.",
166,25819744,Distinct domains of impulsivity are impaired in juvenile myoclonic epilepsy but not in temporal lobe epilepsy.,2015,Epilepsy & behavior : E&B,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),epilepsy,associated_with,higher,,unclear,1.0,"Patients with JME showed higher scores than patients with TLE and controls in all domains: motor, attentional, and lack of planning impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning higher impulsivity scores in patients with JME compared to TLE and controls in all domains.",
167,32450451,"Problematic Internet use (PIU), personality profiles and emotion dysregulation in a cohort of young adults: trajectories from risky behaviors to addiction.",2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Internet Addiction Diagnostic Questionnaire,associated_with,unclear,unclear,unclear,0.5,"PIU participants were more likely to report lower TPQ scores in novelty seeking, harm avoidance and reward dependence.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),personality trait,negative,"The sentence clearly supports the claim by stating a negative association between PIU and novelty seeking, harm avoidance, and reward dependence, which are all aspects of impulsivity and personality traits.",
168,10359481,Etiology of the impulsivity/aggression relationship: genes or environment?,1999,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,background,0.5,Phenotypic relationships between the measure of impulsivity and subscales of the measure of aggression ranged from 0.22 to 0.51.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),aggression (subscale),positive,"The sentence partially supports the claim by mentioning a relationship between impulsivity and aggression, but the direction is unclear and the feature type is more specific than the extracted claim. The directness is also background, which does not match the extracted claim.",
169,20478631,Relationship between impulsivity and decision making in cocaine dependence.,2010,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),cocaine dependence,associated_with,unclear,,unclear,0.5,Cognitive model analysis showed that choice consistency factors on the IGT differed between cocaine-dependent subjects and controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),decision making,unclear,"The sentence supports the phenotype, but the feature is not clearly stated. The relationship is supported, but the direction is unclear. The directness is unclear. The corrected phenotype and feature type are based on the extracted claim.",
170,21665292,Impulsivity and internalizing disorders in childhood.,2011,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,higher,,unclear,0.7,"Impulsivity was related to measures of anxiety, depression and aggressive behavior, and showed higher relationships with measures of internalizing symptoms than with aggression.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),internalizing symptoms,higher,"The sentence partially supports the claim by mentioning a relationship between impulsivity and internalizing symptoms, but it does not specify the feature type for impulsivity. The corrected feature type should be 'internalizing symptoms'.",
171,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,predicts,unclear,,unclear,0.6,The Go/No-Go task is one of the most effective means to assess response inhibition measured by the ability to appropriately withhold responding to No-Go stimuli.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention a feature or relationship with impulsivity.",
172,20832123,Platelet [³H] paroxetine binding in female patients with borderline personality disorder and their sisters.,2011,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,,background,0.3,Paroxetine binding could be a vulnerability marker for traits associated with borderline personality disorder (BPD).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),unknown,,"The sentence mentions a relationship between a trait associated with BPD and a potential vulnerability marker, but does not specify the feature type or direction. The phenotype is supported as impulsivity (general) is a trait associated with BPD.",
173,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),alcohol-related problems,associated_with,unclear,,unclear,0.6,Craving and impulsivity are key psychological dimensions involved in the development and maintenance of severe alcohol-use disorders.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the association between impulsivity and alcohol-use disorders, which matches the extracted claim's phenotype. The feature type is unknown, but the sentence implies a general association. The direction is unclear, but the sentence does not contradict the extracted claim's direction. The directness is also unclear, but the sentence does not contradict the extracted claim's directness. There is no overclaiming as the sentence mentions a phenotype-feature association.",
174,28675825,The association between in vivo central noradrenaline transporter availability and trait impulsivity.,2017,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,modulating,direct,0.7,We found that distribution volume ratios (DVR) used as PET outcome measures negatively correlated with BIS-11 total scores in the orbitofrontal cortex (OFC) and in the hippocampus as well as in parts of the cerebellar cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,,
