record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
2,32464339,Investigation of structure-function correlation among the young offspring of patients with bipolar disorder.,2020,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale fMRI,cingulum,unknown,attentional impulsivity,young offspring of patients with Bipolar Disorder (BDoff),positively correlated,unclear,,unclear,,MD values in the cingulum were inversely correlated with the Child and Youth Resilience Measure and positively correlated with higher scores on the Barratt Impulsiveness Scale-Attentional.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
3,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,"['inferior parietal lobule', 'right dorsolateral prefrontal cortex (DLPFC)', 'anterior cingulate contex']",unknown,impulsivity (general),,correlates,higher,brain activity,indirect,,Higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,
4,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,"['Orbitofrontal Cortex', 'Anterior Cingulate Cortex', 'Right Insula']",unknown,impulsivity (general),Parkinson's Disease,Associated with,unclear,,unclear,,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,"['basolateral amygdala', 'dorsolateral prefrontal cortex']",functional connectivity,impulsivity (general),combat veterans,reduced,unclear,,unclear,,"In exploratory cluster analyses, we observed reduced functional connectivity between the (bilateral) BLA and left dorsolateral prefrontal cortex in the impulsive aggression group, relative to combat controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
6,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,unknown,,decreased,unclear,,unclear,,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,"prefrontal cortex, default mode network",functional connectivity,impulsivity (general),,moderates,unclear,,unclear,,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,Subthalamic nucleus,unknown,motor impulsivity,Parkinson's Disease,Associated with,unclear,Deep Brain Stimulation,indirect,,Each component was associated with the stimulation of spatially segregated fiber bundles connecting regions of the frontal cortex with the subthalamic nucleus.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,,unknown,unknown,,potential association,unclear,,unclear,,We highlight the potential of using shrews as animal models for hoarding behavior.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,
10,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,Default mode network (DMN),functional connectivity,unknown,Individuals with alcohol use disorder (AUD) were compared to unaffected controls (CTL),Contributes to,unclear,Non-planning impulsivity functional connectivity,indirect,Classification accuracy of 80%,"The random forest model achieved a classification accuracy of 80% and identified all four impulsivity scores (motor, non-planning, attentional, and total) as significantly contributing to classifying individuals as either AUD or CTL.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
11,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,"['Default mode network (DMN)', 'Executive control network (ECN)', 'Salience network (SAN)']",structural connectivity,attentional impulsivity,,"['Lower structural connectivity and network efficiency in the DMN compared to TDC for children with ADHD', 'Higher SC-FC coupling for all subnetworks compared to TDC for children with ADHD-C', 'Higher SC-FC coupling in the DMN compared to ADHD-I for children with ADHD-C', 'Negative correlation between SC-FC coupling and hyperactivity scores in the ADHD-I group but not in the ADHD-C group']",unclear,,unclear,,"Children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks. Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC. The ADHD-C group also demonstrated increased SC-FC coupling in the DMN compared to the ADHD-I group. The correlation between SC-FC coupling and hyperactivity scores was negative in the ADHD-I, but not in the ADHD-C group.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
12,31801105,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,motor impulsivity resting-state fMRI,"reward, craving, emotional memory and sensory-motor processing regions",unknown,unknown,,,unclear,,unclear,,"Subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
1,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,mesocorticolimbic,unknown,impulsivity (general),methamphetamine-dependent individuals,affect,unclear,negative relationship between ventral striatal D2-type receptor availability and RSFC,unclear,,"Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
2,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,"Superior frontal cortex, Nucleus accumbens",structural connectivity,impulsivity (general),Methamphetamine users,Association,higher,"Decreased dendritic pruning during adolescence, Neurotoxicity, Estrogen-mediated neuroprotective glial response",indirect,,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p<0.0001-0.0001). Compared with same-sex Controls, male METH users had larger, while female METH users had smaller, right superior frontal cortex (interaction-p=0.0005). The male METH users with larger frontal volumes and female METH users with smaller or thinner frontal cortices had greater Cognitive impulsivity (interaction-p≤0.05). Only female METH users showed relatively larger nucleus accumbens (interaction-p=0.03).",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
3,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,Frontolimbic cortex,structural connectivity,unknown,,Correlation,higher,,unclear,,"Post hoc analysis showed that the BPD patients had greater frontolimbic cortex asymmetry than healthy controls; furthermore, greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,,EEG connectivity,unknown,Severity of Internet addiction was identified by the total score on Young's Internet Addiction Test.,Association,unclear,,unclear,,These EEG activities were significantly associated with the severity of Internet addiction as well as with the extent of impulsivity.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,Hippocampus,functional connectivity,impulsivity (general),,mediates,unclear,,unclear,,These findings suggest that hippocampal rsFC partially mediates the relationship between impulsivity and substance use behaviors.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
6,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,"['nucleus accumbens and caudate nucleus', 'orbitofrontal cortex', 'anterior cingulate cortex', 'inferior frontal cortex', 'hippocampus']",functional connectivity,unknown,,associated with,unclear,,unclear,,"BDs exhibited enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC, which is consistent with AUD studies and may be indicative of alcohol-motivated appetitive behaviors.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,dorsal striatum,unknown,unknown,,involved in,unclear,,unclear,,"In principle, intertemporal choice in the delay-discounting task-a validated measure of choice impulsivity-involves reward-associated actions that require the recruitment of the dorsal striatum.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,27942448,Brain connectivity aberrations in anabolic-androgenic steroid users.,2017,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,"['amygdala', 'default-mode network (DMN)', 'dorsal attention network (DAN)', 'superior and inferior frontal gyri (SFG/IFG)', 'anterior cingulate cortex (ACC)']",functional connectivity,impulsivity (general),sustained anabolic-androgenic steroid (AAS) use,reduced,unclear,,unclear,,"In line with the emotional and behavioral consequences of AAS, current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation, in particular reduced connectivity between the amygdala and default-mode network (DMN) and between the dorsal attention network (DAN) and a frontal node encompassing the superior and inferior frontal gyri (SFG/IFG) and the anterior cingulate cortex (ACC), with further reductions as a function of dependency, lifetime exposure, and cycle state (on/off).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,"Right Midcingulate Cortex (MCC) and adjacent regions of the superior frontal gyrus, Right Dorsomedial Frontal Cortex, Lateral Superior Parietal Cortex, Bilateral Occipital Cortex",unknown,unknown,Adult male inmates,"Negatively associated, Predicted",lower,,unclear,,"PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex. Additionally, PCL-R Factor 1 scores (interpersonal/affective traits) predicted less LGI within the right MCC and adjacent dorsomedial frontal cortex and greater LGI in bilateral occipital cortex.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,Frontoparietal control network,functional connectivity,attentional impulsivity,,Weaker connectivity,lower,,unclear,,"Compared with TD children, children with ADHD demonstrated weaker connectivity between the right anterior prefrontal cortex (PFC) and the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
11,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,,unknown,attentional impulsivity,,association,unclear,play a critical role in the development and manifestation of ADHD symptoms,unclear,,Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,41932505,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,motor impulsivity resting-state fMRI,somatosensory-motor (SMN),functional connectivity,unknown,medication-naïve children with combined (ADHD-C) subtype,exhibited,higher,weaker intra-SMN and SMN-DMN connectivity,unclear,,ADHD-C patients demonstrated significantly weaker intra-SMN and SMN-DMN connectivity than the ADHD-I group.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
1,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,Prefrontal Cortex,functional connectivity,impulsivity (general),Bipolar Disorder with and without a history of Suicide Attempts,Association,unclear,,unclear,,These reductions in FC of the fronto-thalamic and fronto-sensorimotor circuits were significantly associated with higher trait impulsivity scores.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
2,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,,unknown,impulsivity (general),,positively correlated,unclear,,unclear,,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.). BIS motor score was positively correlated with LGI in the left superior temporal, lingual and supramarginal gyrus (each p < 0.05 CWP corr.). BIS non-planning score showed a positive correlation with LGI in the pars opercularis of the right inferior frontal gyrus and the left middle temporal, precentral and superior parietal gyrus (each p < 0.05 CWP corr.).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
3,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,"Impulse control disorders, mood/anxiety disorders, post-traumatic stress disorder, and substance use disorder",Negative association,unclear,,unclear,,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,Higher levels of,unclear,,unclear,,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,insula,unknown,unknown,,enhanced resting-state functional connectivity,unclear,,unclear,,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous, which are involved in salience, craving, self-monitoring, and attention.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
6,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,,unknown,impulsivity (general),Pediatric survivors of severe COVID-19,association,unclear,,unclear,,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,"['medial orbitofrontal cortex', 'ventromedial prefrontal cortex (VMPFC)', 'parahippocampal areas', 'anterior cingulate cortex']",functional connectivity,impulsivity (general),,associated with,unclear,greater influence on action,unclear,,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,left IFG and right hippocampus,unknown,unknown,,reduced,unclear,edge-centric functional connectivity,indirect,,The reduced loss aversion in value-based decision making and their related edge-centric functional connectivity support that the IGD showed the same value-based decision-making deficit as the substance use and other behavioral addictive disorders.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,,unknown,unknown,Internet Gaming Disorder,,unclear,,unclear,,Mindfulness interventions have been indicated to improve executive functions to varying degrees in individuals with IGD.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"['default mode network', 'salience networks']",dynamic connectivity,attentional impulsivity,drug-naïve children,"['decreased FS in the bilateral superior frontal gyrus and increased FS in the right middle temporal gyrus', 'increased dFC between the bilateral SFG of DMN and the left insula of salience networks', 'decreased dFC between the right MTG and the left cerebellum posterior lobe']",unclear,,unclear,,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (GRF, voxel-wise p<0.001, cluster-wise p<0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe,",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
11,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,frontal cortical-basal ganglia connections,functional connectivity,attentional impulsivity,,may be structurally or functionally different,unclear,,unclear,,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,"['salience network (SN)', 'right executive control network (rECN)', 'left executive control network (lECN)', 'ventral default mode network (vDMN)', 'somatomotor network (SMN)']",functional connectivity,motor impulsivity,,"['causal inhibitory influence', 'correlation']",unclear,,unclear,,"Our results identified four functional networks activated during correct motor response inhibition: the salience network (SN), the right and left executive control networks (ECNs), and the ventral default mode network (vDMN). We observed a significant causal inhibitory influence from the vDMN to the left ECN (lECN).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
1,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,Ventral striatum (VS),functional connectivity,motor impulsivity,Antisocial personality disorder (ASPD),Correlated with,lower,,unclear,,"VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
2,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,"['insula', 'orbitofrontal', 'parietal']",unknown,impulsivity (general),scores on the Barratt Impulsiveness Scale (BIS),comparison,higher,,unclear,,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
3,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,report greater impulsiveness,higher,,unclear,,"In both studies, self-injurers reported greater impulsiveness",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,Parkinson's Disease,Association,higher,,unclear,,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3)",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,,unknown,unknown,,association,unclear,resting-state brain functional connectivity,unclear,,"Compared with the lower-frequency SMA pattern group, the video-centric higher-frequency SMA pattern group demonstrated higher impulsivity.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
6,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,impulse control areas,functional connectivity,unknown,,reduced,unclear,,unclear,,reduced activity in impulse control areas and impaired decision making,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,Thalamus,functional connectivity,impulsivity (general),Complex posttraumatic stress disorder (CPTSD),Reduced functional connectivity,unclear,,unclear,,"There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,,unknown,attentional impulsivity,,associated with,unclear,resting-state functional magnetic resonance imaging (fMRI),unclear,,"In both data sets, subgroups with similar biology that differed significantly in intelligence as well as hyperactivity and impulsivity problems were identified, yet these groups showed no consistent alignment with current diagnostic categories. For example, there was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02). A significant difference in SWAN-HI scores between subgroups g and d in the HBN data was also observed (median [IQR], 1.00 [0.00-4.00] vs 0.00 [0.00-2.00]; corrected P = .02).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,,unknown,unknown,Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),linked to,unclear,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems,unclear,,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,ventral striatum,functional connectivity,unknown,,increased in IGD subjects,unclear,,unclear,,"IGD subjects showed greater resting-state functional connectivity of the VS to left inferior parietal lobule (lIPL), right inferior frontal gyrus and left middle frontal gyrus, in positive association with the severity of IGD.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
11,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,Frontal lobe,unknown,unknown,classical absence attack,causes,unclear,permits immediate postictal recuperation of frontal functions,unclear,,It is assumed that the classical absence attack with generalized spike-waves of frontal onset causes a 'suspension of the working memory',no,evidence_strength not a number,yes,yes,no,,,,,,,,,
12,39218589,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,motor impulsivity functional connectivity,,unknown,unknown,damage to the central nervous system,causes,unclear,Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction,unclear,,"Individuals with motor dysfunction caused by damage to the central nervous system are unable to transmit voluntary movement commands to their muscles, resulting in a reduced ability to control their limbs.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
