pmid,raw_response,parse_error
34964209,"{
  ""kb_record"": {
    ""source"": ""Depression and anxiety"",
    ""source_id"": ""34964209"",
    ""query"": ""impulsivity fMRI functional connectivity"",
    ""title"": ""Neural processes during response inhibition in complex posttraumatic stress disorder."",
    ""year"": 2022,
    ""journal"": ""Depression and anxiety"",
    ""brain_system"": ""thalamus"",
    ""feature_type"": ""activation"",
    ""phenotype"": ""CPTSD"",
    ""diagnostic_context"": ""compared to PTSD and healthy controls"",
    ""relationship"": ""reduced"",
    ""direction"": ""relative to baseline"",
    ""mechanism"": ""involvement in response inhibition"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""initial evidence"",
    ""supporting_sentence"": ""There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region.""
  },
  ""self_verification"": {
    ""support_score"": 1,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the presence of reduced thalamic activation in CPTSD compared to both PTSD and controls during inhibition trials, which aligns with the query and the extracted fields.""
  }
}",
32699511,"{
  ""kb_record"": {
    ""source"": ""Dialogues in clinical neuroscience"",
    ""source_id"": ""PMID: 32699511"",
    ""query"": ""impulsivity fMRI functional connectivity"",
    ""title"": ""Neurobiological mechanisms underlying internet gaming disorder"",
    ""year"": 2020,
    ""journal"": ""Dialogues in clinical neuroscience"",
    ""brain_system"": ""impulse control areas"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""internet gaming disorder"",
    ""diagnostic_context"": ""neurobiological correlates"",
    ""relationship"": ""reduced activity"",
    ""direction"": ""decreased"",
    ""mechanism"": ""impulsive behavior"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""reduced activity in impulse control areas and impaired decision making""
  },
  ""self_verification"": {
    ""support_score"": 8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly states the relationship between reduced activity in impulse control areas and impaired decision making, which aligns with the query and provides a clear mechanism related to the phenotype.""
  }
}",
14572528,"{
  ""kb_record"": {
    ""source"": ""Neuropsychologia"",
    ""source_id"": ""PMID: 14572528"",
    ""query"": ""Barratt Impulsiveness Scale fMRI"",
    ""title"": ""Response inhibition and impulsivity: an fMRI study."",
    ""year"": 2003,
    ""journal"": ""Neuropsychologia"",
    ""brain_system"": ""right lateral orbitofrontal cortex, superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, inferior parietal lobule"",
    ""feature_type"": ""neural response"",
    ""phenotype"": ""response inhibition"",
    ""diagnostic_context"": ""normal subjects performing a Go/NoGo task"",
    ""relationship"": ""association between BOLD response and impulsivity scores"",
    ""direction"": ""greater activation in paralimbic areas for more impulsive individuals"",
    ""mechanism"": ""engagement of right orbitofrontal cortex needed to maintain behavioral inhibition in impulsive individuals"",
    ""directness"": ""direct"",
    ""evidence_strength"": ""strong"",
    ""supporting_sentence"": ""Subjects with greater scores on impulsivity scales and who made more errors had greater activation of paralimbic areas during response inhibition, while less impulsive individuals and those with least errors activated higher order association areas."",
    ""citation_id"": ""14572528"",
    ""extraction_model"": ""single-stage"",
    ""extraction_confidence"": ""high""
  },
  ""self_verification"": {
    ""support_score"": 1,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship between impulsivity scores and neural activation during response inhibition.""
  }
}",
10570690,"{
    ""kb_record"": {
        ""source"": ""Pediatric clinics of North America"",
        ""source_id"": ""10570690"",
        ""query"": ""attentional impulsivity functional connectivity"",
        ""title"": ""What is attention-deficit/hyperactivity disorder?"",
        ""year"": 1999,
        ""journal"": ""Pediatric clinics of North America"",
        ""brain_system"": ""frontal cortical-basal ganglia connections"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""ADHD"",
        ""diagnostic_context"": ""neuropsychological and neurobiologic studies"",
        ""relationship"": ""suggests"",
        ""direction"": ""different"",
        ""mechanism"": ""not specified in the abstract"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""suggestive"",
        ""supporting_sentence"": ""Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly."",
        ""citation_id"": ""10570690"",
        ""extraction_model"": ""single-stage"",
        ""extraction_confidence"": ""high""
    },
    ""self_verification"": {
        ""support_score"": 8,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly links ADHD to differences in the frontal cortical-basal ganglia circuitry, which supports the phenotype, feature type, relationship, direction, and directness.""
    }
}",
39424632,"{
    ""kb_record"": {
        ""source"": ""Scientific reports"",
        ""source_id"": ""39424632"",
        ""query"": ""impulsivity resting-state fMRI functional connectivity"",
        ""title"": ""Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis."",
        ""year"": 2024,
        ""journal"": ""Scientific reports"",
        ""brain_system"": ""resting-state fMRI"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""ADHD"",
        ""diagnostic_context"": ""classification of ADHD from typically developing children (TDC)"",
        ""relationship"": ""Skip-Vote-Net leverages dynamic connectivity analysis"",
        ""direction"": ""from ADHD to TDC"",
        ""mechanism"": ""majority voting mechanism"",
        ""directness"": ""direct"",
        ""evidence_strength"": ""high"",
        ""supporting_sentence"": ""In this study, we introduce Skip-Vote-Net, a novel deep learning-based network designed for classifying ADHD from typically developing children (TDC) by leveraging dynamic connectivity analysis on rs-fMRI data collected from 222 participants included in the NYU dataset within the ADHD-200 database.""
    },
    ""self_verification"": {
        ""support_score"": 1,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The abstract clearly states that the study uses a deep learning network (Skip-Vote-Net) to classify ADHD from typically developing children based on dynamic connectivity analysis of resting-state fMRI data, which directly supports the query.""
    }
}",
31073695,"{
  ""kb_record"": {
    ""source"": ""Brain imaging and behavior"",
    ""source_id"": ""PMID: 31073695"",
    ""query"": ""impulsivity resting state functional connectivity"",
    ""title"": ""Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks."",
    ""year"": 2020,
    ""journal"": ""Brain imaging and behavior"",
    ""brain_system"": ""reward-salience and top down control networks"",
    ""feature_type"": ""resting state functional connectivity"",
    ""phenotype"": ""binge drinking"",
    ""diagnostic_context"": ""young adult binge (BD) and light (LD) drinkers"",
    ""relationship"": ""association"",
    ""direction"": ""enhanced or lower connectivity"",
    ""mechanism"": ""dysregulation of neurofunctional networks"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""BDs exhibited enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC, which is consistent with AUD studies and may be indicative of alcohol-motivated appetitive behaviors. Conversely, BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.""
  },
  ""self_verification"": {
    ""support_score"": 8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The abstract clearly states the association between binge drinking and altered resting state functional connectivity, providing specific examples of enhanced and lower connectivity in different brain regions, which aligns with the query and supports the extraction.""
  }
}",
27743376,"{
  ""kb_record"": {
    ""source"": ""Brain imaging and behavior"",
    ""source_id"": ""27743376"",
    ""query"": ""Barratt Impulsiveness Scale fMRI"",
    ""title"": ""Cortical folding patterns are associated with impulsivity in healthy young adults."",
    ""year"": 2017,
    ""journal"": ""Brain imaging and behavior"",
    ""brain_system"": ""cortex"",
    ""feature_type"": ""gyrification index"",
    ""phenotype"": ""impulsivity"",
    ""diagnostic_context"": ""healthy young adults"",
    ""relationship"": ""association"",
    ""direction"": ""positive"",
    ""mechanism"": ""early brain development"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.). BIS motor score was positively correlated with LGI in the left superior temporal, lingual and supramarginal gyrus (each p < 0.05 CWP corr.). BIS non-planning score showed a positive correlation with LGI in the pars opercularis of the right inferior frontal gyrus and the left middle temporal, precentral and superior parietal gyrus (each p < 0.05 CWP corr.).""
  },
  ""self_verification"": {
    ""support_score"": 8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The abstract clearly states the positive correlation between impulsivity scores and gyrification index in various brain regions, supporting all aspects of the extracted evidence.""
  }
}",
35277392,"{
    ""kb_record"": {
        ""source"": ""The Journal of neuroscience : the official journal of the Society for Neuroscience"",
        ""source_id"": ""PMID: 35277392"",
        ""query"": ""motor impulsivity functional connectivity"",
        ""title"": ""Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults."",
        ""year"": 2022,
        ""journal"": ""The Journal of neuroscience : the official journal of the Society for Neuroscience"",
        ""brain_system"": ""locus coeruleus, prefrontal cortex"",
        ""feature_type"": ""integrity"",
        ""phenotype"": ""response inhibition"",
        ""diagnostic_context"": ""healthy adults"",
        ""relationship"": ""mediates"",
        ""direction"": ""positive"",
        ""mechanism"": ""functional connectivity between prefrontal regions"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.""
    },
    ""self_verification"": {
        ""support_score"": 8,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the relationship between locus coeruleus integrity and response inhibition through stronger connectivity in specific prefrontal regions, which aligns with the query and the overall findings of the study.""
    }
}",
39315326,"{
    ""kb_record"": {
        ""source"": ""Frontiers in psychiatry"",
        ""source_id"": ""39315326"",
        ""query"": ""Barratt Impulsiveness Scale resting-state fMRI"",
        ""title"": ""Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments."",
        ""year"": 2024,
        ""journal"": ""Frontiers in psychiatry"",
        ""brain_system"": ""Executive Control Network (ECN), Salience Network (SN), Dorsal Attention Network (DAN)"",
        ""feature_type"": ""functional connectivity, resting-state activity"",
        ""phenotype"": ""Internet Gaming Disorder (IGD), impulsivity"",
        ""diagnostic_context"": ""adolescents"",
        ""relationship"": ""correlation"",
        ""direction"": ""positive"",
        ""mechanism"": ""impulsivity in IGD subjects shows a positive correlation with the severity of IGD, linked to impairments in the ECN and a decrease in functional connectivity between the SN and ECN"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""strong"",
        ""supporting_sentence"": ""impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).""
    },
    ""self_verification"": {
        ""support_score"": 1,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the relationship between impulsivity and the severity of IGD, as well as the specific neural correlates (ECN and SN connectivity) in adolescents with IGD.""
    }
}",
39339712,"{
    ""kb_record"": {
        ""source"": ""Nutrients"",
        ""source_id"": ""39339712"",
        ""query"": ""attentional impulsivity functional connectivity"",
        ""title"": ""Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder."",
        ""year"": 2024,
        ""journal"": ""Nutrients"",
        ""brain_system"": ""nervous system"",
        ""feature_type"": ""oxidative stress"",
        ""phenotype"": ""attention deficit hyperactivity disorder (ADHD)"",
        ""diagnostic_context"": ""adults with comorbid conditions"",
        ""relationship"": ""plays a critical role in the development and manifestation of ADHD symptoms"",
        ""direction"": ""causal"",
        ""mechanism"": ""reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS)"",
        ""directness"": ""direct"",
        ""evidence_strength"": ""strong"",
        ""supporting_sentence"": ""Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms. Studies have shown that individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.""
    },
    ""self_verification"": {
        ""support_score"": 1,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the relationship between oxidative stress and ADHD symptoms, providing specific details about the reduced levels of antioxidant enzymes and diminished total antioxidant status in individuals with ADHD.""
    }
}",
27896939,"{
  ""kb_record"": {
    ""source"": ""Obesity (Silver Spring, Md.)"",
    ""source_id"": ""27896939"",
    ""query"": ""trait impulsivity functional connectivity"",
    ""title"": ""A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches."",
    ""year"": 2017,
    ""journal"": ""Obesity (Silver Spring, Md.)"",
    ""brain_system"": ""right inferior frontal gyrus and right middle frontal gyrus"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""elevated BMI"",
    ""diagnostic_context"": ""impulsivity"",
    ""relationship"": ""positive association"",
    ""direction"": ""positive"",
    ""mechanism"": ""mediation by ImpSS"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.""
  },
  ""self_verification"": {
    ""support_score"": 8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly states a positive association between BMI and functional connectivity in specific brain regions, which aligns with the query and supports the relationship, direction, and directness of the evidence.""
  }
}",
39592983,"{
    ""kb_record"": {
        ""source"": ""BMC psychiatry"",
        ""source_id"": ""39592983"",
        ""query"": ""attentional impulsivity resting-state fMRI"",
        ""title"": ""Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder."",
        ""year"": 2024,
        ""journal"": ""BMC psychiatry"",
        ""brain_system"": ""default mode network (DMN), salience networks (SN)"",
        ""feature_type"": ""functional stability (FS), dynamic functional connectivity (dFC)"",
        ""phenotype"": ""attention-deficit/hyperactivity disorder (ADHD)"",
        ""diagnostic_context"": ""drug-naïve children"",
        ""relationship"": ""abnormal stability of dynamic functional architecture"",
        ""direction"": ""decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG); increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN); decreased dFC between the right MTG and the left cerebellum posterior lobe"",
        ""mechanism"": ""Stroop test performance correlated with decreased FS in the bilateral SFG"",
        ""directness"": ""direct"",
        ""evidence_strength"": ""strong"",
        ""supporting_sentence"": ""We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN) (GRF, voxel-wise p < 0.001, cluster-wise p < 0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe, and (3) worse performance in the Stroop test that significantly correlate with decreased FS in the bilateral SFG (p = 0.043, FDR corrected)."",
        ""citation_id"": ""39592983"",
        ""extraction_model"": ""Qwen"",
        ""extraction_confidence"": ""high""
    },
    ""self_verification"": {
        ""support_score"": 1,
        ""decision"": ""verified"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""All extracted elements are directly supported by the content of the abstract.""
    }
}",
25944613,"{
  ""kb_record"": {
    ""source"": ""NeuroImage"",
    ""source_id"": ""25944613"",
    ""query"": ""Barratt Impulsiveness Scale resting-state fMRI"",
    ""title"": ""Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects."",
    ""year"": 2015,
    ""journal"": ""NeuroImage"",
    ""brain_system"": ""ventral medial prefrontal cortex, δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex), β-network (regions of the reward system involved in the mesocorticolimbic pathway)"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""impulsivity"",
    ""diagnostic_context"": ""abstinent heroin-dependent subjects vs. nondrug-using subjects"",
    ""relationship"": ""influence"",
    ""direction"": ""β-network to δ-network and vice versa"",
    ""mechanism"": ""the imbalanced link between the β- and δ-networks is associated with impulsivity in abstinent heroin-dependent subjects"",
    ""directness"": ""direct"",
    ""evidence_strength"": ""strong"",
    ""supporting_sentence"": ""In control nondrug-using subjects, the functional link between the β- and δ-networks is balanced, and the δ-network competitively controls impulsivity. However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity.""
  },
  ""self_verification"": {
    ""support_score"": 8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship, direction, and directness of the evidence. It also provides a clear mechanism for the imbalance in connectivity and its association with impulsivity in abstinent heroin-dependent subjects.""
  }
}",
38468374,"{
  ""kb_record"": {
    ""source"": ""Journal of addictive diseases"",
    ""source_id"": ""38468374"",
    ""query"": ""impulsivity fMRI functional connectivity"",
    ""title"": ""Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review."",
    ""year"": 2025,
    ""journal"": ""Journal of addictive diseases"",
    ""brain_system"": ""prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""Internet Gaming Disorder (IGD)"",
    ""diagnostic_context"": ""fMRI scans"",
    ""relationship"": ""alterations"",
    ""direction"": ""significant increases or decreases"",
    ""mechanism"": ""uncontrolled use of technologies, loss of inhibitory control in decision-making, transforming leisure into dependence"",
    ""directness"": ""direct"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.""
  },
  ""self_verification"": {
    ""support_score"": 8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The abstract clearly states the main findings and provides specific brain regions and changes in functional connectivity related to IGD, which aligns with the query.""
  }
}",
28423021,"{
    ""kb_record"": {
        ""source"": ""PloS one"",
        ""source_id"": ""28423021"",
        ""query"": ""Barratt Impulsiveness Scale fMRI"",
        ""title"": ""Trait impulsivity components correlate differently with proactive and reactive control."",
        ""year"": 2017,
        ""journal"": ""PloS one"",
        ""brain_system"": ""fronto-parietal network, inferior parietal lobule, right dorsolateral prefrontal cortex (DLPFC), anterior cingulate cortex"",
        ""feature_type"": ""trait impulsivity components"",
        ""phenotype"": ""proactive and reactive control"",
        ""diagnostic_context"": null,
        ""relationship"": ""correlation"",
        ""direction"": ""positive for some, negative for others"",
        ""mechanism"": ""impulsivity scores associated with brain activity in specific regions"",
        ""directness"": ""direct"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""Specifically, higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex. Higher attention impulsivity was associated with a smaller proactive control effect in the right DLPFC.""
    },
    ""self_verification"": {
        ""support_score"": 8,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the relationship between specific impulsivity components and cognitive control processes, indicating a direct and specific association.""
    }
}",
36963562,"{
    ""kb_record"": {
        ""source"": ""Journal of the American Academy of Child and Adolescent Psychiatry"",
        ""source_id"": ""PMID: 36963562"",
        ""query"": ""impulsivity resting-state fMRI functional connectivity"",
        ""title"": ""Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity."",
        ""year"": 2023,
        ""journal"": ""Journal of the American Academy of Child and Adolescent Psychiatry"",
        ""brain_system"": ""resting-state brain"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""impulsivity"",
        ""diagnostic_context"": null,
        ""relationship"": ""association"",
        ""direction"": ""positive"",
        ""mechanism"": null,
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes."",
        ""citation_id"": ""36963562"",
        ""extraction_model"": ""Qwen"",
        ""extraction_confidence"": 0.95
    },
    ""self_verification"": {
        ""support_score"": 0.9,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly links the video-centric higher-frequency SMA pattern to increased impulsivity and altered resting-state brain functional connectivity, which aligns with the query.""
    }
}",
36747838,"{
  ""kb_record"": {
    ""source"": ""bioRxiv"",
    ""source_id"": ""36747838"",
    ""query"": ""attentional impulsivity resting-state fMRI"",
    ""title"": ""Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth"",
    ""year"": 2023,
    ""journal"": ""bioRxiv : the preprint server for biology"",
    ""brain_system"": ""default mode network, dorsal and ventral attention networks"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""individual differences in delay discounting"",
    ""diagnostic_context"": ""adolescence"",
    ""relationship"": ""association"",
    ""direction"": ""positive (greater connectivity) and negative (reduced connectivity)"",
    ""mechanism"": ""connectivity patterns emanating from the left dorsal prefrontal cortex"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.""
  },
  ""self_verification"": {
    ""support_score"": 8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the phenotype, feature, relationship, direction, and directness of the evidence. The sentence does not overclaim the findings beyond what is stated in the abstract.""
  }
}",
37884552,"{
  ""kb_record"": {
    ""source"": ""Translational psychiatry"",
    ""source_id"": ""37884552"",
    ""query"": ""trait impulsivity functional connectivity"",
    ""title"": ""Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review."",
    ""year"": 2023,
    ""journal"": ""Translational psychiatry"",
    ""brain_system"": ""fronto-temporal-limbic regions"",
    ""feature_type"": ""impulsivity"",
    ""phenotype"": ""aggression"",
    ""diagnostic_context"": ""Borderline personality disorder (BPD) and antisocial personality disorder (ASPD)"",
    ""relationship"": ""alterations"",
    ""direction"": ""linked to"",
    ""mechanism"": ""serotonergic and endocannabinoid signaling systems"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD.""
  },
  ""self_verification"": {
    ""support_score"": 0.9,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship between impulsivity and aggression through alterations in specific brain regions and signaling systems.""
  }
}",
28040671,"{
  ""kb_record"": {
    ""source"": ""Brain : a journal of neurology"",
    ""source_id"": ""PMID: 28040671"",
    ""query"": ""motor impulsivity resting-state fMRI"",
    ""title"": ""Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity"",
    ""year"": 2017,
    ""journal"": ""Brain : a journal of neurology"",
    ""brain_system"": ""subthalamic nucleus"",
    ""feature_type"": ""decisional impulsivity"",
    ""phenotype"": ""obsessive-compulsive disorder"",
    ""diagnostic_context"": ""subjects with obsessive compulsive disorder who have undergone deep brain stimulation of the limbic and associative subthalamic nucleus"",
    ""relationship"": ""causally implicated"",
    ""direction"": ""increasing"",
    ""mechanism"": ""shifts evidence accumulation towards a functional less cautious style"",
    ""directness"": ""direct"",
    ""evidence_strength"": ""strong"",
    ""supporting_sentence"": ""We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.""
  },
  ""self_verification"": {
    ""support_score"": 1,
    ""decision"": true,
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship between subthalamic nucleus stimulation and increased decisional impulsivity, with clear direction and directness.""
  }
}",
