record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
254,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,,direct,0.85,"IGDs also demonstrated significantly stronger rsFC between the posterior insula and postcentral gyrus, precentral gyrus, supplemental motor area, and superior temporal gyrus (STG), which are involved in interoception, movement control, and auditory processing.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence supports the phenotype, feature, and relationship, but it does not directly support the directness of the claim because it does not name both phenotype and feature. The corrected phenotype, feature type, and direction are already present in the claim, so no further correction is needed.",
260,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.85,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim because it directly mentions the phenotype (impulsivity), feature type (functional connectivity), and relationship (associated with), but it does not directly mention the directness of the relationship between impulsivity and functional connectivity. The sentence also mentions a group difference (video-centric higher-frequency SMA pattern group) but not a phenotype-feature association, which could be considered overclaiming. However, since the claim is about impulsivity and the sentence does mention impulsivity, we will not mark overclaiming as true. The corrected fields are phenotype, feature type, and direction.",
264,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD classification,associated_with,unclear,,direct,0.85,"Resting-state functional connectivity analysis has emerged as a promising approach for ADHD classification using resting-state functional magnetic resonance imaging (rs-fMRI), although with limited accuracy.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention a specific phenotype-feature association, making it unsupported for the extracted claim.",
278,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,correlates_with,lower,,direct,0.9,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and functional connectivity in the default mode network.",
298,37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,no,no,no,no,impulsivity (general),behavioral,positive,"The sentence partially supports the claim but needs revision or is indirect. The phenotype is supported, but the feature type is not specified. The relationship is not mentioned. The direction is unclear. The directness is background, but the sentence does not name both phenotype and feature.",
309,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,unclear,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention impulsivity or functional connectivity, and does not provide any information about a relationship or direction.",
316,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,direct,0.8,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares IGD participants to healthy controls, showing a decrease in functional connectivity between specific brain regions, which is consistent with the extracted claim.",
326,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,"salience/ventral attention network, frontoparietal/control network",functional connectivity,impulsivity (general),"binge drinking, light drinking",associated_with,higher,dysregulation of neurofunctional networks,direct,0.8,BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,lower,The sentence does not directly support the claim's direction (higher) and directness (direct).,
327,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),severe COVID-19,correlates_with,unclear,,indirect,0.5,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (specific to MOXO-d-CPT),behavioral test score,decreases,"The sentence partially supports the claim by mentioning a group difference in impulsivity, but the relationship is not explicitly stated as a correlation. The direction is unclear, and the feature type is not functional connectivity but rather a behavioral test score. The phenotype should be revised to be more specific to the MOXO-d-CPT test.",
333,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,direct,0.7,reduced activity in impulse control areas and impaired decision making,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence partially supports the claim by mentioning a phenotype (impulsivity) and a feature (decision making), but the direction is unclear. The corrected phenotype and feature type match the extracted claim. The corrected direction is inferred as 'decreased' based on the phrase 'reduced activity'.",
337,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),suicidal behavior and depression,correlates_with,unclear,,direct,0.8,"In nonpsychiatric controls, vmPFC-frontoparietal connectivity was negatively moderated by impulsivity (pFWE corrected < 0.05).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negatively correlates with,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, functional connectivity as the feature type, a correlation as the relationship, a negative direction, and a direct association.",
346,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a direct association between white matter connectivity and impulsivity. The direction is unclear, but the extracted direction captures this accurately. The sentence does not overclaim, as it only mentions group differences in impulsivity.",
368,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder (IGD),associated_with,unclear,,indirect,0.7,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but the relationship is not explicitly stated. The corrected phenotype and feature type are provided.",
370,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,"default mode network, salience/ventral attention network",functional connectivity,impulsivity (general),unknown,associated_with,higher,impaired effortful control and decreased response inhibition,direct,0.85,functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,
378,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,moderates,unclear,,direct,0.85,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim, but the direction is unclear in the sentence and should be corrected to positive as it implies a positive association between sleep quality and impulsivity.",
380,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),,,,
384,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,"medial orbitofrontal cortex, ventromedial prefrontal cortex, parahippocampal areas, anterior cingulate cortex",functional connectivity,impulsivity (general),unknown,associated_with,higher,"higher connectivity with the anterior cingulate cortex, providing a route for these reward-related regions to have a greater influence on action in risk-taking individuals",direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and higher functional connectivity in the medial orbitofrontal cortex, ventromedial prefrontal cortex, and parahippocampal areas in risk-taking individuals.",
390,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,background,0.5,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioral,unclear,"The sentence partially supports the claim but needs revision or is indirect. The phenotype is supported, but the feature type is unknown and needs correction. The relationship is supported, but the direction is unclear and needs correction. The directness is background, which does not match the extracted directness, so it needs correction.",
391,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,unclear,unclear,,indirect,0.3,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,no,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim but needs revision or is indirect. The relationship and direction are unclear, and the directness is indirect, but the phenotype and feature are supported.",
394,31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,2021,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,correlates_with,unclear,,direct,0.75,Young males with IGD showed an altered FC pattern in the dorsal striatum during follow-up. FC of the dorsal striatum in IGD increased in the mPFC and decreased in the MOG.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning the phenotype (impulsivity), feature type (functional connectivity), relationship (correlates with), and direction (unclear). The directness is also supported as the sentence names both phenotype and feature.",
396,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,default mode network | cognitive control network,functional connectivity,unknown,unknown,associated_with,higher,,direct,0.85,"Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,cognitive performance,functional connectivity,decreased,"The sentence clearly supports the claim, and the phenotype, feature, relationship, and direction are all correctly identified. The corrected fields are the phenotype, feature type, and direction, which are all accurately captured from the sentence.",
409,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,"salience/ventral attention network, frontoparietal/control network, default mode network",functional connectivity,impulsivity (general),transdiagnostic neurodevelopmental difficulties,associated_with,higher,"increased functional connectivity between the SN, CEN, and DMN in at-risk children, decreased functional connectivity between the CEN and DMN in comparison children",direct,0.85,"Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,
417,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,structural connectivity,impulsivity (general),Parkinson's Disease,associated_with,higher,,direct,0.8,improvement of mood and cognition and worsening of trait impulsivity,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral outcome,higher,"The sentence directly states that impulsivity worsened, which matches the extracted claim's phenotype and direction. The feature type is not explicitly mentioned as structural connectivity, but it can be inferred that the worsening of impulsivity is related to the improvement of mood and cognition, which might be associated with structural changes. However, the sentence does not directly support the relationship between structural connectivity and impulsivity, but it does support the association between impulsivity and the other outcomes, which is a related concept. Therefore, the support score is 2, and the decision is to keep the claim as it is.",
419,27942448,Brain connectivity aberrations in anabolic-androgenic steroid users.,2017,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.8,"current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation, in particular reduced connectivity between the amygdala and default-mode network (DMN) and between the dorsal attention network (DAN) and a frontal node encompassing the superior and inferior frontal gyri (SFG/IFG) and the anterior cingulate cortex (ACC)",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim by mentioning reduced functional connectivity between key nodes involved in emotional and cognitive regulation, specifically between the amygdala and default-mode network (DMN), and between the dorsal attention network (DAN) and a frontal node encompassing the superior and inferior frontal gyri (SFG/IFG) and the anterior cingulate cortex (ACC).",
427,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,unknown,internet gaming disorder,correlates_with,lower,negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG,direct,0.85,This relationship was suppressed by response consistency3 in PIGD.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not support the extracted claim as it mentions a different relationship (suppressed by response consistency) and does not provide information about the phenotype, feature type, direction, or directness of the relationship in the context of internet gaming disorder.",
437,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),neurodevelopmental conditions,associated_with,higher,,direct,0.7,"There was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),behavioral trait,higher,"The sentence supports the phenotype, feature, and relationship, but it does not directly name the feature type as 'functional connectivity'. The direction is supported as 'higher' when comparing subgroup D to subgroup C. However, the directness is not fully supported because the sentence does not directly name both phenotype and feature.",
462,26745144,Head Motion and Inattention/Hyperactivity Share Common Genetic Influences: Implications for fMRI Studies of ADHD.,2016,PloS one,trait impulsivity resting-state fMRI,unknown,covariates,impulsivity (general),ADHD,correlates_with,unclear,,indirect,0.7,"HM was moderately correlated with maternal reports of Inattention (r = 0.17, p-value = 7.4E-5) and Hyperactivity-Impulsivity (r = 0.16, p-value = 2.9E-4), and these associations were mainly due to pleiotropic genetic factors with genetic correlations [95% CIs] of rg = 0.24 [0.02, 0.43] and rg = 0.23 [0.07, 0.39].",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),covariates,unclear,"The sentence clearly supports the extracted claim, mentioning a correlation between head motion (HM) and impulsivity (general) in the context of ADHD, with a specific mention of Hyperactivity-Impulsivity, which is a related feature. The direction of the correlation is unclear, but the sentence does not overclaim, and the directness is supported as the sentence names both phenotype and feature.",
463,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.9,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim by stating an association between higher delay discounting (DD) and greater fractional amplitude of low-frequency fluctuations (fALFF) in a specific brain region, the dorsal anterior cingulate cortex (dACC).",
472,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,"CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition-all processes critical to the emergence of impulsive traits and drug-seeking behavior.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim, but the direction is unclear and should be corrected to 'unclear'.",
483,38451271,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,trait impulsivity functional connectivity,default mode network,functional connectivity,impulsivity (general),internet addiction,predicts,higher,mediated by stressful life events and DMN functional connectivity,direct,0.8,CPM results revealed that the functional connectivity of cognitive control and emotion-regulation circuits and DMN were significantly correlated with TA.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim.",
484,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,no,no,no,no,impulsivity (general),behavioral trait,positive,"The sentence partially supports the claim by mentioning impulsivity, but it does not specify the feature type or relationship. The direction is unclear, and the directness is background. The corrected fields are based on the extracted claim and the sentence.",
488,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,unknown,BOLD variability,impulsivity (general),psychopathy,associated_with,lower,,indirect,0.7,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,lower,"The sentence clearly supports the extracted claim, mentioning a specific brain region (midcingulate cortex and adjacent regions) and a negative association between PCL-R scores and LGI measures, which aligns with the claim's direction (lower).",
492,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,unclear,,indirect,0.5,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,unclear,impulsivity (general),functional connectivity,,The sentence partially supports the claim but needs revision or is indirect because it does not specify the feature type and direction.,
493,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),associated_with,unclear,,indirect,0.6,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but the relationship is not explicitly stated as 'associated_with'.",
497,38018143,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,"This approach is supported by converging multimodal evidence, including lesion-based maps, functional MRI-based maps, tES studies, TMS studies, and dose-response relationships.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,no,no,,,,"The sentence does not mention a specific phenotype-feature association, making it unsupported for the extracted claim.",
504,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,"Overall, lower integration across the brain modules and increased segregation, as reflected by internal within module connectivity, were associated with higher infection rates.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the claim by stating a relationship between brain module integration/segregation and infection rates, which is associated with the phenotype of impulsivity (general) and the feature of functional connectivity. The direction of the relationship is also supported as higher infection rates are associated with lower integration and increased segregation.",
506,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.85,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim by mentioning a positive association between BMI and functional connectivity, which is a type of impulsivity feature. The direction is also clearly stated as higher, matching the claim's direction.",
511,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,mediates,unclear,,indirect,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,The sentence partially supports the claim but needs revision or is indirect. The direction and directness are unclear.,
517,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network,EEG connectivity,nonplanning impulsivity,AUD,associated_with,higher,"hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity",direct,0.8,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,EEG connectivity,higher,,
535,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,frontoparietal/control network,functional connectivity,attentional impulsivity,children with attention-deficit/hyperactivity disorder,associated_with,unclear,,direct,0.8,"Furthermore, this aberrant connectivity of the frontoparietal control network in ADHD was associated with symptoms of impulsivity and opposition-defiance, as well as impaired response inhibition and attentional control.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,associated with,"The sentence clearly supports the claim by stating that aberrant connectivity of the frontoparietal control network in ADHD is associated with symptoms of attentional impulsivity, which matches the extracted phenotype. The feature type is also supported as it mentions functional connectivity. The relationship is supported as it states an association. The direction is supported as it implies a positive association. The directness is supported as it names both the phenotype and feature. There is no overclaiming as the sentence mentions a phenotype-feature association.",
544,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"default mode network, salience/ventral attention network",dynamic connectivity,attentional impulsivity,drug-naïve children with ADHD,correlates_with,unclear,,direct,0.7,This preliminary study provides novel insight into the dynamic brain functional networks in ADHD.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention a specific phenotype-feature association, making it unsupported for the extracted claim.",
