record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
32,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"default mode network (DMN), salience networks (SN)",dynamic connectivity,attentional impulsivity,drug-naïve children,abnormal stability of dynamic functional architecture,higher,Stroop test performance correlated with decreased FS in the bilateral SFG,direct,strong,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN) (GRF, voxel-wise p < 0.001, cluster-wise p < 0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe, and (3) worse performance in the Stroop test that significantly correlate with decreased FS in the bilateral SFG (p = 0.043, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,no,no,no,yes,attentional impulsivity,dynamic functional architecture,decreased,"The sentence mentions decreased FS in the bilateral SFG, which is related to the phenotype and feature but does not directly state the relationship as 'abnormal stability of dynamic functional architecture'. The direction and directness are also not explicitly supported.",
33,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,"ventral medial prefrontal cortex, δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex), β-network (regions of the reward system involved in the mesocorticolimbic pathway)",functional connectivity,impulsivity (general),abstinent heroin-dependent subjects vs. nondrug-using subjects,influence,unclear,the imbalanced link between the β- and δ-networks is associated with impulsivity in abstinent heroin-dependent subjects,direct,strong,"In control nondrug-using subjects, the functional link between the β- and δ-networks is balanced, and the δ-network competitively controls impulsivity. However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence provides information about the relationship between the β- and δ-networks and impulsivity, which aligns with the claim. However, the direction of influence is not explicitly stated.",
34,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum",functional connectivity,unknown,fMRI scans,alterations,higher,"uncontrolled use of technologies, loss of inhibitory control in decision-making, transforming leisure into dependence",direct,moderate,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,unknown,functional connectivity,higher or lower,"The sentence does not specify the exact phenotype, the direction of change (increase or decrease), and the directness of the relationship between the phenotype and the feature. It also implies a broader context of changes rather than a specific alteration in a particular brain system.",
35,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,"fronto-parietal network, inferior parietal lobule, right dorsolateral prefrontal cortex (DLPFC), anterior cingulate cortex",unknown,unknown,,correlation,higher,impulsivity scores associated with brain activity in specific regions,direct,moderate,"Specifically, higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex. Higher attention impulsivity was associated with a smaller proactive control effect in the right DLPFC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,"motor impulsiveness, attention impulsivity","proactive control effect, reactive control effect","larger, smaller","The sentence directly states correlations between impulsivity scores and brain activity in specific regions, supporting the claim with clear directionality and directness.",
36,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,resting-state brain,functional connectivity,impulsivity (general),,association,higher,,indirect,moderate,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,impulsivity (general),functional connectivity,higher,"The sentence mentions an association between impulsivity and altered resting-state brain functional connectivity, but it does not directly state that higher impulsivity is associated with higher functional connectivity. The direction and directness are not explicitly supported.",
37,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,"default mode network, dorsal and ventral attention networks",functional connectivity,impulsivity (general),adolescence,association,higher,connectivity patterns emanating from the left dorsal prefrontal cortex,indirect,moderate,"These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,yes,impulsivity (general),connectivity patterns emanating from the left dorsal prefrontal cortex,higher,"The sentence supports the phenotype, feature, relationship, and direction. However, the directness is not explicitly stated, and the sentence overclaims by mentioning the brain system without directly linking it to the phenotype.",
38,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,fronto-temporal-limbic regions,unknown,unknown,Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),alterations,unclear,serotonergic and endocannabinoid signaling systems,indirect,moderate,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,no,no,yes,aggression,serotonergic and endocannabinoid signaling systems,unclear,"The sentence mentions a group difference (BPD and ASPD) and a relationship (link between impulsivity and aggression), but it does not directly state that alterations in the brain regions and signaling systems cause or are associated with aggression. The direction of the relationship is unclear, and the phenotype and feature are not explicitly named.",
39,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,subthalamic nucleus,unknown,unknown,subjects with obsessive compulsive disorder who have undergone deep brain stimulation of the limbic and associative subthalamic nucleus,causally implicated,unclear,shifts evidence accumulation towards a functional less cautious style,direct,strong,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,decisional impulsivity,"evidence accumulation during probabilistic uncertainty, delay discounting",increasing,"The sentence directly states that stimulation of the subthalamic nucleus causally implicates an increase in decisional impulsivity and changes in evidence accumulation and delay discounting, which aligns with the extracted claim.",
40,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,"dorsolateral prefrontal cortex, presupplementary motor area, bilateral amygdala, precuneus, insula",functional connectivity,unknown,repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention psychotherapy,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity predict treatment response,higher,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity during planning and inhibition-related processes are associated with clinical response for specific rTMS conditions in OCD,indirect,moderate,"For the vertex group, but not the dorsolateral prefrontal cortex/presupplementary motor area rTMS conditions, higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,null,task-related brain activation,higher,The sentence mentions task-related brain activation but does not explicitly state functional connectivity. The direction is not clearly stated as 'higher'. The relationship is only partially supported as it mentions activation but not connectivity. Overclaiming is present as it suggests a broader relationship than what is directly stated.,
41,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,prefrontal cortex,functional connectivity,impulsivity (general),bipolar disorder with or without a history of suicide attempts,association,lower,specific PFC-based FC alterations,indirect,moderate,BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,impulsivity (general),functional connectivity,lower,The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity. It also does not specify the direction of the association.,
42,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,,unknown,impulsivity (general),,mediation,unclear,"executive functions, reflective functioning, and driving self-regulation",indirect,moderate,"Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors. Executive functions, reflective functioning, and driving self-regulation mediated the relationship between motor impulsivity and driving errors.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,yes,no,no,impulsivity (general),"executive functions, reflective functioning, and driving self-regulation",unclear,"The sentence directly states that executive functions, reflective functioning, and driving self-regulation mediate the relationship between impulsivity and driving errors, which supports the phenotype and relationship. However, it does not explicitly name these as features, making directness_supported=false.",
43,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,impulsivity (general),non-suicidal self-injury (NSSI),association,higher,,indirect,moderate,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,no,yes,yes,no,no,impulsivity (general),"behavioral disinhibition, risky decision-making, delay discounting",higher,"The sentence supports the phenotype 'impulsivity (general)' through self-reported and performance-based measures. It also indicates an association with a higher level of impulsivity in self-injurers compared to controls, though the directness is indirect as it does not directly measure the feature type.",
44,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,brain-wide,functional connectivity,unknown,"simultaneous resting-state measurements of electrophysiology, along with calcium and hemodynamic imaging",hemodynamic signal is significantly correlated with FC measured by calcium,higher,regional variation in the hemodynamic response,indirect,moderate,"Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,yes,no,no,yes,,,,"The sentence confirms that the hemodynamic signal is significantly correlated with FC measured by calcium, supporting the relationship. However, it does not specify a direction of correlation or directly state the relationship, hence directness and direction are not supported. Additionally, the sentence mentions a group difference (significantly different estimates) which implies overclaiming as it does not directly state a correlation.",
45,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,ventral striatum,functional connectivity,impulsivity (general),ASPD,association,lower,low MAO-A level in the VS,indirect,moderate,"Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,NEO Personality Inventory-Revised impulsivity,VSs-DMPFC FC,lower,The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity in the ventral striatum. It also does not specify the exact direction of the relationship.,
46,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,functional connectome,unknown,unknown,"neurodevelopmental conditions (ASD, ADHD, OCD)",association,higher,resting-state functional magnetic resonance imaging (fMRI),indirect,moderate,"For example, there was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,yes,no,yes,ADHD,hyperactivity and impulsivity traits,higher,The sentence mentions a group difference but does not directly state the phenotype-feature association. It also contains indirect evidence and overclaims by mentioning ADHD symptoms without specifying the exact phenotype.,
47,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,association,higher,,indirect,moderate,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,anhedonia,psychiatric symptoms,higher,"The sentence directly states that the PG-group had a significantly higher incidence of anhedonia compared to other groups, supporting the phenotype-feature association with a higher direction. However, the directness is marked as false because the sentence does not explicitly state the association between anhedonia and a specific brain system or diagnostic context.",
48,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,dorsolateral prefrontal cortex,unknown,impulsivity (general),opioid use disorder undergoing methadone maintenance therapy,association,lower,repetitive transcranial magnetic stimulation,indirect,moderate,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,yes,no,yes,impulsivity (general),attentional control,lower,"The sentence mentions a group difference in scores related to attentional control, which is a feature type, but does not directly state an association with impulsivity. The direction is correctly identified as lower, but the directness is indirect since the evidence is not specifically linking the phenotype to the feature.",
49,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,,unknown,unknown,,,unclear,"ancestral mammalian behavior, possibly hard-wired but dormant in present-day humans, activated by traumatic experiences",unclear,,"To support this claim, we describe hoarding in ancestral mammals and provide examples of recurrence of traits, or atavisms, in humans and other mammals, highlighting its implications for neuropsychiatric diseases.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not specify a phenotype or feature, and instead provides general information about hoarding in ancestral mammals and atavisms. It also introduces neuropsychiatric diseases, which are beyond the scope of the extracted claim.",
50,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,frontoparietal control network,functional connectivity,attentional impulsivity,"children with ADHD (7-14 years; mean 9.94 ± 1.77 years; 20 males), and 25 age-, sex-, and performance IQ-matched typically developing (TD) children",weaker connectivity,unclear,"impulsivity, opposition-defiance, impaired response inhibition and attentional control",indirect,moderate,"Compared with TD children, children with ADHD demonstrated weaker connectivity between the right anterior prefrontal cortex (PFC) and the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,yes,attentional impulsivity,functional connectivity,weaker connectivity,"The sentence directly compares connectivity between ADHD and TD children, supporting the phenotype, feature, relationship, and direction. However, it overclaims by mentioning specific brain regions which are not part of the extracted claim.",
51,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,frontal lobe,functional connectivity,unknown,frontobasal impairment,impairment leads to,unclear,inhibitory influences on prefrontal functioning,direct,moderate,Disinhibitory frontal lobe syndromes (from tactlessness to aggression) are the result of frontobasal impairment.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,no,no,no,yes,frontobasal impairment,functional connectivity,impairment leads to,"The sentence mentions a group difference (disinhibitory syndromes) and an impairment (frontobasal impairment), but it does not directly state a relationship between functional connectivity and impairment. The direction of the relationship is unclear, and the sentence is overclaiming as it does not specify the exact mechanism or feature.",
52,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,"brainstem, inferior parietal lobule, left posterior cerebellum, left middle frontal gyrus, temporal, occipital and parietal brain regions",BOLD variability,unknown,resting-state fMRI,show enhanced ReHo in sensory-motor coordination related brain regions and decreased ReHo in visual and auditory related brain regions,lower,long-time online game playing,indirect,moderate,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination. In addition, IGA subjects show decreased ReHo in temporal, occipital and parietal brain regions. These regions are thought responsible for visual and auditory functions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,yes,null,BOLD variability,lower,"The sentence directly states the enhanced and decreased ReHo in specific brain regions related to sensory-motor coordination and visual-auditory functions, respectively. However, it does not explicitly state that these changes are due to the phenotype (internet gaming addiction) and the relationship is not directly stated as a comparison between IGA subjects and healthy controls. Additionally, the sentence overclaims by mentioning a mechanism (long-time online game playing) that is not supported by the evidence provided.",
53,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,"default mode network (DMN), executive control network (ECN), salience network (SAN)",structural connectivity,unknown,attention deficit hyperactivity disorder (ADHD),structure-function network coupling,higher,diminished cognitive flexibility,indirect,moderate,"Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,combined type of attention deficit hyperactivity disorder (ADHD-C),structural connectivity (SC),higher,"The sentence directly states that children with ADHD-C have higher SC-FC coupling compared to typically developing children (TDC), which supports the claim. However, the directness is marked as false because the sentence does not explicitly state that the coupling is a direct measure of structural connectivity.",
54,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),functional connectivity,unknown,influence of childhood ADHD,expanded,unclear,executive control,indirect,moderate,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,Internet gaming disorder (IGD),functional connectivity (FC),expanded,"The sentence mentions a group difference (IGD subjects without childhood ADHD vs. controls) and a relationship (expanded FC), but the direction is unclear and the directness is indirect. It also overclaims by mentioning the influence of childhood ADHD, which is not directly supported by this sentence.",
55,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,dorsal anterior cingulate cortex (dACC) and left dorsolateral prefrontal cortex (DLPFC),BOLD variability,impulsivity (general),,association,higher,functional brain basis,indirect,moderate,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation. At the connectivity level, DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,impulsivity (general),fractional amplitude of low-frequency fluctuations (fALFF),higher,"The sentence mentions an association between higher delay discounting (DD) and greater fALFF in the dACC, but it does not directly state the association with BOLD variability. The direction and directness are not explicitly supported as the sentence discusses associations at different levels (regional and connectivity). Additionally, the sentence overclaims by mentioning a functional brain basis without specifying the exact relationship.",
56,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,"default mode network (DMN), salience network (SN), and central executive network (CEN)",functional connectivity,unknown,comparative study with healthy controls,aberrant,unclear,alterations in resting-state functional connectivity,indirect,moderate,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,no,no,yes,borderline personality disorder (BPD),resting-state functional connectivity (rs-FC),compared to healthy controls,"The sentence supports the feature type and relationship but not the phenotype, direction, or directness. It also mentions additional features not specified in the claim.",
57,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,prefrontal cortex and default mode network,unknown,impulsivity (general),,moderates,lower,neural functioning,indirect,strong,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,no,no,yes,impulsivity (affect-related),neural functioning,higher,"The sentence mentions a group difference (low vs. high connectivity) and suggests a relationship between neural functioning and impulsivity, but it does not directly state that poor sleep quality leads to higher impulsivity. The direction of the relationship is unclear, and the feature type is not specified.",
58,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,"left IFG, right hippocampus, right caudate",functional connectivity,unknown,internet gaming disorder,negative correlation,unclear,promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG,direct,strong,"In addition, reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,yes,no,no,loss aversion,bottom-to-up neuromodulation,negative correlation,"The sentence directly states a negative correlation between reduced loss aversion and bottom-to-up neuromodulation from the right hippocampus to the left IFG. However, it does not explicitly mention the left IFG, right hippocampus, and right caudate as part of the brain system, nor does it state that this is in patients with internet gaming disorder.",
59,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,fronto-insular network,unknown,impulsivity (general),Parkinson's disease,association,higher,increased FDG-metabolism,indirect,moderate,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),FDG-metabolism,higher,"The sentence supports an association between impulsivity and increased metabolism in the fronto-insular network, but it does not directly name the feature as FDG-metabolism.",
60,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,right lateral prefrontal cortex,unknown,impulsivity (general),healthy individuals,reduced,lower,model-based control,direct,strong,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (high),model-based signatures,lower,"The sentence mentions a reduction in model-based signatures in high-impulsive individuals, which supports the relationship and direction but does not specify the feature type or directly state that these are in healthy individuals. The brain system is not mentioned.",
61,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,unknown,adolescents,decreased,unclear,altered interhemispheric rsFC,indirect,moderate,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,yes,IGD participants,VMHC,decreased,"The sentence provides a specific comparison between IGD participants and healthy controls, indicating a decreased functional connectivity (VMHC) between certain regions of the prefrontal lobe. However, it does not directly state that the decreased connectivity is a phenotype, and it does not specify the exact direction of the relationship.",
62,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,frontolimbic cortex,unknown,unknown,patients with BPD vs healthy controls,greater asymmetry,unclear,correlated with a higher score in attention subscale of Barratt Impulsiveness Scale,indirect,moderate,"Furthermore, greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,no,no,yes,attention subscale of Barratt Impulsiveness Scale,AI&ACC,unclear,The sentence mentions a group difference (correlated with a higher score) but does not specify a phenotype-feature association. The direction and directness are unclear.,
