record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
64,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network,EEG connectivity,nonplanning impulsivity,Alcohol use disorder,associated_with,higher,"hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity",direct,0.8,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",yes,,yes,yes,yes,,,,,,,,,
65,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.9,trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC),yes,,yes,yes,yes,,,,,,,,,
66,41932505,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,motor impulsivity resting-state fMRI,default mode network,functional connectivity,nonplanning impulsivity,"ADHD-C, ADHD-I, healthy controls",correlates_with,higher,,direct,0.8,The hypo-connectivity linking the DMN (Default-PFC7_L) and SMN (SomMot27_L) was correlated with both higher SNAP-IV Hyperactivity/Impulsivity and Total scores.,yes,,yes,yes,yes,,,,,,,,,
67,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,"medial orbitofrontal cortex, ventromedial prefrontal cortex, parahippocampal areas, anterior cingulate cortex",functional connectivity,impulsivity (general),unknown,associated_with,higher,"higher connectivity with the anterior cingulate cortex, providing a route for these reward-related regions to have a greater influence on action in risk-taking individuals",direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",yes,,yes,yes,yes,,,,,,,,,
68,40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,indirect,0.2,"Within the TBI group, amygdala normative percentile and/or amygdala asymmetry index were included in the final models for NSI, SWLS, PCL5, BIS, BPAQ, and ISI.",yes,,yes,yes,yes,,,,,,,,,
69,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,structural connectivity,impulsivity (general),Parkinson's Disease,associated_with,lower,,direct,0.8,improvement of mood and cognition and worsening of trait impulsivity,yes,,yes,yes,yes,,,,,,,,,
70,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,default mode network | cognitive control network,functional connectivity,unknown,unknown,associated_with,higher,,direct,0.85,"Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",yes,,yes,yes,yes,,,,,,,,,
71,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),methamphetamine-dependent individuals,correlates_with,unclear,,direct,0.75,"In Study 2, an interaction of the group with RSFC on impulsivity was observed. Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",yes,,yes,yes,yes,,,,,,,,,
72,41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,motor impulsivity functional connectivity,unknown,structural connectivity,motor impulsivity,stroke,correlates_with,unclear,,indirect,0.5,"greater injury correlated with higher coherence between electrodes overlying the supplementary motor area and affected extensor digitorum (high beta: ρ = 0.83, p = 0.001)",yes,,yes,yes,yes,,,,,,,,,
73,38018143,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,"This approach is supported by converging multimodal evidence, including lesion-based maps, functional MRI-based maps, tES studies, TMS studies, and dose-response relationships.",yes,,yes,yes,yes,,,,,,,,,
74,25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,motor impulsivity resting-state fMRI,unknown,functional connectivity,nonplanning impulsivity,Parkinson disease with and without impulse control disorders,associated_with,lower,,direct,0.8,"The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus, as well as a trend toward a functional disconnection between several motor and associative striatal regions and limbic, associative, and motor cortical regions.",yes,,yes,yes,yes,,,,,,,,,
75,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,unknown,BOLD variability,impulsivity (general),psychopathy,associated_with,lower,,indirect,0.7,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,yes,,yes,yes,yes,,,,,,,,,
76,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,"salience/ventral attention network, frontoparietal/control network, somatomotor network",dynamic connectivity,nonplanning impulsivity,unknown,correlates_with,unclear,,direct,0.8,"Finally, correlation analyses between self-reported impulsivity levels and causal network interactions revealed that highly impulsive individuals require greater interhemispheric integration between the right and left ECNs for effective inhibition, as well as a causal excitatory modulation from the right executive control network (rECN) to the vDMN.",yes,,yes,yes,yes,,,,,,,,,
77,31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,unclear,unclear,,background,0.5,"However, LTMs self-reported lower attentional impulsivity, but higher motor and non-planning impulsivity on the BIS-11 than MNPs.",yes,,yes,yes,yes,,,,,,,,,
78,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.85,a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group,yes,,yes,yes,yes,,,,,,,,,
79,40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,attentional impulsivity resting-state fMRI,"default mode network, ventral attention network, sensorimotor network, limbic network",BOLD variability,attentional impulsivity,internet gaming disorder,correlates_with,lower,,direct,0.85,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN)",yes,,yes,yes,yes,,,,,,,,,
80,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,lower,,background,0.8,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,",yes,,yes,yes,yes,,,,,,,,,
81,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,motor impulsivity,unknown,correlates_with,lower,,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,yes,,yes,yes,yes,,,,,,,,,
82,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),severe COVID-19,correlates_with,unclear,,indirect,0.5,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",yes,,yes,yes,yes,,,,,,,,,
83,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,"CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition-all processes critical to the emergence of impulsive traits and drug-seeking behavior.",yes,,yes,yes,yes,,,,,,,,,
84,29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),combat veterans,associated_with,lower,weakened functional connectivity between the amygdala and prefrontal regions,direct,0.85,"In exploratory cluster analyses, we observed reduced functional connectivity between the (bilateral) BLA and left dorsolateral prefrontal cortex in the impulsive aggression group, relative to combat controls.",yes,,yes,yes,yes,,,,,,,,,
85,31801105,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,motor impulsivity resting-state fMRI,unknown,functional connectivity,nonplanning impulsivity,Internet gaming disorder,associated_with,higher,,direct,0.7,"subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",yes,,yes,yes,yes,,,,,,,,,
86,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
87,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",yes,,yes,yes,yes,,,,,,,,,
88,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),suicidal behavior,correlates_with,unclear,,direct,0.8,"In nonpsychiatric controls, vmPFC-frontoparietal connectivity was negatively moderated by impulsivity (pFWE corrected < 0.05).",yes,,yes,yes,yes,,,,,,,,,
89,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),methamphetamine users,associated_with,higher,,direct,0.85,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",yes,,yes,yes,yes,,,,,,,,,
90,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,higher,overhasty updating of beliefs during risk learning,direct,0.85,"The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score (r = 0.424, p = 0.009).",yes,,yes,yes,yes,,,,,,,,,
91,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,unclear,,indirect,0.5,,yes,,yes,no,unclear,,,,,,,,,
92,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,unknown,BOLD variability,impulsivity (general),Internet addiction,correlates_with,lower,,direct,0.85,"The Internet addiction group showed lower absolute power on the beta band than did the control group (estimate = -3.370, p < 0.01).",yes,,yes,yes,no,,,,,,,,,
93,29337234,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.85,"In particular, the RP showed an earlier negative rising phase and a greater amplitude, with the increasing of BIS-11 scores.",yes,,yes,yes,yes,,,,,,,,,
94,29454934,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,default mode network,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.8,the within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.,yes,,yes,yes,yes,,,,,,,,,
95,38451271,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,trait impulsivity functional connectivity,default mode network,functional connectivity,impulsivity (general),internet addiction,predicts,higher,mediated by stressful life events and DMN functional connectivity,direct,0.8,CPM results revealed that the functional connectivity of cognitive control and emotion-regulation circuits and DMN were significantly correlated with TA.,yes,,yes,yes,yes,,,,,,,,,
96,37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
97,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),alcohol misuse,associated_with,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
98,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,ventral striatum,functional connectivity,attentional impulsivity,Internet gaming disorder,remediation_of,lower,decrease_in_functional_connectivity,direct,0.8,"Moreover, compared with CBI-, CBI+ showed significantly greater decrease in VS-lIPL connectivity, along with amelioration in addiction severity following the intervention.",yes,,yes,yes,yes,,,,,,,,,
99,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,gambling disorder,correlates_with,lower,,direct,0.9,"Right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder (r = -0.73, p = 0.005).",yes,,yes,yes,yes,,,,,,,,,
100,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,,direct,0.85,"IGDs also demonstrated significantly stronger rsFC between the posterior insula and postcentral gyrus, precentral gyrus, supplemental motor area, and superior temporal gyrus (STG), which are involved in interoception, movement control, and auditory processing.",yes,,yes,yes,yes,,,,,,,,,
