source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,31383336,trait impulsivity functional connectivity,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,,unknown,unknown,,,unclear,"ancestral mammalian behavior, possibly hard-wired but dormant in present-day humans, activated by traumatic experiences",unclear,,"To support this claim, we describe hoarding in ancestral mammals and provide examples of recurrence of traits, or atavisms, in humans and other mammals, highlighting its implications for neuropsychiatric diseases.",31383336,single_stage:qwen2.5-7b-instruct,0.95
pubmed,25928822,attentional impulsivity resting-state fMRI,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,frontoparietal control network,functional connectivity,attentional impulsivity,"children with ADHD (7-14 years; mean 9.94 ± 1.77 years; 20 males), and 25 age-, sex-, and performance IQ-matched typically developing (TD) children",weaker connectivity,unclear,"impulsivity, opposition-defiance, impaired response inhibition and attentional control",indirect,moderate,"Compared with TD children, children with ADHD demonstrated weaker connectivity between the right anterior prefrontal cortex (PFC) and the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule.",25928822,single_stage:qwen2.5-7b-instruct,high
pubmed,9571295,attentional impulsivity functional connectivity,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),frontal lobe,functional connectivity,unknown,frontobasal impairment,impairment leads to,unclear,inhibitory influences on prefrontal functioning,direct,moderate,Disinhibitory frontal lobe syndromes (from tactlessness to aggression) are the result of frontobasal impairment.,9571295,single_stage:qwen2.5-7b-instruct,
pubmed,22901705,motor impulsivity resting-state fMRI,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,"brainstem, inferior parietal lobule, left posterior cerebellum, left middle frontal gyrus, temporal, occipital and parietal brain regions",BOLD variability,unknown,resting-state fMRI,show enhanced ReHo in sensory-motor coordination related brain regions and decreased ReHo in visual and auditory related brain regions,lower,long-time online game playing,indirect,moderate,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination. In addition, IGA subjects show decreased ReHo in temporal, occipital and parietal brain regions. These regions are thought responsible for visual and auditory functions.",22901705,single_stage:qwen2.5-7b-instruct,
pubmed,34851976,attentional impulsivity resting-state fMRI,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,"default mode network (DMN), executive control network (ECN), salience network (SAN)",structural connectivity,unknown,attention deficit hyperactivity disorder (ADHD),structure-function network coupling,higher,diminished cognitive flexibility,indirect,moderate,"Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.",34851976,single_stage:qwen2.5-7b-instruct,
pubmed,28174127,attentional impulsivity resting-state fMRI,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,default mode network (DMN),functional connectivity,unknown,influence of childhood ADHD,expanded,unclear,executive control,indirect,moderate,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",28174127,single_stage:qwen2.5-7b-instruct,
pubmed,28860514,trait impulsivity resting-state fMRI,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,dorsal anterior cingulate cortex (dACC) and left dorsolateral prefrontal cortex (DLPFC),BOLD variability,impulsivity (general),,association,higher,functional brain basis,indirect,moderate,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation. At the connectivity level, DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network.",28860514,single_stage:qwen2.5-7b-instruct,high
pubmed,37673288,impulsivity resting-state fMRI functional connectivity,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,"default mode network (DMN), salience network (SN), and central executive network (CEN)",functional connectivity,unknown,comparative study with healthy controls,aberrant,unclear,alterations in resting-state functional connectivity,indirect,moderate,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex.",37673288,single_stage:qwen2.5-7b-instruct,0.95
pubmed,28777996,impulsivity fMRI functional connectivity,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,prefrontal cortex and default mode network,unknown,impulsivity (general),,moderates,lower,neural functioning,indirect,strong,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",28777996,single_stage:qwen2.5-7b-instruct,
pubmed,37209127,impulsivity neuroimaging functional connectivity,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,"left IFG, right hippocampus, right caudate",functional connectivity,unknown,internet gaming disorder,negative correlation,unclear,promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG,direct,strong,"In addition, reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.",37209127,single_stage:qwen2.5-7b-instruct,
pubmed,26648853,Barratt Impulsiveness Scale neuroimaging,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,fronto-insular network,unknown,impulsivity (general),Parkinson's disease,association,higher,increased FDG-metabolism,indirect,moderate,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",26648853,single_stage:qwen2.5-7b-instruct,
pubmed,26460483,Barratt Impulsiveness Scale fMRI,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,right lateral prefrontal cortex,unknown,impulsivity (general),healthy individuals,reduced,lower,model-based control,direct,strong,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,26460483,single_stage:qwen2.5-7b-instruct,
pubmed,25738502,impulsivity resting-state fMRI functional connectivity,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,prefrontal lobe,functional connectivity,unknown,adolescents,decreased,unclear,altered interhemispheric rsFC,indirect,moderate,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",25738502,single_stage:qwen2.5-7b-instruct,
pubmed,29034964,Barratt Impulsiveness Scale fMRI,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,frontolimbic cortex,unknown,unknown,patients with BPD vs healthy controls,greater asymmetry,unclear,correlated with a higher score in attention subscale of Barratt Impulsiveness Scale,indirect,moderate,"Furthermore, greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.",29034964,single_stage:qwen2.5-7b-instruct,
pubmed,39796107,Barratt Impulsiveness Scale fMRI,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,"caudate, prefrontal cortex, ventromedial prefrontal cortex, orbitofrontal cortex, insula, amygdala, putamen, ventral striatum, thalamus",unknown,impulsivity (general),healthy individuals,correlation,higher,"serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling",indirect,significant at Bonferroni-corrected p < 0.0045 for some regions; uncorrected p < 0.05 for others,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",39796107,single_stage:qwen2.5-7b-instruct,High
pubmed,32121585,nonplanning impulsivity functional connectivity,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",default mode network (DMN),EEG connectivity,unknown,classification of individuals with AUD from unaffected controls,functional connectivity and neuropsychological measures are associated with AUD,higher,aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity,indirect,moderate,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",32121585,single_stage:qwen2.5-7b-instruct,
pubmed,31284029,impulsivity resting-state fMRI functional connectivity,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,amygdala and its subregions,functional connectivity,impulsivity (general),,correlation,higher,genetic overlap,indirect,strong,"Bivariate genetic modelling analyses found genetic overlaps between trait impulsivity and the rsFC of the left full amygdala or the left BL amygdala with the right DLPFC. The proportions of phenotypic associations accounted for by overlapping genes were 82% and 60%, respectively.",31284029,single_stage:qwen2.5-7b-instruct,
pubmed,41932505,motor impulsivity resting-state fMRI,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,"default mode (DMN), ventral attentional (VAN), somatosensory-motor (SMN)",functional connectivity,unknown,medication-naïve children,disruptions in functional connectivity,lower,sensorimotor and attentional deficits,indirect,strong,"Crucially, ADHD-C patients demonstrated significantly weaker intra-SMN and SMN-DMN connectivity than the ADHD-I group.",41932505,single_stage:qwen2.5-7b-instruct,high
pubmed,35007715,impulsivity fMRI functional connectivity,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,"medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas",functional connectivity,impulsivity (general),UK Biobank participants,higher functional connectivity,higher,"higher connectivity with the anterior cingulate cortex, providing a route for these reward-related regions to have a greater influence on action in risk-taking individuals",direct,"significant (p < 0.001, FDR corrected)","Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",35007715,single_stage:qwen2.5-7b-instruct,
pubmed,40630648,Barratt Impulsiveness Scale fMRI,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,,unknown,unknown,,,unclear,,unclear,,"Surveys included the Neurobehavioral Symptom Inventory (NSI), Insomnia Severity Index (ISI), Epworth Sleepiness Severity (ESS), PTSD Checklist for DSM-5 (PCL-5), Brief Symptom Inventory-18 (BSI-18), Satisfaction with Life Scale (SWLS), Barratt Impulsivity Scale (BIS), and Buss Perry Aggression Questionnaire (BPAQ).",40630648,single_stage:qwen2.5-7b-instruct,
pubmed,40193128,impulsivity neuroimaging functional connectivity,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,subthalamic nucleus,functional connectivity,impulsivity (general),Parkinson's Disease,association,higher,stimulation of specific fiber bundles,indirect,moderate,"Using DBS fiber filtering, we identified the structural connections whose stimulation was associated with change along these dimensions.",40193128,single_stage:qwen2.5-7b-instruct,high
pubmed,32987241,impulsivity fMRI functional connectivity,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,cognitive control network (CCN) and default mode network (DMN),functional connectivity,unknown,healthy individuals,association,higher,plastic change in intrinsic connectivity,direct,moderate,"Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",32987241,single_stage:qwen2.5-7b-instruct,
pubmed,26830141,Barratt Impulsiveness Scale resting-state fMRI,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,mesocorticolimbic system,functional connectivity,impulsivity (general),methamphetamine-dependent individuals,correlation,higher,ventral striatal D2-type receptor signaling affects the system-level activity within the mesocorticolimbic system,indirect,moderate,"In Study 2, an interaction of the group with RSFC on impulsivity was observed. Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",26830141,single_stage:qwen2.5-7b-instruct,
pubmed,41281564,motor impulsivity functional connectivity,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,"corticospinal tract, sensorimotor cortex, muscles",structural connectivity,unknown,early subacute stroke,correlation,lower,post-stroke structural injury modulates task-based corticomuscular connectivity,indirect,moderate,Findings exclusive to CST injury/integrity subgroups underscore the complexity of structure-function relationships in stroke. Associations between CMC measures in motor-relevant frequency bands with measures reflecting CST microstructure suggest that post-stroke structural injury modulates task-based corticomuscular connectivity.,41281564,single_stage:qwen2.5-7b-instruct,0.9
pubmed,38018143,trait impulsivity functional connectivity,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,frontopolar cortex,unknown,unknown,transcranial brain stimulation,promising therapeutic target,unclear,converging multimodal evidence,unclear,converging evidence,"This approach is supported by converging multimodal evidence, including lesion-based maps, functional MRI-based maps, tES studies, TMS studies, and dose-response relationships.",38018143,single_stage:qwen2.5-7b-instruct,high
pubmed,25925985,motor impulsivity resting-state fMRI,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,corticostriatal,functional connectivity,impulsivity (general),Parkinson disease,association,unclear,altered connectivity between an associative striatal area (the left anterior putamen) and associative and limbic cortical regions (the left inferior temporal gyrus and the left anterior cingulate gyrus),indirect,moderate,"The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus, as well as a trend toward a functional disconnection between several motor and associative striatal regions and limbic, associative, and motor cortical regions.",25925985,single_stage:qwen2.5-7b-instruct,high
pubmed,29946511,trait impulsivity functional connectivity,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,cortical,unknown,unknown,Hare Psychopathy Checklist-Revised (PCL-R),negative association,lower,neurodevelopmental cortical connectivity,indirect,moderate,PCL-R Factor 1 scores (interpersonal/affective traits) predicted less LGI within the right MCC and adjacent dorsomedial frontal cortex and greater LGI in bilateral occipital cortex.,29946511,single_stage:qwen2.5-7b-instruct,high
pubmed,40260305,motor impulsivity functional connectivity,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,"salience network (SN), right and left executive control networks (ECNs), ventral default mode network (vDMN), somatomotor network (SMN)",functional connectivity,motor impulsivity,response inhibition,causal influence,unclear,"interhemispheric integration, causal excitatory modulation",direct,significant,"We observed a significant causal inhibitory influence from the vDMN to the left ECN (lECN). Under conditions of unsuccessful response inhibition, the SN, bilateral ECNs, and somatomotor network (SMN) were found to be prominently activated. Furthermore, we identified a significant correlation between the inhibitory influence from the SMN to the SN and the commission error rate. Finally, correlation analyses between self-reported impulsivity levels and causal network interactions revealed that highly impulsive individuals require greater interhemispheric integration between the right and left ECNs for effective inhibition, as well as a causal excitatory modulation from the right executive control network (rECN) to the vDMN.",40260305,single_stage:qwen2.5-7b-instruct,high
pubmed,31427669,Barratt Impulsiveness Scale fMRI,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,"frontostriatal, cortico-striatal-thalamic",structural connectivity,impulsivity (general),healthy adults,no change,unclear,mindfulness intervention,indirect,moderate,"an eight-week mindfulness intervention did not reduce impulsivity on the go/no-go task or Barratt Impulsiveness Scale (BIS-11), nor produce changes in neural correlates of impulsivity (i.e. frontostriatal gray matter, functional connectivity, and dopamine levels) compared to active or wait-list control groups.",31427669,single_stage:qwen2.5-7b-instruct,
pubmed,18479820,Barratt Impulsiveness Scale fMRI,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,"insula-orbitofrontal-parietal regions, lateral prefrontal and anterior cingulate regions",unknown,impulsivity (general),scores on the Barratt Impulsiveness Scale (BIS),association,higher,comprehension of cognitive and affective information associated with risk-taking decision making,indirect,moderate,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,18479820,single_stage:qwen2.5-7b-instruct,
pubmed,40334458,attentional impulsivity resting-state fMRI,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,"default mode network (DMN), ventral attention network (VAN), sensorimotor network (SMN), limbic network (LN)",BOLD variability,unknown,resting-state fMRI data,"decreased within-network variability in DMN, increased within-network temporal variability in VAN, increased between-network temporal variability in SMN and VAN, SMN and LN, VAN and LN",unclear,"impaired executive inhibitory functions and attention, imbalances between sensory-attention, sensory-emotion, and emotion-motivation functions",direct,strong,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN), increased within-network temporal variability in the ventral attention network (VAN), and increased between-network temporal variability in sensorimotor network (SMN) and VAN, SMN and limbic network (LN), VAN and LN.",40334458,single_stage:qwen2.5-7b-instruct,high
pubmed,30504061,Barratt Impulsiveness Scale neuroimaging,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,,unknown,unknown,,worse quality of life,higher,,direct,significant,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale, and by relative impairments in extra-dimensional set-shifting and quality of decision-making.",30504061,single_stage:qwen2.5-7b-instruct,0.95
pubmed,15309395,Barratt Impulsiveness Scale fMRI,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,right dorsolateral prefrontal cortex (RDLPFC),unknown,motor impulsivity,Go/No-Go task,negative correlation,lower,response inhibition,direct,strong,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,15309395,single_stage:qwen2.5-7b-instruct,high
pubmed,42146757,impulsivity resting state functional connectivity,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,,unknown,impulsivity (general),post-COVID,showed,lower,,unclear,,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",42146757,single_stage:qwen2.5-7b-instruct,
pubmed,41098856,trait impulsivity functional connectivity,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,"hippocampus, cerebellum, prefrontal cortex",functional connectivity,impulsivity (general),substance use disorders (SUDs),modulation of impulsive behavior,unclear,CB1R signaling,indirect,strong,"In particular, the hippocampus and cerebellum contribute to the modulation of impulsive behavior through their connectivity with prefrontal and limbic circuits.",41098856,single_stage:qwen2.5-7b-instruct,
pubmed,29040723,impulsivity resting-state fMRI functional connectivity,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,amygdala and prefrontal regions,functional connectivity,impulsivity (general),combat veterans,reduced,unclear,impaired top-down regulation,indirect,moderate,"In exploratory cluster analyses, we observed reduced functional connectivity between the (bilateral) BLA and left dorsolateral prefrontal cortex in the impulsive aggression group, relative to combat controls.",29040723,single_stage:qwen2.5-7b-instruct,
pubmed,31801105,motor impulsivity resting-state fMRI,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,"reward, craving, emotional memory and sensory-motor processing regions",unknown,unknown,compared with recreational game users (RGU),increased,unclear,"functional network dysfunction, characterized by heightened incentive motivation and sensory-motor coordination",indirect,moderate,"subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",31801105,single_stage:qwen2.5-7b-instruct,
pubmed,30277562,impulsivity fMRI functional connectivity,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,dorsal striatum,unknown,impulsivity (general),,associations,higher,"caudate, ventral-to-dorsal gradient in the dorsal striatum, origins of striatal afferents, developmental maturation of frontostriatal connectivity during adolescence",indirect,moderate,"In principle, intertemporal choice in the delay-discounting task-a validated measure of choice impulsivity-involves reward-associated actions that require the recruitment of the dorsal striatum.",30277562,single_stage:qwen2.5-7b-instruct,
pubmed,28189592,impulsivity fMRI functional connectivity,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,frontostriatal white matter,structural connectivity,impulsivity (general),,association,higher,structural connectivity,direct,strong,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",28189592,single_stage:qwen2.5-7b-instruct,
pubmed,32035425,impulsivity fMRI functional connectivity,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,ventromedial prefrontal cortex (vmPFC),functional connectivity,impulsivity (general),depressed individuals with and without suicidal behavior,disrupted,lower,moderating effect of impulsivity on vmPFC-frontoparietal connectivity,indirect,moderate,"In nonpsychiatric controls, vmPFC-frontoparietal connectivity was negatively moderated by impulsivity (pFWE corrected < 0.05). This effect was preserved in comparison patient groups but abolished in suicide attempters (p < 0.001).",32035425,single_stage:qwen2.5-7b-instruct,high
pubmed,27095357,Barratt Impulsiveness Scale fMRI,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,"frontal cortex, nucleus accumbens",unknown,unknown,METH users vs. Controls,association,higher,"dendritic pruning, neurotoxicity, estrogen-mediated neuroprotective glial response",indirect,moderate,"Compared with same-sex Controls, male METH users had larger, while female METH users had smaller, right superior frontal cortex (interaction-p = 0.0005). The male METH users with larger frontal volumes and female METH users with smaller or thinner frontal cortices had greater Cognitive impulsivity (interaction-p ≤ 0.05). Only female METH users showed relatively larger nucleus accumbens (interaction-p = 0.03).",27095357,single_stage:qwen2.5-7b-instruct,
pubmed,34461353,Barratt Impulsiveness Scale fMRI,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,"frontal lobe, including the orbitofrontal area",unknown,unknown,attention-deficit/hyperactivity disorder (ADHD),related,higher,overhasty updating of beliefs during risk learning,indirect,moderate,"The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score (r = 0.424, p = 0.009).",34461353,single_stage:qwen2.5-7b-instruct,
pubmed,40168432,trait impulsivity functional connectivity,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,,unknown,unknown,Individuals diagnosed with IGD,functional connectivity,unclear,,unclear,,"Primary outcome measures will include electroencephalography (EEG) data (band power, functional connectivity, source localization, and N2/P3 amplitudes),",40168432,single_stage:qwen2.5-7b-instruct,0.9
pubmed,23770040,Barratt Impulsiveness Scale neuroimaging,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,EEG,unknown,unknown,Barratt Impulsiveness Scale-11 and a stop-signal task,related,higher,impulsivity and impaired inhibitory control,indirect,moderate,"The Internet addiction group showed lower absolute power on the beta band than did the control group (estimate = -3.370, p < 0.01). On the other hand, the Internet-addiction group showed higher absolute power on the gamma band than did the control group (estimate = 0.434, p < 0.01).",23770040,single_stage:qwen2.5-7b-instruct,
pubmed,29337234,Barratt Impulsiveness Scale neuroimaging,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,motor system,unknown,impulsivity (general),impulsivity trait assessment using the Barratt Impulsiveness Scale (BIS-11),positive relationship,higher,less effective preparatory inhibition mechanisms,direct,moderate,"In particular, the RP showed an earlier negative rising phase and a greater amplitude, with the increasing of BIS-11 scores.",29337234,single_stage:qwen2.5-7b-instruct,
pubmed,29454934,Barratt Impulsiveness Scale resting-state fMRI,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,"pre-supplementary motor area, medial prefrontal cortex, default mode network, task networks",unknown,impulsivity (general),"functional connectivity analysis, stop signal task",correlation,lower,low frequency fluctuations of BOLD signals,direct,moderate,"In regions of interest analysis, the within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.",29454934,single_stage:qwen2.5-7b-instruct,
pubmed,38451271,trait impulsivity functional connectivity,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,"cognitive control and emotion-regulation circuits, default mode network (DMN)",functional connectivity,unknown,trait anxiety (TA),predictive,higher,mediated by stressful life events and correlated functional connectivity,unclear,significant,"CPM results revealed that the functional connectivity of cognitive control and emotion-regulation circuits and DMN were significantly correlated with TA. Furthermore, a significant association was found between the neuromarkers of TA and IA.",38451271,single_stage:qwen2.5-7b-instruct,
pubmed,37887440,impulsivity resting-state fMRI functional connectivity,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",Reward network,functional connectivity,unknown,Differentiating individuals with and without Alcohol Use Disorder,predicting,higher,Impulsivity measures,indirect,moderate,"Differentiating Individuals with and without Alcohol Use Disorder Using Resting-State fMRI Functional Connectivity of Reward Network, Neuropsychological Performance, and Impulsivity Measures",37887440,single_stage:qwen2.5-7b-instruct,
pubmed,30616125,Barratt Impulsiveness Scale neuroimaging,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,,unknown,unknown,alcohol misuse,predicts,higher,,direct,moderate,"Regression analyses showed that the scores obtained at the compulsive subscale of the OCDS, at the VAS and at the Urgency subscale of impulsivity constitute the main predictors of the severity of alcohol-use disorders (indexed by the AUDIT).",30616125,single_stage:qwen2.5-7b-instruct,high
pubmed,27894158,attentional impulsivity resting-state fMRI,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,ventral striatum,functional connectivity,unknown,psychobehavioral intervention,decrease in connectivity,lower,potential biomarker of the efficacy of psychobehavioral intervention,indirect,moderate,"Moreover, compared with CBI-, CBI+ showed significantly greater decrease in VS-lIPL connectivity, along with amelioration in addiction severity following the intervention.",27894158,single_stage:qwen2.5-7b-instruct,
pubmed,37561637,attentional impulsivity resting-state fMRI,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,frontostriatal,functional connectivity,unknown,right hemisphere,associated with,unclear,serotonergic function,indirect,moderate,Individuals with gambling disorder showed loss of functional connectivity between the right nucleus accumbens (NAcc) and a region in the right dorsolateral prefrontal cortex (DLPFC) (PFWE <0.05).,37561637,single_stage:qwen2.5-7b-instruct,
pubmed,25899520,impulsivity resting-state fMRI functional connectivity,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,insula,functional connectivity,unknown,young adults,enhanced rsFC,higher,"involved in salience, craving, self-monitoring, and attention; interoception, movement control, and auditory processing",direct,strong,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous, which are involved in salience, craving, self-monitoring, and attention.",25899520,single_stage:qwen2.5-7b-instruct,
