source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,39796107,Barratt Impulsiveness Scale fMRI,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,unknown,unknown,nonplanning impulsivity,unknown,associated_with,higher,serotonergic neurotransmission,direct,0.8,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",39796107,vllm:mistral-7b-instruct-v0.3,high
pubmed,32121585,nonplanning impulsivity functional connectivity,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",unknown,EEG connectivity,nonplanning impulsivity,alcohol use disorder,associated_with,higher,hyperconnectivity,direct,1.0,"The AUD group showed a predominant pattern of hyperconnectivity among 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",32121585,vllm:mistral-7b-instruct-v0.3,high
pubmed,31284029,impulsivity resting-state fMRI functional connectivity,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,Trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC).,31284029,vllm:mistral-7b-instruct-v0.3,high
pubmed,41932505,motor impulsivity resting-state fMRI,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,,unclear,0.7,"Significant intra- and inter-network FC disruptions emerged in children with ADHD, particularly in default mode (DMN), ventral attentional (VAN), and somatosensory-motor (SMN) networks.",41932505,vllm:mistral-7b-instruct-v0.3,high
pubmed,35007715,impulsivity fMRI functional connectivity,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unclear,direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group.",35007715,vllm:mistral-7b-instruct-v0.3,high
pubmed,40630648,Barratt Impulsiveness Scale fMRI,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,The TBI group had higher BIS scores compared with the controls.,40630648,vllm:mistral-7b-instruct-v0.3,medium
pubmed,40193128,impulsivity neuroimaging functional connectivity,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"The study aimed at providing a proof of concept for this approach by mapping changes along extensive score batteries to a few anatomical fiber bundles and, in turn, estimating changes in individual scores based on stimulation of these tracts. Each component was associated with the stimulation of spatially segregated fiber bundles connecting regions of the frontal cortex with the subthalamic nucleus.",40193128,vllm:mistral-7b-instruct-v0.3,high
pubmed,32987241,impulsivity fMRI functional connectivity,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,unknown,functional connectivity,unknown,unknown,correlates_with,unclear,,direct,0.8,Increased within-network connectivity through central and left DMN was associated with increased memory performance.,32987241,vllm:mistral-7b-instruct-v0.3,high
pubmed,26830141,Barratt Impulsiveness Scale resting-state fMRI,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,unknown,functional connectivity,impulsivity (general),methamphetamine-dependent,associated_with,unclear,unknown,unclear,0.8,"Impulsivity is correlated negatively with striatal D2-type receptor availability, and mesocorticolimbic RSFC is stronger than that in controls.",26830141,vllm:mistral-7b-instruct-v0.3,high
pubmed,41281564,motor impulsivity functional connectivity,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,unknown,EEG connectivity,unknown,unknown,associates_with,unclear,unclear,background,0.6,"In this study, we examined relationships between structural injury and integrity measures with task-based functional connectivity between electrodes overlying sensorimotor cortical regions and affected upper-extremity musculature (referred to as corticomuscular coherence; CMC).",41281564,vllm:mistral-7b-instruct-v0.3,medium
pubmed,38018143,trait impulsivity functional connectivity,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,unknown,functional connectivity,impulsivity (general),substance use disorders,associated_with,unclear,neuromodulation,direct,0.8,"This approach is supported by converging multimodal evidence, including functional MRI-based maps.",38018143,vllm:mistral-7b-instruct-v0.3,high
pubmed,25925985,motor impulsivity resting-state fMRI,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,unknown,functional connectivity,impulsivity (general),Parkinson disease,associated_with,unclear,,direct,0.8,The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus.,25925985,vllm:mistral-7b-instruct-v0.3,high
pubmed,29946511,trait impulsivity functional connectivity,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,unknown,structural connectivity,impulsivity (general),criminal psychopathy,associated_with,unclear,,unclear,0.7,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,29946511,vllm:mistral-7b-instruct-v0.3,high
pubmed,40260305,motor impulsivity functional connectivity,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,unclear,,unclear,0.7,"Our results identified four functional networks activated during correct motor response inhibition: the salience network (SN), the right and left executive control networks (ECNs), and the ventral default mode network (vDMN).",40260305,vllm:mistral-7b-instruct-v0.3,high
pubmed,31427669,Barratt Impulsiveness Scale fMRI,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.3,Interest has grown in using mindfulness meditation to treat conditions featuring excessive impulsivity.,31427669,vllm:mistral-7b-instruct-v0.3,medium
pubmed,18479820,Barratt Impulsiveness Scale fMRI,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unknown,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,18479820,vllm:mistral-7b-instruct-v0.3,high
pubmed,40334458,attentional impulsivity resting-state fMRI,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,unknown,dynamic connectivity,attentional impulsivity,internet gaming disorder,associated_with,unclear,,indirect,0.7,"Changes in temporal variability at the network level occur in participants with IGD, indicating impaired executive inhibitory functions and attention, as well as imbalances between sensory-attention, sensory-emotion, and emotion-motivation functions.",40334458,vllm:mistral-7b-instruct-v0.3,high
pubmed,30504061,Barratt Impulsiveness Scale neuroimaging,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,unknown,unknown,impulsivity (general),"presence of impulse control disorders, mood/anxiety disorders, post-traumatic stress disorder, and substance use disorder",correlates_with,unclear,,unclear,0.8,Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,30504061,vllm:mistral-7b-instruct-v0.3,high
pubmed,15309395,Barratt Impulsiveness Scale fMRI,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,unknown,functional connectivity,motor impulsivity,unknown,associated_with,lower,unknown,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,15309395,vllm:mistral-7b-instruct-v0.3,high
pubmed,42146757,impulsivity resting state functional connectivity,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.3,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",42146757,vllm:mistral-7b-instruct-v0.3,medium
pubmed,41098856,trait impulsivity functional connectivity,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,modulates synaptic transmission through retrograde endocannabinoid signaling,unclear,0.7,"CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition-all processes critical to the emergence of impulsive traits and drug-seeking behavior.",41098856,vllm:mistral-7b-instruct-v0.3,high
pubmed,29040723,impulsivity resting-state fMRI functional connectivity,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,unknown,functional connectivity,impulsivity (general),combat veterans,associated_with,unclear,impaired top-down regulation,direct,0.8,Impulsive aggression is common among military personnel after deployment and may arise because of impaired top-down regulation of the amygdala by prefrontal regions.,29040723,vllm:mistral-7b-instruct-v0.3,high
pubmed,31801105,motor impulsivity resting-state fMRI,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,unclear,0.6,"Subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",31801105,vllm:mistral-7b-instruct-v0.3,medium
pubmed,30277562,impulsivity fMRI functional connectivity,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"In principle, intertemporal choice in the delay-discounting task-a validated measure of choice impulsivity-involves reward-associated actions that require the recruitment of the dorsal striatum.",30277562,vllm:mistral-7b-instruct-v0.3,high
pubmed,28189592,impulsivity fMRI functional connectivity,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,unknown,structural connectivity,motor impulsivity,unknown,associated_with,unclear,,unclear,0.7,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting.",28189592,vllm:mistral-7b-instruct-v0.3,high
pubmed,32035425,impulsivity fMRI functional connectivity,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Suicide is linked to impaired value-based decision-making and impulsivity, but whether these risk factors share neural underpinnings is unclear.",32035425,vllm:mistral-7b-instruct-v0.3,high
pubmed,27095357,Barratt Impulsiveness Scale fMRI,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,unknown,unknown,impulsivity (general),unknown,associated_with,higher,unclear,unclear,0.8,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",27095357,vllm:mistral-7b-instruct-v0.3,high
pubmed,34461353,Barratt Impulsiveness Scale fMRI,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,overhasty updating of beliefs during risk learning,direct,0.7,The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score.,34461353,vllm:mistral-7b-instruct-v0.3,high
pubmed,40168432,trait impulsivity functional connectivity,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,unknown,EEG connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,unclear,,background,0.3,"Internet Gaming Disorder has been associated with neuropsychological impairments, especially executive function deficits, and emotional difficulties.",40168432,vllm:mistral-7b-instruct-v0.3,medium
pubmed,23770040,Barratt Impulsiveness Scale neuroimaging,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,unknown,EEG connectivity,impulsivity (general),Internet addiction,associated_with,unclear,,unclear,0.8,Internet addiction is related to impulsivity.,23770040,vllm:mistral-7b-instruct-v0.3,high
pubmed,29337234,Barratt Impulsiveness Scale neuroimaging,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,less effective preparatory inhibition mechanisms,unclear,0.8,"The RP showed an earlier negative rising phase and a greater amplitude, with the increasing of BIS-11 scores.",29337234,vllm:mistral-7b-instruct-v0.3,high
pubmed,29454934,Barratt Impulsiveness Scale resting-state fMRI,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,unknown,functional connectivity,BIS total,unknown,associated_with,lower,unclear,direct,0.8,The within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.,29454934,vllm:mistral-7b-instruct-v0.3,high
pubmed,38451271,trait impulsivity functional connectivity,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,unknown,direct,0.8,The results of mediation demonstrated that stressful life events and correlated functional connectivity mediated the association between TA and IA.,38451271,vllm:mistral-7b-instruct-v0.3,high
pubmed,37887440,impulsivity resting-state fMRI functional connectivity,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",unknown,functional connectivity,impulsivity (general),alcohol use disorder,associated_with,unclear,,unclear,0.5,"This Special Issue was launched to invite research and review articles that explore the utility of these neural measures to determine the effects of alcohol use (e.g., regular drinking, social drinking, binge/heavy drinking, and chronic drinking) on brain structure and function and/or to predict risk for developing AUD and other outcomes.",37887440,vllm:mistral-7b-instruct-v0.3,medium
pubmed,30616125,Barratt Impulsiveness Scale neuroimaging,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,unknown,unknown,impulsivity (general),alcohol-related problems,associated_with,unclear,,unclear,0.6,Craving and impulsivity are key psychological dimensions involved in the development and maintenance of severe alcohol-use disorders.,30616125,vllm:mistral-7b-instruct-v0.3,medium
pubmed,27894158,attentional impulsivity resting-state fMRI,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,unknown,functional connectivity,attentional impulsivity,Internet gaming disorder,associated_with,unclear,remediation,direct,0.8,"IGD subjects showed greater resting-state functional connectivity of the VS to left inferior parietal lobule (lIPL), right inferior frontal gyrus and left middle frontal gyrus, in positive association with the severity of IGD.",27894158,vllm:mistral-7b-instruct-v0.3,high
pubmed,37561637,attentional impulsivity resting-state fMRI,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,unknown,functional connectivity,attentional impulsivity,gambling disorder,associated_with,unclear,serotonin function,direct,0.8,Individuals with gambling disorder showed loss of functional connectivity between the right nucleus accumbens (NAcc) and a region in the right dorsolateral prefrontal cortex (DLPFC),37561637,vllm:mistral-7b-instruct-v0.3,high
pubmed,25899520,impulsivity resting-state fMRI functional connectivity,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,unclear,direct,0.8,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous.",25899520,vllm:mistral-7b-instruct-v0.3,high
