record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
260,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,unclear,0.8,"Compared with the lower-frequency SMA pattern group, the video-centric higher-frequency SMA pattern group showed higher impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (higher), and directness (unclear).",
264,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),Attention Deficit Hyperactivity Disorder (ADHD),associated_with,unclear,,unclear,0.8,Resting-state functional connectivity analysis has emerged as a promising approach for ADHD classification using resting-state functional magnetic resonance imaging (rs-fMRI),yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other specific phenotype, nor does it mention dynamic connectivity or any other specific feature type. It only mentions resting-state functional connectivity analysis as a promising approach for ADHD classification.",
278,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"We related brain functional connectivity of typically developing children, measured with magnetic resonance imaging at rest, with their impulsivity scores obtained from a questionnaire completed by their parents.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim because it mentions the association between impulsivity and functional connectivity, but the direction of the association is unclear. The directness of the claim is supported because it names both phenotype and feature.",
298,37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),alcohol use disorder (AUD),associated_with,unclear,unclear,unclear,0.5,This Special Issue was launched to invite research and review articles that explore the utility of these neural measures to determine the effects of alcohol use on brain structure and function and/or to predict risk for developing AUD.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention a specific phenotype-feature association, making it unsupported for the extracted claim.",
309,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,background,0.5,"We found that this relationship varied across brain regions in a way that is consistent across animals, with delays increasing by600 ms towards posterior cortical regions.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,neuronal activity,functional connectivity,increased,"The sentence partially supports the claim, but the phenotype, feature type, and direction need revision. The phenotype is 'neuronal activity', the feature type is 'functional connectivity', and the direction is 'increased'.",
316,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,direct,0.8,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares IGD participants to healthy controls, showing a decrease in VMHC between specific brain regions, which supports the claim of lower functional connectivity associated with impulsivity in the context of Internet gaming disorder.",
326,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a direct association between binge drinking and altered resting state functional connectivity of reward-salience and top down control networks, which is related to impulsivity (general).",
327,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.3,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,abnormal Timeliness and Impulsivity MOXO-d-CPT z-scores,cognitive performance,decreased,"The sentence partially supports the claim but needs revision or is indirect. The phenotype is supported as it describes a specific abnormality. The feature is supported as it is related to cognitive performance. The relationship is supported as it describes an association. However, the direction is unclear and the directness is unclear as it does not name both phenotype and feature. The corrected phenotype and feature type are provided based on the context.",
333,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,"reduced functional connectivity in brain networks involved in cognitive control, executive function, motivation, and reward",unclear,0.8,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,,,
337,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Suicide is linked to impaired value-based decision-making and impulsivity, but whether these risk factors share neural underpinnings is unclear.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),decision-making,,"The sentence partially supports the claim of impulsivity being associated with a feature, but the feature is not clearly stated as functional connectivity. The direction of the association is also unclear.",
346,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,motor impulsivity,unknown,associated_with,unclear,,unclear,0.7,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,structural connectivity,associated with,"The sentence clearly supports the claim, mentioning a specific association between motor impulsivity and structural connectivity.",
368,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,Internet Gaming Disorder,associated_with,unclear,,unclear,0.7,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,unknown,functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype is unknown, but the feature type is functional connectivity, which matches the extracted claim. The relationship is associated with, which is also supported.",
370,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,decreased response inhibition,direct,0.7,Functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim with a clear association between functional connectivity and attitudes of anger and aggression, which is related to impulsivity.",
378,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.6,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (affect-related),functional connectivity,positive,"The sentence partially supports the claim, but the phenotype and feature need to be corrected to be more specific. The direction is unclear in the sentence, but based on the corrected phenotype, the direction is likely positive.",
380,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"In principle, intertemporal choice in the delay-discounting task-a validated measure of choice impulsivity-involves reward-associated actions that require the recruitment of the dorsal striatum.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim by mentioning the phenotype (impulsivity) and relationship (associated with), but it does not specify the feature type (functional connectivity) and direction. The sentence also does not directly support the directness of the relationship.",
384,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unclear,direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the association between impulsivity (general) and higher functional connectivity in the risk-taking group.,
390,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,unclear,0.5,A common feature of complex posttraumatic stress disorder (CPTSD) is impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,keep,yes,no,no,no,no,no,impulsivity (general),,,"The sentence supports the phenotype but does not provide information about the feature, relationship, direction, or directness.",
391,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,Changes in functional connectivity measured using resting state fMRI within the basal ganglia network (BGN) have been observed in pathologies with altered neurotransmitter systems and conditions involving motor control and dopaminergic processes.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not support the claim because it does not mention impulsivity or any other phenotype, and it does not mention functional connectivity in the context of the basal ganglia network in healthy aging.",
394,31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,2021,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,direct,0.8,Subjects with IGD exhibited decreased FC between the left dorsal putamen and left medial prefrontal cortex (mPFC) compared with controls.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence directly states a decrease in functional connectivity between two brain regions, which is a direct association with the phenotype of impulsivity (general).",
396,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,correlates_with,unclear,,direct,0.8,Increased within-network connectivity through central and left DMN was associated with increased memory performance.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,memory performance,within-network connectivity,positive,The sentence clearly supports the claim by stating a direct relationship between a specific phenotype (memory performance) and a feature (within-network connectivity) in a specific brain system (DMN).,
409,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Hyperactivity/impulsivity was associated with increased functional connectivity between the Salience (SN), Central Executive (CEN), and Default Mode Networks (DMN) in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,mixed,"The sentence supports the phenotype and feature, but the direction is mixed and not captured exactly by the extracted direction. The directness is also not fully supported as the sentence does not name both phenotype and feature.",
417,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,structural connectivity,impulsivity (general),Parkinson's Disease,associated_with,unclear,,unclear,0.7,"The study aimed at providing a proof of concept for this approach by mapping changes along extensive score batteries to a few anatomical fiber bundles and, in turn, estimating changes in individual scores based on stimulation of these tracts. Each component was associated with the stimulation of spatially segregated fiber bundles connecting regions of the frontal cortex with the subthalamic nucleus.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention structural connectivity as a feature type. It also does not establish an association between impulsivity and structural connectivity.",
419,27942448,Brain connectivity aberrations in anabolic-androgenic steroid users.,2017,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,disruptions,direct,0.8,current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (lower), and directness (direct).",
427,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,reduced loss aversion,unclear,0.7,PIGD performed worse with lower average net score in IGT. The computational model results showed that PIGD significantly reduced loss aversion.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention impulsivity or functional connectivity, and it does not establish an association between the two.",
437,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,"There was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral trait,increased,"The sentence clearly supports the claim by stating a significant difference in impulsivity traits between two subgroups, with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C.",
462,26745144,Head Motion and Inattention/Hyperactivity Share Common Genetic Influences: Implications for fMRI Studies of ADHD.,2016,PloS one,trait impulsivity resting-state fMRI,unknown,unknown,impulsivity (general),ADHD,associated_with,unclear,genetic,background,0.7,"Head motion is a well known confound in analyses of functional MRI data. Neuroimaging researchers therefore typically treat HM as a nuisance covariate in their analyses. Even so, it is possible that HM shares a common genetic influence with the trait of interest.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention a feature or relationship with impulsivity.",
463,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC),yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and functional connectivity in a specific brain region.",
472,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,modulates synaptic transmission through retrograde endocannabinoid signaling,unclear,0.7,"CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition-all processes critical to the emergence of impulsive traits and drug-seeking behavior.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but the relationship is not explicitly stated as 'associated_with'.",
483,38451271,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,direct,0.8,The results of mediation demonstrated that stressful life events and correlated functional connectivity mediated the association between TA and IA.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim, but the direction is unclear and should be corrected to match the extracted direction.",
484,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,ancestral mammalian behavior,background,0.3,"We propose that hoarding disorder may be an ancestral mammalian behavior, possibly hard-wired but dormant in present-day humans, that can be activated by traumatic experiences.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,no,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the relationship and direction, but does not directly support the feature type. The phenotype is supported as 'impulsivity (general)' is a possible interpretation of hoarding disorder. The directness is supported as the sentence is in the background context.",
488,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,unknown,structural connectivity,impulsivity (general),criminal psychopathy,associated_with,unclear,,unclear,0.7,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,negatively associated,The sentence clearly supports the extracted claim by stating a negative association between PCL-R scores (impulsivity) and LGI measures (structural connectivity) in specific brain regions within the right hemisphere.,
492,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,unknown,EEG connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,unclear,,background,0.3,"Internet Gaming Disorder has been associated with neuropsychological impairments, especially executive function deficits, and emotional difficulties.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention impulsivity, EEG connectivity, or any specific relationship between them and Internet Gaming Disorder.",
493,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),DSM-5 maladaptive traits,associated_with,unclear,"alterations in the interplay between prefrontal and subcortical regions, alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems",unclear,0.7,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,associated_with,"The sentence partially supports the claim but needs revision or is indirect. The phenotype and feature are mentioned, but the direction and directness are unclear. The corrected fields are based on the extracted claim.",
497,38018143,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),substance use disorders,associated_with,unclear,unknown,direct,0.8,"This approach is supported by converging multimodal evidence, including functional MRI-based maps.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention a specific phenotype, feature, or relationship, making it unsupported for the extracted claim.",
504,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.7,"Individuals are at increased risk of COVID-19 infections if their brain connectome is consistent with reduced connectivity in the top-down attention and executive networks, along with increased internal connectivity in the introspective and instinctive networks.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,unknown,functional connectivity,increased,"The sentence clearly supports the claim by stating a phenotype (increased risk of COVID-19 infections), a feature (reduced connectivity in top-down attention and executive networks, along with increased internal connectivity in introspective and instinctive networks), a relationship (associated with), a direction (increased), and directness (direct).",
506,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,BMI was positively associated with functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the claim by stating a positive association between BMI and functional connectivity during successful response inhibition, which is related to impulsivity.",
511,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,mediatory role of cognitive and self-regulatory capacities,unclear,0.8,"The dual-process model of risky driving (Lazuras, Rowe, Poulter, Powell, & Ypsilanti, 2019) suggested that regulatory processes mediate the effect of impulsivity on risky driving.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),risky driving,associated with,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, risky driving as the feature, an association between them, and a mediating role of cognitive and self-regulatory capacities.",
517,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,unknown,EEG connectivity,nonplanning impulsivity,alcohol use disorder,associated_with,higher,hyperconnectivity,direct,1.0,"The AUD group showed a predominant pattern of hyperconnectivity among 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,nonplanning impulsivity,EEG connectivity,higher,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim. The sentence does not explicitly state the direction of the association, and it does not name both phenotype and feature.",
535,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,unclear,unclear,0.7,"Individuals with ADHD commonly exhibit deficits in executive functions, which are mainly mediated by the frontoparietal control network.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,attentional impulsivity,functional connectivity,unclear,"The sentence partially supports the claim by mentioning a relationship between ADHD and a brain network, but it does not directly support the feature type (functional connectivity) or direction. The phenotype (attentional impulsivity) is mentioned in the paper title, so it is assumed to be correct.",
544,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder,associated_with,unclear,,direct,0.8,"We found that children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,dynamic connectivity,decreased,"The sentence clearly supports the claim by stating a direct association between attentional impulsivity and dynamic connectivity in the context of ADHD. The direction of the association is also clear, as the children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus and increased FS in the right middle temporal gyrus.",
555,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,Internet gaming disorder,associated_with,unclear,remediation,direct,0.8,"IGD subjects showed greater resting-state functional connectivity of the VS to left inferior parietal lobule (lIPL), right inferior frontal gyrus and left middle frontal gyrus, in positive association with the severity of IGD.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,positive,"The sentence clearly supports the claim, mentioning a specific phenotype (attentional impulsivity), feature type (functional connectivity), relationship (associated with), direction (positive), and directness (direct).",
565,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), and relationship (associated with). The direction is implied to be positive, as the sentence mentions 'associated with', which typically implies a positive relationship. The directness is also supported, as both phenotype and feature are named.",
