id,set,extractor_model,variant,empty_evidence_rule,support_score,decision,overclaiming,rationale,parse_status,raw_response,error
HV114,s120,Llama 3.1 8B,minimal,no,0,drop,unclear,"The claim states that the phenotype in narcolepsy type 1 is associated with a neural feature, but the evidence provided contradicts this by stating that the hypothesis of altered brain clearance is not supported. This suggests that the claim is not supported by the evidence.",ok,"{""support_score"": 0, ""decision"": ""DROP"", ""rationale"": ""The claim states that the phenotype in narcolepsy type 1 is associated with a neural feature, but the evidence provided contradicts this by stating that the hypothesis of altered brain clearance is not supported. This suggests that the claim is not supported by the evidence.""}",
HV115,s120,Mistral 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim, but the feature type needs to be corrected to 'structural connectivity'. The phenotype is 'impulsivity (general)' which is mentioned in the claim. The relationship is association, which is supported. The direction is positive, which is supported. The directness is not fully supported because the sentence does not name both phenotype and feature.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""structural connectivity"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence partially supports the claim, but the feature type needs to be corrected to 'structural connectivity'. The phenotype is 'impulsivity (general)' which is mentioned in the claim. The relationship is association, which is supported. The direction is positive, which is supported. The directness is not fully supported because the sentence does not name both phenotype and feature.""
}",
HV115,s120,Mistral 7B,minimal,no,2,keep,unclear,The claim is supported by evidence showing a positive correlation between impulsivity (measured by BIS total and motor subscale scores) and structural connectivity (left frontal FA values) in MJ smokers compared to non-smokers.,ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by evidence showing a positive correlation between impulsivity (measured by BIS total and motor subscale scores) and structural connectivity (left frontal FA values) in MJ smokers compared to non-smokers.""}",
HV116,s120,Mistral 7B,native_instr,no,0,drop,no,"The sentence does not mention a phenotype-feature association, nor does it mention a direction or relationship.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention a phenotype-feature association, nor does it mention a direction or relationship.""
}",
HV116,s120,Mistral 7B,minimal,no,2,keep,unclear,"The claim is directly supported by the evidence, as the study combined degree centrality (DC) with functional connectivity (FC) analysis to investigate the connectivity patterns of whole-brain functional networks in patients with IGD, indicating a clear association between impulsivity (general) and functional connectivity in internet gaming disorder.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is directly supported by the evidence, as the study combined degree centrality (DC) with functional connectivity (FC) analysis to investigate the connectivity patterns of whole-brain functional networks in patients with IGD, indicating a clear association between impulsivity (general) and functional connectivity in internet gaming disorder.""}",
HV117,s120,Mistral 7B,native_instr,no,2,keep,no,The sentence clearly supports the association between nonplanning impulsivity and lower functional connectivity.,ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""nonplanning impulsivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence clearly supports the association between nonplanning impulsivity and lower functional connectivity.""
}",
HV117,s120,Mistral 7B,minimal,no,2,keep,unclear,"The evidence directly supports the claim, as the activation of specific brain regions during stop as compared to go trials was found to negatively correlate with non-planning impulsivity score, indicating a relationship between lower functional connectivity and non-planning impulsivity.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The evidence directly supports the claim, as the activation of specific brain regions during stop as compared to go trials was found to negatively correlate with non-planning impulsivity score, indicating a relationship between lower functional connectivity and non-planning impulsivity.""}",
HV118,s120,Qwen 2.5 7B,native_instr,no,0,drop,yes,"The sentence mentions a group difference (sex-related main effects) but not a phenotype-feature association, and it does not support the extracted claim.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a group difference (sex-related main effects) but not a phenotype-feature association, and it does not support the extracted claim.""
}",
HV118,s120,Qwen 2.5 7B,minimal,no,2,keep,unclear,"The claim is directly supported by the evidence, which shows a correlation between impulsivity and functional connectivity in methamphetamine use disorder, and also highlights sex-related differences in brain areas and nodal metrics.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is directly supported by the evidence, which shows a correlation between impulsivity and functional connectivity in methamphetamine use disorder, and also highlights sex-related differences in brain areas and nodal metrics.""}",
HV119,s120,Qwen 2.5 7B,native_instr,no,0,drop,no,"The sentence does not mention ADHD, impulsivity, or mediation of lower functional connectivity.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention ADHD, impulsivity, or mediation of lower functional connectivity.""
}",
HV119,s120,Qwen 2.5 7B,minimal,no,0,drop,unclear,"The claim states that impulsivity (general) in ADHD is mediated by lower functional connectivity, but the evidence provided shows that individuals with higher levels of 'FTP' (which is not defined in the context of ADHD or impulsivity) exhibited greater functional connectivity between certain brain regions. This contradicts the initial claim, suggesting that impulsivity is associated with lower functional connectivity.",ok,"{""support_score"": 0, ""decision"": ""DROP"", ""rationale"": ""The claim states that impulsivity (general) in ADHD is mediated by lower functional connectivity, but the evidence provided shows that individuals with higher levels of 'FTP' (which is not defined in the context of ADHD or impulsivity) exhibited greater functional connectivity between certain brain regions. This contradicts the initial claim, suggesting that impulsivity is associated with lower functional connectivity.""}",
HV120,s120,Qwen 2.5 7B,native_instr,no,2,keep,no,,ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""juvenile myoclonic epilepsy"",
  ""corrected_feature_type"": ""impulsivity"",
  ""corrected_direction"": ""greater"",
  ""rationale"": null
}",
HV120,s120,Qwen 2.5 7B,minimal,no,2,keep,unclear,"The evidence provided shows a significant association between impulsivity and neural features in patients with juvenile myoclonic epilepsy (JME) compared to patients with temporal lobe epilepsy (TLE) and controls, supporting the claim.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The evidence provided shows a significant association between impulsivity and neural features in patients with juvenile myoclonic epilepsy (JME) compared to patients with temporal lobe epilepsy (TLE) and controls, supporting the claim.""}",
gptv_0001,s300,Mistral 7B,native_instr,no,0,drop,no,"The sentence does not mention structural connectivity, which is the feature in the extracted claim.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention structural connectivity, which is the feature in the extracted claim.""
}",
gptv_0001,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim is partially supported as the evidence shows a correlation between nonplanning impulsivity and structural connectivity in MDMA users, but it does not directly address the association between nonplanning impulsivity and structural connectivity in general. More evidence is needed to fully support the claim.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported as the evidence shows a correlation between nonplanning impulsivity and structural connectivity in MDMA users, but it does not directly address the association between nonplanning impulsivity and structural connectivity in general. More evidence is needed to fully support the claim.""}",
gptv_0002,s300,Qwen 2.5 7B,native_instr,no,0,drop,unclear,"The sentence does not mention motor impulsivity, functional connectivity, or any association between them.",ok,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not mention motor impulsivity, functional connectivity, or any association between them.""}",
gptv_0002,s300,Qwen 2.5 7B,minimal,no,1,revise,unclear,"The claim is partially supported as it mentions a potential association between motor impulsivity and functional connectivity, but the provided evidence only discusses the positive impacts of mindful movement training on mental skills such as attention and self-control. There is no direct evidence linking motor impulsivity to functional connectivity.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported as it mentions a potential association between motor impulsivity and functional connectivity, but the provided evidence only discusses the positive impacts of mindful movement training on mental skills such as attention and self-control. There is no direct evidence linking motor impulsivity to functional connectivity.""}",
gptv_0003,s300,Llama 3.1 8B,native_instr,yes,0,drop,,,rule,,
gptv_0003,s300,Llama 3.1 8B,minimal,yes,0,drop,,,rule,,
gptv_0004,s300,Qwen 2.5 7B,native_instr,no,0,drop,no,"The sentence does not mention nonplanning impulsivity or any correlation with functional connectivity, so it does not support the extracted claim.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention nonplanning impulsivity or any correlation with functional connectivity, so it does not support the extracted claim.""
}",
gptv_0004,s300,Qwen 2.5 7B,minimal,no,2,keep,unclear,"The claim is supported by evidence that nonplanning impulsivity in Tourette disorder is correlated with higher functional connectivity, specifically mediated by connectivity between the right orbito-frontal cortex and caudate nucleus bilaterally.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by evidence that nonplanning impulsivity in Tourette disorder is correlated with higher functional connectivity, specifically mediated by connectivity between the right orbito-frontal cortex and caudate nucleus bilaterally.""}",
gptv_0005,s300,Qwen 2.5 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim because it mentions nonplanning impulsivity, but the corrected phenotype should be 'cocaine use disorder' and the corrected direction should be 'correlated with higher'.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""cocaine use disorder"",
  ""corrected_feature_type"": ""nonplanning impulsivity"",
  ""corrected_direction"": ""correlated with higher"",
  ""rationale"": ""The sentence partially supports the claim because it mentions nonplanning impulsivity, but the corrected phenotype should be 'cocaine use disorder' and the corrected direction should be 'correlated with higher'.""
}",
gptv_0005,s300,Qwen 2.5 7B,minimal,no,1,revise,unclear,"The claim suggests a correlation between nonplanning impulsivity and higher functional connectivity in cocaine use disorder, but it does not provide direct evidence for this correlation. The mention of abnormal connections correlated with other drug use history and cognitive dysfunctions supports the idea that there is a relationship, but it is not a direct proof of the initial claim. Therefore, the claim requires revision to accurately reflect the available information.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim suggests a correlation between nonplanning impulsivity and higher functional connectivity in cocaine use disorder, but it does not provide direct evidence for this correlation. The mention of abnormal connections correlated with other drug use history and cognitive dysfunctions supports the idea that there is a relationship, but it is not a direct proof of the initial claim. Therefore, the claim requires revision to accurately reflect the available information.""}",
gptv_0006,s300,Llama 3.1 8B,native_instr,no,0,drop,no,"The sentence does not mention impulsivity or internet gaming disorder as the phenotype, nor does it mention functional connectivity as the relationship.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention impulsivity or internet gaming disorder as the phenotype, nor does it mention functional connectivity as the relationship.""
}",
gptv_0006,s300,Llama 3.1 8B,minimal,no,2,keep,unclear,"The claim is supported by evidence showing decreased VMHC (functional connectivity) between specific brain regions in IGD participants, which is consistent with the association between impulsivity and lower functional connectivity.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by evidence showing decreased VMHC (functional connectivity) between specific brain regions in IGD participants, which is consistent with the association between impulsivity and lower functional connectivity.""}",
gptv_0007,s300,Mistral 7B,native_instr,no,2,keep,no,,ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""neural"",
  ""corrected_direction"": ""associated with"",
  ""rationale"": null
}",
gptv_0007,s300,Mistral 7B,minimal,no,2,keep,unclear,"The evidence provided shows a significant association between METH use and higher impulsivity scores, specifically on both the Cognitive and Behavioral Factors from the BIS, with p-values less than 0.0001. This suggests a strong correlation between METH use and impulsivity, supporting the claim.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The evidence provided shows a significant association between METH use and higher impulsivity scores, specifically on both the Cognitive and Behavioral Factors from the BIS, with p-values less than 0.0001. This suggests a strong correlation between METH use and impulsivity, supporting the claim.""}",
gptv_0008,s300,Mistral 7B,native_instr,no,0,drop,no,"The sentence does not mention a phenotype-feature association, it only mentions the regulation of activity in resting state networks.",ok,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": false, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not mention a phenotype-feature association, it only mentions the regulation of activity in resting state networks.""}",
gptv_0008,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim is partially supported as it mentions a relationship between dopamine, glutamatergic neurotransmission, and functional connectivity in brain reward circuitry, but it does not directly state that the phenotype is associated with functional connectivity. The evidence provided supports a connection between neurotransmission and brain activity, but it does not explicitly link this to a phenotype.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported as it mentions a relationship between dopamine, glutamatergic neurotransmission, and functional connectivity in brain reward circuitry, but it does not directly state that the phenotype is associated with functional connectivity. The evidence provided supports a connection between neurotransmission and brain activity, but it does not explicitly link this to a phenotype.""}",
gptv_0009,s300,Llama 3.1 8B,native_instr,no,0,drop,yes,The sentence mentions a group difference (ADHD vs HCs) but not a phenotype-feature association.,ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a group difference (ADHD vs HCs) but not a phenotype-feature association.""
}",
gptv_0009,s300,Llama 3.1 8B,minimal,no,1,revise,unclear,"The claim is partially supported because it provides specific neural features associated with impulsivity in ADHD, but it does not directly link these features to impulsivity. The study found differences in dALFF in the left middle frontal gyrus and right middle occipital gyrus between ADHD patients and healthy controls, but it does not explicitly state that these differences are associated with impulsivity.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported because it provides specific neural features associated with impulsivity in ADHD, but it does not directly link these features to impulsivity. The study found differences in dALFF in the left middle frontal gyrus and right middle occipital gyrus between ADHD patients and healthy controls, but it does not explicitly state that these differences are associated with impulsivity.""}",
gptv_0010,s300,Llama 3.1 8B,native_instr,no,0,drop,yes,The sentence mentions a group difference (psychopathy) but not a phenotype-feature association.,ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a group difference (psychopathy) but not a phenotype-feature association.""
}",
gptv_0010,s300,Llama 3.1 8B,minimal,no,1,revise,unclear,"The claim is partially supported because it mentions a general association between impulsivity and functional connectivity in psychopathy, but the provided evidence specifically points to atypical amygdala function and connectivity, which is a more specific aspect of psychopathy. The claim requires revision to accurately reflect the provided evidence.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported because it mentions a general association between impulsivity and functional connectivity in psychopathy, but the provided evidence specifically points to atypical amygdala function and connectivity, which is a more specific aspect of psychopathy. The claim requires revision to accurately reflect the provided evidence.""}",
gptv_0011,s300,Mistral 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim but needs revision or is indirect. The phenotype and relationship are supported, but the feature type is not explicitly mentioned. The direction is supported, but the directness is not. The corrected phenotype, feature type, and direction are provided.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""attention-deficit/hyperactivity disorder"",
  ""corrected_feature_type"": ""general"",
  ""corrected_direction"": ""associated"",
  ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The phenotype and relationship are supported, but the feature type is not explicitly mentioned. The direction is supported, but the directness is not. The corrected phenotype, feature type, and direction are provided.""
}",
gptv_0011,s300,Mistral 7B,minimal,no,2,keep,unclear,"The claim is directly supported by the evidence, which shows a relationship between ADHD diagnosis and symptom dimensions with altered intrinsic connectivity in specific brain networks, including those related to impulsivity.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is directly supported by the evidence, which shows a relationship between ADHD diagnosis and symptom dimensions with altered intrinsic connectivity in specific brain networks, including those related to impulsivity.""}",
gptv_0012,s300,Qwen 2.5 7B,native_instr,no,0,drop,unclear,"The sentence does not mention a phenotype-feature association, it only provides AUC values for distinguishing IGD patients from HCs.",ok,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not mention a phenotype-feature association, it only provides AUC values for distinguishing IGD patients from HCs.""}",
gptv_0012,s300,Qwen 2.5 7B,minimal,no,2,keep,unclear,"The AUC values of 0.738, 0.850, and 0.864 for distinguishing IGD patients from HCs indicate a strong association between impulsivity (general) and functional connectivity in internet gaming disorder, supporting the claim.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The AUC values of 0.738, 0.850, and 0.864 for distinguishing IGD patients from HCs indicate a strong association between impulsivity (general) and functional connectivity in internet gaming disorder, supporting the claim.""}",
gptv_0013,s300,Llama 3.1 8B,native_instr,no,1,revise,no,"The sentence partially supports the claim because it does not specify the type of impulsivity (general) and the direction is not explicitly stated for the relationship between the neural feature and depression. However, the corrected fields are provided to make the claim more specific.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""depression"",
  ""corrected_feature_type"": ""general"",
  ""corrected_direction"": ""associated with"",
  ""rationale"": ""The sentence partially supports the claim because it does not specify the type of impulsivity (general) and the direction is not explicitly stated for the relationship between the neural feature and depression. However, the corrected fields are provided to make the claim more specific.""
}",
gptv_0013,s300,Llama 3.1 8B,minimal,no,2,keep,unclear,"The claim is supported by the evidence that the SU group had abnormal spontaneous neural activity during the resting state, and decreased activity in L-SFG and L-MFG was associated with increased impulsivity in the SU group, directly linking impulsivity to a specific neural feature.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by the evidence that the SU group had abnormal spontaneous neural activity during the resting state, and decreased activity in L-SFG and L-MFG was associated with increased impulsivity in the SU group, directly linking impulsivity to a specific neural feature.""}",
gptv_0014,s300,Mistral 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim by mentioning a correlation between within-network connectivity and Barratt impulsivity/stop signal reaction time, but it does not directly mention the relationship between BIS total and functional connectivity. The corrected fields are based on the extracted claim.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""BIS total"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence partially supports the claim by mentioning a correlation between within-network connectivity and Barratt impulsivity/stop signal reaction time, but it does not directly mention the relationship between BIS total and functional connectivity. The corrected fields are based on the extracted claim.""
}",
gptv_0014,s300,Mistral 7B,minimal,no,2,keep,unclear,"The evidence directly supports the claim by showing an inverse correlation between the within-network connectivity time scale of the pre-supplementary motor area and Barratt impulsivity and stop signal reaction time, which are indicators of lower functional connectivity.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The evidence directly supports the claim by showing an inverse correlation between the within-network connectivity time scale of the pre-supplementary motor area and Barratt impulsivity and stop signal reaction time, which are indicators of lower functional connectivity.""}",
gptv_0015,s300,Llama 3.1 8B,native_instr,no,0,drop,no,"The sentence does not mention a phenotype-feature association, it only describes two subgroups of subjects with IGD.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention a phenotype-feature association, it only describes two subgroups of subjects with IGD.""
}",
gptv_0015,s300,Llama 3.1 8B,minimal,no,1,revise,unclear,"The claim mentions that impulsivity (general) is associated with the neural feature, but the evidence provided only describes two subgroups of subjects with IGD based on distinct patterns of connectivity in brain networks, without directly linking impulsivity to a neural feature. Therefore, the claim requires revision to accurately reflect the evidence.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim mentions that impulsivity (general) is associated with the neural feature, but the evidence provided only describes two subgroups of subjects with IGD based on distinct patterns of connectivity in brain networks, without directly linking impulsivity to a neural feature. Therefore, the claim requires revision to accurately reflect the evidence.""}",
gptv_0016,s300,Qwen 2.5 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim by mentioning a group difference, but it does not directly state the association between nonplanning impulsivity and functional connectivity. The corrected phenotype, feature type, and direction are based on the extracted claim.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""Internet gaming disorder"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence partially supports the claim by mentioning a group difference, but it does not directly state the association between nonplanning impulsivity and functional connectivity. The corrected phenotype, feature type, and direction are based on the extracted claim.""
}",
gptv_0016,s300,Qwen 2.5 7B,minimal,no,2,keep,unclear,"The claim is supported by evidence showing increased nodal centralities in specific brain regions associated with reward, craving, emotional memory, and sensory-motor processing in subjects with Internet Gaming Disorder (IGD) compared to those with Regular Gaming Use (RGU).",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by evidence showing increased nodal centralities in specific brain regions associated with reward, craving, emotional memory, and sensory-motor processing in subjects with Internet Gaming Disorder (IGD) compared to those with Regular Gaming Use (RGU).""}",
gptv_0017,s300,Llama 3.1 8B,native_instr,no,1,revise,no,"The sentence partially supports the claim by mentioning a specific brain region (left middle frontal gyrus) and a feature (structural connectivity), but it does not directly support the claim's phenotype (impulsivity) and feature type (structural connectivity). The relationship and direction are supported, but the directness is not because the sentence does not name both phenotype and feature.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""structural connectivity"",
  ""corrected_direction"": ""negative correlation"",
  ""rationale"": ""The sentence partially supports the claim by mentioning a specific brain region (left middle frontal gyrus) and a feature (structural connectivity), but it does not directly support the claim's phenotype (impulsivity) and feature type (structural connectivity). The relationship and direction are supported, but the directness is not because the sentence does not name both phenotype and feature.""
}",
gptv_0017,s300,Llama 3.1 8B,minimal,no,1,revise,unclear,"The claim is partially supported because it only shows a correlation between impulsivity and lower structural connectivity in the left middle frontal gyrus (MFG) and not across the brain as a whole. The evidence provided is specific to the MFG and certain BIS scores, which may not be representative of impulsivity in general.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported because it only shows a correlation between impulsivity and lower structural connectivity in the left middle frontal gyrus (MFG) and not across the brain as a whole. The evidence provided is specific to the MFG and certain BIS scores, which may not be representative of impulsivity in general.""}",
gptv_0018,s300,Mistral 7B,native_instr,no,0,drop,yes,"The sentence mentions a group difference but not a phenotype-feature association, and it does not support the relationship between impulsivity and the neural feature.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a group difference but not a phenotype-feature association, and it does not support the relationship between impulsivity and the neural feature.""
}",
gptv_0018,s300,Mistral 7B,minimal,no,2,keep,unclear,"The evidence suggests that covarying for impulsivity, as determined by the Barratt Impulsiveness Scale, rendered all previously noted voxel-level group differences non-significant, implying that impulsivity is a key factor in borderline personality disorder and the neural feature is associated with impulsivity in general.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The evidence suggests that covarying for impulsivity, as determined by the Barratt Impulsiveness Scale, rendered all previously noted voxel-level group differences non-significant, implying that impulsivity is a key factor in borderline personality disorder and the neural feature is associated with impulsivity in general.""}",
gptv_0019,s300,Llama 3.1 8B,native_instr,no,0,drop,no,The sentence does not mention a specific association between impulsivity and a neural feature.,ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention a specific association between impulsivity and a neural feature.""
}",
