record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
65,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,Trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC).,yes,,yes,yes,no,,,,,,,,,
66,41932505,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,,unclear,0.7,"Significant intra- and inter-network FC disruptions emerged in children with ADHD, particularly in default mode (DMN), ventral attentional (VAN), and somatosensory-motor (SMN) networks.",yes,,yes,yes,yes,,,,,,,,,
67,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unclear,direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group.",yes,,yes,yes,no,,,,,,,,,
68,40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,The TBI group had higher BIS scores compared with the controls.,yes,,yes,yes,no,,,,,,,,,
69,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"The study aimed at providing a proof of concept for this approach by mapping changes along extensive score batteries to a few anatomical fiber bundles and, in turn, estimating changes in individual scores based on stimulation of these tracts. Each component was associated with the stimulation of spatially segregated fiber bundles connecting regions of the frontal cortex with the subthalamic nucleus.",yes,,yes,yes,no,,,,,,,,,
70,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,correlates_with,unclear,,direct,0.8,Increased within-network connectivity through central and left DMN was associated with increased memory performance.,yes,,yes,yes,no,,,,,,,,,
71,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),methamphetamine-dependent,associated_with,unclear,unknown,unclear,0.8,"Impulsivity is correlated negatively with striatal D2-type receptor availability, and mesocorticolimbic RSFC is stronger than that in controls.",yes,,yes,yes,no,,,,,,,,,
72,41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,motor impulsivity functional connectivity,unknown,EEG connectivity,unknown,unknown,associates_with,unclear,unclear,background,0.6,"In this study, we examined relationships between structural injury and integrity measures with task-based functional connectivity between electrodes overlying sensorimotor cortical regions and affected upper-extremity musculature (referred to as corticomuscular coherence; CMC).",yes,,yes,yes,no,,,,,,,,,
73,38018143,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),substance use disorders,associated_with,unclear,neuromodulation,direct,0.8,"This approach is supported by converging multimodal evidence, including functional MRI-based maps.",yes,,yes,yes,no,,,,,,,,,
74,25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Parkinson disease,associated_with,unclear,,direct,0.8,The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus.,yes,,yes,yes,no,,,,,,,,,
75,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,unknown,structural connectivity,impulsivity (general),criminal psychopathy,associated_with,unclear,,unclear,0.7,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,yes,,yes,yes,yes,,,,,,,,,
76,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,unclear,,unclear,0.7,"Our results identified four functional networks activated during correct motor response inhibition: the salience network (SN), the right and left executive control networks (ECNs), and the ventral default mode network (vDMN).",yes,,yes,yes,yes,,,,,,,,,
77,31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.3,Interest has grown in using mindfulness meditation to treat conditions featuring excessive impulsivity.,yes,,yes,yes,yes,,,,,,,,,
78,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unknown,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,yes,,yes,yes,yes,,,,,,,,,
79,40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,internet gaming disorder,associated_with,unclear,,indirect,0.7,"Changes in temporal variability at the network level occur in participants with IGD, indicating impaired executive inhibitory functions and attention, as well as imbalances between sensory-attention, sensory-emotion, and emotion-motivation functions.",yes,,yes,yes,yes,,,,,,,,,
80,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"presence of impulse control disorders, mood/anxiety disorders, post-traumatic stress disorder, and substance use disorder",correlates_with,unclear,,unclear,0.8,Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,yes,,yes,yes,yes,,,,,,,,,
81,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,motor impulsivity,unknown,associated_with,lower,unknown,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,yes,,yes,yes,yes,,,,,,,,,
82,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.3,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",yes,,yes,yes,yes,,,,,,,,,
83,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,modulates synaptic transmission through retrograde endocannabinoid signaling,unclear,0.7,"CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition-all processes critical to the emergence of impulsive traits and drug-seeking behavior.",yes,,yes,yes,yes,,,,,,,,,
84,29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),combat veterans,associated_with,unclear,impaired top-down regulation,direct,0.8,Impulsive aggression is common among military personnel after deployment and may arise because of impaired top-down regulation of the amygdala by prefrontal regions.,yes,,yes,yes,yes,,,,,,,,,
85,31801105,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,unclear,0.6,"Subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",yes,,yes,yes,no,,,,,,,,,
86,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"In principle, intertemporal choice in the delay-discounting task-a validated measure of choice impulsivity-involves reward-associated actions that require the recruitment of the dorsal striatum.",yes,,yes,yes,yes,,,,,,,,,
87,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,motor impulsivity,unknown,associated_with,unclear,,unclear,0.7,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting.",yes,,yes,yes,no,,,,,,,,,
88,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Suicide is linked to impaired value-based decision-making and impulsivity, but whether these risk factors share neural underpinnings is unclear.",yes,,yes,yes,yes,,,,,,,,,
89,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,unclear,unclear,0.8,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",yes,,yes,yes,yes,,,,,,,,,
90,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,overhasty updating of beliefs during risk learning,direct,0.7,The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score.,yes,,yes,yes,no,,,,,,,,,
91,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,unknown,EEG connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,unclear,,background,0.3,"Internet Gaming Disorder has been associated with neuropsychological impairments, especially executive function deficits, and emotional difficulties.",yes,,yes,yes,no,,,,,,,,,
92,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),Internet addiction,associated_with,unclear,,unclear,0.8,Internet addiction is related to impulsivity.,yes,,yes,yes,no,,,,,,,,,
93,29337234,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,less effective preparatory inhibition mechanisms,unclear,0.8,"The RP showed an earlier negative rising phase and a greater amplitude, with the increasing of BIS-11 scores.",yes,,yes,yes,no,,,,,,,,,
94,29454934,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,BIS total,unknown,associated_with,lower,unclear,direct,0.8,The within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.,yes,,yes,yes,no,,,,,,,,,
95,38451271,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,unknown,direct,0.8,The results of mediation demonstrated that stressful life events and correlated functional connectivity mediated the association between TA and IA.,yes,,yes,yes,yes,,,,,,,,,
96,37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),alcohol use disorder,associated_with,unclear,,unclear,0.5,"This Special Issue was launched to invite research and review articles that explore the utility of these neural measures to determine the effects of alcohol use (e.g., regular drinking, social drinking, binge/heavy drinking, and chronic drinking) on brain structure and function and/or to predict risk for developing AUD and other outcomes.",yes,,yes,yes,no,,,,,,,,,
97,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),alcohol-related problems,associated_with,unclear,,unclear,0.6,Craving and impulsivity are key psychological dimensions involved in the development and maintenance of severe alcohol-use disorders.,yes,,yes,yes,yes,,,,,,,,,
98,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,Internet gaming disorder,associated_with,unclear,remediation,direct,0.8,"IGD subjects showed greater resting-state functional connectivity of the VS to left inferior parietal lobule (lIPL), right inferior frontal gyrus and left middle frontal gyrus, in positive association with the severity of IGD.",yes,,yes,yes,yes,,,,,,,,,
99,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,gambling disorder,associated_with,unclear,serotonin function,direct,0.8,Individuals with gambling disorder showed loss of functional connectivity between the right nucleus accumbens (NAcc) and a region in the right dorsolateral prefrontal cortex (DLPFC),yes,,yes,yes,yes,,,,,,,,,
100,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,unclear,direct,0.8,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous.",yes,,yes,yes,no,,,,,,,,,
