source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,26460483,Barratt Impulsiveness Scale fMRI,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,prefrontal cortex,unknown,impulsivity (general),healthy individuals,reduced,lower,neural signatures,unclear,significant,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,26460483,single_stage:llama-3.1-8b-instruct,high
pubmed,25738502,impulsivity resting-state fMRI functional connectivity,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,prefrontal lobe,functional connectivity,unknown,adolescents,decreased,lower,altered interhemispheric rsFC,direct,primary study,"IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",25738502,single_stage:llama-3.1-8b-instruct,high
pubmed,29034964,Barratt Impulsiveness Scale fMRI,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,frontolimbic cortex,unknown,unknown,young adults,greater asymmetry,higher,,unclear,,Patients with BPD have greater frontolimbic asymmetry than healthy individuals.,29034964,single_stage:llama-3.1-8b-instruct,1.0
pubmed,39796107,Barratt Impulsiveness Scale fMRI,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Caudate,unknown,nonplanning impulsivity,Healthy individuals,Positive correlation,higher,Serotonin 2A receptor-mediated postsynaptic signaling,direct,Significant,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",39796107,single_stage:llama-3.1-8b-instruct,High
pubmed,32121585,nonplanning impulsivity functional connectivity,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",default mode network,EEG connectivity,unknown,classification,association,higher,hyperconnectivity,direct,moderate,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",32121585,single_stage:llama-3.1-8b-instruct,1.0
pubmed,31284029,impulsivity resting-state fMRI functional connectivity,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,amygdala,functional connectivity,impulsivity (general),late adolescence and young adulthood,positive correlation,higher,genetic factors,unclear,strong,Trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC).,31284029,single_stage:llama-3.1-8b-instruct,high
pubmed,41932505,motor impulsivity resting-state fMRI,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,somatosensory-motor network,functional connectivity,unknown,medication-naïve children,association,higher,intra-SMN and SMN-DMN connectivity,unclear,significant,ADHD-C patients demonstrated significantly weaker intra-SMN and SMN-DMN connectivity than the ADHD-I group.,41932505,single_stage:llama-3.1-8b-instruct,high
pubmed,35007715,impulsivity fMRI functional connectivity,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,medial orbitofrontal cortex,functional connectivity,impulsivity (general),,associated,higher,reward system,unclear,high,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",35007715,single_stage:llama-3.1-8b-instruct,1.0
pubmed,40630648,Barratt Impulsiveness Scale fMRI,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,amygdala,structural connectivity,unknown,trauma-related neurodegeneration,associated,higher,cortical volumetrics,unclear,statistically significant,"Volumetrics in critical brain regions were associated with several symptom domains in the TBI group, indicating that cortical volumetrics (especially in the amygdala) may be a more viable early biomarker of chronic symptom burden in this population than PET scans.",40630648,single_stage:llama-3.1-8b-instruct,high
pubmed,40193128,impulsivity neuroimaging functional connectivity,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,subthalamic nucleus,unknown,impulsivity (general),Parkinson's Disease,associated with,higher,deep brain stimulation,unclear,significant,"Four principal components were retained, which could be interpreted to reflect (i) general non-motor improvement; (ii) improvement of mood and cognition and worsening of trait impulsivity; (iii) improvement of cognition; and (iv) improvement of empathy and worsening of impulsive-compulsive behaviors.",40193128,single_stage:llama-3.1-8b-instruct,high
pubmed,32987241,impulsivity fMRI functional connectivity,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,cognitive control network (CCN) and default mode network (DMN),functional connectivity,unknown,healthy individuals,associated with,lower,intrinsic connectivity,unclear,correlation,"Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",32987241,single_stage:llama-3.1-8b-instruct,high
pubmed,26830141,Barratt Impulsiveness Scale resting-state fMRI,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,mesocorticolimbic system,functional connectivity,impulsivity (general),methamphetamine dependence,positive relationship,unclear,ventral striatal D2-type receptor signaling,unclear,significant interaction effect,"Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",26830141,single_stage:llama-3.1-8b-instruct,high
pubmed,41281564,motor impulsivity functional connectivity,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,cortico-cortical,unknown,unknown,early subacute stroke,correlated,higher,structural injury modulates task-based corticomuscular connectivity,unclear,significant,"greater injury correlated with higher coherence between electrodes overlying the supplementary motor area and affected extensor digitorum (high beta: ρ = 0.83, p = 0.001).",41281564,single_stage:llama-3.1-8b-instruct,high
pubmed,38018143,trait impulsivity functional connectivity,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,frontopolar cortex,unknown,unknown,addiction treatment,promising therapeutic target,higher,transcranial brain stimulation,unclear,converging multimodal evidence,"Whereas most previous clinical trials targeted the dorsolateral prefrontal cortex, accumulating data highlight the frontopolar cortex as a promising therapeutic target for transcranial brain stimulation in substance use disorders.",38018143,single_stage:llama-3.1-8b-instruct,high
pubmed,25925985,motor impulsivity resting-state fMRI,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,corticostriatal,functional connectivity,impulsivity (general),Parkinson disease,association,unclear,functional disconnection,direct,strong,"The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus, as well as a trend toward a functional disconnection between several motor and associative striatal regions and limbic, associative, and motor cortical regions.",25925985,single_stage:llama-3.1-8b-instruct,high
pubmed,29946511,trait impulsivity functional connectivity,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,cortical,unknown,unknown,adult male inmates,association,lower,neurodevelopmental cortical connectivity,unclear,study,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,29946511,single_stage:llama-3.1-8b-instruct,high
pubmed,40260305,motor impulsivity functional connectivity,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,salience network,unknown,motor impulsivity,response inhibition,causal inhibitory influence,unclear,dynamic causal modeling (DCM) and independent component analysis (ICA),direct,significant,We observed a significant causal inhibitory influence from the vDMN to the left ECN (lECN).,40260305,single_stage:llama-3.1-8b-instruct,high
pubmed,31427669,Barratt Impulsiveness Scale fMRI,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,frontostriatal,structural connectivity,impulsivity (general),healthy adults,correlation,higher,dopamine levels,unclear,no change,"LTMs had less striatal gray matter, greater cortico-striatal-thalamic functional connectivity, and lower spontaneous eye-blink rate (a physiological dopamine indicator) than MNPs.",31427669,single_stage:llama-3.1-8b-instruct,high
pubmed,18479820,Barratt Impulsiveness Scale fMRI,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,insula-orbitofrontal-parietal regions,unknown,impulsivity (general),healthy individuals,stronger activation,higher,neural substrates,direct,suggest,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,18479820,single_stage:llama-3.1-8b-instruct,high
pubmed,40334458,attentional impulsivity resting-state fMRI,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,default mode network,BOLD variability,unknown,resting-state fMRI,decreased,unclear,,unclear,,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN)",40334458,single_stage:llama-3.1-8b-instruct,
pubmed,30504061,Barratt Impulsiveness Scale neuroimaging,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,,unknown,unknown,,association,higher,,unclear,,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,",30504061,single_stage:llama-3.1-8b-instruct,
pubmed,15309395,Barratt Impulsiveness Scale fMRI,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,prefrontal cortex,unknown,impulsivity (general),healthy volunteers,correlation,lower,response inhibition,unclear,,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,15309395,single_stage:llama-3.1-8b-instruct,
pubmed,42146757,impulsivity resting state functional connectivity,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,,functional connectivity,impulsivity (general),pediatric survivors of severe COVID-19,,unclear,,unclear,,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",42146757,single_stage:llama-3.1-8b-instruct,
pubmed,41098856,trait impulsivity functional connectivity,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,hippocampus,functional connectivity,impulsivity (general),substance use disorder,modulates,higher,CB1R signaling,unclear,high,The hippocampus and cerebellum contribute to the modulation of impulsive behavior through their connectivity with prefrontal and limbic circuits.,41098856,single_stage:llama-3.1-8b-instruct,1.0
pubmed,29040723,impulsivity resting-state fMRI functional connectivity,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,amygdala,functional connectivity,impulsivity (general),combat veterans,reduced,unclear,weakened functional connectivity,unclear,significant,"In exploratory cluster analyses, we observed reduced functional connectivity between the (bilateral) BLA and left dorsolateral prefrontal cortex in the impulsive aggression group, relative to combat controls.",29040723,single_stage:llama-3.1-8b-instruct,high
pubmed,31801105,motor impulsivity resting-state fMRI,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,"reward, craving, emotional memory and sensory-motor processing regions",unknown,unknown,individuals with Internet gaming disorder,increased,higher,functional network dysfunction,unclear,suggest,"Subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",31801105,single_stage:llama-3.1-8b-instruct,high
pubmed,30277562,impulsivity fMRI functional connectivity,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,dorsal striatum,unknown,impulsivity (general),delay-discounting task,association,higher,interplay between reward valuation and choice impulsivity,unclear,converging evidence,"In particular, we discuss in-depth the converging evidence for the associations of choice impulsivity with the reward valuation coded by the caudate, a ventral-to-dorsal gradient in the dorsal striatum, the origins of striatal afferents, and developmental maturation of frontostriatal connectivity during adolescence.",30277562,single_stage:llama-3.1-8b-instruct,high
pubmed,28189592,impulsivity fMRI functional connectivity,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,frontostriatal,structural connectivity,impulsivity (general),healthy populations,association,higher,structural connectivity,direct,strong,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",28189592,single_stage:llama-3.1-8b-instruct,high
pubmed,32035425,impulsivity fMRI functional connectivity,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,ventromedial prefrontal cortex (vmPFC),unknown,unknown,depressed individuals,negatively moderated,lower,impulsivity,unclear,significant,"In nonpsychiatric controls, vmPFC-frontoparietal connectivity was negatively moderated by impulsivity (pFWE corrected < 0.05).",32035425,single_stage:llama-3.1-8b-instruct,high
pubmed,27095357,Barratt Impulsiveness Scale fMRI,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,,unknown,unknown,,,unclear,,unclear,,,27095357,single_stage:llama-3.1-8b-instruct,
pubmed,34461353,Barratt Impulsiveness Scale fMRI,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,frontal lobe,unknown,unknown,attention-deficit/hyperactivity disorder (ADHD),associated with,higher,overhasty updating of beliefs during risk learning,unclear,significant correlation,"The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score (r = 0.424, p = 0.009).",34461353,single_stage:llama-3.1-8b-instruct,high
pubmed,40168432,trait impulsivity functional connectivity,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,executive function,unknown,impulsivity (general),Internet Gaming Disorder,association,higher,brief mindfulness intervention,unclear,low,Mindfulness interventions have been indicated to improve executive functions to varying degrees in individuals with IGD.,40168432,single_stage:llama-3.1-8b-instruct,0.8
pubmed,23770040,Barratt Impulsiveness Scale neuroimaging,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,,unknown,unknown,,,unclear,,unclear,,,23770040,single_stage:llama-3.1-8b-instruct,
pubmed,29337234,Barratt Impulsiveness Scale neuroimaging,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,motor system,dynamic connectivity,impulsivity (general),healthy participants,positive relationship,unclear,less effective preparatory inhibition mechanisms,unclear,,We observed a positive relationship between impulsive personality trait and motor system excitability during the preparation of self-initiated movements.,29337234,single_stage:llama-3.1-8b-instruct,
pubmed,29454934,Barratt Impulsiveness Scale resting-state fMRI,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,pre-supplementary motor area,functional connectivity,impulsivity (general),resting-state fMRI,correlated inversely,lower,low frequency fluctuations of BOLD signals,direct,supportive,"In regions of interest analysis, the within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.",29454934,single_stage:llama-3.1-8b-instruct,high
pubmed,38451271,trait impulsivity functional connectivity,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,cognitive control and emotion-regulation circuits,functional connectivity,unknown,longitudinal study,predict,higher,correlated functional connectivity,unclear,significant,CPM results revealed that the functional connectivity of cognitive control and emotion-regulation circuits and DMN were significantly correlated with TA.,38451271,single_stage:llama-3.1-8b-instruct,high
pubmed,37887440,impulsivity resting-state fMRI functional connectivity,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",reward network,functional connectivity,unknown,resting-state fMRI,prediction,higher,functional connectivity of reward network,direct,moderate,"Differentiating Individuals with and without Alcohol Use Disorder Using Resting-State fMRI Functional Connectivity of Reward Network, Neuropsychological Performance, and Impulsivity Measures",37887440,single_stage:llama-3.1-8b-instruct,high
pubmed,30616125,Barratt Impulsiveness Scale neuroimaging,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,,unknown,unknown,emergency department,predicts,higher,,unclear,,"Regression analyses showed that the scores obtained at the compulsive subscale of the OCDS, at the VAS and at the Urgency subscale of impulsivity constitute the main predictors of the severity of alcohol-use disorders (indexed by the AUDIT).",30616125,single_stage:llama-3.1-8b-instruct,
pubmed,27894158,attentional impulsivity resting-state fMRI,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,ventral striatum,functional connectivity,unknown,Internet gaming disorder,decrease,lower,psychobehavioral intervention,direct,strong,"CBI+ showed significantly greater decrease in VS-lIPL connectivity, along with amelioration in addiction severity following the intervention.",27894158,single_stage:llama-3.1-8b-instruct,high
pubmed,37561637,attentional impulsivity resting-state fMRI,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,frontostriatal,functional connectivity,unknown,resting-state fMRI,associated with,unclear,serotonin function,direct,significant,Individuals with gambling disorder showed loss of functional connectivity between the right nucleus accumbens (NAcc) and a region in the right dorsolateral prefrontal cortex (DLPFC) (PFWE <0.05).,37561637,single_stage:llama-3.1-8b-instruct,high
pubmed,25899520,impulsivity resting-state fMRI functional connectivity,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,insula,functional connectivity,unknown,young adults,association,higher,resting-state fMRI,direct,significant,"IGD severity was positively associated with connectivity between the anterior insula and angular gyrus, and STG, and with connectivity between the posterior insula and STG.",25899520,single_stage:llama-3.1-8b-instruct,high
