record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
63,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,serotonergic neurotransmission,background,0.8,"Our results suggest that impulsivity traits, characterized by focusing on the present moment without considering future consequences, may be involved in serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling in the CAU, which plays an important role in cognitive processes related to executive function, judgment of alternative outcomes, and inhibitory control.",yes,,yes,yes,yes,,,,,,,,,
64,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network,functional connectivity,nonplanning impulsivity,Alcohol Use Disorder,associated_with,higher,neural hyperexcitability and impulsivity,direct,0.8,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",yes,,yes,yes,yes,,,,,,,,,
65,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,genetic,direct,0.9,"Trait impulsivity, a predisposition to respond to stimuli without regard for the potentially negative consequences, contributes to many maladaptive behaviors.",yes,,yes,yes,yes,,,,,,,,,
66,41932505,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,unknown,indirect,0.8,"Generally, children with ADHD showed diminished global modularity, assortativity, and disrupted left lateral prefrontal cortex (PFCl1_L) nodal centrality.",yes,,yes,yes,yes,,,,,,,,,
67,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,reward system,direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",yes,,yes,yes,yes,,,,,,,,,
68,40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),trauma-related neurodegeneration,unknown,unclear,,background,0.0,"Volumetrics in critical brain regions were associated with several symptom domains in the TBI group, indicating that cortical volumetrics (especially in the amygdala) may be a more viable early biomarker of chronic symptom burden in this population than PET scans.",yes,,yes,yes,yes,,,,,,,,,
69,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,unknown,impulsivity (general),Parkinson's Disease,associated_with,lower,,indirect,0.8,"Four principal components were retained, which could be interpreted to reflect (i) general non-motor improvement; (ii) improvement of mood and cognition and worsening of trait impulsivity; (iii) improvement of cognition; and (iv) improvement of empathy and worsening of impulsive-compulsive behaviors.",yes,,yes,yes,yes,,,,,,,,,
70,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),healthy,correlates_with,higher,intrinsic connectivity,direct,0.8,We found that increased within-network connectivity through central and left DMN was associated with increased memory performance.,yes,,yes,yes,yes,,,,,,,,,
71,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),methamphetamine use disorder,correlates_with,lower,ventral striatal D2-type receptor signaling,direct,0.8,"Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",yes,,yes,yes,yes,,,,,,,,,
72,41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,motor impulsivity functional connectivity,unknown,functional connectivity,unknown,stroke,correlates_with,unclear,modulates,indirect,0.5,Associations between CMC measures in motor-relevant frequency bands with measures reflecting CST microstructure suggest that post-stroke structural injury modulates task-based corticomuscular connectivity.,yes,,yes,yes,yes,,,,,,,,,
73,38018143,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),substance use disorders,associated_with,unclear,neuromodulation,background,0.8,This review highlights the importance of targeting the frontopolar area and tailoring the treatment according to interindividual variations in brain state and trait and electric field distribution patterns.,yes,,yes,yes,yes,,,,,,,,,
74,25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,motor impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,Parkinson disease,associated_with,lower,,direct,0.8,"The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus, as well as a trend toward a functional disconnection between several motor and associative striatal regions and limbic, associative, and motor cortical regions.",yes,,yes,yes,yes,,,,,,,,,
75,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),psychopathy,associated_with,lower,,direct,0.8,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,yes,,yes,yes,yes,,,,,,,,,
76,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,unknown,functional connectivity,motor impulsivity,healthy participants,correlates_with,unclear,effective connectivity,direct,0.8,We identified a significant correlation between the inhibitory influence from the SMN to the SN and the commission error rate.,yes,,yes,yes,no,,,,,,,,,
77,31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,background,0.5,"However, LTMs self-reported lower attentional impulsivity, but higher motor and non-planning impulsivity on the BIS-11 than MNPs.",yes,,yes,yes,yes,,,,,,,,,
78,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,yes,,yes,yes,yes,,,,,,,,,
79,40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,internet gaming disorder,associated_with,lower,temporal variability-based alternations,direct,0.8,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN), increased within-network temporal variability in the ventral attention network (VAN), and increased between-network temporal variability in sensorimotor network (SMN) and VAN, SMN and limbic network (LN), VAN and LN.",yes,,yes,yes,yes,,,,,,,,,
80,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.8,"Variables significantly associated with lower quality of life were: older age, greater alcohol consumption, and the presence of impulse control disorders (including gambling, compulsive buying, intermittent explosive disorder, compulsive sexual behavior, binge-eating, and skin picking), mood/anxiety disorders, post-traumatic stress disorder, and substance use disorder.",yes,,yes,yes,yes,,,,,,,,,
81,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,yes,,yes,yes,yes,,,,,,,,,
82,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,default mode network,functional connectivity,impulsivity (general),pediatric survivors of severe COVID-19,associated_with,unclear,,indirect,0.8,"Post-COVID participants showed 3 altered connectivity clusters: increased Default Mode-visual medial coupling, stronger dorsal attention-sensorimotor anticorrelations, and enhanced temporo-occipital-vermis connectivity.",yes,,yes,yes,yes,,,,,,,,,
83,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.8,"This developmental window is characterized by marked neuroplasticity and heightened impulsivity, a trait closely associated with increased vulnerability to substance use disorders (SUDs).",yes,,yes,yes,yes,,,,,,,,,
84,29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),combat veterans,associated_with,lower,weakened functional connectivity between the amygdala and prefrontal regions,direct,0.8,"This finding indicates that combat-related impulsive aggression may be marked by weakened functional connectivity between the amygdala and prefrontal regions, already in the absence of explicit emotional stimuli.",yes,,yes,yes,yes,,,,,,,,,
85,31801105,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,,indirect,0.8,"Subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",yes,,yes,yes,no,,,,,,,,,
86,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,0.8,"In principle, intertemporal choice in the delay-discounting task-a validated measure of choice impulsivity-involves reward-associated actions that require the recruitment of the dorsal striatum.",yes,,yes,yes,yes,,,,,,,,,
87,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,direct,0.8,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",yes,,yes,yes,yes,,,,,,,,,
88,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),suicidal behavior,associated_with,lower,disrupted vmPFC value signals,direct,0.9,VmPFC value activation was compared between groups. VmPFC value responses in participants with a history of suicide attempts were reduced relative to nonpsychiatric controls (p < 0.05).,yes,,yes,yes,no,,,,,,,,,
89,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),methamphetamine users,associated_with,higher,,indirect,0.9,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",yes,,yes,yes,yes,,,,,,,,,
90,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,higher,,indirect,0.8,Weak functional connectivity to the both dorso-lateral prefrontal and orbitofrontal lobes is predictive of the degree of overhasty learning.,yes,,yes,yes,yes,,,,,,,,,
91,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),Internet Gaming Disorder,unknown,unclear,,unclear,0.0,Mindfulness interventions have been indicated to improve executive functions to varying degrees in individuals with IGD.,yes,,yes,yes,yes,,,,,,,,,
92,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),Internet addiction,associated_with,higher,,direct,0.9,"The Internet-addiction group showed higher absolute power on the gamma band than did the control group (estimate = 0.434, p < 0.01).",yes,,yes,yes,no,,,,,,,,,
93,29337234,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We observed a positive relationship between impulsive personality trait and motor system excitability during the preparation of self-initiated movements.,yes,,yes,yes,yes,,,,,,,,,
94,29454934,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,default mode network,functional connectivity,impulsivity (general),unknown,correlates_with,lower,,direct,0.8,"In regions of interest analysis, the within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.",yes,,yes,yes,yes,,,,,,,,,
95,38451271,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,trait impulsivity functional connectivity,default mode network,functional connectivity,unknown,internet addiction,predicts,higher,correlation,direct,0.8,A significant positive correlation between TA and IA was found and the high TA group demonstrated higher IA across time.,yes,,yes,yes,yes,,,,,,,,,
96,37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,unknown,unknown,impulsivity (general),alcohol use disorder,predicts,unclear,,background,0.5,"This Special Issue contains a range of useful topics, covering the utility of EEG, MRI, neuropsychology, epigenetics, environmental, behavioral, and clinical measures related to outcomes, and biological risks related to AUD, which will be useful to alcohol researchers around the world.",yes,,yes,yes,yes,,,,,,,,,
97,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),alcohol misuse,correlates_with,unclear,,background,0.8,"Regression analyses showed that the scores obtained at the compulsive subscale of the OCDS, at the VAS and at the Urgency subscale of impulsivity constitute the main predictors of the severity of alcohol-use disorders (indexed by the AUDIT).",yes,,yes,yes,yes,,,,,,,,,
98,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,internet gaming disorder,associated_with,lower,remediation of functional connectivity,direct,0.8,"IGD subjects showed greater resting-state functional connectivity of the VS to left inferior parietal lobule (lIPL), right inferior frontal gyrus and left middle frontal gyrus, in positive association with the severity of IGD.",yes,,yes,yes,yes,,,,,,,,,
99,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,gambling disorder,associated_with,lower,abnormal frontostriatal connectivity and serotonergic function,direct,0.9,"Right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder (r = -0.73, p = 0.005).",yes,,yes,yes,yes,,,,,,,,,
100,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,Internet gaming disorder,associated_with,higher,unknown,direct,0.9,"IGDs also demonstrated significantly stronger rsFC between the posterior insula and postcentral gyrus, precentral gyrus, supplemental motor area, and superior temporal gyrus (STG), which are involved in interoception, movement control, and auditory processing.",yes,,yes,yes,yes,,,,,,,,,
