pmid,title,response,mentions_pmid,has_anchored_sentence,unparseable_as_schema,error
39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,"This study (PMID: 39592983) investigated the stability of dynamic functional architecture in children with attention-deficit/hyperactivity disorder (ADHD) using resting-state functional magnetic resonance imaging (fMRI). The results showed that children with ADHD exhibited abnormal functional stability (FS) in brain regions associated with the default mode network (DMN) and salience network (SN). Specifically, decreased FS was found in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG) of the DMN. Additionally, increased dynamic functional connectivity (dFC) was observed between the bilateral SFG and the left insula of the SN, while decreased dFC was found between the right MTG and the left cerebellum posterior lobe. These findings suggest that impulsivity in ADHD may be related to altered functional connectivity and stability in brain regions involved in attention and impulse control. The study's results also correlated with performance on the Stroop test, a measure of impulsivity and attention, further supporting the link between brain function and impulsivity in ADHD. Overall, this study provides new insights into the neural mechanisms underlying impulsivity in ADHD and highlights the importance of dynamic functional connectivity in understanding the disorder.",True,False,True,
25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,"This 2015 NeuroImage study (PMID: 25944613) investigated the neural correlates of impulsivity in abstinent heroin-dependent individuals and nondrug-using controls using resting-state functional MRI. The researchers found that the functional link between the β-network (reward system) and δ-network (executive control system) influences impulsivity. In nondrug-using controls, the link between these networks is balanced, with the δ-network competitively controlling impulsivity. However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity, which is associated with impulsivity. This imbalance may indicate that the β- and δ-networks mutually reinforce each other in individuals with heroin dependence, contributing to aberrant behaviors. These findings suggest that an imbalanced link between the β- and δ-networks may serve as an endophenotype for individual differences in self-control capacity and may provide insights into the mechanisms underlying drug addiction.",True,False,True,
38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,"This evidence summary focuses on the relationship between impulsivity and neuroimaging, specifically in the context of Internet Gaming Disorder (IGD). 

Research has shown that individuals with IGD exhibit significant changes in functional connectivity in various brain regions, including the prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex, and striatum (PMID: 38468374). These alterations in brain connectivity are associated with impulsivity, as they can lead to a loss of inhibitory control in decision-making and an increased desire to engage in gaming despite the associated risks and harms.

The prefrontal cortex, in particular, plays a crucial role in regulating impulsivity, and its altered connectivity in individuals with IGD may contribute to the development of impulsive behaviors. The fronto-parietal regions, which are involved in attention and executive function, also show significant changes in functional connectivity, suggesting that individuals with IGD may have difficulty regulating their attention and making decisions.

The findings of this systematic review highlight the need for further research on the effects of video game addiction across different age groups and stages of human development. Long-term studies that compare different age groups are essential to understand the impact of IGD on brain development and function.

Overall, the",True,False,True,
28423021,Trait impulsivity components correlate differently with proactive and reactive control.,"A recent neuroimaging study (PMID: 28423021) investigated the relationship between impulsivity and cognitive control. The study found that different components of impulsivity (motor, attention, and non-planning) correlated differently with proactive and reactive control processes. 

Proactive control, which involves anticipating and preparing for upcoming tasks, was associated with increased activity in the fronto-parietal network. Specifically, higher motor impulsiveness was linked to a larger proactive control effect in the inferior parietal lobule, suggesting that individuals with higher motor impulsivity may rely more heavily on proactive control mechanisms. In contrast, higher motor impulsiveness was associated with a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate cortex, indicating that these individuals may be less able to adapt to changing situations.

Higher attention impulsivity was found to be associated with a smaller proactive control effect in the right DLPFC, suggesting that individuals with higher attention impulsivity may have difficulty anticipating and preparing for upcoming tasks. These findings suggest that different components of impulsivity are related to distinct cognitive control subsystems, and that impulsivity traits may be more complex than previously thought.",True,False,True,
36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,"This study examined the relationship between screen media activity (SMA) patterns in youth and their associations with behavioral developmental measures and resting-state brain functional connectivity. The study identified two SMA patterns: a video-centric higher-frequency pattern and a lower-frequency pattern. The video-centric higher-frequency pattern group showed poorer neurocognitive performance, more behavioral problems, and more psychotic-like experiences compared to the lower-frequency pattern group. This group also demonstrated higher impulsivity and altered resting-state brain functional connectivity among brain areas implicated in cognitive processes.

The study's findings suggest that excessive time spent on video entertainment-related SMA may be detrimental to youth development, particularly in terms of impulsivity and brain function. The results persisted longitudinally, with more participants in the video-centric higher-frequency SMA group at 1-year follow-up. The study's authors recommend public health strategies to decrease excessive time spent by children on video entertainment-related SMA.

The study's use of neuroimaging data to examine resting-state brain functional connectivity provides valuable insights into the neural mechanisms underlying the associations between SMA patterns and behavioral developmental measures. The findings have implications for the development of interventions aimed at reducing the negative effects of excessive SMA on youth development.

Overall, this study contributes to our understanding of the complex relationships between SMA patterns, impulsivity, and brain function in youth. The",False,False,True,
36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,"This study investigated the neural basis of impulsivity in youth, specifically examining the relationship between delay discounting and functional connectivity in the brain. 

The researchers found that individual differences in delay discounting, a measure of impulsive choice, were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex (DPC), a key region in the default mode network. 

Notably, delay discounting was linked to increased connectivity between the DPC and other parts of the default mode network, as well as reduced connectivity with regions involved in attentional and cognitive control, such as the dorsal and ventral attention networks. 

These findings suggest that impulsivity in youth may be related to altered functional connectivity within and between key brain networks, including the default mode network and attentional networks. 

This study contributes to our understanding of the neural mechanisms underlying impulsivity and may have implications for the development of interventions aimed at reducing impulsive behavior in youth. 

The study's findings are consistent with previous research suggesting that impulsivity is associated with abnormalities in prefrontal cortex function and connectivity. 

Overall, this study provides new insights into the neural basis of impulsivity in youth and highlights the importance of considering individual differences in brain function and connectivity when studying impulsive behavior.",False,False,True,
37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,"This systematic review of neuroimaging studies (PMID: 37884552) investigated the neural correlates of aggression in individuals with borderline personality disorder (BPD) and antisocial personality disorder (ASPD), focusing on maladaptive traits outlined in the Diagnostic and Statistical Manual of Mental Disorders, 5th edition (DSM-5) alternative model of personality disorders (AMPD). Key findings suggest that impulsivity is linked to aggression in BPD and ASPD through alterations in fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems. Additionally, weaker cortico-striatal connectivity may relate to greater risk-taking and a higher propensity for violence. In contrast, insufficient evidence was found to describe a relationship between callousness and aggression. The review highlights the need for further investigation of neuroimaging markers of AMPD traits linked to aggression and recommends multi-methodological designs incorporating other biomarkers, such as hormones and physiological arousal indices, to better understand aggression in BPD and ASPD.",True,False,True,
28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,"This evidence summary focuses on the relationship between impulsivity and neuroimaging, specifically the subthalamic nucleus.

Decisional impulsivity, characterized by rapid decision-making with limited evidence accumulation and delay discounting, has been linked to the subthalamic nucleus (STN). A 2017 study (PMID: 28040671) in subjects with obsessive-compulsive disorder (OCD) who underwent deep brain stimulation (DBS) of the limbic and associative STN found that STN stimulation increased decisional impulsivity, with less accumulation of evidence during probabilistic uncertainty and enhanced delay discounting.

Functional connectivity studies in healthy controls using resting-state functional magnetic resonance imaging (fMRI) replicated these findings, showing lateralization of functional connectivity between the bilateral ventral striatum and the right anterior ventromedial STN. This study also found that evidence accumulation was associated with anterior associative-limbic STN and right dorsolateral prefrontal cortex functional connectivity.

These findings suggest that the anterior associative-limbic STN plays a specific role in decisional impulsivity, and that STN stimulation may have adaptive effects on decision-making under uncertainty. The results have clinical implications for the treatment of psychiatric disorders, including OCD and Parkinson's disease, where STN stimulation may be used to",True,False,True,
39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.","This study investigated the use of task-based functional magnetic resonance imaging (fMRI) to predict clinical outcomes in obsessive-compulsive disorder (OCD) patients undergoing repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention psychotherapy. 

The study found that pretreatment fMRI-derived measures of activation and connectivity during planning and inhibition-related processes were associated with clinical response for specific rTMS conditions in OCD. For the vertex group, higher activation in task-relevant regions during planning and response inhibition, as well as lower error-related activation, corresponded with better short-term clinical improvement. 

In contrast, the dorsolateral prefrontal cortex (DLPFC) group showed a correlation between lower precuneus activation with increased planning taskload and symptom reduction. The presupplementary motor area (pre-SMA) group exhibited higher error-related activation and lower inhibition-related insular-amygdalar connectivity, which were associated with symptom reduction.

These findings suggest that impulsivity, as measured by error-related activation and inhibition-related processes, may be an important factor in predicting treatment response in OCD patients undergoing rTMS. The study's results highlight the potential of using neuroimaging to identify individual differences in brain function that may predict treatment outcomes, and inform the development of more personalized treatment",False,False,True,
39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,"A recent study published in Acta Psychiatrica Scandinavica (PMID: 39756804) investigated the relationship between impulsivity and neuroimaging in patients with bipolar disorder (BD) with and without a history of suicide attempts. The study found that individuals with BD and a history of suicide attempts (BDSA) exhibited higher levels of trait impulsivity compared to those without a history of suicide attempts (BDNS) and healthy controls.

Neuroimaging analysis revealed reduced functional connectivity (FC) between the prefrontal cortex (PFC) and sensorimotor and thalamic regions in BDSA compared to BDNS. These FC reductions were significantly associated with higher trait impulsivity scores. Specifically, the study found that the fronto-thalamic and fronto-sensorimotor circuits were altered in BDSA, suggesting a potential neurobiological basis for impulsivity and suicide risk in BD.

These findings suggest that impulsivity in BD may be linked to specific alterations in PFC-based functional connectivity, which could serve as potential neurobiological markers for suicide risk in this population. Further research is needed to confirm these findings and explore their clinical implications.",True,False,True,
37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,"A recent study (PMID: 37058964) examined the dual-process model of risky driving in young Iranian drivers, which suggests that regulatory processes mediate the effect of impulsivity on risky driving. The study found that executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors, while executive functions, reflective functioning, and driving self-regulation mediated the relationship between motor impulsivity and driving errors. Additionally, attitudes toward driving safety significantly mediated the relationship between normlessness and sensation-seeking with driving violations. These findings support the mediatory role of cognitive and self-regulatory capacities in the connection between impulsive processes and driving errors and violations, and confirm the validity of the dual-process model in a sample of young drivers in Iran. Neuroimaging studies have previously linked impulsivity to altered activity in brain regions such as the prefrontal cortex, anterior cingulate cortex, and basal ganglia, which are involved in executive functions, emotion regulation, and motor control. The current study's findings suggest that these brain regions may play a critical role in mediating the relationship between impulsivity and risky driving behavior.",True,False,True,
19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,"A recent study published in Psychiatry Research (PMID: 19758706) investigated the relationship between impulsivity and non-suicidal self-injury (NSSI) using both self-report and performance-based measures. The study found that individuals who engage in NSSI reported higher levels of impulsiveness compared to non-injurers. However, when using performance-based measures, such as the Conners' Continuous Performance Test and the Iowa Gambling Task, no significant differences in impulsivity were detected between the two groups.

This discrepancy between self-report and performance-based measures suggests that individuals may overestimate their impulsivity, which could be due to their limited ability to accurately report on cognitive processes that occur outside of awareness. The study's findings have implications for understanding the complex relationship between impulsivity and NSSI, and highlight the need for more objective measures of impulsivity in future research.

Neuroimaging studies have also investigated the neural correlates of impulsivity, with findings suggesting that impulsivity is associated with altered activity in brain regions involved in executive function, emotion regulation, and reward processing, such as the prefrontal cortex, anterior cingulate cortex, and basal ganglia. However, the current study's findings suggest that impulsivity may not be a primary factor in NSSI, and that other factors,",True,False,True,
29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.","This study (29277650) investigated the relationship between resting-state neuronal activity and connectivity measured by different neuroimaging techniques, including calcium imaging, hemodynamic imaging, and electrophysiology. The results suggest that calcium imaging provides a more direct and specific measure of neuronal activity compared to hemodynamic imaging, particularly at the mesoscopic scale. 

The study found that the calcium signal is better correlated with multi-unit activity than local field potentials, and possesses a higher signal-to-noise ratio and regional specificity. In contrast, hemodynamic imaging showed regional variation in the hemodynamic response, which may contribute to differences in functional connectivity estimates between the two techniques. 

These findings have implications for the interpretation of hemodynamic-based measurements of functional connectivity, highlighting the need for improved modeling methods to reduce potential sources of bias. The study's results also underscore the potential of calcium imaging as a tool for studying neuronal activity and connectivity in the brain. 

In the context of impulsivity, which is often associated with altered neural circuitry and connectivity, these findings suggest that calcium imaging may be a valuable tool for investigating the neural mechanisms underlying impulsivity. By providing a more direct and specific measure of neuronal activity, calcium imaging may help to identify specific brain regions and networks that are involved in impulsivity, and may inform the development",True,False,True,
26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,"This study investigated the relationship between impulsivity in individuals with antisocial personality disorder (ASPD) and brain function, specifically focusing on the ventral striatum (VS) and its monoamine oxidase-A (MAO-A) levels. The researchers used positron emission tomography (PET) and functional magnetic resonance imaging (fMRI) to examine the functional connectivity (FC) of the VS with other brain regions in 19 impulsive ASPD males.

The results showed that individuals with higher MAO-A levels in the VS had increased functional connectivity with the dorsomedial prefrontal cortex (DMPFC), which was associated with lower impulsivity. Conversely, individuals with lower MAO-A levels in the VS had increased functional connectivity with the right hippocampus, which was associated with higher impulsivity.

These findings suggest that MAO-A levels in the VS may play a role in regulating impulsive behavior in ASPD, and that functional connectivity between the VS and other brain regions may be an important factor in understanding the neural mechanisms underlying impulsivity. The study's results have implications for the development of phenotype-based brain markers for ASPD and highlight the potential for neuroimaging techniques to inform our understanding of the neural basis of impulsivity.",False,False,True,
36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,"This study used resting-state functional magnetic resonance imaging (fMRI) data from two large, independent datasets to identify subgroups of children with and without neurodevelopmental conditions. The results showed that subgroups with similar brain biology were identified in both datasets, but these groups did not align with current diagnostic categories. Notably, subgroups with increased hyperactivity and impulsivity traits were identified in both datasets, suggesting that impulsivity may be a key behavioral characteristic associated with specific neurobiological subgroups.

The study's findings have implications for the understanding of neurodevelopmental conditions, such as autism spectrum disorder (ASD), attention-deficit/hyperactivity disorder (ADHD), and obsessive-compulsive disorder (OCD). The results suggest that impulsivity may be a transdiagnostic symptom that cuts across traditional diagnostic categories, and that neurobiological subgroups may be more relevant for understanding the underlying biology of these conditions.

The use of resting-state fMRI data and data-driven clustering procedures allowed the researchers to identify subgroups with shared functional brain characteristics. The study's replication of findings in independently collected data sets increases the validity of the results and provides a foundation for future research into the neurobiology of neurodevelopmental conditions.

Overall, this study provides new insights into the relationship between impulsivity and neurobiological",False,False,True,
24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,"This study (PMID: 24373553) investigated the relationship between impulsivity, anhedonia, and neuroimaging findings in Parkinson's disease (PD) patients with and without pathological gambling (PG). The results showed that PD patients with PG had higher levels of impulsivity traits, as measured by the Barratt Impulsiveness Scale, compared to those without PG or other impulse control disorders (ICDs). 

Notably, the PG group also exhibited more severe frontal dysfunctions, as assessed by the Frontal Assessment Battery, suggesting that impaired frontal lobe function may contribute to the development of PG in PD patients. The study's findings support the idea that anhedonia, impulsivity, and frontal impairment are interconnected and may facilitate the shift towards habit-based compulsive behaviors, such as those seen in PG.

The study's results have implications for understanding the neurobiological mechanisms underlying impulsivity and addictive behaviors in PD patients. The findings suggest that impaired hedonic capacity, possibly resulting from underlying neuropsychological dysfunction, may contribute to the development of PG. Further research is needed to explore the neural mechanisms underlying these relationships and to develop effective treatments for PG and other ICDs in PD patients.",True,False,True,
33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,"This study examined the effects of repetitive transcranial magnetic stimulation (rTMS) on individuals with opioid use disorder (OUD) undergoing methadone maintenance therapy (MMT). The results suggest that rTMS may have a beneficial effect on impulsivity, as measured by the Barratt Impulsiveness Scale-11 (BIS-11), particularly in the attentional subscale. The active rTMS group showed significant improvements in BIS-11 attentional subscales compared to the sham group (P = 0.04). Additionally, the active rTMS group had lower commission T-scores on the Continuous Performance Tests (CPTs), indicating improved attention (P = 0.02). These findings suggest that rTMS may be a useful adjunctive treatment for impulsivity in individuals with OUD. 

The study also found that rTMS had a significant effect on depressive symptoms, as measured by the Hamilton Depression Rating Scale (HDRS), with the active rTMS group showing significant improvements compared to the sham group (P = 0.003). However, rTMS did not appear to have a significant effect on craving or heroin use behavior. Overall, the results of this study suggest that rTMS may be a useful treatment for impulsivity",False,False,True,
31383336,Hypothesis: Compulsive hoarding as an atavism.,"Based on the abstract of the paper with PMID 31383336, here's a short free-form evidence summary about impulsivity and neuroimaging:

This hypothesis paper proposes a link between hoarding disorder and ancestral mammalian behavior, suggesting that it may be an atavism that can be triggered by traumatic experiences. While the paper does not directly address impulsivity, it implies that hoarding behavior could be related to underlying neurobiological mechanisms that may also contribute to impulsivity. However, the paper does not provide direct evidence on the neural mechanisms underlying hoarding or impulsivity. 

To better understand the relationship between hoarding, impulsivity, and neuroimaging, further research is needed to investigate the neural correlates of hoarding behavior and its potential overlap with impulsivity. This could involve neuroimaging studies using techniques such as functional magnetic resonance imaging (fMRI) or diffusion tensor imaging (DTI) to examine brain structure and function in individuals with hoarding disorder and those with impulsivity-related disorders. 

It's worth noting that the paper mentions the potential use of shrews as animal models for hoarding behavior, which could provide valuable insights into the neural mechanisms underlying hoarding and impulsivity. However, more research is needed to fully understand the relationship between these behaviors and their underlying neuro",True,False,True,
25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,"This study (PMID: 25928822) investigated the relationship between impulsivity and the frontoparietal control network in children with attention-deficit/hyperactivity disorder (ADHD). Using resting-state functional MRI, researchers found that children with ADHD exhibited weaker connectivity between key brain regions, including the right anterior prefrontal cortex and the right ventrolateral prefrontal cortex, and between the left anterior prefrontal cortex and the right inferior parietal lobule. These aberrant connections were associated with symptoms of impulsivity and opposition-defiance, as well as impaired response inhibition and attentional control. The findings suggest that the frontoparietal control network may play a crucial role in the pathophysiology of ADHD, and that its dysfunction may contribute to impulsivity and other executive function deficits. This study provides evidence that impulsivity in ADHD is linked to altered neural connectivity in the frontoparietal control network, which is a key brain network involved in executive control functions.",True,False,True,
9571295,Frontal lobe functions and dysfunctions.,"This 1998 study by Stuss and Alexander (PMID: 9571295) provides insights into the relationship between impulsivity and neuroimaging, specifically focusing on the frontal lobe's role in motor control and personality change. The authors suggest that the prefrontal cortex, particularly the fronto-orbital cortex, is involved in regulating motivation, drive, and initiative, which are essential for motor action planning and sequencing.

The study highlights the importance of the ""working memory"" concept, which refers to the constant influx of afferent-sensory messages from posterior cerebral regions and strong mesiodorsal thalamic connections. This working memory is thought to be the keystone of mental and motor prefrontal function, allowing for the initiation of movement based on past experiences.

The authors also discuss the potential consequences of disruptions to this working memory, such as the ""suspension of the working memory"" during absence attacks with generalized spike-waves of frontal onset. This suspension is thought to permit immediate postictal recuperation of frontal functions.

In the context of impulsivity, the study suggests that deficits in the prefrontal cortex, particularly in the fronto-orbital cortex, may lead to disinhibitory frontal lobe syndromes, characterized by tactlessness",True,False,True,
22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,"This study (PMID: 22901705) investigated the brain functions of internet gaming addicts (IGA) using resting-state functional magnetic resonance imaging (fMRI). The results showed that IGA subjects had altered regional homogeneity (ReHo) in various brain regions compared to healthy controls.

IGA subjects exhibited increased ReHo in brain regions associated with sensory-motor coordination, including the brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. This suggests that long-term online gaming may enhance brain synchronization in these regions.

Conversely, IGA subjects showed decreased ReHo in brain regions responsible for visual and auditory functions, including the temporal, occipital, and parietal lobes. This may indicate reduced excitability in these regions, potentially contributing to the development of IGA.

These findings provide insight into the neurobiological underpinnings of internet gaming addiction and suggest that alterations in brain function, particularly in sensory-motor and visual-auditory regions, may play a role in the disorder.",True,False,True,
34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,"This study (34851976) investigated the neural basis of attention deficit hyperactivity disorder (ADHD) subtypes, specifically inattentive (ADHD-I) and combined (ADHD-C) types, using neuroimaging techniques. The researchers analyzed diffusion and resting-state functional magnetic resonance imaging data from 201 children with ADHD-I, ADHD-C, and typically developing children (TDC).

Key findings include:

* Children with ADHD-I and ADHD-C showed lower structural connectivity and network efficiency in the default mode network compared to TDC.
* Children with ADHD-C had higher structure-functional network coupling (SC-FC) across all subnetworks, including the default mode, executive control, and salience networks, compared to TDC.
* ADHD-C group demonstrated increased SC-FC coupling in the default mode network compared to ADHD-I group.
* The correlation between SC-FC coupling and hyperactivity scores was negative in ADHD-I, but not in ADHD-C group.

These results suggest that ADHD-C and ADHD-I may differ in their underlying neuronal connectivity, and that the added dimensionality of hyperactivity may not explain this distinction. The study's findings provide evidence that impulsivity, as a core symptom of ADHD, may be related to altered structure-functional network coupling in the brain.",True,False,True,
28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,"This evidence summary focuses on the relationship between impulsivity and neuroimaging findings in individuals with internet gaming disorder (IGD).

Research has shown that individuals with IGD exhibit altered functional connectivity in the default mode network (DMN), particularly in regions associated with executive control, such as the posterior cingulate cortex (PCC) and medial prefrontal cortex (mPFC) (28174127). 

In individuals without a history of childhood attention deficit hyperactivity disorder (ADHD), IGD was characterized by expanded functional connectivity between DMN-related regions and salience processing regions, such as the anterior insula and orbitofrontal cortex. 

In contrast, individuals with IGD and a history of childhood ADHD showed expanded functional connectivity between the PCC and the cerebellum, specifically the crus II region, which is involved in executive control. Notably, the strength of this connectivity was positively correlated with self-reported impulsiveness.

These findings suggest that altered neural networks for executive control in ADHD may predispose individuals to developing IGD, and that impulsivity is associated with specific patterns of functional connectivity in the brain.",True,False,True,
28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,"This study investigated the neural correlates of delay discounting (DD) in late adolescence using resting-state functional magnetic resonance imaging (RS-fMRI). The results showed that higher DD was associated with increased fractional amplitude of low-frequency fluctuations (fALFF) in the dorsal anterior cingulate cortex (dACC), a region involved in conflict monitoring and strategy adaptation. Additionally, DD was positively correlated with resting-state functional connectivity (RSFC) between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network.

These findings suggest that impulsivity, as measured by DD, is linked to altered brain activity and connectivity in regions involved in executive function and self-regulation. The study's results provide new insights into the neural underpinnings of DD in adolescents and highlight the importance of considering individual differences in impulsivity when examining brain function.

It is worth noting that the effects of DD on brain function persisted even after adjusting for the influences of general intelligence and trait impulsivity, suggesting that DD may be a unique predictor of brain function in this population. Overall, this study contributes to our understanding of the neural basis of impulsivity and has implications for the development of interventions aimed at improving self-regulation in adolescents.",False,False,True,
37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,"This systematic review of 15 resting-state functional magnetic resonance imaging (rs-fMRI) studies in borderline personality disorder (BPD) individuals found evidence of altered brain connectivity patterns. Specifically, aberrant resting-state functional connectivity within and between the default mode network (DMN), salience network (SN), and central executive network (CEN) was observed in BPD compared to healthy controls. 

Impulsivity, a key symptom of BPD, was not directly investigated in this review. However, the identified brain regions, including the amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex, are involved in emotion regulation and impulse control. Altered connectivity in these regions may contribute to the impulsivity observed in BPD.

The findings suggest that BPD is associated with disrupted neural circuits, which may underlie the disorder's clinical symptoms. Future studies with multimodal methodologies and longitudinal designs are needed to further explore the neural correlates of BPD and to investigate the relationship between impulsivity and brain connectivity in this population.",False,False,True,
28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,"Here's a short free-form evidence summary about impulsivity and neuroimaging based on the provided PubMed abstract (PMID: 28777996):

A 2017 study published in Developmental Cognitive Neuroscience investigated the relationship between sleep quality and impulsivity in adolescents using functional magnetic resonance imaging (fMRI). The study found that poor sleep quality was associated with greater affect-related impulsivity in adolescents with low connectivity between the prefrontal cortex and default mode network. However, this association was not observed in adolescents with high connectivity. This suggests that neural functioning plays a role in the link between sleep quality and impulsivity. Notably, the study found that sleep quality was not related to response inhibition or cognitive impulsivity, indicating that sleep has a greater impact on affect-related impulsivity. Furthermore, the study identified pillow comfort as a significant predictor of sleep quality, independent of age, sex, and income, highlighting a potential target for intervention to improve sleep quality and reduce impulsivity in adolescents.",True,False,True,
37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,"A recent study (PMID: 37209127) investigated impulsivity in individuals with internet gaming disorder (IGD) using neuroimaging techniques. The study found that individuals with IGD exhibited reduced loss aversion in value-based decision-making, which is a key feature of addiction. This reduction in loss aversion was associated with altered edge-centric functional connectivity in the brain, particularly in regions involved in reward processing and decision-making.

The study used functional magnetic resonance imaging (fMRI) to examine brain activity while participants performed the Iowa gambling task (IGT), a measure of value-based decision-making. The results showed that individuals with IGD performed worse on the task and exhibited reduced loss aversion, which is the tendency to avoid losses more than to seek gains. This reduction in loss aversion was associated with altered functional connectivity between brain regions, including the left inferior frontal gyrus (IFG) and right hippocampus.

The study's findings suggest that individuals with IGD may have impaired value-based decision-making, which is similar to the deficits observed in substance use and other behavioral addictive disorders. The altered edge-centric functional connectivity in individuals with IGD may be a key feature of this deficit, and further research is needed to understand the underlying mechanisms and potential therapeutic targets.",True,False,True,
26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,"A recent neuroimaging study (PMID: 26648853) investigated the relationship between impulsivity and neural activity in patients with Parkinson's disease (PD). The study used 18-fluorodeoxyglucose positron emission tomography (FDG-PET) to measure glucose metabolism in the brain, which serves as a proxy for neural activity. 

The results showed that patients with higher impulsivity scores, as measured by the Barratt Impulsiveness Scale 11 (BIS), had increased glucose metabolism in the fronto-insular network, specifically in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula. Furthermore, a positive correlation was found between glucose metabolism and BIS scores, suggesting that higher impulsivity is associated with increased neural activity in this network.

This study provides evidence that impulsivity is linked to increased neural activity in the fronto-insular network, which is a network previously implicated in impulsive behavior. The findings have implications for understanding the neural mechanisms underlying impulsivity in PD and potentially other neurological and psychiatric disorders.",True,False,True,
26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,"A recent study (26460483) investigated the relationship between impulsivity and neural control mechanisms in healthy individuals. The study used a sequential decision-making task during functional magnetic resonance imaging (fMRI) and found that high-impulsive individuals showed a greater reliance on model-free control, which is characterized by habitual and automatic decision-making. In contrast, model-based control, which involves forward-planning and consideration of outcomes, was reduced in high-impulsive individuals.

Notably, the study found that right lateral prefrontal model-based signatures were specifically reduced in high-impulsive individuals, suggesting a neural basis for their impaired ability to engage in goal-directed control. The findings were independent of other factors such as smoking, drinking, and general cognition, and were not seen in patients with addiction, suggesting that high impulsivity may be a distinct risk factor for addiction.

The study's results have implications for our understanding of the neural mechanisms underlying impulsivity and addiction, and highlight the importance of model-based control in goal-directed behavior. Future longitudinal studies are needed to determine the predictive relevance of these findings and to explore the potential therapeutic targets for impulsivity and addiction.",True,False,True,
