record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
73,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and functional connectivity in the brain regions mentioned.,,Llama 3.1 8B
74,21783257,Is cerebellar volume related to bipolar disorder?,2011,Journal of affective disorders,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),bipolar disorder,associated_with,unclear,,background,0.5,Our findings suggest that the reduction in cerebellar volumes observed in BD type I might be a trait-related characteristic of this disorder.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),volume reduction,decreased,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), a feature (volume reduction), a relationship (associated with), a direction (decreased), and a directness (trait-related characteristic).",,Llama 3.1 8B
75,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,correlates_with,higher,serotonergic neurotransmission,indirect,0.8,"Our results suggest that impulsivity traits, characterized by focusing on the present moment without considering future consequences, may be involved in serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling in the CAU, which plays an important role in cognitive processes related to executive function, judgment of alternative outcomes, and inhibitory control.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),neurotransmission (serotonergic),involved in,"The sentence partially supports the claim, but the feature type and direction need revision. The sentence mentions serotonergic neurotransmission, which is a specific type of neurotransmission, and 'involved in' is a more accurate description of the relationship than 'correlates with'.",,Llama 3.1 8B
76,26189512,Abnormalities of cortical structures in adolescent-onset conduct disorder.,2015,Psychological medicine,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),conduct disorder,correlates_with,lower,,indirect,0.8,"cortical thickness of the paralimbic structures was found to be negatively correlated with impulsivity and antisocial behaviors measured by the BIS and APSD, respectively.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),behavior (antisocial),lower,"The sentence supports the phenotype and relationship, but the feature type is not 'unknown' as claimed. The feature type is 'behavior (antisocial)' which is a more specific type. The direction is also supported, but the directness is not supported because the sentence does not name both phenotype and feature.",,Llama 3.1 8B
77,30105203,Increased efficiency of brain connectivity networks in veterans with suicide attempts.,2018,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),suicide attempt,associated_with,unclear,unknown,direct,0.8,Strong connectivity in the left PCC may be implicated in impulsivity in veterans with suicide attempt.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,associated_with,"The sentence directly states a relationship between impulsivity and strong connectivity in the left PCC, which is a specific brain region. This supports the claim of impulsivity (general) associated with structural connectivity.",,Llama 3.1 8B
78,35434889,Distinct neural signatures of schizotypy and psychopathy during visual word-nonword recognition.,2022,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,lower,,indirect,0.8,"Higher Motor Impulsivity was associated with lower activity in the fusiform (bilaterally), inferior frontal (right-sided), and temporal gyri (bilaterally) across all stimuli-types over resting baseline.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),motor,lower,"The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (motor) and its association with lower activity in certain brain regions.",,Llama 3.1 8B
79,26079873,Barratt Impulsivity and Neural Regulation of Physiological Arousal.,2015,PloS one,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,unknown,indirect,0.8,"Across subjects, higher impulsivity is associated with greater SCR to stop trials.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),physiological arousal (SCR to stop trials),higher,"The sentence clearly supports the extracted claim, with a clear association between impulsivity and physiological arousal (SCR to stop trials) in the direction of higher impulsivity being associated with greater SCR.",,Llama 3.1 8B
80,35131529,Examination of gamma-aminobutyric acid and glutamate-glutamine levels in association with impulsive behavior in adolescent marijuana users.,2022,Drug and alcohol dependence,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),adolescent marijuana users,associated_with,unclear,,background,0.5,Lower GABA levels in MJ users may indicate alterations in excitatory-inhibitory mechanisms critical for neurodevelopment.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),neurodevelopmental alterations,decreased,"The sentence partially supports the claim by mentioning a potential association between GABA levels and neurodevelopmental alterations, but it does not directly support the phenotype of impulsivity. The feature type should be revised to 'neurodevelopmental alterations' and the direction should be revised to 'decreased' based on the mention of 'lower GABA levels'.",,Llama 3.1 8B
81,25269835,Caudate asymmetry is related to attentional impulsivity and an objective measure of ADHD-like attentional problems in healthy adults.,2016,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),ADHD,correlates_with,higher,differential passage of information through frontal-striatal networks,direct,0.8,We found that larger right relative to left caudate volumes correlated with both higher attentional impulsiveness and worse ADHD scores on the TOVA.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct correlation between larger right caudate volumes and higher attentional impulsiveness, as well as worse ADHD scores.",,Llama 3.1 8B
82,19560123,Ventral striatal activation during reward anticipation correlates with impulsivity in alcoholics.,2009,Biological psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),alcohol dependence,correlates_with,higher,reward anticipation,direct,0.8,"Low activation of the ventral striatum and anterior cingulate during gain anticipation was correlated with high impulsivity only in alcoholics, not in control subjects.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence mentions a correlation between low activation of the ventral striatum and high impulsivity, but it does not directly support the claim of higher impulsivity correlating with higher functional connectivity. The direction of the relationship is also mixed, as it is stated that low activation is correlated with high impulsivity, which implies a lower relationship.",,Llama 3.1 8B
84,33872964,Diffusion tensor imaging of corpus callosum in adolescent females with borderline personality disorder.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),borderline personality disorder,correlates_with,lower,,direct,0.8,There was a negative correlation between FA values in the genu and body of CC and impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct correlation between FA values in the corpus callosum and impulsivity, with a negative correlation indicating lower FA values.",,Llama 3.1 8B
85,31688973,Volumetric Prefrontal Cortex Alterations in Patients With Alcohol Dependence and the Involvement of Self-Control.,2019,"Alcoholism, clinical and experimental research",Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),alcohol dependence,associated_with,lower,,direct,0.8,"Compared to HC, ALC had significantly less GM volume in bilateral middle frontal gyrus (MFG) and right medial prefrontal cortex as well as in the right anterior cingulate.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),brain volume,lower,"The sentence directly supports the association between impulsivity and lower brain volume in the bilateral middle frontal gyrus, right medial prefrontal cortex, and right anterior cingulate in patients with alcohol dependence.",,Llama 3.1 8B
86,30549328,Impulsivity trait and proactive cognitive control: An fMRI study.,2019,The European journal of neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,disinhibition of the motor system,direct,0.8,We found a positive significant correlation between motor impulsivity scores and the activation of left sensorimotor cortices.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the association between impulsivity and functional connectivity, specifically mentioning a higher correlation between motor impulsivity scores and the activation of left sensorimotor cortices.",,Llama 3.1 8B
87,23274773,Morphometric correlation of impulsivity in medial prefrontal cortex.,2013,Brain topography,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),healthy,associated_with,unclear,morphometric correlation,background,0.8,The VBM analysis showed that impulsivity appears to be reliant on a network of cortical (medial prefrontal cortex and dorsolateral prefrontal cortex) and subcortical (ventral striatum) structures emphasizing the importance of brain networks associated with reward related decision-making in daily life as morphological biomarkers for impulsivity in a normal healthy population.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),morphological biomarkers,unclear,"The sentence partially supports the claim, but the feature type and direction need to be corrected.",,Llama 3.1 8B
88,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,higher,overhasty updating of beliefs during risk learning,direct,0.8,Weak functional connectivity to the both dorso-lateral prefrontal and orbitofrontal lobes is predictive of the degree of overhasty learning.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence does not directly support the relationship between impulsivity and overhasty risk learning, but rather between weak functional connectivity and overhasty learning. The corrected phenotype and feature type match the extracted claim, but the direction needs to be revised to match the sentence.",,Llama 3.1 8B
89,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,0.8,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),model-based signatures,reduced,The sentence clearly supports the extracted claim by stating a specific association between impulsivity and model-based signatures in the right lateral prefrontal region.,,Llama 3.1 8B
90,26393430,Subtypes of trait impulsivity differentially correlate with neural responses to food choices.,2016,Behavioural brain research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,correlates_with,higher,,indirect,0.8,"Only temporal subtypes of impulsivity, namely delay discounting and the BIS-11 non-planning subscale, modulated responses to food choice; both measures correlated positively with striatum activation during high versus low energy choices.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),behavioral response to food choice,higher,"The sentence partially supports the claim, but the feature type needs to be corrected to 'behavioral response to food choice'. Additionally, the directness is not fully supported because the sentence does not name both phenotype and feature.",,Llama 3.1 8B
91,27766203,A negative relationship between ventral striatal loss anticipation response and impulsivity in borderline personality disorder.,2016,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,lower,impaired prediction of aversive outcomes,direct,0.8,"BPD patients, on the other hand, exhibited a significantly negative correlation between ventral striatal loss anticipation responses and BIS-11 scores, whereas this correlation was significantly positive in healthy controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a negative correlation between ventral striatal loss anticipation responses and impulsivity in BPD patients, which aligns with the claim's relationship and direction.",,Llama 3.1 8B
92,24909828,Attentional impulsivity in binge eating disorder modulates response inhibition performance and frontal brain networks.,2015,International journal of obesity (2005),Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,attentional impulsivity,binge eating disorder,modulates,lower,,direct,0.8,"Increased attentional impulsiveness (a subscale of the BIS-11) in BED was related to decreased response inhibition performance and hypoactivity in the prefrontal control network, which was activated when response inhibition was required.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsiveness,response inhibition performance,decreased,"The sentence clearly supports the extracted claim, mentioning attentional impulsiveness as the phenotype, response inhibition performance as the feature, and modulating relationship. The direction is also supported as 'lower' is not mentioned but 'decreased' is, which is equivalent. The directness is also supported as both phenotype and feature are named in the sentence.",,Llama 3.1 8B
93,30991086,A search for cortical correlates of trait impulsivity in Parkinson´s disease.,2019,Behavioural brain research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),Parkinson's disease,correlates_with,unclear,,background,0.5,These data suggest a specific cortical trajectory associated with impulsivity in moderately advanced staged PD patients.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),cortical trajectory,associated with,"The sentence partially supports the claim, but the feature type and direction need to be corrected.",,Llama 3.1 8B
95,36945425,Cortical thickness of the inferior parietal lobule as a potential predictor of relapse in men with alcohol dependence.,2023,Research square,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),alcohol dependence,predicts,higher,,indirect,0.8,"Compared to abstainers, relapsers showed higher inattention and non-planning impulsivity on the 11th version of the Barratt Impulsive Scale.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),impulsivity (specific),higher,"The sentence clearly supports the extracted claim by stating a higher level of impulsivity in relapsers compared to abstainers, which matches the phenotype and direction of the claim. The feature type is also supported as it is a specific type of impulsivity. The relationship is supported as it is a prediction of relapse. The directness is supported as it is an indirect relationship between impulsivity and relapse. There is no overclaiming as the sentence only mentions a group difference and a phenotype-feature association.",,Llama 3.1 8B
96,27862593,Serotonergic modulation of orbitofrontal activity and its relevance for decision making and impulsivity.,2017,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,background,0.5,This study revealed that low serotonergic activity as measured by a strong LDAEP was related to a high fMRI signal intensity of SFG/MO during immediate reward behavior which is related to impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),reward behavior,positive,"The sentence partially supports the claim, but the feature type is not specified. The direction is unclear, but the corrected direction is positive based on the context. The directness is background, but the sentence does not name both phenotype and feature.",,Llama 3.1 8B
97,32571005,"Cortical Volumetric Correlates of Childhood Trauma, Anxiety, and Impulsivity in Bipolar Disorder.",2020,Psychiatry investigation,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),bipolar disorder,correlates_with,unclear,,background,0.8,"BD patients revealed significant inverse correlations between the GMV in the right precentral gyrus and CTQ scores (r=-0.609, p<0.0003); between the GMV in the left middle frontal gyrus and BAI scores (r=-0.363, p=0.044).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),anxiety,inverse,"The sentence clearly supports the claim, mentioning a correlation between impulsivity (general) and anxiety, which is a feature of the phenotype. The direction of the correlation is inverse, and the directness is clear as it mentions a specific brain region. The sentence does not overclaim as it mentions a group difference and a phenotype-feature association.",,Llama 3.1 8B
98,26245713,"Association of COMT and SLC6A3 polymorphisms with impulsivity, response inhibition and brain function.",2015,Cortex; a journal devoted to the study of the nervous system and behavior,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),healthy adult sample,associated_with,unclear,striatal dopamine,background,0.8,"However, there were consistent main effects of SLC6A3 genotype in all inhibitory contrasts: Homozygosity of the 10R allele was associated with greater fronto-striatal BOLD response than genotypes with at least one 9R allele.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),response inhibition,greater,"The sentence clearly supports the claim of impulsivity (general) being associated with a greater response inhibition, which is a specific feature of impulsivity. The direction is also clearly supported as 'greater'.",,Llama 3.1 8B
99,16890410,Impulsivity and BOLD fMRI activation in MDMA users and healthy control subjects.,2006,Psychiatry research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.5,"A significant correlation between BIS scores and DLPFC activation was found, supporting a role for the DLPFC in BIS-measured impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a direct correlation between impulsivity (measured by BIS scores) and DLPFC activation, which is a type of functional connectivity.",,Llama 3.1 8B
100,31071323,Brain structure and trait impulsivity: A comparative VBM study contrasting neural correlates of traditional and alternative concepts in healthy subjects.,2019,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,0.8,"BIS-11 total score was positively correlated with right inferior parietal, postcentral, and supramarginal grey matter (p < 0.05, FWE cluster-level corrected).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,positive,The sentence clearly supports the extracted claim by stating a positive correlation between BIS-11 total score (a measure of impulsivity) and grey matter in specific brain regions.,,Llama 3.1 8B
101,29876253,Pedophilic sex offenders are characterised by reduced GABA concentration in dorsal anterior cingulate cortex.,2018,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,salience/ventral attention network,BOLD variability,impulsivity (general),pedophilic disorder,correlates_with,lower,reduced GABA concentration,direct,0.95,In dACC but not in the control region pedophilic sex offenders showed reduced GABA/Cr concentrations compared to healthy controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,lower,"The sentence directly supports the claim by stating a correlation between reduced GABA concentration and a specific brain region, which is associated with the salience/ventral attention network and impulsivity.",,Llama 3.1 8B
102,17994474,Diffusion tensor imaging in MDMA users and controls: association with decision making.,2007,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,nonplanning impulsivity,MDMA users,associated_with,higher,,direct,0.8,MDMA users also had a significantly higher BIS nonplanning score and greater preference for disadvantageous choices on the IGT.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,nonplanning impulsivity,behavioral,higher,"The sentence mentions a behavioral feature (BIS nonplanning score and preference for disadvantageous choices) rather than a structural connectivity feature. The phenotype is supported, but the feature type needs correction.",,Llama 3.1 8B
103,29322397,Overlapping and distinct neural metabolic patterns related to impulsivity and hypomania in Parkinson's disease.,2019,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,,background,0.8,We observed a positive association between BIS-11 and SRMI scores and neural metabolism only in the prefrontal areas.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),neural metabolism,positive,"The sentence partially supports the claim, but the feature type and direction need to be corrected.",,Llama 3.1 8B
104,39875081,Exploratory structural neuroimaging examination of impulsivity in severe alcohol use disorder: Persistent implication of the ventral striatum.,2025,Behavioural brain research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),severe alcohol use disorder,associated_with,unclear,,background,0.8,"However, the volumes of the caudate nuclei, executive cerebellum and insula were smaller in sAUD than in HC.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),volume of brain region,decreased,"The sentence supports the phenotype (impulsivity) but not the feature type. The relationship is supported as 'associated_with' can be inferred. However, the direction is unclear and the directness is background. The corrected feature type is 'volume of brain region' and the corrected direction is 'decreased'.",,Llama 3.1 8B
105,30739462,"Differentiation between young adult Internet addicts, smokers, and healthy controls by the interaction between impulsivity and temporal lobe thickness.",2019,Journal of behavioral addictions,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),Internet addiction,associated_with,unclear,,indirect,0.8,"Impulsivity had a significant main effect on the left pars orbitalis and bilateral insula, regardless of group membership.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),brain region,positive,"The sentence clearly supports the association between impulsivity and brain regions (left pars orbitalis and bilateral insula), with a positive direction (significant main effect).",,Llama 3.1 8B
106,24655656,Increased structural connectivity in corpus callosum in adolescent males with conduct disorder.,2014,Journal of the American Academy of Child and Adolescent Psychiatry,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),conduct disorder,associated_with,higher,structural connectivity,direct,0.8,Exploratory analysis revealed that impulsivity associated positively with the FA of these fibers in the CD group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, structural connectivity as the feature type, association as the relationship, higher as the direction, and directness as direct.",,Llama 3.1 8B
107,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,frontoparietal/control network,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.8,Higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (motor impulsiveness) which is a component of the general impulsivity phenotype. The feature type is also supported as it refers to functional connectivity. The relationship is supported as it mentions an association. The direction is supported as it mentions higher. The directness is supported as it names both phenotype and feature.",,Llama 3.1 8B
108,24582821,Differential associations between impulsivity and risk-taking and brain activations underlying working memory in adolescents.,2014,Addictive behaviors,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,"The BIS-11A evidenced that motor impulsivity was associated with activity in regions recruited during all stages of working memory, while attention and non-planning impulsivity was only associated with activity in regions recruited during recognition.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (motor),working memory,positive,"The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (motor) and its association with working memory. The direction of the association is also clear, as it is stated that motor impulsivity is associated with activity in regions recruited during all stages of working memory.",,Llama 3.1 8B
109,40037660,Impulse control deficits among patients with nonsuicidal self-injury: a mediation analysis based on structural imaging.,2025,Journal of psychiatry & neuroscience : JPN,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),nonsuicidal self-injury,associated_with,higher,structural brain alterations,indirect,0.8,"Patients with NSSI showed increased impulsivity and alerting function, with the strongest correlation between NSSI frequency and motor impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B
110,27199831,Altered Gray Matter Volume and White Matter Integrity in College Students with Mobile Phone Dependence.,2016,Frontiers in psychology,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),mobile phone dependence,associated_with,lower,altered gray matter volume and white matter integrity,indirect,0.8,"In light of underlying trait impulsivity, results revealed decreased GMV in the MPD group relative to controls in regions such as the right superior frontal gyrus (sFG), right inferior frontal gyrus (iFG), and bilateral thalamus (Thal).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),brain region,lower,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), a feature (decreased GMV in brain regions), a relationship (associated with), a direction (lower), and a directness (indirect).",,Llama 3.1 8B
111,33316716,Cingulate white matter volume and associated cognitive and behavioral impulsivity in Veterans with a history of suicide behavior.,2021,Journal of affective disorders,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),Veterans with a history of suicide behavior,associated_with,lower,unknown,direct,0.8,"Reduced WMV was observed in the left rostral anterior cingulate cortex (rACC) in Veterans with SA relative to Veterans with SI, p = .008.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a specific brain region (left rostral anterior cingulate cortex) which is associated with the phenotype (impulsivity) in a specific group (Veterans with a history of suicide behavior).",,Llama 3.1 8B
112,26483645,"fMRI investigation of response inhibition, emotion, impulsivity, and clinical high-risk behavior in adolescents.",2015,Frontiers in systems neuroscience,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.5,Risk tendencies were assessed using the Adolescent Risk Behavior Screen (ARBS). ARBS risk scores correlated highly (0.78) with impulsivity scores from the Barratt Impulsivity scale (BIS).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,positive,"The sentence clearly supports the association between impulsivity and risk tendencies, which is a feature of impulsivity. The direction of the association is positive as indicated by the high correlation (0.78) between ARBS risk scores and BIS impulsivity scores.",,Llama 3.1 8B
113,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,higher,,direct,0.8,Patients with BPD have greater frontolimbic asymmetry than healthy individuals.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence directly states that patients with BPD have greater frontolimbic asymmetry than healthy individuals, which is a direct association between the phenotype (impulsivity) and a feature (frontolimbic asymmetry) in the context of borderline personality disorder. The direction of the association is also clearly stated as 'greater', which matches the extracted direction of 'higher'.",,Llama 3.1 8B
