record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
123,12079725,"Frontal white matter microstructure, aggression, and impulsivity in men with schizophrenia: a preliminary study.",2002,Biological psychiatry,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),schizophrenia,associated_with,lower,,direct,0.8,Lower fractional anisotropy in right inferior frontal white matter was associated with higher motor impulsiveness.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly states a relationship between impulsivity and fractional anisotropy in a specific brain region, supporting the claim.",,Llama 3.1 8B
124,20406530,Impulsivity and neural correlates of response inhibition in schizophrenia.,2011,Psychological medicine,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),schizophrenia,associated_with,higher,,direct,0.8,"Patients with schizophrenia were more impulsive than healthy subjects, as indicated by higher BIS-11 scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and higher BIS-11 scores in patients with schizophrenia compared to healthy subjects.",,Llama 3.1 8B
125,21480730,Why so impulsive? White matter alterations are associated with impulsivity in chronic marijuana smokers.,2011,Experimental and clinical psychopharmacology,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),chronic marijuana smokers,associated_with,higher,white matter alterations,direct,0.8,"MJ smokers also had significantly higher BIS total and motor subscale scores relative to NS, which were positively correlated with left frontal FA values.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence directly states that MJ smokers have higher impulsivity scores, which are positively correlated with left frontal FA values, supporting the claim.",,Llama 3.1 8B
126,19019636,Structural brain abnormalities in borderline personality disorder: a voxel-based morphometry study.,2008,Psychiatry research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,diminished gray matter in the prefrontal cortex and the medial temporal cortex,background,0.8,Diminished gray matter in the prefrontal cortex and the medial temporal cortex may mediate the dysregulation of impulse and affect in BPD.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),dysregulation of impulse and affect,increased,"The sentence clearly supports the extracted claim, mentioning the diminished gray matter in the prefrontal cortex and the medial temporal cortex, which is associated with impulsivity (general) and dysregulation of impulse and affect in borderline personality disorder. The direction is implied to be increased, as the dysregulation is a result of diminished gray matter.",,Llama 3.1 8B
127,25104290,Abnormal white matter integrity in chronic users of codeine-containing cough syrups: a tract-based spatial statistics study.,2015,AJNR. American journal of neuroradiology,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),chronic codeine-containing syrup users,associated_with,higher,disruptions in brain WM integrity,indirect,0.8,Chronic codeine-containing syrup abuse may be associated with disruptions in brain WM integrity. These WM microstructural deficits may be linked to higher impulsivity in chronic codeine-containing syrup users.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning both phenotype (impulsivity) and feature (disruptions in brain WM integrity), and their relationship (associated with). The direction (higher) and directness (indirect) are also correctly captured.",,Llama 3.1 8B
129,24177988,Neural substrates of inhibitory control deficits in 22q11.2 deletion syndrome.,2015,"Cerebral cortex (New York, N.Y. : 1991)",Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),22q11.2 deletion syndrome,associated_with,unclear,,background,0.8,"Healthy controls showed significantly greater activation than 22q11DS patients within frontal cortical and basal ganglia regions during successful RI, whereas 22q11DS patients did not show increased neural activity relative to controls in any regions.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,decreased,"The sentence clearly supports the claim by stating that 22q11DS patients showed decreased activation in frontal cortical and basal ganglia regions during successful Response Inhibition (RI), which is associated with impulsivity. The direction is supported as it implies that 22q11DS patients have decreased activation, which is a decrease in neural activity. The directness is supported as it names both the phenotype (impulsivity) and the feature (activation in frontal cortical and basal ganglia regions).",,Llama 3.1 8B
133,31718806,Confirmatory factor analysis of the Barratt Impulsiveness Scale-short form (BIS-15) in patients with mental disorders.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),mental disorders,unknown,unclear,,background,1.0,"A short form of the Barratt Impulsiveness Scale-the BIS-15-assesses three facets of impulsivity: non-planning, motor, and attentional.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),facet,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (facet of impulsivity), relationship (assesses), and direction (unclear) when stated. The directness is also supported as the sentence is in the background context. The feature type is corrected to 'facet' as it is more specific.",,Llama 3.1 8B
138,40706276,"Low-grade inflammation, cognitive dysfunction, impulsivity, and appetite hormone dysregulation in adolescents with attention deficit hyperactivity disorder.",2025,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),attention deficit hyperactivity disorder,unknown,unclear,,background,0.8,"These findings suggest an immune-metabolic subtype of ADHD, indicating that adolescents with ADHD and low-grade inflammation experience more severe impulsivity, disrupted appetite hormone levels, and impaired cognitive function.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,more severe,"The sentence clearly supports the extracted claim by stating a phenotype-feature association in the context of ADHD. The direction of the relationship is also clearly stated as 'more severe'. The directness of the relationship is background, which matches the extracted claim. No overclaiming is present as the sentence mentions a group difference and a phenotype-feature association.",,Llama 3.1 8B
139,37969475,Evaluation of Optical Coherence Tomography Findings in Antisocial Personality Disorder Patients.,2023,Alpha psychiatry,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),antisocial personality disorder,associated_with,higher,,indirect,0.9,"The Barratt Impulsivity Scale-motor (P < .001), Barratt Impulsivity Scale-non-planning dimension (P < .001), and Barratt Impulsivity Scale-total scores (P < .001) of the patients were significantly higher when compared to the controls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence directly supports the association between impulsivity and higher scores on the Barratt Impulsivity Scale, which is a measure of impulsivity.",,Llama 3.1 8B
140,26277035,BDNF concentration and impulsiveness level in post-traumatic stress disorder.,2015,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),post-traumatic stress disorder,associated_with,higher,unknown,indirect,0.8,"Results indicate a positive correlation in the PTSD group; that is, the higher the BDNF levels the higher the impulsiveness score, as measured by the Barratt Impulsiveness Scale (BIS-11), suggesting that impulsiveness could be associated with greater BDNF production.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral trait,higher,"The sentence clearly supports the extracted claim, mentioning a positive correlation between BDNF levels and impulsiveness scores in the PTSD group.",,Llama 3.1 8B
144,35149322,Resting State EEG Activity Related to Impulsivity in People with Prescription Opioid Use Disorder.,2022,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),prescription opioid use disorder,associated_with,higher,,direct,0.8,"Patients exhibited greater scores (impaired impulse control) on BIS-11 subscales (attention, motor, self-control) and impairment of these impulsive subtypes was associated with increases in β and δ oscillations.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the claim by stating that patients with impaired impulse control (phenotype) have associated increases in β and δ oscillations (feature) in their EEG connectivity, which is a direct relationship with a higher direction.",,Llama 3.1 8B
145,27667777,Networks underlying trait impulsivity: Evidence from voxel-based lesion-symptom mapping.,2017,Human brain mapping,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),traumatic brain injuries,associated_with,unclear,,background,0.8,"Heightened global impulsivity was associated with damage to multiple areas in bilateral prefrontal cortex (PFC), left superior, middle and inferior temporal gyrus, and left hippocampus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,increased,"The sentence clearly supports the claim by stating a specific association between impulsivity and damage to certain brain areas. The direction of the association is implied to be positive (increased impulsivity), and the directness is clear as it names both the phenotype (impulsivity) and the feature (damage to brain areas).",,Llama 3.1 8B
146,23603064,Neural correlate of impulsivity in subjects at ultra-high risk for psychosis.,2013,Progress in neuro-psychopharmacology & biological psychiatry,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),ultra-high risk for psychosis,correlates_with,higher,altered integrated conflict processing,indirect,0.9,"UHR subjects were more impulsive than HC subjects in terms of attention (t = 3.5187, p<0.01), motor (t = 3.1751, p<0.01), and non-planning (t = 4.4154, p<0.01) scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),"attention, motor, non-planning",higher,,,Llama 3.1 8B
148,25071497,A model-based analysis of impulsivity using a slot-machine gambling paradigm.,2014,Frontiers in human neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),problem and pathological gambling,correlates_with,unclear,uncertainty-dependent mechanisms of belief updates,indirect,0.8,"Behaviorally, we found that impulsivity, as measured independently by the 11th revision of the Barratt Impulsiveness Scale (BIS-11), correlated significantly with an aggregate read-out of the following gambling responses: bet increases (BIs), machines switches (MS), casino switches (CS), and double-ups (DUs).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),gambling behavior,positive,"The sentence clearly supports the claim by stating a significant correlation between impulsivity and various gambling responses. The phenotype and feature are clearly mentioned, and the relationship is correctly identified as correlation. The direction is implied to be positive due to the use of 'correlated significantly', and the directness is supported as the sentence describes a behavioral measure.",,Llama 3.1 8B
149,33113453,Suicide behavior is associated with childhood emotion dysregulation but not trait impulsivity in first episode psychosis.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),first episode psychosis,associated_with,unclear,emotion dysregulation,indirect,0.8,"Childhood emotion dysregulation was significantly associated with a history of SB and its severity, but not SI.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavior (suicidal),positive,The sentence clearly supports the association between childhood emotion dysregulation and impulsivity (general) in the context of first episode psychosis.,,Llama 3.1 8B
150,30071388,Sleep and circadian rhythm function and trait impulsivity: An actigraphy study.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,"High impulsive individuals displayed phase-delayed patterns of sleep, a decreased total sleep time and sleep efficiency, and disrupted circadian function.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),sleep patterns,positive,"The sentence clearly supports the association between impulsivity and sleep patterns, with a specific direction (phase-delayed patterns) and directness (displayed).",,Llama 3.1 8B
152,34274904,Dimensions of impulsivity related to psychopathic traits and homicidal behavior among incarcerated male youth offenders.,2021,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),youth psychopathic traits,correlates_with,higher,,indirect,0.8,"Correlational analyses indicated PCL:YV total, Factor 2, Facet 3, and Facet 4 scores were significantly positively correlated with BIS-11 total scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),impulsivity (specific),higher,"The sentence clearly supports the extracted claim, mentioning a correlation between impulsivity (measured by BIS-11 total scores) and psychopathic traits (measured by PCL:YV total, Factor 2, Facet 3, and Facet 4 scores).",,Llama 3.1 8B
156,30384282,CSF glutamate level decreases in heavy smokers and negatively correlates with BDI scores.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),heavy smokers,correlates_with,lower,,indirect,0.8,"In conclusion, heavy smokers had more impulsivity had lower levels of CSF glutamate and higher BDI scores. CSF glutamate levels negatively correlated with BDI scores in heavy smokers.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between CSF glutamate levels and impulsivity in heavy smokers, as well as a correlation between CSF glutamate levels and BDI scores.",,Llama 3.1 8B
158,39116689,Impulsivity as a predictor of clinical and psychological outcomes in a naturalistic prospective cohort of subjects at ultra-high risk (UHR) for psychosis from Tunisia.,2024,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),ultra-high risk (UHR) for psychosis,predicts,higher,,indirect,0.8,"Findings showed that at 6 months of follow-up, higher 6-month BIS-11 attentional and motor impulsivity were significantly associated with lower quality of life and greater general psychological distress.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as a phenotype, a relationship with quality of life and psychological distress as a feature, predicting a higher direction, and being indirect in its directness.",,Llama 3.1 8B
161,29337234,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We observed a positive relationship between impulsive personality trait and motor system excitability during the preparation of self-initiated movements.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),EEG connectivity,higher,"The sentence directly supports the association between impulsivity and EEG connectivity, with a higher level of connectivity associated with impulsivity.",,Llama 3.1 8B
162,32977054,Impulsivity as a multifactorial construct and its relationship to PTSD severity and threat sensitivity.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),PTSD,associated_with,unclear,,background,0.8,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,greater,"The sentence clearly supports the extracted claim, mentioning a specific association between PTSD severity and impulsivity, including both overall and behavioral aspects.",,Llama 3.1 8B
165,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),opioid use disorder,correlates_with,lower,repetitive transcranial magnetic stimulation,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,"The sentence directly supports the claim by stating that HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores were significantly lower in the active rTMS group, which correlates with the extracted claim's phenotype of impulsivity (general) and direction of lower.",,Llama 3.1 8B
166,25819744,Distinct domains of impulsivity are impaired in juvenile myoclonic epilepsy but not in temporal lobe epilepsy.,2015,Epilepsy & behavior : E&B,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),juvenile myoclonic epilepsy,associated_with,higher,,direct,0.9,"Patients with JME showed higher scores than patients with TLE and controls in all domains: motor (JME vs TLE: 28.60 vs 13.25 (mean score), p<0.001 and JME vs controls: 28.60 vs 14.12, p<0.001), attentional (JME vs TLE: 21.55 vs 13.45, p<0.001 and JME vs controls: 21.55 vs 14.88, p<0.001) and nonplanning (JME vs TLE: 28.05 vs 13.10, p<0.001 and JME vs controls: 28.05 vs 16.15, p<0.001).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning higher impulsivity scores in patients with JME compared to TLE and controls in all domains.",,Llama 3.1 8B
169,20478631,Relationship between impulsivity and decision making in cocaine dependence.,2010,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),cocaine dependence,associated_with,higher,,indirect,0.5,"Cocaine-dependent subjects made more disadvantageous choices on the IGT, had higher scores on the BIS and more commission errors on the IMT.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),decision making,higher,"The sentence clearly supports the extracted claim, mentioning higher impulsivity in cocaine-dependent subjects and its association with disadvantageous choices, higher scores on the BIS, and more commission errors on the IMT.",,Llama 3.1 8B
175,24608747,Trait impulsivity is associated with the risk of falls in Parkinson's disease.,2014,PloS one,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,direct,0.9,Total impulsivity scores were higher for recurrent fallers (59.5) compared to non-fallers (56.8; p = 0.012).,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,higher,The sentence clearly supports the extracted claim by stating that total impulsivity scores were higher for recurrent fallers compared to non-fallers.,,Llama 3.1 8B
176,27371803,Risk-taking behavior and impulsivity among HCV-infected patients.,2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),HCV-infected patients,associated_with,higher,,direct,0.8,"The viral group patients had higher impulsivity than the nonviral group in all domains: attentional impulsivity, motor impulsivity, and nonplanning.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B
178,28391138,Associations between serotonin transporter and behavioral traits and diagnoses related to anxiety.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),anxiety,predicts,higher,serotonin transporter promoter-linked polymorphism (5-HTTLPR),direct,0.8,"We show that 5-HTTLPR predicts higher impulsivity, hostility, and neuroticism, and that impulsivity could serve as a useful independent outcome or intermediary phenotype in genetic studies of anxiety.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),,higher,The sentence directly supports the claim by stating that 5-HTTLPR predicts higher impulsivity.,,Llama 3.1 8B
179,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,fronto-insular network,BOLD variability,impulsivity (general),Parkinson's disease,associated_with,higher,increased metabolism,direct,0.9,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,higher,"The sentence directly supports the association between impulsivity and increased metabolism in the fronto-insular network, which matches the extracted claim.",,Llama 3.1 8B
181,23158972,Impulsivity is related to striatal dopamine transporter availability in healthy males.,2013,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,dopamine transporter availability,direct,0.9,Greater dopamine transporter availability was associated with higher BIS impulsivity but not with ADHD-related traits.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral traits,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between dopamine transporter availability and higher impulsivity in healthy males.",,Llama 3.1 8B
182,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"obsessive-compulsive disorder, eating disorder",associated_with,higher,,indirect,0.8,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,The sentence clearly supports the extracted claim by stating that both clinical groups reported higher levels of impulsivity compared to controls.,,Llama 3.1 8B
183,24612970,"Anxiety, depression, impulsivity and substance misuse in violent and non-violent adolescent boys in detention in China.",2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),juvenile detention facilities,associated_with,higher,,direct,0.8,"Violent offenders had significantly higher BIS-11 total scores, and attention and nonplanning subscale scores (p<0.05).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence directly supports the association between impulsivity and higher BIS-11 total scores, and attention and nonplanning subscale scores in violent offenders.",,Llama 3.1 8B
186,29120849,Genetic analysis of impulsive personality traits: Examination of a priori candidates and genome-wide variation.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,Impulsive personality traits are heritable risk factors and putative endophenotypes for addiction and other psychiatric disorders involving disinhibition.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,The sentence clearly supports the phenotype (impulsivity) and relationship (heritable risk factors and putative endophenotypes) when stated. The direction (unclear) and directness (unclear) are also supported as they are stated as unclear in the extracted claim. The sentence does not overclaim as it mentions a group difference (heritable risk factors) and a phenotype-feature association (impulsivity and endophenotypes).,,Llama 3.1 8B
187,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,indirect,0.8,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning higher levels of impulsivity traits in the PG-group compared to the ICDs-group and PD-controls.",,Llama 3.1 8B
188,27614152,"Impulsivity, implicit attitudes and explicit cognitions, and alcohol dependence as predictors of pathological gambling.",2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),pathological gambling,predicts,lower,,indirect,0.8,The latter being less impulsive and having fewer implicit attitudes towards gambling.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B
189,31669801,Increased neural activity in the right dorsolateral prefrontal cortex during a risky decision-making task is associated with cocaine use in methadone-maintained patients.,2019,Drug and alcohol dependence,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),cocaine use,associated_with,higher,,indirect,0.9,"MMPs who used cocaine versus those who did not reported increased trait impulsivity on the BIS-11 Total Score (t=-2.28, p = 0.031).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),self-reported trait,higher,"The sentence clearly supports the extracted claim, mentioning a phenotype (impulsivity), a feature type (self-reported trait), a relationship (associated with), a direction (higher), and a directness (indirect).",,Llama 3.1 8B
191,14675743,Neurobiological correlates of diagnosis and underlying traits in patients with borderline personality disorder compared with normal controls.,2004,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,abnormalities in serotonergic systems,background,0.8,The results suggest that impulsive traits in borderline patients are associated with abnormalities in serotonergic systems.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the extracted claim, mentioning the association between impulsivity and abnormalities in serotonergic systems in borderline personality disorder patients.",,Llama 3.1 8B
192,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,,background,0.8,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),central serotonergic function,decreased,"The sentence clearly supports the association between impulsivity and decreased central serotonergic function in borderline personality disorder, without any mixed direction or overclaiming.",,Llama 3.1 8B
193,26803778,Dysfunctional decision-making related to white matter alterations in bipolar I disorder.,2016,Journal of affective disorders,Barratt Impulsiveness Scale neuroimaging,unknown,structural connectivity,impulsivity (general),bipolar I disorder,associated_with,higher,white matter alterations,indirect,0.8,BD-I patients displayed significantly lower integrity in the right cingulum compared to HC. They also showed more risk-taking behavior and reported increased trait-impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,The sentence directly supports the claim by mentioning a specific brain region (right cingulum) and its association with impulsivity in BD-I patients.,,Llama 3.1 8B
194,26660886,Functional Connectivity and Quantitative EEG in Women with Alcohol Use Disorders: A Resting-State Study.,2016,Brain topography,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),alcohol use disorders,associated_with,unclear,,indirect,0.8,We also found that impaired functional connectivity particularly in alpha band at fronto-central areas was negative correlated with non-planning dimension of impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (non-planning dimension),functional connectivity (alpha band) at fronto-central areas,negatively associated,"The sentence clearly supports the extracted claim, and the phenotype, feature, relationship, and direction/directness are all stated correctly. The corrected fields are more specific and accurate.",,Llama 3.1 8B
