record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
112,26483645,"fMRI investigation of response inhibition, emotion, impulsivity, and clinical high-risk behavior in adolescents.",2015,Frontiers in systems neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,ARBS risk scores correlated highly (0.78) with impulsivity scores from the Barratt Impulsivity scale (BIS).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral score,higher,"The sentence directly supports the association between impulsivity and a behavioral score, with a higher correlation indicating a higher association.",,Qwen 2.5 7B
113,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,borderline personality disorder,correlates_with,higher,,direct,0.8,greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,cognitive,higher,"The sentence clearly supports the claim, mentioning a direct correlation between greater asymmetry of AI&ACC and higher scores in the attention subscale of Barratt Impulsiveness Scale, which is related to nonplanning impulsivity.",,Qwen 2.5 7B
114,18465751,A voxel-based morphometry study of frontal gray matter correlates of impulsivity.,2009,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,inversely correlated,lower,,direct,0.85,"GM volumes of the left and right OFC were inversely correlated with the BIS total score (P = 0.04 and 0.02, respectively).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly supports the claim by stating an inverse correlation between GM volumes of the OFC and impulsivity, as measured by the BIS total score.",,Qwen 2.5 7B
115,26711526,"Impulsivity across the psychosis spectrum: Correlates of cortical volume, suicidal history, and social and global function.",2016,Schizophrenia research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),"schizophrenia, schizoaffective disorder, psychotic bipolar disorder",associated_with,higher,,direct,0.8,"BIS scores were found to differ significantly between participant groups, with SZA and PBP exhibiting significantly higher impulsivity than SZ, which exhibited significantly higher impulsivity than HC.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim by stating that different groups exhibit varying levels of impulsivity, with some groups showing higher impulsivity than others. The sentence directly names the phenotype (impulsivity) and implies a direct relationship between the groups and the phenotype. The direction of the relationship is also clearly stated as 'higher'.",,Qwen 2.5 7B
116,25142098,Dopamine D(2/3) receptor availability and human cognitive impulsivity: a high-resolution positron emission tomography imaging study with [¹¹C]raclopride.,2014,Acta neuropsychiatrica,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associated_with,higher,,direct,0.85,The analysis revealed that the non-planning (p = 0.004) and attentional (p = 0.007) impulsiveness subscale scores on the BIS-11 had significant positive correlations with D(2/3) receptor availability in the pre-commissural dorsal caudate.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,impulsiveness,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between nonplanning impulsivity and higher D(2/3) receptor availability.",,Qwen 2.5 7B
117,28695069,Morphological connectivity correlates with trait impulsivity in healthy adults.,2017,PeerJ,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,"The BIS total score was found to correlate with the MCs between the ACC and two other brain regions in the right hemisphere: the inferior frontal gyrus (IFG), a well-established structure for inhibition control; the inferior temporal gyrus (ITG), which has been previously shown to be associated with hyperactive/impulsivity symptoms.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim by stating a correlation between impulsivity and functional connectivity between the ACC and other brain regions. The direction of the correlation is implied to be positive, as the regions mentioned are associated with inhibition control and impulsivity symptoms. The directness of the claim is also supported, as both phenotype and feature are named in the sentence.",,Qwen 2.5 7B
118,26187551,Self-reported impulsivity is negatively correlated with amygdalar volumes in cocaine dependence.,2015,Psychiatry research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,nonplanning impulsivity,cocaine-dependent individuals,correlates_with,lower,,direct,0.9,"Cocaine-dependent individuals showed significant negative correlations between amygdalar volumes and scores on the BIS-11 Attentional subscale, and this relationship differed significantly from the non-significant relationship in healthy comparison subjects.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,structural connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct relationship between amygdalar volumes and nonplanning impulsivity (measured by the BIS-11 Attentional subscale) in cocaine-dependent individuals.",,Qwen 2.5 7B
119,32428790,Higher impulsivity and lower grey matter volume in the bilateral prefrontal cortex in long-term abstinent individuals with severe methamphetamine use disorder.,2020,Drug and alcohol dependence,Barratt Impulsiveness Scale fMRI,unknown,BOLD variability,impulsivity (general),severe methamphetamine use disorder,correlates_with,lower,,direct,0.85,We observed significantly higher BIS-11 impulsivity scores and lower GMV in the bilateral superior frontal cortex of SMUD-A individuals than in those of control subjects.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,lower,The sentence directly supports the claim by stating a correlation between impulsivity and lower GMV in the bilateral superior frontal cortex.,,Qwen 2.5 7B
121,30658245,"A preliminary investigation of impulsivity, aggression and white matter in patients with bipolar disorder and a suicide attempt history.",2019,Journal of affective disorders,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder with a suicide attempt history,correlates_with,higher,,direct,0.7,"In patients with BD+S, however, higher FA in the anterior (but not the posterior) brain regions correlated with greater overall impulsivity on the UPPS-P Impulsive Behavior Scale.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, structural connectivity as the feature type, a correlation as the relationship, higher as the direction, and directness is also supported as both phenotype and feature are named in the sentence.",,Qwen 2.5 7B
122,40845440,"A multimethod examination of impulsivity and its association with gamma-aminobutyric acid (GABA), glutamate, and other neurometabolite levels in youth who do and do not use alcohol.",2025,Addictive behaviors,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),youth who use alcohol vs. healthy controls,associated_with,higher,,direct,0.7,"Compared to controls, youth who use alcohol had higher impulsivity on the BIS-11 attentional, non-planning, and motor subscales.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim by stating a direct association between alcohol use and higher impulsivity in youth, as measured by the BIS-11 subscales.",,Qwen 2.5 7B
123,12079725,"Frontal white matter microstructure, aggression, and impulsivity in men with schizophrenia: a preliminary study.",2002,Biological psychiatry,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),schizophrenia,associated_with,higher,,direct,0.8,Lower fractional anisotropy in right inferior frontal white matter was associated with higher motor impulsiveness.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence directly states a relationship between a phenotype (impulsivity) and a feature (fractional anisotropy in white matter), with a clear direction (higher impulsivity associated with lower fractional anisotropy).",,Qwen 2.5 7B
125,21480730,Why so impulsive? White matter alterations are associated with impulsivity in chronic marijuana smokers.,2011,Experimental and clinical psychopharmacology,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),chronic marijuana smokers,associated_with,higher,,direct,0.9,"MJ smokers also had significantly higher BIS total and motor subscale scores relative to NS, which were positively correlated with left frontal FA values.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim by stating a direct association between impulsivity (general) and higher structural connectivity in the brain, specifically in left frontal white matter, in chronic marijuana smokers.",,Qwen 2.5 7B
127,25104290,Abnormal white matter integrity in chronic users of codeine-containing cough syrups: a tract-based spatial statistics study.,2015,AJNR. American journal of neuroradiology,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),chronic codeine-containing syrup users,correlates_with,lower,,direct,0.8,"There were significant negative correlations among fractional anisotropy values of the right frontal region of the inferior fronto-occipital fasciculus and the right superior corona radiata WM and Barratt Impulsiveness Scale total scores, and between the right frontal region of the inferior fronto-occipital fasciculus and nonplan impulsivity scores in chronic codeine-containing syrup users.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct correlation between white matter integrity and impulsivity scores in chronic codeine-containing syrup users.",,Qwen 2.5 7B
128,22336565,Diminished frontostriatal activity during processing of monetary rewards and losses in pathological gambling.,2012,Biological psychiatry,Barratt Impulsiveness Scale fMRI,ventral striatum,unknown,impulsivity (general),pathological gambling,correlates_with,lower,,direct,0.8,"Activity in the ventral striatum correlated inversely with levels of impulsivity in PG participants, consistent with prior findings in alcohol dependence.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,"The sentence clearly supports the extracted claim, mentioning a direct correlation between activity in the ventral striatum and levels of impulsivity in pathological gambling participants.",,Qwen 2.5 7B
129,24177988,Neural substrates of inhibitory control deficits in 22q11.2 deletion syndrome.,2015,"Cerebral cortex (New York, N.Y. : 1991)",Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),22q11.2 deletion syndrome,associated_with,higher,,indirect,0.7,RI-related activity within left middle frontal gyrus and basal ganglia was associated with severity of self-reported cognitive impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),cognitive,higher,"The sentence clearly supports the extracted claim by stating a relationship between brain activity and impulsivity, with a specific direction and directness. The phenotype and feature are also clearly supported, and there is no overclaiming.",,Qwen 2.5 7B
131,24656768,"Impulsivity, aggression and brain structure in high and low lethality suicide attempters with borderline personality disorder.",2014,Psychiatry research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),borderline personality disorder,related_to,unclear,,indirect,0.7,Effects of impulsivity and aggression on gray matter volumes discriminated High from Low Lethality attempters and differed markedly within lethality groups.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),volume of gray matter,related to,"The sentence clearly supports the claim by stating a relationship between impulsivity and gray matter volumes, which is a specific feature. The direction is also supported as it implies a relationship between impulsivity and gray matter volumes, which is related to lethality groups.",,Qwen 2.5 7B
134,32535505,"The abbreviated version of the Barratt Impulsiveness Scale (ABIS): Psychometric analysis, reliable change indexes in clinical practice and normative data.",2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence directly supports the claim by mentioning impulsivity, which is the phenotype in question. The feature type is unknown, but it is mentioned in the sentence. The relationship is also unknown, but it is mentioned. The direction is unclear, but it is mentioned. The directness is background, which matches the extracted directness. There is no overclaiming as the sentence does not mention a group difference without a phenotype-feature association.",,Qwen 2.5 7B
135,17365120,Normative data and a short form of the Barratt Impulsiveness Scale.,2007,The International journal of neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),,,,,Qwen 2.5 7B
137,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,lower,,background,0.8,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,"The sentence clearly supports the extracted claim, mentioning a relationship between impulsivity and quality of life, with a specific direction (lower quality of life with higher impulsiveness).",,Qwen 2.5 7B
138,40706276,"Low-grade inflammation, cognitive dysfunction, impulsivity, and appetite hormone dysregulation in adolescents with attention deficit hyperactivity disorder.",2025,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),ADHD,associated_with,higher,,indirect,0.8,"Among the adolescents with ADHD, 16 (18.2 %) were categorized into the low-grade inflammation group. Generalized linear models, adjusted for age, sex, and SNAP-IV scores, revealed that adolescents with ADHD and low-grade inflammation had the highest self-reported overall impulsiveness (BIS total scores; p = 0.006), inattention (BIS-attention subscale scores; p = 0.005), and poor self-control (BIS-self-control subscale scores; p = 0.006).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as a phenotype and providing a specific association with low-grade inflammation in adolescents with ADHD.",,Qwen 2.5 7B
139,37969475,Evaluation of Optical Coherence Tomography Findings in Antisocial Personality Disorder Patients.,2023,Alpha psychiatry,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),antisocial personality disorder,associated_with,higher,,direct,0.8,"The Barratt Impulsivity Scale-motor (P < .001), Barratt Impulsivity Scale-non-planning dimension (P < .001), and Barratt Impulsivity Scale-total scores (P < .001) of the patients were significantly higher when compared to the controls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,The sentence directly supports the association between impulsivity and higher scores on the Barratt Impulsivity Scale in patients with antisocial personality disorder.,,Qwen 2.5 7B
140,26277035,BDNF concentration and impulsiveness level in post-traumatic stress disorder.,2015,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),post-traumatic stress disorder,associated_with,higher,,direct,0.8,"Results indicate a positive correlation in the PTSD group; that is, the higher the BDNF levels the higher the impulsiveness score, as measured by the Barratt Impulsiveness Scale (BIS-11), suggesting that impulsiveness could be associated with greater BDNF production.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsiveness and BDNF levels in the PTSD group.",,Qwen 2.5 7B
143,30920937,"Interpersonal Problems in Borderline Personality Disorder: Associations With Mentalizing, Emotion Regulation, and Impulsiveness.",2021,Journal of personality disorders,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,predicts,higher,,indirect,0.85,"attentional impulsiveness predicted interpersonal problems directly, whereas hypomentalizing predicted interpersonal problems only indirectly throughout emotion dysregulation and attentional impulsiveness.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),interpersonal problems,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as a predictor of interpersonal problems, with a higher direction. The directness is also supported as the sentence explicitly states 'directly'.",,Qwen 2.5 7B
145,27667777,Networks underlying trait impulsivity: Evidence from voxel-based lesion-symptom mapping.,2017,Human brain mapping,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Heightened global impulsivity was associated with damage to multiple areas in bilateral prefrontal cortex (PFC), left superior, middle and inferior temporal gyrus, and left hippocampus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,The sentence clearly supports the extracted claim by stating a direct association between heightened impulsivity and damage to specific brain areas.,,Qwen 2.5 7B
148,25071497,A model-based analysis of impulsivity using a slot-machine gambling paradigm.,2014,Frontiers in human neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,higher,,direct,0.8,"we found that impulsivity, as measured independently by the 11th revision of the Barratt Impulsiveness Scale (BIS-11), correlated significantly with an aggregate read-out of the following gambling responses: bet increases (BIs), machines switches (MS), casino switches (CS), and double-ups (DUs).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,The sentence clearly supports the extracted claim by stating a direct correlation between impulsivity and gambling responses.,,Qwen 2.5 7B
150,30071388,Sleep and circadian rhythm function and trait impulsivity: An actigraphy study.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.6,"High impulsive individuals displayed phase-delayed patterns of sleep, a decreased total sleep time and sleep efficiency, and disrupted circadian function.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),sleep patterns,positive,"The sentence clearly supports the association between impulsivity and sleep patterns, with a specific direction (phase-delayed patterns) and directness (displayed).",,Qwen 2.5 7B
151,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),self-injurers,correlates_with,higher,,indirect,0.5,"In both studies, self-injurers reported greater impulsiveness;",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning self-injurers and their reported impulsiveness, which matches the phenotype and direction of the claim.",,Qwen 2.5 7B
152,34274904,Dimensions of impulsivity related to psychopathic traits and homicidal behavior among incarcerated male youth offenders.,2021,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"psychopathic traits, Psychopathy Checklist: Youth Version (PCL:YV), Barratt Impulsiveness Scale (BIS-11)",correlated_with,higher,,indirect,0.85,"Correlational analyses indicated PCL:YV total, Factor 2, Facet 3, and Facet 4 scores were significantly positively correlated with BIS-11 total scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),psychopathic traits,higher,The sentence clearly supports the extracted claim by indicating a positive correlation between impulsivity (general) and psychopathic traits.,,Qwen 2.5 7B
154,29677623,Cerebrospinal fluid FGF23 levels correlate with a measure of impulsivity.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,"Negative correlations were found between CSF FGF23 concentrations and BIS non-planning, BIS cognition and BIS total score (all p < 0.05).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,negative,"The sentence clearly supports the extracted claim, mentioning a direct correlation between CSF FGF23 concentrations and impulsivity measures (BIS non-planning, cognition, and total score).",,Qwen 2.5 7B
158,39116689,Impulsivity as a predictor of clinical and psychological outcomes in a naturalistic prospective cohort of subjects at ultra-high risk (UHR) for psychosis from Tunisia.,2024,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Ultra High Risk (UHR) for psychosis,predicts,higher,,indirect,0.75,higher baseline BIS-11 motor impulsivity significantly predicted more severe positive psychotic symptoms at 12 months of follow-up.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),psychotic symptoms,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, psychotic symptoms as the feature, predicting as the relationship, higher as the direction, and indirect as the directness.",,Qwen 2.5 7B
159,15996748,Correlates of trait impulsiveness in performance measures and neuropsychological tests.,2005,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype and correlating it with other measures and tests, without specifying the direction or feature type.",,Qwen 2.5 7B
162,32977054,Impulsivity as a multifactorial construct and its relationship to PTSD severity and threat sensitivity.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),PTSD,associated_with,higher,,unclear,0.8,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (behavioral) and a clear direction (higher).",,Qwen 2.5 7B
165,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),OUD participants undergoing MMT,correlates_with,lower,,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,"The sentence directly supports the claim by stating that HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores were significantly lower in the active rTMS group, which matches the extracted phenotype of impulsivity (general) and the direction of lower.",,Qwen 2.5 7B
166,25819744,Distinct domains of impulsivity are impaired in juvenile myoclonic epilepsy but not in temporal lobe epilepsy.,2015,Epilepsy & behavior : E&B,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"juvenile myoclonic epilepsy, temporal lobe epilepsy",associated_with,higher,,direct,0.8,"Patients with JME showed higher scores than patients with TLE and controls in all domains: motor (JME vs TLE: 28.60 vs 13.25 (mean score), p<0.001 and JME vs controls: 28.60 vs 14.12, p<0.001), attentional (JME vs TLE: 21.55 vs 13.45, p<0.001 and JME vs controls: 21.55 vs 14.88, p<0.001) and nonplanning (JME vs TLE: 28.05 vs 13.10, p<0.001 and JME vs controls: 28.05 vs 16.15, p<0.001).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning higher impulsivity scores in patients with JME compared to TLE and controls in all domains.",,Qwen 2.5 7B
174,28675825,The association between in vivo central noradrenaline transporter availability and trait impulsivity.,2017,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,lower,,direct,0.8,"applying both voxel-wise and volume-of-interest (VOI) based analyses, we found that distribution volume ratios (DVR) used as PET outcome measures negatively correlated with BIS-11 total scores in the orbitofrontal cortex (OFC) and in the hippocampus as well as in parts of the cerebellar cortex.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,"The sentence clearly supports the extracted claim by stating a correlation between the phenotype (impulsivity) and a feature in specific brain regions (orbitofrontal cortex, hippocampus, and cerebellar cortex). The direction of the correlation is also correctly stated as lower.",,Qwen 2.5 7B
175,24608747,Trait impulsivity is associated with the risk of falls in Parkinson's disease.,2014,PloS one,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,indirect,0.8,Total impulsivity scores were higher for recurrent fallers (59.5) compared to non-fallers (56.8; p = .012).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,higher,The sentence clearly supports the extracted claim by stating that total impulsivity scores were higher for recurrent fallers compared to non-fallers.,,Qwen 2.5 7B
176,27371803,Risk-taking behavior and impulsivity among HCV-infected patients.,2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),HCV-infected patients,associated_with,higher,,indirect,0.8,"The viral group patients had higher impulsivity than the nonviral group in all domains: attentional impulsivity, motor impulsivity, and nonplanning.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Qwen 2.5 7B
178,28391138,Associations between serotonin transporter and behavioral traits and diagnoses related to anxiety.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,direct,0.85,"High (but not low)-risk offspring with two risk (short, s) alleles had higher impulsivity (+13%).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between the serotonin transporter and impulsivity in high-risk offspring.",,Qwen 2.5 7B
179,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,BOLD variability,impulsivity (general),Parkinson's disease,associated_with,higher,,direct,0.9,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly supports the association between impulsivity and increased metabolism in the specified brain regions, which matches the extracted claim.",,Qwen 2.5 7B
180,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,unknown,BOLD variability,impulsivity (general),Internet addiction,correlates_with,lower,,direct,0.85,"The Internet addiction group showed lower absolute power on the beta band than did the control group (estimate = -3.370, p < 0.01).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,lower,"The sentence directly states that the Internet addiction group has lower beta band activity than the control group, which matches the extracted claim.",,Qwen 2.5 7B
