record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
154,29677623,Cerebrospinal fluid FGF23 levels correlate with a measure of impulsivity.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.7,"Negative correlations were found between CSF FGF23 concentrations and BIS non-planning, BIS cognition and BIS total score (all p<0.05).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,negative,"The sentence clearly supports the extracted claim, mentioning a correlation between CSF FGF23 concentrations and impulsivity (measured by BIS scores). The direction of the correlation is negative, and the relationship is direct.",,Mistral 7B
157,37992775,Indirect effect of impulsivity on suicide risk through self-esteem and depressive symptoms in a population with treatment-resistant depression: A FACE-DR study.,2024,Journal of affective disorders,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),treatment-resistant depression,associated_with,unclear,indirect,background,0.6,Impulsivity was associated with self-esteem and depressive symptom severity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the association between impulsivity and self-esteem/depressive symptom severity, which matches the extracted claim's relationship and phenotype. The direction is unclear, but the extracted claim's direction is also unclear, so it is supported. The directness is background, which matches the extracted claim's directness. There is no overclaiming as the sentence mentions a group difference and a phenotype-feature association.",,Mistral 7B
158,39116689,Impulsivity as a predictor of clinical and psychological outcomes in a naturalistic prospective cohort of subjects at ultra-high risk (UHR) for psychosis from Tunisia.,2024,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Ultra High Risk (UHR) for psychosis,predicts,unclear,,unclear,0.7,Higher baseline BIS-11 motor impulsivity significantly predicted more severe positive psychotic symptoms at 12 months of follow-up.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),psychotic symptoms,positive,"The sentence clearly supports the extracted claim, mentioning impulsivity as a phenotype, predicting more severe psychotic symptoms as a feature, and indicating a significant prediction relationship. The direction is supported as it specifically mentions 'positive psychotic symptoms', and the directness is supported as both phenotype and feature are named.",,Mistral 7B
162,32977054,Impulsivity as a multifactorial construct and its relationship to PTSD severity and threat sensitivity.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),PTSD,associated_with,higher,unclear,unclear,0.7,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim, mentioning both impulsivity and its association with PTSD severity, and specifying the direction as higher.",,Mistral 7B
163,23122556,Decision-making and impulsivity in eating disorder patients.,2013,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),eating disorder,associated_with,unclear,,unclear,0.7,"Eating disorder patients, both the restricting and the binge/purging groups, performed poorly in the Iowa Gambling Task compared to controls, confirming a deficit in decision-making in these patients.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),decision-making,worse,"The sentence clearly supports the association between impulsivity (general) and decision-making in eating disorder patients, with a worse direction.",,Mistral 7B
166,25819744,Distinct domains of impulsivity are impaired in juvenile myoclonic epilepsy but not in temporal lobe epilepsy.,2015,Epilepsy & behavior : E&B,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),epilepsy,associated_with,higher,,unclear,1.0,"Patients with JME showed higher scores than patients with TLE and controls in all domains: motor, attentional, and lack of planning impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning higher impulsivity scores in patients with JME compared to TLE and controls in all domains.",,Mistral 7B
167,32450451,"Problematic Internet use (PIU), personality profiles and emotion dysregulation in a cohort of young adults: trajectories from risky behaviors to addiction.",2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Internet Addiction Diagnostic Questionnaire,associated_with,unclear,unclear,unclear,0.5,"PIU participants were more likely to report lower TPQ scores in novelty seeking, harm avoidance and reward dependence.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),personality trait,negative,"The sentence clearly supports the claim by stating a negative association between PIU and novelty seeking, harm avoidance, and reward dependence, which are all aspects of impulsivity and personality traits.",,Mistral 7B
173,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),alcohol-related problems,associated_with,unclear,,unclear,0.6,Craving and impulsivity are key psychological dimensions involved in the development and maintenance of severe alcohol-use disorders.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the association between impulsivity and alcohol-use disorders, which matches the extracted claim's phenotype. The feature type is unknown, but the sentence implies a general association. The direction is unclear, but the sentence does not contradict the extracted claim's direction. The directness is also unclear, but the sentence does not contradict the extracted claim's directness. There is no overclaiming as the sentence mentions a phenotype-feature association.",,Mistral 7B
174,28675825,The association between in vivo central noradrenaline transporter availability and trait impulsivity.,2017,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,modulating,direct,0.7,We found that distribution volume ratios (DVR) used as PET outcome measures negatively correlated with BIS-11 total scores in the orbitofrontal cortex (OFC) and in the hippocampus as well as in parts of the cerebellar cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,,,Mistral 7B
175,24608747,Trait impulsivity is associated with the risk of falls in Parkinson's disease.,2014,PloS one,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,unclear,unclear,0.7,Total impulsivity scores were higher for recurrent fallers (59.5) compared to non-fallers (56.8; p = 0.012).,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,higher,"The sentence clearly supports the extracted claim, mentioning a higher impulsivity score in recurrent fallers compared to non-fallers.",,Mistral 7B
176,27371803,Risk-taking behavior and impulsivity among HCV-infected patients.,2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,unclear,0.8,"The viral group patients had higher impulsivity than the nonviral group in all domains: attentional impulsivity, motor impulsivity, and nonplanning.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,The sentence clearly supports the extracted claim by stating a higher impulsivity in the viral group compared to the nonviral group in all domains of impulsivity.,,Mistral 7B
178,28391138,Associations between serotonin transporter and behavioral traits and diagnoses related to anxiety.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,predicts,higher,,direct,0.8,"High (but not low)-risk offspring with two risk (short, s) alleles had higher impulsivity (+13%).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning a direct relationship between the serotonin transporter and impulsivity in high-risk offspring.",,Mistral 7B
179,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,higher,unclear,direct,0.8,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and higher metabolism in specific brain regions.,,Mistral 7B
181,23158972,Impulsivity is related to striatal dopamine transporter availability in healthy males.,2013,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,dopamine transporter availability,direct,0.8,Greater dopamine transporter availability was associated with higher BIS impulsivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Mistral 7B
182,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"obsessive-compulsive disorder, eating disorder",associated_with,unclear,,unclear,0.5,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,increased,"The sentence clearly states that both clinical groups reported higher levels of impulsivity compared to controls, which supports the claim of impulsivity (general) being associated with obsessive-compulsive disorder and eating disorder, with an unclear feature type and increased direction.",,Mistral 7B
183,24612970,"Anxiety, depression, impulsivity and substance misuse in violent and non-violent adolescent boys in detention in China.",2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,unclear,0.7,"Violent offenders had significantly higher BIS-11 total scores, and attention and nonplanning subscale scores.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence directly supports the association between impulsivity and higher BIS-11 total scores, and attention and nonplanning subscale scores.",,Mistral 7B
184,31616015,Subjective estimates of uncertainty during gambling and impulsivity after subthalamic deep brain stimulation for Parkinson's disease.,2019,Scientific reports,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,modulation,background,0.6,"The gambling behaviour of participants (bet increases, slot machine switches and double or nothing gambles) was associated with this self-reported measure of impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behaviour,associated,"The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (general) and a specific feature (behaviour). The relationship is 'associated_with', which matches the claim. The direction is 'associated', which is clear from the sentence. The directness is 'direct', as the sentence names both phenotype and feature.",,Mistral 7B
185,27449004,"The association of Internet addiction symptoms with impulsiveness, loneliness, novelty seeking and behavioral inhibition system among adults with attention-deficit/hyperactivity disorder (ADHD).",2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,"Impulsiveness, loneliness, and behavioral inhibition system were significant predictors of Internet addition among adults with ADHD.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsiveness (general),behavioral feature,positive,The sentence clearly supports the association between impulsiveness and Internet addiction among adults with ADHD.,,Mistral 7B
186,29120849,Genetic analysis of impulsive personality traits: Examination of a priori candidates and genome-wide variation.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,Impulsive personality traits are heritable risk factors and putative endophenotypes for addiction and other psychiatric disorders involving disinhibition.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,The sentence clearly supports the phenotype (impulsivity) and relationship (heritable risk factors and putative endophenotypes) when stated. The direction (unclear) and directness (unclear) are also supported as they are stated as unclear in the extracted claim. The sentence does not overclaim as it mentions a group difference (heritable risk factors) and a phenotype-feature association (impulsivity and endophenotypes).,,Mistral 7B
187,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,unclear,unclear,0.7,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia, higher Snaith-Hamilton Pleasure Scale (SHAPS) scores, higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,increased,The sentence clearly supports the claim by stating a higher incidence of anhedonia and higher levels of impulsivity traits in the PG-group compared to the ICDs-group and PD-controls.,,Mistral 7B
189,31669801,Increased neural activity in the right dorsolateral prefrontal cortex during a risky decision-making task is associated with cocaine use in methadone-maintained patients.,2019,Drug and alcohol dependence,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),methadone-maintained patients,associated_with,higher,,direct,0.841,MMPs who used cocaine displayed increased neural activity in the right PFC during active decision-making.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the claim by stating a specific brain region (right PFC) and a clear direction (increased neural activity).,,Mistral 7B
192,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,inverse relationship,background,0.7,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),central serotonergic function,inverse relationship,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, central serotonergic function as the feature, and an inverse relationship between the two.",,Mistral 7B
193,26803778,Dysfunctional decision-making related to white matter alterations in bipolar I disorder.,2016,Journal of affective disorders,Barratt Impulsiveness Scale neuroimaging,unknown,structural connectivity,impulsivity (general),bipolar I disorder,associated_with,lower,unclear,direct,0.8,BD-I patients displayed significantly lower integrity in the right cingulum compared to HC.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,The sentence directly states a relationship between a phenotype (impulsivity) and a feature (structural connectivity) in a specific direction (lower) in a particular diagnostic context (bipolar I disorder).,,Mistral 7B
194,26660886,Functional Connectivity and Quantitative EEG in Women with Alcohol Use Disorders: A Resting-State Study.,2016,Brain topography,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,nonplanning impulsivity,alcohol use disorders,associated_with,unclear,,direct,0.7,We also found that impaired functional connectivity particularly in alpha band at fronto-central areas was negative correlated with non-planning dimension of impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,EEG connectivity,negatively associated,"The sentence clearly supports the phenotype, feature, relationship, and direction when stated.",,Mistral 7B
195,40467551,Common neural patterns of substance use disorder: a seed-based resting-state functional connectivity meta-analysis.,2025,Translational psychiatry,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),Substance use disorder,associated_with,unclear,,unclear,0.8,The total score of the BIS-11 in SUD patients was significantly negatively correlated with reduced rsFC between the striatum and MCG.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negatively,The sentence clearly supports the extracted claim by mentioning a significant negative correlation between impulsivity (general) and reduced functional connectivity between the striatum and MCG.,,Mistral 7B
196,38092841,White matter-based brain network topological properties associated with individual impulsivity.,2023,Scientific reports,BIS-11 fMRI impulsivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,People with a steep DD (greater impatience) had decreased small-worldness and increased degree centrality in the medial superior prefrontal cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,decreased,"The sentence clearly supports the claim by stating a specific association between impulsivity and structural connectivity in the medial superior prefrontal cortex. The direction of the association is also clear, as people with a steep DD (greater impatience) had decreased small-worldness and increased degree centrality.",,Mistral 7B
199,40945612,Diffusion tensor imaging-based evaluation of white-matter tract alterations in schizophrenic patients with personality-related comorbidities.,2026,Behavioural brain research,BIS-11 fMRI impulsivity,unknown,structural connectivity,impulsivity (general),schizophrenia,associated_with,unclear,,unclear,0.7,"SZ patients showed significant reductions in FA and elevations in MD and RD in the right inferior fronto-occipital fasciculus, left optic radiation, and left posterior thalamic radiation, implicating both demyelination and generalized microstructural disorganization.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,unclear,"The sentence clearly supports the association between impulsivity (general) and structural connectivity, as it describes significant reductions in FA and elevations in MD and RD in specific white-matter tracts. The direction of the association is unclear, but the sentence does not overclaim by mentioning a group difference without a phenotype-feature association.",,Mistral 7B
200,24885073,Trait impulsivity and impaired prefrontal impulse inhibition function in adolescents with internet gaming addiction revealed by a Go/No-Go fMRI study.,2014,Behavioral and brain functions : BBF,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),Internet gaming addiction,associated_with,higher,impaired function,direct,0.8,The activation of the left superior medial frontal gyrus was positively associated with BIS-11 and Chen Internet Addiction Scale (CIAS) total score across IGA participants.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between the activation of a brain region and a measure of impulsivity in individuals with internet gaming addiction.,,Mistral 7B
201,26658924,Citicoline Treatment Improves Measures of Impulsivity and Task Performance in Chronic Marijuana Smokers: A Pilot BOLD fMRI Study.,2015,International journal of neurology and neurotherapy,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),chronic marijuana smokers,associated_with,lower,unknown,unclear,0.7,"Following the 8 week trial, MJ smokers treated with citicoline demonstrated significantly lower levels of behavioral impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,lower,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), a feature type (behavioral), a relationship (associated with), a direction (lower), and a diagnostic context (chronic marijuana smokers).",,Mistral 7B
205,23562867,Decreased caudate response to milkshake is associated with higher body mass index and greater impulsivity.,2013,Physiology & behavior,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,promoting impulsive eating behavior,direct,0.8,"In Study 1 (n=25) we also assessed self-reported impulsivity, and in Study 2 (n=14), we identified an inverse relationship between caudate response to milkshake vs. tasteless and failure to inhibit responses on the no-go trials.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, functional connectivity as the feature type, an association as the relationship, higher impulsivity as the direction, and directness as the direct relationship between caudate response and impulsivity.",,Mistral 7B
207,22885245,Decreased saliency processing as a neural measure of Barratt impulsivity in healthy adults.,2012,NeuroImage,BIS-11 fMRI impulsivity,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,lower,neural,direct,0.8,"In simple regressions, activation of the right anterior dorsal insula and middle frontal cortex (MFC) during stop as compared to go trials negatively correlated with motor and non-planning impulsivity score.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,lower,"The sentence clearly supports the extracted claim by mentioning a direct association between the activation of brain regions and non-planning impulsivity score, which is a measure of the phenotype. The feature type is also supported as it is related to functional connectivity. The direction is supported as it is mentioned that the activation negatively correlated with impulsivity score, indicating a lower level of activation. The directness is also supported as it is mentioned that the activation is compared to go trials, which is a direct measure of the feature.",,Mistral 7B
209,28828225,Quantifying absolute glutamate concentrations in nucleus accumbens of prescription opioid addicts by using 1H MRS.,2017,Brain and behavior,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),opioid addiction,associated_with,unclear,unknown,unclear,0.671,"The glutamate concentrations correlated positively with BIS-11 scores in prescription opioid addicts (r = .671, p = .001)",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,positive,"The sentence clearly supports the association between glutamate concentrations and impulsivity in prescription opioid addicts, with a positive correlation.",,Mistral 7B
210,31599080,Prefrontal GABA and glutamate levels correlate with impulsivity and cognitive function of prescription opioid addicts: A 1 H-magnetic resonance spectroscopy study.,2020,Psychiatry and clinical neurosciences,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),prescription opioid addicts,correlates with,unclear,,unclear,0.7,"GABA+ levels correlated negatively with BIS-11 scores but correlated positively with MoCA scores. In contrast, glutamate levels showed a positive correlation with BIS-11 scores but no significant correlation with MoCA scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),cognitive function,negative,"The sentence clearly supports the extracted claim, mentioning impulsivity (general) as the phenotype, cognitive function as the feature, and a correlation as the relationship. The direction is supported as the sentence mentions a negative correlation with impulsivity and a positive correlation with cognitive function.",,Mistral 7B
211,25456522,Obsessive-compulsivity and working memory are associated with differential prefrontal cortex and insula activation in adolescents with a recent diagnosis of an eating disorder.,2014,Psychiatry research,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),eating disorder not otherwise specified (EDNOS),associated_with,higher,unclear,direct,0.7,EDNOS subjects had significantly higher scores on the BIS 11 scale.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral score,higher,"The sentence directly supports the claim by stating that EDNOS subjects had higher scores on the BIS 11 scale, which is a measure of impulsivity.",,Mistral 7B
215,15637640,Reduced anterior corpus callosum white matter integrity is related to increased impulsivity and reduced discriminability in cocaine-dependent subjects: diffusion tensor imaging.,2005,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,BIS-11 fMRI impulsivity,unknown,structural connectivity,impulsivity (general),cocaine-dependent subjects,associated_with,higher,unclear,direct,0.8,Results of the DTI showed significantly reduced FA in the genu and rostral body of the anterior corpus callosum in cocaine-dependent subjects compared to controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly supports the association between impulsivity and reduced structural connectivity in the anterior corpus callosum, which is consistent with the extracted claim.",,Mistral 7B
219,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased/increased,"The sentence clearly supports the phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (decreased/increased), and directness (direct) when stated. The brain system is not explicitly mentioned, but it is implied to be the default mode network (DMN) and salience network (SN) involved in cognitive functions such as decision-making and impulse control.",,Mistral 7B
221,31473543,Resting-state fMRI dynamic functional network connectivity and associations with psychopathy traits.,2019,NeuroImage. Clinical,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),psychopathy,associated_with,unclear,,indirect,0.7,Individuals with higher Factor 2 scores (impulsive and antisocial behaviors) showed more dynamism (changes to and from different states) than those with lower scores.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),dynamic connectivity,greater,"The sentence clearly supports the phenotype (impulsivity), feature (dynamic connectivity), relationship (associated with), direction (greater), and directness (indirect) when stated.",,Mistral 7B
222,31868249,Characterizing impulsivity and resting-state functional connectivity in normal-weight binge eaters.,2020,The International journal of eating disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,The BE group was characterized by a higher degree of trait impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,no,no,yes,no,no,impulsivity (general),trait,,"The sentence clearly supports the phenotype, but it does not support the feature type (functional connectivity) or the relationship (associated_with).",,Mistral 7B
227,28402539,Associating resting-state connectivity with trait impulsivity.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associates_with,unclear,,direct,0.7,"Results demonstrate a novel correlation between BAS-fun seeking and resting-state connectivity between middle OFC and putamen, implying that spontaneous synchrony between reward-processing regions may play a role in defining personality characteristics related to impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the claim by stating a correlation between BAS-fun seeking and resting-state connectivity, implying a positive association between the two.",,Mistral 7B
228,37270396,Sleep mediates the effect of stressful environments on youth development of impulsivity: The moderating role of within default mode network resting-state functional connectivity.,2023,Sleep health,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,mediation,unclear,0.8,"Sleep problems, shorter sleep duration, and longer sleep latency significantly mediated the link between stressful environments and youth impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a direct association between stressful environments and impulsivity, mediated by sleep problems, shorter sleep duration, and longer sleep latency.",,Mistral 7B
