record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
22,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,direct,0.7,reduced activity in impulse control areas and impaired decision making,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,impulsivity (general),decision making,unclear,"The sentence mentions reduced activity in impulse control areas and impaired decision making, which partially supports the claim of an association between impulsivity and decision making. However, it does not directly state the relationship as 'associated_with', and the direction is unclear. Additionally, it overclaims by mentioning a group difference (impaired decision making) without specifying the exact phenotype-feature association.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""impulsivity (general)"",
  ""feature_supported"": ""decision making"",
  ""relationship_supported"": ""associated_with"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""decision making"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions reduced activity in impulse control areas and impaired decision making, which partially supports the claim of an association between impulsivity and decision making. However, it does not directly state the relationship as 'associated_with', and the direction is unclear. Additionally, it overclaims by mentioning a group difference (impaired decision making) without specifying the exact phenotype-feature association.""
}"
23,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,BOLD variability,impulsivity (general),unknown,correlates_with,higher,,direct,0.8,"Subjects with greater scores on impulsivity scales and who made more errors had greater activation of paralimbic areas during response inhibition, while less impulsive individuals and those with least errors activated higher order association areas.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,yes,yes,no,no,yes,impulsivity (general),activation of paralimbic areas,higher,"The sentence mentions a correlation between impulsivity and activation of paralimbic areas, but it does not directly state that BOLD variability correlates with impulsivity. The direction and directness are not explicitly supported.",,"{
  ""support_score"": 1,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""activation of paralimbic areas"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a correlation between impulsivity and activation of paralimbic areas, but it does not directly state that BOLD variability correlates with impulsivity. The direction and directness are not explicitly supported.""
}"
24,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,unknown,unknown,attentional impulsivity,unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not provide any specific information about a phenotype-feature association or direction, and it appears to discuss a general concept rather than a specific relationship.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": true, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not provide any specific information about a phenotype-feature association or direction, and it appears to discuss a general concept rather than a specific relationship.""}"
25,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD classification,associated_with,unclear,,direct,0.85,"Resting-state functional connectivity analysis has emerged as a promising approach for ADHD classification using resting-state functional magnetic resonance imaging (rs-fMRI), although with limited accuracy.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not specify any particular phenotype or feature type, and instead provides general information about the use of rs-fMRI for ADHD classification. It also does not clarify the relationship, direction, or directness of the association.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not specify any particular phenotype or feature type, and instead provides general information about the use of rs-fMRI for ADHD classification. It also does not clarify the relationship, direction, or directness of the association.""
}"
26,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,"salience/ventral attention network, frontoparietal/control network",functional connectivity,impulsivity (general),"binge drinking, light drinking",associated_with,higher,dysregulation of neurofunctional networks,direct,0.8,BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,impulsivity (general),functional connectivity,lower,"The sentence mentions a group difference (BDs) and a relationship (association) but does not directly link to impulsivity. The direction of the relationship is opposite to the claim, and the directness is not supported as the sentence does not specify the exact brain regions involved in impulsivity.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference (BDs) and a relationship (association) but does not directly link to impulsivity. The direction of the relationship is opposite to the claim, and the directness is not supported as the sentence does not specify the exact brain regions involved in impulsivity.""
}"
27,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,BOLD variability,impulsivity (general),unknown,associated_with,higher,,direct,0.85,Total and attention scores were positively correlated with cortical folding in several distinct areas: ... (each p < 0.05 CWP corr.).,yes,,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,The sentence discusses correlations with cortical folding but does not specify impulsivity or BOLD variability. It also does not directly state that higher impulsivity is associated with higher BOLD variability.,,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence discusses correlations with cortical folding but does not specify impulsivity or BOLD variability. It also does not directly state that higher impulsivity is associated with higher BOLD variability.""
}"
28,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,unknown,mediates,unclear,,direct,0.8,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses correlation with locus coeruleus integrity and connectivity, but does not directly address nonplanning impulsivity or functional connectivity as specified in the claim. It also introduces additional information about volumes of prefrontal cortical regions which is not mentioned in the claim.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence discusses correlation with locus coeruleus integrity and connectivity, but does not directly address nonplanning impulsivity or functional connectivity as specified in the claim. It also introduces additional information about volumes of prefrontal cortical regions which is not mentioned in the claim.""
}"
29,39315326,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,Barratt Impulsiveness Scale resting-state fMRI,"Salience Network, Executive Control Network, Dorsal Attention Network",functional connectivity,impulsivity (general),Internet Gaming Disorder,correlates_with,higher,alterations in resting-state brain networks,direct,0.8,"impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,yes,yes,yes,no,yes,impulsivity (general),functional connectivity,higher,"The sentence mentions a correlation between impulsivity and the severity of Internet Gaming Disorder, which indirectly relates to functional connectivity changes in the brain networks. However, it does not directly state the relationship between impulsivity and functional connectivity, hence directness is not fully supported. Additionally, the sentence overclaims by mentioning impairments in the Executive Control Network and decreased functional connectivity without explicitly stating that these are related to impulsivity.",,"{
  ""support_score"": 1,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a correlation between impulsivity and the severity of Internet Gaming Disorder, which indirectly relates to functional connectivity changes in the brain networks. However, it does not directly state the relationship between impulsivity and functional connectivity, hence directness is not fully supported. Additionally, the sentence overclaims by mentioning impairments in the Executive Control Network and decreased functional connectivity without explicitly stating that these are related to impulsivity.""
}"
30,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,Attention deficit hyperactivity disorder (ADHD),associated_with,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not provide any specific information about attentional impulsivity or functional connectivity, and it does not establish a clear relationship between them. It also introduces a group difference without specifying a phenotype-feature association.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": true, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not provide any specific information about attentional impulsivity or functional connectivity, and it does not establish a clear relationship between them. It also introduces a group difference without specifying a phenotype-feature association.""}"
31,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.85,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,body weight (BMI),functional connectivity,positive,The sentence mentions a group difference (BMI) but does not directly state that impulsivity correlates with functional connectivity. The direction and directness need to be corrected.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""body weight (BMI)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence mentions a group difference (BMI) but does not directly state that impulsivity correlates with functional connectivity. The direction and directness need to be corrected.""
}"
32,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"default mode network, salience/ventral attention network",dynamic connectivity,attentional impulsivity,drug-naïve children with ADHD,correlates_with,unclear,,direct,0.7,This preliminary study provides novel insight into the dynamic brain functional networks in ADHD.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The evidence sentence does not provide specific information about the dynamic connectivity of the default mode network or salience/ventral attention network in relation to attentional impulsivity. It only mentions a preliminary study on dynamic brain functional networks in ADHD, which is too broad and does not support the specific claim.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The evidence sentence does not provide specific information about the dynamic connectivity of the default mode network or salience/ventral attention network in relation to attentional impulsivity. It only mentions a preliminary study on dynamic brain functional networks in ADHD, which is too broad and does not support the specific claim.""
}"
33,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),abstinent heroin-dependent subjects and nondrug-using subjects,associated_with,higher,imbalanced functional connectivity between β- and δ-networks,direct,0.8,"the functional link between the β- and δ-networks is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity. The imbalanced link is associated with impulsivity",yes,,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states that the imbalanced functional link between β- and δ-networks is associated with impulsivity, which matches the extracted claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence directly states that the imbalanced functional link between β- and δ-networks is associated with impulsivity, which matches the extracted claim.""
}"
34,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder (IGD),associated_with,unclear,,indirect,0.7,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,no,no,no,yes,impulsivity (general),functional connectivity,unclear,The sentence mentions changes in functional connectivity but does not specify a particular phenotype or the direction of the change. It also implies a group difference without directly stating an association between impulsivity and functional connectivity.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions changes in functional connectivity but does not specify a particular phenotype or the direction of the change. It also implies a group difference without directly stating an association between impulsivity and functional connectivity.""
}"
35,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,frontoparietal/control network,functional connectivity,nonplanning impulsivity,unknown,correlates_with,higher,,direct,0.9,Higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex.,yes,,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,motor impulsiveness,functional connectivity,"larger proactive control effect, smaller reactive control effect","The sentence mentions a group difference but does not directly state that nonplanning impulsivity correlates with functional connectivity. The direction of the relationship is not clearly specified, and the directness is not supported as the sentence does not name both phenotype and feature.",,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": false,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""motor impulsiveness"",
    ""corrected_feature_type"": ""functional connectivity"",
    ""corrected_direction"": ""larger proactive control effect, smaller reactive control effect"",
    ""rationale"": ""The sentence mentions a group difference but does not directly state that nonplanning impulsivity correlates with functional connectivity. The direction of the relationship is not clearly specified, and the directness is not supported as the sentence does not name both phenotype and feature.""
}"
36,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.85,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,impulsivity (general),resting-state brain functional connectivity,higher,"The sentence mentions altered resting-state brain functional connectivity but does not specify which brain areas are involved, making the feature type too broad. It also mentions impulsivity but does not directly state an association with functional connectivity, leading to overclaiming.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""resting-state brain functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions altered resting-state brain functional connectivity but does not specify which brain areas are involved, making the feature type too broad. It also mentions impulsivity but does not directly state an association with functional connectivity, leading to overclaiming.""
}"
37,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,default mode network,functional connectivity,nonplanning impulsivity,unknown,associated_with,higher,,direct,0.85,"These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,nonplanning impulsivity,connectivity from the left dorsal prefrontal cortex,higher,"The sentence mentions an association but does not specify the exact feature (connectivity pattern) and the brain system (default mode network) is mentioned as a whole rather than a specific feature within it. The direction is correct, but directness is not supported as the sentence does not name both phenotype and feature directly.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""nonplanning impulsivity"",
  ""corrected_feature_type"": ""connectivity from the left dorsal prefrontal cortex"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions an association but does not specify the exact feature (connectivity pattern) and the brain system (default mode network) is mentioned as a whole rather than a specific feature within it. The direction is correct, but directness is not supported as the sentence does not name both phenotype and feature directly.""
}"
38,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),associated_with,unclear,,indirect,0.6,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,no,no,yes,impulsivity (general),neural circuits/signaling systems,unclear,"The sentence mentions impulsivity as related to aggression but does not specify the exact neural circuits or signaling systems involved. It also implies a link rather than a direct association, and the direction of the relationship is unclear.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""neural circuits/signaling systems"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions impulsivity as related to aggression but does not specify the exact neural circuits or signaling systems involved. It also implies a link rather than a direct association, and the direction of the relationship is unclear.""
}"
39,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,unknown,unknown,nonplanning impulsivity,obsessive-compulsive disorder,associated_with,higher,,direct,0.9,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,yes,yes,no,decisional impulsivity,,higher,"The sentence directly states that stimulation of the subthalamic nucleus increases decisional impulsivity, which aligns with the extracted claim. The direction of the relationship is also correctly identified as 'higher'.",,"{
    ""support_score"": 2,
    ""decision"": ""keep"",
    ""phenotype_supported"": true,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""corrected_phenotype"": ""decisional impulsivity"",
    ""corrected_feature_type"": null,
    ""corrected_direction"": ""higher"",
    ""rationale"": ""The sentence directly states that stimulation of the subthalamic nucleus increases decisional impulsivity, which aligns with the extracted claim. The direction of the relationship is also correctly identified as 'higher'.""
}"
40,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,Obsessive-Compulsive Disorder,associated_with,lower,,direct,0.75,Lower precuneus activation with increased planning taskload was correlated with symptom reduction in the dorsolateral prefrontal cortex group.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses a correlation between precuneus activation and symptom reduction in a specific brain region (dorsolateral prefrontal cortex) under a certain task condition, which does not directly support the extracted claim about attentional impulsivity and functional connectivity. It also does not specify the direction of the relationship or the directness of the association.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence discusses a correlation between precuneus activation and symptom reduction in a specific brain region (dorsolateral prefrontal cortex) under a certain task condition, which does not directly support the extracted claim about attentional impulsivity and functional connectivity. It also does not specify the direction of the relationship or the directness of the association.""
}"
41,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),Bipolar Disorder,associated_with,higher,,direct,0.85,BDSA had higher trait impulsivity than BDNS and the controls.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,trait impulsivity,unknown,higher,The sentence mentions a group difference in impulsivity but does not specify the functional connectivity or any brain-related feature. It also does not directly state the relationship between impulsivity and functional connectivity.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""trait impulsivity"",
  ""corrected_feature_type"": ""unknown"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a group difference in impulsivity but does not specify the functional connectivity or any brain-related feature. It also does not directly state the relationship between impulsivity and functional connectivity.""
}"
42,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,mediates,unclear,,indirect,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not provide any specific information about impulsivity, functional connectivity, or their relationship. It also does not clarify the direction or directness of the relationship, and it is unclear if the sentence is making a claim about a specific brain system or diagnostic context.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": true, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not provide any specific information about impulsivity, functional connectivity, or their relationship. It also does not clarify the direction or directness of the relationship, and it is unclear if the sentence is making a claim about a specific brain system or diagnostic context.""}"
43,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),self-injurers,correlates_with,higher,,indirect,0.5,"In both studies, self-injurers reported greater impulsiveness;",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,yes,no,no,impulsivity (general),unknown,higher,"The sentence directly states that self-injurers reported greater impulsiveness, supporting the phenotype and relationship. However, it does not specify what feature of impulsiveness is being measured, making directness_supported=false.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""unknown"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states that self-injurers reported greater impulsiveness, supporting the phenotype and relationship. However, it does not specify what feature of impulsiveness is being measured, making directness_supported=false.""
}"
44,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,unclear,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not provide any information related to impulsivity or functional connectivity, and it appears to be discussing macroscale variation in resting-state neuronal activity and connectivity in general, which does not support the specific claim.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": true, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not provide any information related to impulsivity or functional connectivity, and it appears to be discussing macroscale variation in resting-state neuronal activity and connectivity in general, which does not support the specific claim.""}"
