record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
13,33304251,Neural Basis of Increased Cognitive Control of Impulsivity During the Mid-Luteal Phase Relative to the Late Follicular Phase of the Menstrual Cycle.,2020,Frontiers in human neuroscience,ADHD impulsivity resting-state fMRI connectivity,dorsal striatum (DS) - dorsal lateral prefrontal cortex (dlPFC),functional connectivity,impulsivity (general),"conditions characterized by hyper-impulsivity, such as obsessive compulsive disorder, Parkinson disease, and attention deficit hyperactivity disorder",correlation,lower,"cyclical gonadal hormones affect cognitive control of impulsive behavior in a periodic manner, possibly via DS-dlPFC circuitry",indirect,moderate,"Discount rate (transformed k) correlated with functional connectivity between the DS and dlPFC, consistent with previous findings indicating that DS-dlPFC circuitry may regulate impulsivity.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,yes,yes,no,no,yes,impulsivity (general),functional connectivity,,The sentence supports the relationship between impulsivity and functional connectivity but does not specify the direction or directness of the relationship. It also overclaims by mentioning 'DS-dlPFC circuitry may regulate impulsivity' without specifying the cyclical nature of the regulation.,,"{
  ""support_score"": 1,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": null,
  ""rationale"": ""The sentence supports the relationship between impulsivity and functional connectivity but does not specify the direction or directness of the relationship. It also overclaims by mentioning 'DS-dlPFC circuitry may regulate impulsivity' without specifying the cyclical nature of the regulation.""
}"
1,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,"ventral medial prefrontal cortex, δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex), β-network (regions of the reward system involved in the mesocorticolimbic pathway)",functional connectivity,impulsivity (general),abstinent heroin-dependent subjects vs. nondrug-using subjects,influence,unclear,imbalanced functional link between β- and δ-networks leads to increased impulsivity in abstinent heroin-dependent subjects,direct,strong,"In control nondrug-using subjects, the functional link between the β- and δ-networks is balanced, and the δ-network competitively controls impulsivity. However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,unclear,The sentence provides information about the balance of functional connectivity between the β- and δ-networks and its impact on impulsivity in both control subjects and abstinent heroin-dependent subjects. It supports the phenotype (impulsivity) and feature type (functional connectivity) but does not specify the direction of influence.,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence provides information about the balance of functional connectivity between the β- and δ-networks and its impact on impulsivity in both control subjects and abstinent heroin-dependent subjects. It supports the phenotype (impulsivity) and feature type (functional connectivity) but does not specify the direction of influence.""
}"
2,32464339,Investigation of structure-function correlation among the young offspring of patients with bipolar disorder.,2020,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale fMRI,cingulum,unknown,attentional impulsivity,young offspring of patients with bipolar disorder,correlation,higher,,indirect,moderate,MD values in the cingulum were inversely correlated with the Child and Youth Resilience Measure and positively correlated with higher scores on the Barratt Impulsiveness Scale-Attentional.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,no,no,yes,attentional impulsivity,MD values,inverse,"The sentence mentions a correlation between MD values and impulsivity measures, but it does not directly state that attentional impulsivity is correlated with MD values. The relationship is indirect, and the direction is mixed (inversely correlated with one measure and positively correlated with another).",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""MD values"",
  ""corrected_direction"": ""inverse"",
  ""rationale"": ""The sentence mentions a correlation between MD values and impulsivity measures, but it does not directly state that attentional impulsivity is correlated with MD values. The relationship is indirect, and the direction is mixed (inversely correlated with one measure and positively correlated with another).""
}"
3,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,"fronto-parietal network, inferior parietal lobule, right dorsolateral prefrontal cortex (DLPFC), anterior cingulate cortex",unknown,unknown,,correlation,higher,impulsivity scores associated with brain activity in specific regions,direct,moderate,"Specifically, higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex. Higher attention impulsivity was associated with a smaller proactive control effect in the right DLPFC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,"motor impulsiveness, attention impulsivity","proactive control effect, reactive control effect","larger, smaller","The sentence directly states correlations between impulsivity scores and brain activity in specific regions, supporting the claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""motor impulsiveness, attention impulsivity"",
  ""corrected_feature_type"": ""proactive control effect, reactive control effect"",
  ""corrected_direction"": ""larger, smaller"",
  ""rationale"": ""The sentence directly states correlations between impulsivity scores and brain activity in specific regions, supporting the claim.""
}"
4,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,fronto-insular network,unknown,impulsivity (general),Parkinson's disease,association,higher,increased FDG-metabolism,indirect,moderate,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),FDG-metabolism,higher,"The sentence supports an association between impulsivity and increased metabolism in the fronto-insular network, but it does not directly name the feature as FDG-metabolism.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""FDG-metabolism"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence supports an association between impulsivity and increased metabolism in the fronto-insular network, but it does not directly name the feature as FDG-metabolism.""
}"
5,29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,amygdala and prefrontal regions,functional connectivity,impulsivity (general),combat veterans,reduced,unclear,impaired top-down regulation,indirect,moderate,"In exploratory cluster analyses, we observed reduced functional connectivity between the (bilateral) BLA and left dorsolateral prefrontal cortex in the impulsive aggression group, relative to combat controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,reduced,"The sentence directly states reduced functional connectivity between the amygdala and prefrontal regions in the impulsive aggression group compared to combat controls, supporting the phenotype, feature, relationship, and direction. However, the directness is not explicitly stated as 'direct'.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""reduced"",
  ""rationale"": ""The sentence directly states reduced functional connectivity between the amygdala and prefrontal regions in the impulsive aggression group compared to combat controls, supporting the phenotype, feature, relationship, and direction. However, the directness is not explicitly stated as 'direct'.""
}"
6,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,unknown,adolescents,decreased,unclear,altered interhemispheric rsFC,indirect,moderate,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,yes,adolescents with internet gaming disorder,"VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus",decreased,"The sentence provides a specific brain region and shows a decrease in functional connectivity, which supports the feature and relationship. However, it does not directly state that this finding is specific to adolescents with internet gaming disorder, making the directness of the claim indirect. Additionally, the sentence mentions a group difference but does not explicitly state a phenotype-feature association.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""adolescents with internet gaming disorder"",
  ""corrected_feature_type"": ""VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus"",
  ""corrected_direction"": ""decreased"",
  ""rationale"": ""The sentence provides a specific brain region and shows a decrease in functional connectivity, which supports the feature and relationship. However, it does not directly state that this finding is specific to adolescents with internet gaming disorder, making the directness of the claim indirect. Additionally, the sentence mentions a group difference but does not explicitly state a phenotype-feature association.""
}"
7,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,prefrontal cortex and default mode network,unknown,impulsivity (general),,moderates,lower,neural functioning,indirect,strong,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,no,no,yes,impulsivity (affect-related),neural functioning,higher,"The sentence mentions a group difference (low vs. high connectivity) and suggests a relationship between neural functioning and impulsivity, but it does not directly state that poor sleep quality leads to higher impulsivity. The direction of the relationship is unclear, and the feature type is not specified.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (affect-related)"",
  ""corrected_feature_type"": ""neural functioning"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a group difference (low vs. high connectivity) and suggests a relationship between neural functioning and impulsivity, but it does not directly state that poor sleep quality leads to higher impulsivity. The direction of the relationship is unclear, and the feature type is not specified.""
}"
8,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,subthalamic nucleus,functional connectivity,impulsivity (general),Parkinson's Disease,association,higher,stimulation of specific fiber bundles,indirect,moderate,"Using DBS fiber filtering, we identified the structural connections whose stimulation was associated with change along these dimensions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,no,no,yes,null,structural connections,null,"The sentence does not specify a particular phenotype or feature type, and it uses 'change along these dimensions' which is vague. It also implies an indirect relationship rather than a direct one.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""null"",
  ""corrected_feature_type"": ""structural connections"",
  ""corrected_direction"": ""null"",
  ""rationale"": ""The sentence does not specify a particular phenotype or feature type, and it uses 'change along these dimensions' which is vague. It also implies an indirect relationship rather than a direct one.""
}"
9,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,,unknown,unknown,,association,unclear,,unclear,,"To support this claim, we describe hoarding in ancestral mammals and provide examples of recurrence of traits, or atavisms, in humans and other mammals, highlighting its implications for neuropsychiatric diseases.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses the recurrence of traits in humans and other mammals but does not specify a phenotype or feature, nor does it establish a clear association, direction, or directness.",,"{
    ""support_score"": 0,
    ""decision"": ""drop"",
    ""phenotype_supported"": false,
    ""feature_supported"": false,
    ""relationship_supported"": false,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": null,
    ""corrected_feature_type"": null,
    ""corrected_direction"": null,
    ""rationale"": ""The sentence discusses the recurrence of traits in humans and other mammals but does not specify a phenotype or feature, nor does it establish a clear association, direction, or directness.""
}"
10,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network (DMN),EEG connectivity,unknown,Classification of individuals with AUD from unaffected controls (CTL),association,higher,aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity,indirect,moderate,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,no,AUD,EEG connectivity,higher,"The sentence directly states that the AUD group showed hyperconnectivity, which supports an association in the higher direction. However, it does not explicitly name the phenotype as 'AUD' or specify that the connectivity is indirect.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": null,
  ""feature_supported"": ""EEG connectivity"",
  ""relationship_supported"": ""association"",
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""AUD"",
  ""corrected_feature_type"": ""EEG connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states that the AUD group showed hyperconnectivity, which supports an association in the higher direction. However, it does not explicitly name the phenotype as 'AUD' or specify that the connectivity is indirect.""
}"
11,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,"default mode network (DMN), executive control network (ECN), salience network (SAN)",structural connectivity,unknown,attention deficit hyperactivity disorder (ADHD),structure-function network coupling,higher,diminished cognitive flexibility,indirect,moderate,"Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,combined type of attention deficit hyperactivity disorder (ADHD-C),structural connectivity (SC),higher,"The sentence directly states that children with ADHD-C have higher SC-FC coupling compared to typically developing children (TDC), which supports the claim. However, the directness is marked as false because the sentence does not explicitly state that the coupling is a direct measure of structural connectivity.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""combined type of attention deficit hyperactivity disorder (ADHD-C)"",
  ""corrected_feature_type"": ""structural connectivity (SC)"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states that children with ADHD-C have higher SC-FC coupling compared to typically developing children (TDC), which supports the claim. However, the directness is marked as false because the sentence does not explicitly state that the coupling is a direct measure of structural connectivity.""
}"
12,31801105,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,motor impulsivity resting-state fMRI,"reward, craving, emotional memory and sensory-motor processing regions",unknown,unknown,compared with recreational game users (RGU),increased,unclear,"functional network dysfunction, characterized by heightened incentive motivation and sensory-motor coordination",indirect,moderate,"subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,yes,IGD,nodal centralities,IGD compared to RGU,"The sentence directly states an increase in nodal centralities in the specified brain regions for individuals with IGD compared to RGU, supporting the phenotype, feature, and relationship. However, it does not explicitly state the direction of the comparison, and it overclaims by mentioning a mechanism not present in the sentence.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": ""IGD"",
  ""feature_supported"": ""nodal centralities"",
  ""relationship_supported"": ""increased"",
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""IGD"",
  ""corrected_feature_type"": ""nodal centralities"",
  ""corrected_direction"": ""IGD compared to RGU"",
  ""rationale"": ""The sentence directly states an increase in nodal centralities in the specified brain regions for individuals with IGD compared to RGU, supporting the phenotype, feature, and relationship. However, it does not explicitly state the direction of the comparison, and it overclaims by mentioning a mechanism not present in the sentence.""
}"
1,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,mesocorticolimbic system,functional connectivity,impulsivity (general),methamphetamine dependence,association,higher,ventral striatal D2-type receptor signaling affects system-level activity,indirect,moderate,"In Study 2, an interaction of the group with RSFC on impulsivity was observed. Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,cognitive impulsivity,midbrain RSFC to the left ventral striatum,"positive in methamphetamine-dependent users, negative in healthy controls","The sentence mentions an interaction between group (methamphetamine-dependent users vs. healthy controls) and RSFC, which indirectly relates to impulsivity. However, it does not directly state the relationship or direction for the entire population. The sentence also overclaims by mentioning 'system-level activity' which is not supported.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""cognitive impulsivity"",
  ""corrected_feature_type"": ""midbrain RSFC to the left ventral striatum"",
  ""corrected_direction"": ""positive in methamphetamine-dependent users, negative in healthy controls"",
  ""rationale"": ""The sentence mentions an interaction between group (methamphetamine-dependent users vs. healthy controls) and RSFC, which indirectly relates to impulsivity. However, it does not directly state the relationship or direction for the entire population. The sentence also overclaims by mentioning 'system-level activity' which is not supported.""
}"
2,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,"frontal cortex, nucleus accumbens",unknown,unknown,METH users vs Controls,association,higher,"dendritic pruning, neurotoxicity, neuroprotective glial response",indirect,moderate,"Compared with same-sex Controls, male METH users had larger, while female METH users had smaller, right superior frontal cortex (interaction-p = 0.0005). The male METH users with larger frontal volumes and female METH users with smaller or thinner frontal cortices had greater Cognitive impulsivity (interaction-p ≤ 0.05). Only female METH users showed relatively larger nucleus accumbens (interaction-p = 0.03).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,yes,Cognitive impulsivity,"right superior frontal cortex, nucleus accumbens","larger, smaller","The sentence provides an indirect association between brain features and cognitive impulsivity, but does not directly state the relationship. It also mentions a group difference without explicitly stating a phenotype-feature association.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Cognitive impulsivity"",
  ""corrected_feature_type"": ""right superior frontal cortex, nucleus accumbens"",
  ""corrected_direction"": ""larger, smaller"",
  ""rationale"": ""The sentence provides an indirect association between brain features and cognitive impulsivity, but does not directly state the relationship. It also mentions a group difference without explicitly stating a phenotype-feature association.""
}"
3,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,frontolimbic cortex,unknown,unknown,patients with BPD vs healthy controls,greater asymmetry,unclear,correlated with a higher score in attention subscale of Barratt Impulsiveness Scale,indirect,moderate,"Furthermore, greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,attention subscale of Barratt Impulsiveness Scale,AI&ACC,unclear,"The sentence mentions a correlation between asymmetry and a specific scale score, which partially supports the claim. However, it does not specify a clear phenotype, and the direction and directness are unclear.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attention subscale of Barratt Impulsiveness Scale"",
  ""corrected_feature_type"": ""AI&ACC"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions a correlation between asymmetry and a specific scale score, which partially supports the claim. However, it does not specify a clear phenotype, and the direction and directness are unclear.""
}"
4,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,EEG,unknown,unknown,severity of Internet addiction as well as with the extent of impulsivity,related,higher,resting-state fast-wave brain activity,indirect,strong,"The Internet addiction group showed lower absolute power on the beta band than did the control group (estimate = -3.370, p < 0.01). On the other hand, the Internet-addiction group showed higher absolute power on the gamma band than did the control group (estimate = 0.434, p < 0.01).",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,no,no,yes,Internet addiction,EEG power in beta and gamma bands,"lower in beta, higher in gamma","The sentence provides indirect evidence for a relationship between Internet addiction and EEG power in the beta and gamma bands. However, it does not directly state the phenotype or feature type, and the directions are mixed.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Internet addiction"",
  ""corrected_feature_type"": ""EEG power in beta and gamma bands"",
  ""corrected_direction"": ""lower in beta, higher in gamma"",
  ""rationale"": ""The sentence provides indirect evidence for a relationship between Internet addiction and EEG power in the beta and gamma bands. However, it does not directly state the phenotype or feature type, and the directions are mixed.""
}"
5,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,hippocampus,functional connectivity,unknown,adolescence,mediates,unclear,hippocampal rsFC with brain networks,unclear,marginal associations and significant associations,"Baseline hippocampal rsFC with the cingulo-parietal network, visual network, sensory-motor network, and DMN showed marginal associations with future tobacco and marijuana use. Additionally, hippocampal rsFC was significantly associated with impulsivity, which, in turn, predicted higher substance use at follow-up.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,no,no,no,yes,tobacco and marijuana use,hippocampal rsFC with brain networks,indirect,"The sentence mentions associations between hippocampal rsFC and future substance use, but it also introduces an intermediate variable (impulsivity) that mediates the relationship. The direction of causality is not clear, and the directness of the relationship is not supported as the sentence does not directly link hippocampal rsFC to substance use.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""tobacco and marijuana use"",
  ""corrected_feature_type"": ""hippocampal rsFC with brain networks"",
  ""corrected_direction"": ""indirect"",
  ""rationale"": ""The sentence mentions associations between hippocampal rsFC and future substance use, but it also introduces an intermediate variable (impulsivity) that mediates the relationship. The direction of causality is not clear, and the directness of the relationship is not supported as the sentence does not directly link hippocampal rsFC to substance use.""
}"
6,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,reward-salience and top down control networks,functional connectivity,unknown,young adult binge (BD) and light (LD) drinkers,association,lower,dysregulation of neurofunctional networks,indirect,moderate,"BDs exhibited enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC, which is consistent with AUD studies and may be indicative of alcohol-motivated appetitive behaviors. Conversely, BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,binge drinkers (BD),connectivity,enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC; lower connectivity between the IFC and hippocampus,"The sentence provides information about connectivity changes but does not directly state the relationship as an association. It also mentions enhanced connectivity in some regions and lower connectivity in others, which contradicts the extracted direction. The sentence also introduces the concept of craving, which is not mentioned in the original claim.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""binge drinkers (BD)"",
  ""corrected_feature_type"": ""connectivity"",
  ""corrected_direction"": ""enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC; lower connectivity between the IFC and hippocampus"",
  ""rationale"": ""The sentence provides information about connectivity changes but does not directly state the relationship as an association. It also mentions enhanced connectivity in some regions and lower connectivity in others, which contradicts the extracted direction. The sentence also introduces the concept of craving, which is not mentioned in the original claim.""
}"
