record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
22,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,impulse control areas,functional connectivity,unknown,neurobiological correlates,reduced activity,lower,impulsive behavior,indirect,moderate,reduced activity in impulse control areas and impaired decision making,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,unknown,functional connectivity,lower,The sentence partially supports the claim but needs revision because it does not specify the directness of the relationship between the phenotype and feature.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""unknown"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence partially supports the claim but needs revision because it does not specify the directness of the relationship between the phenotype and feature.""
}"
23,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,"right lateral orbitofrontal cortex, superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, inferior parietal lobule",unknown,unknown,normal subjects performing a Go/NoGo task,association between BOLD response and impulsivity scores,higher,engagement of right orbitofrontal cortex needed to maintain behavioral inhibition in impulsive individuals,direct,strong,"Subjects with greater scores on impulsivity scales and who made more errors had greater activation of paralimbic areas during response inhibition, while less impulsive individuals and those with least errors activated higher order association areas.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity,response inhibition,greater,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity scores and activation of brain areas during response inhibition.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity"",
  ""corrected_feature_type"": ""response inhibition"",
  ""corrected_direction"": ""greater"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity scores and activation of brain areas during response inhibition.""
}"
24,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,frontal cortical-basal ganglia connections,functional connectivity,unknown,neuropsychological and neurobiologic studies,suggests,unclear,not specified in the abstract,indirect,suggestive,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,ADHD,structural or functional differences,different,"The sentence partially supports the claim, but the phenotype and direction need correction. The sentence does not specify the phenotype, but it is implied to be ADHD. The direction is also unclear, but it can be inferred that the circuitry is different in individuals with ADHD.",,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""ADHD"", ""corrected_feature_type"": ""structural or functional differences"", ""corrected_direction"": ""different"", ""rationale"": ""The sentence partially supports the claim, but the phenotype and direction need correction. The sentence does not specify the phenotype, but it is implied to be ADHD. The direction is also unclear, but it can be inferred that the circuitry is different in individuals with ADHD.""}"
25,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,resting-state fMRI,functional connectivity,unknown,classification of ADHD from typically developing children (TDC),Skip-Vote-Net leverages dynamic connectivity analysis,unclear,majority voting mechanism,direct,high,"In this study, we introduce Skip-Vote-Net, a novel deep learning-based network designed for classifying ADHD from typically developing children (TDC) by leveraging dynamic connectivity analysis on rs-fMRI data collected from 222 participants included in the NYU dataset within the ADHD-200 database.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,ADHD,functional connectivity,unclear,"The sentence partially supports the claim but needs revision or is indirect. The phenotype and feature are mentioned, but the direction is unclear. The relationship is supported, but the directness is not supported because the sentence does not name both phenotype and feature.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""ADHD"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The phenotype and feature are mentioned, but the direction is unclear. The relationship is supported, but the directness is not supported because the sentence does not name both phenotype and feature.""
}"
26,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,reward-salience and top down control networks,functional connectivity,unknown,young adult binge (BD) and light (LD) drinkers,association,lower,dysregulation of neurofunctional networks,indirect,moderate,"BDs exhibited enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC, which is consistent with AUD studies and may be indicative of alcohol-motivated appetitive behaviors. Conversely, BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,binge drinking,functional connectivity,higher,"The sentence partially supports the claim, but the phenotype and direction need correction. The sentence states that BDs exhibited enhanced connectivity, which is consistent with higher, not lower, functional connectivity. The corrected phenotype is 'binge drinking' and the corrected direction is 'higher'. The directness is also not supported because the sentence does not name both phenotype and feature.",,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""binge drinking"", ""corrected_feature_type"": ""functional connectivity"", ""corrected_direction"": ""higher"", ""rationale"": ""The sentence partially supports the claim, but the phenotype and direction need correction. The sentence states that BDs exhibited enhanced connectivity, which is consistent with higher, not lower, functional connectivity. The corrected phenotype is 'binge drinking' and the corrected direction is 'higher'. The directness is also not supported because the sentence does not name both phenotype and feature.""}"
27,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,cortex,unknown,impulsivity (general),healthy young adults,association,higher,early brain development,indirect,moderate,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.). BIS motor score was positively correlated with LGI in the left superior temporal, lingual and supramarginal gyrus (each p < 0.05 CWP corr.). BIS non-planning score showed a positive correlation with LGI in the pars opercularis of the right inferior frontal gyrus and the left middle temporal, precentral and superior parietal gyrus (each p < 0.05 CWP corr.).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": null
}"
28,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,"locus coeruleus, prefrontal cortex",unknown,unknown,healthy adults,mediates,higher,functional connectivity between prefrontal regions,indirect,moderate,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,response inhibition,"cortical integrity, connectivity",positive,"The sentence partially supports the claim, but the phenotype and feature need to be corrected. The relationship is supported, but the direction is not explicitly stated as 'higher' in the sentence. The directness is not supported because the sentence does not name both phenotype and feature.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""response inhibition"",
  ""corrected_feature_type"": ""cortical integrity, connectivity"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence partially supports the claim, but the phenotype and feature need to be corrected. The relationship is supported, but the direction is not explicitly stated as 'higher' in the sentence. The directness is not supported because the sentence does not name both phenotype and feature.""
}"
29,39315326,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,Barratt Impulsiveness Scale resting-state fMRI,"Executive Control Network (ECN), Salience Network (SN), Dorsal Attention Network (DAN)",functional connectivity,impulsivity (general),adolescents,correlation,higher,"impulsivity in IGD subjects shows a positive correlation with the severity of IGD, linked to impairments in the ECN and a decrease in functional connectivity between the SN and ECN",indirect,strong,"impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, functional connectivity as the feature type, correlation as the relationship, higher as the direction, and indirect as the directness. The brain systems mentioned (ECN, SN, DAN) match the extracted brain system, and the diagnostic context is adolescents. The mechanism is also supported as it describes the correlation between impulsivity and IGD severity linked to impairments in the ECN and a decrease in functional connectivity between the SN and ECN.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, functional connectivity as the feature type, correlation as the relationship, higher as the direction, and indirect as the directness. The brain systems mentioned (ECN, SN, DAN) match the extracted brain system, and the diagnostic context is adolescents. The mechanism is also supported as it describes the correlation between impulsivity and IGD severity linked to impairments in the ECN and a decrease in functional connectivity between the SN and ECN.""
}"
30,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,nervous system,unknown,attentional impulsivity,adults with comorbid conditions,plays a critical role in the development and manifestation of ADHD symptoms,unclear,"reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS)",direct,strong,"Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms. Studies have shown that individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,unknown,unclear,"The sentence clearly supports the phenotype (attentional impulsivity), feature (unknown), relationship (plays a critical role in the development and manifestation of ADHD symptoms), and direction (unclear) when stated. The directness is also supported as the sentence names both phenotype and feature.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""unknown"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence clearly supports the phenotype (attentional impulsivity), feature (unknown), relationship (plays a critical role in the development and manifestation of ADHD symptoms), and direction (unclear) when stated. The directness is also supported as the sentence names both phenotype and feature.""
}"
31,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,right inferior frontal gyrus and right middle frontal gyrus,functional connectivity,unknown,impulsivity,positive association,higher,mediation by ImpSS,indirect,moderate,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,BMI,functional connectivity,positive association,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""BMI"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""positive association"",
  ""rationale"": null
}"
32,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"default mode network (DMN), salience networks (SN)",dynamic connectivity,attentional impulsivity,drug-naïve children,abnormal stability of dynamic functional architecture,higher,Stroop test performance correlated with decreased FS in the bilateral SFG,direct,strong,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN) (GRF, voxel-wise p < 0.001, cluster-wise p < 0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe, and (3) worse performance in the Stroop test that significantly correlate with decreased FS in the bilateral SFG (p = 0.043, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,dynamic connectivity,higher,"The sentence clearly supports the claim by stating that children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus (SFG), which is associated with attentional impulsivity, and increased FS in the right middle temporal gyrus (MTG), which belongs to the default mode network (DMN). The sentence also mentions increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN), which supports the relationship of abnormal stability of dynamic functional architecture. The direction of higher is also supported as the sentence states that children with ADHD exhibited decreased FS in the bilateral SFG, which is associated with attentional impulsivity.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""dynamic connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the claim by stating that children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus (SFG), which is associated with attentional impulsivity, and increased FS in the right middle temporal gyrus (MTG), which belongs to the default mode network (DMN). The sentence also mentions increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN), which supports the relationship of abnormal stability of dynamic functional architecture. The direction of higher is also supported as the sentence states that children with ADHD exhibited decreased FS in the bilateral SFG, which is associated with attentional impulsivity.""
}"
33,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,"ventral medial prefrontal cortex, δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex), β-network (regions of the reward system involved in the mesocorticolimbic pathway)",functional connectivity,impulsivity (general),abstinent heroin-dependent subjects vs. nondrug-using subjects,influence,unclear,the imbalanced link between the β- and δ-networks is associated with impulsivity in abstinent heroin-dependent subjects,direct,strong,"In control nondrug-using subjects, the functional link between the β- and δ-networks is balanced, and the δ-network competitively controls impulsivity. However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,influence,"The sentence clearly supports the phenotype, feature, relationship, and direction/directness when stated.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""influence"",
  ""rationale"": ""The sentence clearly supports the phenotype, feature, relationship, and direction/directness when stated.""
}"
34,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum",functional connectivity,unknown,fMRI scans,alterations,higher,"uncontrolled use of technologies, loss of inhibitory control in decision-making, transforming leisure into dependence",direct,moderate,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,no,yes,yes,no,no,no,unknown,functional connectivity,mixed,"The sentence partially supports the claim but needs revision or is indirect. The phenotype is unknown, the feature is supported, the relationship is supported, the direction is mixed, and the directness is not supported.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""unknown"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""mixed"",
  ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The phenotype is unknown, the feature is supported, the relationship is supported, the direction is mixed, and the directness is not supported.""
}"
35,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,"fronto-parietal network, inferior parietal lobule, right dorsolateral prefrontal cortex (DLPFC), anterior cingulate cortex",unknown,unknown,,correlation,higher,impulsivity scores associated with brain activity in specific regions,direct,moderate,"Specifically, higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex. Higher attention impulsivity was associated with a smaller proactive control effect in the right DLPFC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsiveness,control effect,,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""motor impulsiveness"",
  ""corrected_feature_type"": ""control effect"",
  ""corrected_direction"": null,
  ""rationale"": null
}"
36,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,resting-state brain,functional connectivity,impulsivity (general),,association,higher,,indirect,moderate,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,The sentence partially supports the claim but needs revision because it does not name the directness of the relationship between the phenotype and feature. The sentence also mentions additional features (sensitivity to punishment/reward) that are not part of the extracted claim.,,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": ""functional connectivity"", ""corrected_direction"": ""higher"", ""rationale"": ""The sentence partially supports the claim but needs revision because it does not name the directness of the relationship between the phenotype and feature. The sentence also mentions additional features (sensitivity to punishment/reward) that are not part of the extracted claim.""}"
37,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,"default mode network, dorsal and ventral attention networks",functional connectivity,impulsivity (general),adolescence,association,higher,connectivity patterns emanating from the left dorsal prefrontal cortex,indirect,moderate,"These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": null
}"
38,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,fronto-temporal-limbic regions,unknown,unknown,Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),alterations,unclear,serotonergic and endocannabinoid signaling systems,indirect,moderate,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity,behavior,positive,"The sentence partially supports the claim but needs revision or is indirect. The phenotype is not explicitly stated in the evidence sentence, but it can be inferred as 'impulsivity'. The feature type is also not explicitly stated, but it can be inferred as 'behavior'. The relationship is supported, but the direction is unclear. The directness is indirect, but the sentence does not name both phenotype and feature, so directness_supported is set to false.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity"",
  ""corrected_feature_type"": ""behavior"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The phenotype is not explicitly stated in the evidence sentence, but it can be inferred as 'impulsivity'. The feature type is also not explicitly stated, but it can be inferred as 'behavior'. The relationship is supported, but the direction is unclear. The directness is indirect, but the sentence does not name both phenotype and feature, so directness_supported is set to false.""
}"
39,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,subthalamic nucleus,unknown,unknown,subjects with obsessive compulsive disorder who have undergone deep brain stimulation of the limbic and associative subthalamic nucleus,causally implicated,unclear,shifts evidence accumulation towards a functional less cautious style,direct,strong,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,decisional impulsivity,behavioral feature,increases,"The sentence clearly supports the claim by stating that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity, which is a direct association between a brain system and a phenotype. The direction of the association is also clearly stated as an increase.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""decisional impulsivity"",
  ""corrected_feature_type"": ""behavioral feature"",
  ""corrected_direction"": ""increases"",
  ""rationale"": ""The sentence clearly supports the claim by stating that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity, which is a direct association between a brain system and a phenotype. The direction of the association is also clearly stated as an increase.""
}"
40,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,"dorsolateral prefrontal cortex, presupplementary motor area, bilateral amygdala, precuneus, insula",functional connectivity,unknown,repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention psychotherapy,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity predict treatment response,higher,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity during planning and inhibition-related processes are associated with clinical response for specific rTMS conditions in OCD,indirect,moderate,"For the vertex group, but not the dorsolateral prefrontal cortex/presupplementary motor area rTMS conditions, higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,short-term clinical improvement,task-related brain activation,higher,"The sentence partially supports the claim but needs revision or is indirect. The phenotype is not explicitly stated as 'unknown' in the evidence sentence, so it should be corrected to 'short-term clinical improvement'. The feature type is partially supported as 'task-related brain activation' but could be more specific. The direction is supported as 'higher' but the directness is not supported because the sentence does not name both phenotype and feature.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""short-term clinical improvement"",
  ""corrected_feature_type"": ""task-related brain activation"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The phenotype is not explicitly stated as 'unknown' in the evidence sentence, so it should be corrected to 'short-term clinical improvement'. The feature type is partially supported as 'task-related brain activation' but could be more specific. The direction is supported as 'higher' but the directness is not supported because the sentence does not name both phenotype and feature.""
}"
