record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
23,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,"right lateral orbitofrontal cortex, superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, inferior parietal lobule",unknown,unknown,,associated with,unclear,,unclear,,Neural response during response inhibition was most prominent in the right lateral orbitofrontal cortex.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,neural response,,The sentence clearly indicates an association between the phenotype 'response inhibition' and the feature 'neural response' in the brain system specified.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""neural response during response inhibition"", ""relationship_supported"": ""associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": ""neural response"", ""corrected_direction"": null, ""rationale"": ""The sentence clearly indicates an association between the phenotype 'response inhibition' and the feature 'neural response' in the brain system specified.""}"
24,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,frontal cortical-basal ganglia connections,functional connectivity,attentional impulsivity,,may be structurally or functionally different,unclear,,unclear,,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly mentions the phenotype 'attentional impulsivity' is potentially different in individuals with ADHD, and it also mentions the feature type 'functional connectivity' and the relationship 'may be structurally or functionally different' in the same context.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""may be structurally or functionally different"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly mentions the phenotype 'attentional impulsivity' is potentially different in individuals with ADHD, and it also mentions the feature type 'functional connectivity' and the relationship 'may be structurally or functionally different' in the same context.""}"
25,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,,functional connectivity,attentional impulsivity,classification,association,unclear,deep learning-based network (Skip-Vote-Net),unclear,,"In this study, we introduce Skip-Vote-Net, a novel deep learning-based network designed for classifying ADHD from typically developing children (TDC) by leveraging dynamic connectivity analysis on rs-fMRI data collected from 222 participants included in the NYU dataset within the ADHD-200 database.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,0,revise,unclear,unclear,unclear,unclear,unclear,unclear,"attentional impulsivity (implicit, as ADHD is the focus of the study)",,,"The sentence mentions the use of functional connectivity analysis, but it does not explicitly state an association with attentional impulsivity. However, since the study is about ADHD classification, it can be inferred that the functional connectivity analysis is likely related to attentional impulsivity, a common symptom of ADHD.",," {""support_score"": null, ""decision"": ""revise"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""attentional impulsivity (implicit, as ADHD is the focus of the study)"", ""corrected_feature_type"": null, ""rationale"": ""The sentence mentions the use of functional connectivity analysis, but it does not explicitly state an association with attentional impulsivity. However, since the study is about ADHD classification, it can be inferred that the functional connectivity analysis is likely related to attentional impulsivity, a common symptom of ADHD.""}"
26,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,"['nucleus accumbens and caudate nucleus', 'anterior cingulate cortex (ACC)', 'orbitofrontal cortex', 'inferior frontal cortex (IFC)', 'hippocampus']",functional connectivity,unknown,,['associated with'],unclear,,unclear,,"BDs exhibited enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC, which is consistent with AUD studies and may be indicative of alcohol-motivated appetitive behaviors.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,binge drinking,,,"The sentence directly states that binge drinking is associated with altered functional connectivity, specifically between the striatal reward areas, orbitofrontal cortex, and ACC. The altered functional connectivity is indicative of a phenotype, but the specific brain system(s) involved are not named in the sentence, so the brain_system field remains unchanged.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""binge drinking"", ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that binge drinking is associated with altered functional connectivity, specifically between the striatal reward areas, orbitofrontal cortex, and ACC. The altered functional connectivity is indicative of a phenotype, but the specific brain system(s) involved are not named in the sentence, so the brain_system field remains unchanged.""}"
27,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,,unknown,impulsivity (general),,positively correlated,unclear,,unclear,,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.). BIS motor score was positively correlated with LGI in the left superior temporal, lingual and supramarginal gyrus (each p < 0.05 CWP corr.). BIS non-planning score showed a positive correlation with LGI in the pars opercularis of the right inferior frontal gyrus and the left middle temporal, precentral and superior parietal gyrus (each p < 0.05 CWP corr.).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,yes,yes,yes,yes,yes,unclear,,,,"The sentence directly states a positive correlation between impulsivity subscores (BIS) and cortical folding in several distinct brain areas, which aligns with the extracted claim.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a positive correlation between impulsivity subscores (BIS) and cortical folding in several distinct brain areas, which aligns with the extracted claim.""}"
28,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,Locus Coeruleus,functional connectivity,unknown,Healthy adults,Mediates,unclear,Noradrenergic regulation,unclear,,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence clearly states that better response inhibition is correlated with stronger connectivity between specific brain regions, which aligns with the claim of a mediating relationship between the Locus Coeruleus and functional connectivity in the prefrontal cortex.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG)"", ""relationship_supported"": ""correlated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence clearly states that better response inhibition is correlated with stronger connectivity between specific brain regions, which aligns with the claim of a mediating relationship between the Locus Coeruleus and functional connectivity in the prefrontal cortex.""}"
29,39315326,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,Barratt Impulsiveness Scale resting-state fMRI,"['Executive Control Network (ECN)', 'Salience Network (SN)', 'Dorsal Attention Network (DAN)']",functional connectivity,unknown,,"['positive correlation', 'linked', 'decrease', 'associated with', 'increased functional connectivity']",unclear,,unclear,,"In comparison to the control group, impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states a positive correlation between impulsivity and IGD, and a decrease in functional connectivity between the Salience Network (SN) and ECN in IGD subjects compared to the control group.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""IGD"", ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""['positive correlation', 'linked', 'decrease']"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a positive correlation between impulsivity and IGD, and a decrease in functional connectivity between the Salience Network (SN) and ECN in IGD subjects compared to the control group.""}"
30,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,,unknown,attentional impulsivity,,association,unclear,play a critical role in the development and manifestation of ADHD symptoms.,unclear,,Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states that oxidative stress plays a critical role in the development and manifestation of ADHD symptoms, which aligns with the claim's phenotype and relationship.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""attentional impulsivity"", ""feature_supported"": null, ""relationship_supported"": ""association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that oxidative stress plays a critical role in the development and manifestation of ADHD symptoms, which aligns with the claim's phenotype and relationship.""}"
31,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,right inferior frontal gyrus,functional connectivity,unknown,,positive association,unclear,,unclear,,There was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus, which aligns with the extracted claim's feature and relationship.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""positive association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus, which aligns with the extracted claim's feature and relationship.""}"
32,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"['Default Mode Network (DMN)', 'Salience Network (SN)']",dynamic connectivity,attentional impulsivity,drug-naïve children,"['associated with', 'increased', 'decreased']",higher,,unclear,,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN) (GRF, voxel-wise p<0.001, cluster-wise p<0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe, and (3) worse performance in the Stroop test that significantly correlate with decreased FS in the bilateral SFG (p=0.043, FDR corrected).",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,yes,yes,yes,yes,yes,unclear,attentional impulsivity,dynamic connectivity,higher,,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": ""attentional impulsivity"", ""corrected_feature_type"": ""dynamic connectivity"", ""corrected_direction"": ""higher""}

Rationale: The sentence clearly supports the phenotype (attentional impulsivity, as ADHD is a disorder associated with attentional impulsivity), feature type (dynamic connectivity, as the sentence discusses functional connectivity), relationship (increased and decreased connectivity between brain regions), direction (higher, as the sentence discusses increased connectivity in some cases and decreased in others), and directness (unclear, as the sentence does not name both phenotype and feature, but the extracted claim is unclear about this field as well). No overclaiming is present."
33,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,"['ventral medial prefrontal cortex', 'δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex)', 'β-network (regions of the reward system involved in the mesocorticolimbic pathway)']",functional connectivity,impulsivity (general),"['abstinent heroin-dependent subjects', 'nondrug-using subjects']",influence,unclear,,unclear,,"We demonstrated that through functional connectivity with the ventral medial prefrontal cortex, the δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex) and the β-network (regions of the reward system involved in the mesocorticolimbic pathway), jointly influence impulsivity measured by the Barratt impulsiveness scale scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,impulsivity (general),,,"The sentence directly states that the δ-network and β-network influence impulsivity, which aligns with the extracted claim's phenotype and feature_type.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""δ-network, β-network"", ""relationship_supported"": ""influence"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": null, ""rationale"": ""The sentence directly states that the δ-network and β-network influence impulsivity, which aligns with the extracted claim's phenotype and feature_type.""}"
34,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex, striatum",functional connectivity,unknown,"uncontrolled use of technologies among the young population, loss of inhibitory control in decision-making, transforming leisure into dependence, understanding associated risks and harms, difficulties in resisting the desire to stop playing",alters,unclear,,unclear,,"The brain regions with the most significant changes in functional connectivity in individuals with IGD symptoms are the prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states that functional connectivity alters in the specified brain regions for individuals with IGD symptoms.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""IGD symptoms"", ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""alters"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that functional connectivity alters in the specified brain regions for individuals with IGD symptoms.""}"
35,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,"['inferior parietal lobule', 'right dorsolateral prefrontal cortex (DLPFC)', 'anterior cingulate contex']",unknown,unknown,,correlates,unclear,,unclear,,Higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex. Higher attention impulsivity was associated with a smaller proactive control effect in the right DLPFC.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence clearly states that higher motor impulsiveness and higher attention impulsivity are associated with larger and smaller proactive and reactive control effects in specific brain regions, respectively. The direction is supported as the sentence mentions larger and smaller effects, and the directness is supported as both the phenotype and the feature are named.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""Higher motor impulsiveness and Higher attention impulsivity"", ""feature_supported"": ""inferior parietal lobule, right dorsolateral prefrontal cortex (DLPFC), anterior cingulate contex"", ""relationship_supported"": ""was associated with"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence clearly states that higher motor impulsiveness and higher attention impulsivity are associated with larger and smaller proactive and reactive control effects in specific brain regions, respectively. The direction is supported as the sentence mentions larger and smaller effects, and the directness is supported as both the phenotype and the feature are named.""}"
36,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,,unknown,unknown,,association,unclear,resting-state brain functional connectivity,unclear,,"Compared with the lower-frequency SMA pattern group, the video-centric higher-frequency SMA pattern group demonstrated higher impulsivity.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states an association between the video-centric higher-frequency SMA pattern and impulsivity, although the direction is not explicitly stated.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""impulsivity"", ""feature_supported"": ""video-centric higher-frequency SMA pattern"", ""relationship_supported"": ""association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states an association between the video-centric higher-frequency SMA pattern and impulsivity, although the direction is not explicitly stated.""}"
37,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,Dorsal Prefrontal Cortex,functional connectivity,impulsivity (general),,Associated with,unclear,,unclear,,These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,impulsivity (general),,,"The sentence directly states that individual differences in delay discounting (a measure of impulsivity) are associated with patterns of connectivity, which is functional connectivity in this context, emanating from the left dorsal prefrontal cortex.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""Associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that individual differences in delay discounting (a measure of impulsivity) are associated with patterns of connectivity, which is functional connectivity in this context, emanating from the left dorsal prefrontal cortex.""}"
38,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,,unknown,unknown,Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),linked to,unclear,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems,unclear,,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states that alterations in the specified brain regions and signaling systems are linked to impulsivity, which is a feature of aggression. The paper's context suggests this link is in the context of BPD and ASPD.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""Borderline personality disorder (BPD) and antisocial personality disorder (ASPD)"", ""feature_supported"": ""fronto-temporal-limbic regions, serotonergic signaling systems, endocannabinoid signaling systems"", ""relationship_supported"": ""linked to"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that alterations in the specified brain regions and signaling systems are linked to impulsivity, which is a feature of aggression. The paper's context suggests this link is in the context of BPD and ASPD.""}"
39,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,subthalamic nucleus,unknown,unknown,,causally implicated in increasing,higher,deep brain stimulation,unclear,,Stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity and delay discounting, which aligns with the claim's relationship and direction.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""decisional impulsivity, delay discounting"", ""relationship_supported"": ""causally implicated in increasing"", ""direction_supported"": ""higher"", ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity and delay discounting, which aligns with the claim's relationship and direction.""}"
40,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,"['dorsolateral prefrontal cortex', 'presupplementary motor area', 'precuneus', 'insular-amygdalar']",functional connectivity,unknown,Obsessive-Compulsive Disorder (OCD),"['corresponds with', 'is correlated with', 'is associated with']",unclear,,unclear,,"For the vertex group, but not the dorsolateral prefrontal cortex/presupplementary motor area rTMS conditions, higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement. Lower precuneus activation with increased planning taskload was correlated with symptom reduction in the dorsolateral prefrontal cortex group. In the presupplementary motor area group, higher error-related activation and lower inhibition-related insular-amygdalar connectivity were associated with symptom reduction.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states that higher activation, error-related activation, and lower inhibition-related insular-amygdalar connectivity correspond with, are correlated with, or are associated with better short-term clinical improvement. The sentence also mentions that lower precuneus activation with increased planning taskload is correlated with symptom reduction in the dorsolateral prefrontal cortex group, and higher activation in several task-relevant regions during planning and response inhibition in the vertex group is correlated with better short-term clinical improvement. The brain regions mentioned in the sentence are part of the extracted brain_system.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""short-term clinical improvement"", ""feature_supported"": [""activation"", ""error-related activation"", ""inhibition-related insular-amygdalar connectivity""], ""relationship_supported"": [""corresponds with"", ""is correlated with"", ""is associated with""], ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that higher activation, error-related activation, and lower inhibition-related insular-amygdalar connectivity correspond with, are correlated with, or are associated with better short-term clinical improvement. The sentence also mentions that lower precuneus activation with increased planning taskload is correlated with symptom reduction in the dorsolateral prefrontal cortex group, and higher activation in several task-relevant regions during planning and response inhibition in the vertex group is correlated with better short-term clinical improvement. The brain regions mentioned in the sentence are part of the extracted brain_system.""}"
41,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,Prefrontal Cortex,functional connectivity,impulsivity (general),Bipolar Disorder with and without a history of Suicide Attempts,Association,unclear,,unclear,,These reductions in FC of the fronto-thalamic and fronto-sensorimotor circuits were significantly associated with higher trait impulsivity scores.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states an association between functional connectivity and impulsivity scores.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""Association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states an association between functional connectivity and impulsivity scores.""}"
42,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,,unknown,unknown,,mediates,unclear,executive functions and driving self-regulation,unclear,,Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states that executive functions and driving self-regulation mediate the effect of attention impulsivity on driving errors, which aligns with the extracted claim's phenotype, feature, relationship, and direction.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""driving errors"", ""feature_supported"": ""executive functions and driving self-regulation"", ""relationship_supported"": ""mediates"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that executive functions and driving self-regulation mediate the effect of attention impulsivity on driving errors, which aligns with the extracted claim's phenotype, feature, relationship, and direction.""}"
43,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,report greater impulsiveness,higher,,unclear,,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11)",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly compares self-injurers with non-injurious controls on self-reported impulsiveness, supporting the claim of reporting greater impulsiveness.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""adult female self-injurers"", ""feature_supported"": ""self-reported impulsiveness"", ""relationship_supported"": ""report greater impulsiveness"", ""direction_supported"": ""higher"", ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly compares self-injurers with non-injurious controls on self-reported impulsiveness, supporting the claim of reporting greater impulsiveness.""}"
