record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
28,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,"locus coeruleus, prefrontal cortex",unknown,unknown,healthy adults,mediates,higher,functional connectivity between prefrontal regions,indirect,moderate,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses correlation with locus coeruleus integrity and connectivity between brain regions, but does not directly address the mediation of noradrenergic regulation of inhibitory control as claimed. It also does not specify a clear phenotype or feature type, and the relationship and direction are not clearly supported.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence discusses correlation with locus coeruleus integrity and connectivity between brain regions, but does not directly address the mediation of noradrenergic regulation of inhibitory control as claimed. It also does not specify a clear phenotype or feature type, and the relationship and direction are not clearly supported.""
}"
29,39315326,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,Barratt Impulsiveness Scale resting-state fMRI,"Executive Control Network (ECN), Salience Network (SN), Dorsal Attention Network (DAN)",functional connectivity,impulsivity (general),adolescents,correlation,higher,"impulsivity in IGD subjects shows a positive correlation with the severity of IGD, linked to impairments in the ECN and a decrease in functional connectivity between the SN and ECN",indirect,strong,"impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence directly states a positive correlation between impulsivity and the severity of IGD, which aligns with the claim. It also mentions a decrease in functional connectivity between the SN and ECN, supporting the feature type and direction.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states a positive correlation between impulsivity and the severity of IGD, which aligns with the claim. It also mentions a decrease in functional connectivity between the SN and ECN, supporting the feature type and direction.""
}"
30,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,nervous system,unknown,attentional impulsivity,adults with comorbid conditions,plays a critical role in the development and manifestation of ADHD symptoms,unclear,"reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS)",direct,strong,"Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms. Studies have shown that individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,no,no,yes,attentional impulsivity,antioxidant enzymes and total antioxidant status,unclear,"The sentence supports the relationship between oxidative stress and ADHD symptoms, mentions the reduced levels of key antioxidant enzymes and diminished total antioxidant status, which aligns with the extracted claim. However, it does not specify the feature type, direction, or directness of the relationship, and it overclaims by mentioning a group difference without directly linking it to the phenotype-feature association.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""antioxidant enzymes and total antioxidant status"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence supports the relationship between oxidative stress and ADHD symptoms, mentions the reduced levels of key antioxidant enzymes and diminished total antioxidant status, which aligns with the extracted claim. However, it does not specify the feature type, direction, or directness of the relationship, and it overclaims by mentioning a group difference without directly linking it to the phenotype-feature association.""
}"
31,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,right inferior frontal gyrus and right middle frontal gyrus,functional connectivity,unknown,impulsivity,positive association,higher,mediation by ImpSS,indirect,moderate,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,no,BMI,functional connectivity,higher,"The sentence clearly states a positive association between BMI and functional connectivity, which matches the claim. However, the direction is not directly stated as 'higher', so directness_supported is false.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": null,
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""positive association"",
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""BMI"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly states a positive association between BMI and functional connectivity, which matches the claim. However, the direction is not directly stated as 'higher', so directness_supported is false.""
}"
32,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"default mode network (DMN), salience networks (SN)",dynamic connectivity,attentional impulsivity,drug-naïve children,abnormal stability of dynamic functional architecture,higher,Stroop test performance correlated with decreased FS in the bilateral SFG,direct,strong,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN) (GRF, voxel-wise p < 0.001, cluster-wise p < 0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe, and (3) worse performance in the Stroop test that significantly correlate with decreased FS in the bilateral SFG (p = 0.043, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,attentional impulsivity,dynamic connectivity,decreased stability,"The sentence mentions decreased FS in the bilateral SFG, which correlates with worse Stroop test performance, but does not directly state the relationship as 'abnormal stability.' The direction and directness need to be more explicitly stated.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""attentional impulsivity"",
  ""feature_supported"": ""dynamic connectivity"",
  ""relationship_supported"": ""abnormal stability of dynamic functional architecture"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""dynamic connectivity"",
  ""corrected_direction"": ""decreased stability"",
  ""rationale"": ""The sentence mentions decreased FS in the bilateral SFG, which correlates with worse Stroop test performance, but does not directly state the relationship as 'abnormal stability.' The direction and directness need to be more explicitly stated.""
}"
33,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,"ventral medial prefrontal cortex, δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex), β-network (regions of the reward system involved in the mesocorticolimbic pathway)",functional connectivity,impulsivity (general),abstinent heroin-dependent subjects vs. nondrug-using subjects,influence,unclear,the imbalanced link between the β- and δ-networks is associated with impulsivity in abstinent heroin-dependent subjects,direct,strong,"In control nondrug-using subjects, the functional link between the β- and δ-networks is balanced, and the δ-network competitively controls impulsivity. However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence provides information about the relationship between the β- and δ-networks and impulsivity, which aligns with the claim. However, the direction of influence is not explicitly stated.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence provides information about the relationship between the β- and δ-networks and impulsivity, which aligns with the claim. However, the direction of influence is not explicitly stated.""
}"
34,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum",functional connectivity,unknown,fMRI scans,alterations,higher,"uncontrolled use of technologies, loss of inhibitory control in decision-making, transforming leisure into dependence",direct,moderate,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,unknown,functional connectivity,higher or lower,"The sentence does not specify the exact phenotype, the direction of change (increase or decrease), and the directness of the relationship between the phenotype and the feature. It also implies a broader context of changes rather than a specific alteration in functional connectivity.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""unknown"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher or lower"",
  ""rationale"": ""The sentence does not specify the exact phenotype, the direction of change (increase or decrease), and the directness of the relationship between the phenotype and the feature. It also implies a broader context of changes rather than a specific alteration in functional connectivity.""
}"
35,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,"fronto-parietal network, inferior parietal lobule, right dorsolateral prefrontal cortex (DLPFC), anterior cingulate cortex",unknown,unknown,,correlation,higher,impulsivity scores associated with brain activity in specific regions,direct,moderate,"Specifically, higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex. Higher attention impulsivity was associated with a smaller proactive control effect in the right DLPFC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,"motor impulsiveness, attention impulsivity","proactive control effect, reactive control effect","larger, smaller","The sentence directly states correlations between impulsivity scores and brain activity in specific regions, supporting the claim with clear directionality and directness.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""motor impulsiveness, attention impulsivity"",
  ""corrected_feature_type"": ""proactive control effect, reactive control effect"",
  ""corrected_direction"": ""larger, smaller"",
  ""rationale"": ""The sentence directly states correlations between impulsivity scores and brain activity in specific regions, supporting the claim with clear directionality and directness.""
}"
36,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,resting-state brain,functional connectivity,impulsivity (general),,association,higher,,indirect,moderate,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,impulsivity (general),functional connectivity,higher,"The sentence mentions an association between impulsivity and altered resting-state brain functional connectivity, but it does not directly state that higher impulsivity is associated with higher functional connectivity. The direction and directness need to be clarified.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions an association between impulsivity and altered resting-state brain functional connectivity, but it does not directly state that higher impulsivity is associated with higher functional connectivity. The direction and directness need to be clarified.""
}"
37,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,"default mode network, dorsal and ventral attention networks",functional connectivity,impulsivity (general),adolescence,association,higher,connectivity patterns emanating from the left dorsal prefrontal cortex,indirect,moderate,"These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,yes,impulsivity (general),connectivity patterns emanating from the left dorsal prefrontal cortex,higher,"The sentence supports the phenotype, feature, relationship, and direction. However, the directness is not explicitly stated, and the claim overstates the brain system involved.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""connectivity patterns emanating from the left dorsal prefrontal cortex"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence supports the phenotype, feature, relationship, and direction. However, the directness is not explicitly stated, and the claim overstates the brain system involved.""
}"
38,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,fronto-temporal-limbic regions,unknown,unknown,Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),alterations,unclear,serotonergic and endocannabinoid signaling systems,indirect,moderate,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,no,no,yes,aggression,serotonergic and endocannabinoid signaling systems,unclear,"The sentence mentions a group difference (BPD and ASPD) and a relationship (linking impulsivity to aggression), but it does not directly state that alterations in the brain regions and signaling systems cause or are associated with aggression. The direction of the relationship is unclear, and the phenotype and feature are not explicitly named.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""aggression"",
  ""corrected_feature_type"": ""serotonergic and endocannabinoid signaling systems"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions a group difference (BPD and ASPD) and a relationship (linking impulsivity to aggression), but it does not directly state that alterations in the brain regions and signaling systems cause or are associated with aggression. The direction of the relationship is unclear, and the phenotype and feature are not explicitly named.""
}"
39,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,subthalamic nucleus,unknown,unknown,subjects with obsessive compulsive disorder who have undergone deep brain stimulation of the limbic and associative subthalamic nucleus,causally implicated,unclear,shifts evidence accumulation towards a functional less cautious style,direct,strong,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,decisional impulsivity,"evidence accumulation during probabilistic uncertainty, delay discounting",increasing,"The sentence directly states that stimulation of the subthalamic nucleus causally implicates an increase in decisional impulsivity and changes in evidence accumulation and delay discounting, which aligns with the extracted claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""decisional impulsivity"",
  ""corrected_feature_type"": ""evidence accumulation during probabilistic uncertainty, delay discounting"",
  ""corrected_direction"": ""increasing"",
  ""rationale"": ""The sentence directly states that stimulation of the subthalamic nucleus causally implicates an increase in decisional impulsivity and changes in evidence accumulation and delay discounting, which aligns with the extracted claim.""
}"
40,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,"dorsolateral prefrontal cortex, presupplementary motor area, bilateral amygdala, precuneus, insula",functional connectivity,unknown,repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention psychotherapy,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity predict treatment response,higher,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity during planning and inhibition-related processes are associated with clinical response for specific rTMS conditions in OCD,indirect,moderate,"For the vertex group, but not the dorsolateral prefrontal cortex/presupplementary motor area rTMS conditions, higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,null,task-related brain activation,higher,"The sentence mentions task-related brain activation but does not explicitly state functional connectivity. The direction and directness are not clearly supported as the sentence refers to activation levels rather than connectivity. Additionally, the sentence implies a group difference (vertex vs. dorsolateral prefrontal cortex/presupplementary motor area) which is not captured in the original claim.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""null"",
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""partially"",
  ""direction_supported"": ""false"",
  ""directness_supported"": ""false"",
  ""overclaiming"": ""true"",
  ""corrected_phenotype"": ""null"",
  ""corrected_feature_type"": ""task-related brain activation"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions task-related brain activation but does not explicitly state functional connectivity. The direction and directness are not clearly supported as the sentence refers to activation levels rather than connectivity. Additionally, the sentence implies a group difference (vertex vs. dorsolateral prefrontal cortex/presupplementary motor area) which is not captured in the original claim.""
}"
41,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,prefrontal cortex,functional connectivity,impulsivity (general),bipolar disorder with or without a history of suicide attempts,association,lower,specific PFC-based FC alterations,indirect,moderate,BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,impulsivity (general),functional connectivity,lower,The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity. It also does not specify the direction of the association.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""impulsivity (general)"",
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""association"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity. It also does not specify the direction of the association.""
}"
42,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,,unknown,impulsivity (general),,mediation,unclear,"executive functions, reflective functioning, and driving self-regulation",indirect,moderate,"Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors. Executive functions, reflective functioning, and driving self-regulation mediated the relationship between motor impulsivity and driving errors.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,yes,no,no,impulsivity (general),"executive functions, reflective functioning, and driving self-regulation",unclear,"The sentence directly states that executive functions, reflective functioning, and driving self-regulation mediate the relationship between impulsivity and driving errors, which supports the phenotype and relationship. However, it does not explicitly name these as features, making directness_supported=false.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""executive functions, reflective functioning, and driving self-regulation"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence directly states that executive functions, reflective functioning, and driving self-regulation mediate the relationship between impulsivity and driving errors, which supports the phenotype and relationship. However, it does not explicitly name these as features, making directness_supported=false.""
}"
43,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,impulsivity (general),non-suicidal self-injury (NSSI),association,higher,,indirect,moderate,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,no,yes,yes,no,no,impulsivity (general),"behavioral disinhibition, risky decision-making, delay discounting",higher,"The sentence supports the relationship between self-injurers and higher impulsivity, specifically through self-reported and performance-based measures. However, it does not directly name impulsivity as the phenotype, and the feature type is not explicitly stated.",,"{
    ""support_score"": 1,
    ""decision"": ""keep"",
    ""phenotype_supported"": true,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": false,
    ""corrected_phenotype"": ""impulsivity (general)"",
    ""corrected_feature_type"": ""behavioral disinhibition, risky decision-making, delay discounting"",
    ""corrected_direction"": ""higher"",
    ""rationale"": ""The sentence supports the relationship between self-injurers and higher impulsivity, specifically through self-reported and performance-based measures. However, it does not directly name impulsivity as the phenotype, and the feature type is not explicitly stated.""
}"
44,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,brain-wide,functional connectivity,unknown,"simultaneous resting-state measurements of electrophysiology, along with calcium and hemodynamic imaging",hemodynamic signal is significantly correlated with FC measured by calcium,higher,regional variation in the hemodynamic response,indirect,moderate,"Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,yes,no,no,yes,,,,"The sentence mentions a correlation between hemodynamic signal and calcium-based FC but also states that the estimates are significantly different, which contradicts the claim's direction and directness. It also implies a group difference without specifying a phenotype-feature association.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": null,
  ""feature_supported"": null,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a correlation between hemodynamic signal and calcium-based FC but also states that the estimates are significantly different, which contradicts the claim's direction and directness. It also implies a group difference without specifying a phenotype-feature association.""
}"
45,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,ventral striatum,functional connectivity,impulsivity (general),ASPD,association,lower,low MAO-A level in the VS,indirect,moderate,"Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,NEO Personality Inventory-Revised impulsivity,VSs-DMPFC FC,lower,The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity in the ventral striatum. It also does not specify the exact direction of the relationship.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""impulsivity (general)"",
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""association"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""NEO Personality Inventory-Revised impulsivity"",
  ""corrected_feature_type"": ""VSs-DMPFC FC"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity in the ventral striatum. It also does not specify the exact direction of the relationship.""
}"
