extractor,record_id,pmid,fault_type,expected,track_a_pass,schema_valid,citation_valid,sentence_present,sentence_anchored
Llama 3.1 8B,225,23486959,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,225,23486959,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,226,40800818,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,226,40800818,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,226,40800818,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,226,40800818,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,226,40800818,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,226,40800818,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,226,40800818,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,226,40800818,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,226,40800818,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,226,40800818,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,226,40800818,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,226,40800818,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,227,28402539,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,227,28402539,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,227,28402539,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,227,28402539,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,227,28402539,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,227,28402539,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,227,28402539,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,227,28402539,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,227,28402539,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,227,28402539,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,227,28402539,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,227,28402539,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,227,28402539,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,228,37270396,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,228,37270396,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,228,37270396,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,228,37270396,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,228,37270396,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,228,37270396,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,228,37270396,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,228,37270396,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,228,37270396,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,228,37270396,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,228,37270396,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,228,37270396,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,228,37270396,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,229,37759837,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,229,37759837,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,229,37759837,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,229,37759837,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,229,37759837,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,229,37759837,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,229,37759837,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,229,37759837,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,229,37759837,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,229,37759837,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,229,37759837,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,229,37759837,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,229,37759837,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,230,34393836,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,230,34393836,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,230,34393836,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,230,34393836,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,230,34393836,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,230,34393836,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,230,34393836,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,230,34393836,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,230,34393836,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,230,34393836,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,230,34393836,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,230,34393836,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,230,34393836,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,231,38083173,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,231,38083173,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,231,38083173,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,231,38083173,number_changed,reject,False,True,True,True,False
Llama 3.1 8B,231,38083173,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,231,38083173,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,231,38083173,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,231,38083173,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,231,38083173,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,231,38083173,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,231,38083173,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,231,38083173,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,231,38083173,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,231,38083173,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,231,38083173,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,232,35621425,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,232,35621425,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,232,35621425,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,232,35621425,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,232,35621425,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,232,35621425,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,232,35621425,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,232,35621425,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,232,35621425,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,232,35621425,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,232,35621425,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,232,35621425,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,233,34289458,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,233,34289458,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,233,34289458,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,233,34289458,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,233,34289458,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,233,34289458,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,233,34289458,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,233,34289458,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,233,34289458,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,233,34289458,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,233,34289458,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,233,34289458,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,233,34289458,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,235,37673288,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,235,37673288,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,235,37673288,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,235,37673288,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,235,37673288,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,235,37673288,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,235,37673288,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,235,37673288,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,235,37673288,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,235,37673288,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,235,37673288,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,235,37673288,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,237,31284029,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,237,31284029,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,237,31284029,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,237,31284029,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,237,31284029,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,237,31284029,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,237,31284029,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,237,31284029,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,237,31284029,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,237,31284029,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,237,31284029,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,237,31284029,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,237,31284029,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,238,30391836,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,238,30391836,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,238,30391836,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,238,30391836,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,238,30391836,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,238,30391836,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,238,30391836,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,238,30391836,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,238,30391836,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,238,30391836,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,238,30391836,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,238,30391836,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,239,30683074,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,239,30683074,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,239,30683074,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,239,30683074,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,239,30683074,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,239,30683074,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,239,30683074,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,239,30683074,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,239,30683074,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,239,30683074,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,239,30683074,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,239,30683074,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,239,30683074,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,240,33615095,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,240,33615095,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,240,33615095,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,240,33615095,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,240,33615095,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,240,33615095,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,240,33615095,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,240,33615095,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,240,33615095,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,240,33615095,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,240,33615095,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,240,33615095,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,241,29355588,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,241,29355588,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,241,29355588,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,241,29355588,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,241,29355588,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,241,29355588,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,241,29355588,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,241,29355588,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,241,29355588,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,241,29355588,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,241,29355588,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,241,29355588,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,242,36799331,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,242,36799331,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,242,36799331,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,242,36799331,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,242,36799331,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,242,36799331,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,242,36799331,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,242,36799331,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,242,36799331,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,242,36799331,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,242,36799331,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,242,36799331,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,242,36799331,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,242,36799331,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,243,36089824,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,243,36089824,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,243,36089824,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,243,36089824,number_changed,reject,False,True,True,True,False
Llama 3.1 8B,243,36089824,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,243,36089824,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,243,36089824,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,243,36089824,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,243,36089824,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,243,36089824,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,243,36089824,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,243,36089824,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,243,36089824,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,243,36089824,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,244,32948139,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,244,32948139,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,244,32948139,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,244,32948139,number_changed,reject,False,True,True,True,False
Llama 3.1 8B,244,32948139,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,244,32948139,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,244,32948139,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,244,32948139,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,244,32948139,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,244,32948139,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,244,32948139,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,244,32948139,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,244,32948139,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,245,26825495,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,245,26825495,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,245,26825495,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,245,26825495,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,245,26825495,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,245,26825495,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,245,26825495,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,245,26825495,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,245,26825495,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,245,26825495,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,245,26825495,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,245,26825495,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,245,26825495,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,246,29040723,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,246,29040723,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,246,29040723,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,246,29040723,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,246,29040723,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,246,29040723,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,246,29040723,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,246,29040723,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,246,29040723,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,246,29040723,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,246,29040723,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,246,29040723,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,246,29040723,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,247,40297839,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,247,40297839,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,247,40297839,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,247,40297839,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,247,40297839,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,247,40297839,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,247,40297839,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,247,40297839,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,247,40297839,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,247,40297839,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,247,40297839,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,247,40297839,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,248,30829454,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,248,30829454,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,248,30829454,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,248,30829454,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,248,30829454,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,248,30829454,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,248,30829454,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,248,30829454,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,248,30829454,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,248,30829454,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,248,30829454,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,248,30829454,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,248,30829454,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,248,30829454,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,249,29723554,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,249,29723554,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,249,29723554,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,249,29723554,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,249,29723554,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,249,29723554,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,249,29723554,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,249,29723554,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,249,29723554,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,249,29723554,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,249,29723554,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,249,29723554,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,249,29723554,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,249,29723554,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,250,33625381,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,250,33625381,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,250,33625381,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,250,33625381,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,250,33625381,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,250,33625381,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,250,33625381,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,250,33625381,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,250,33625381,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,250,33625381,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,250,33625381,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,250,33625381,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,250,33625381,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,250,33625381,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,251,35193713,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,251,35193713,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,251,35193713,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,251,35193713,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,251,35193713,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,251,35193713,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,251,35193713,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,251,35193713,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,251,35193713,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,251,35193713,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,251,35193713,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,251,35193713,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,251,35193713,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,252,31640464,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,252,31640464,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,252,31640464,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,252,31640464,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,252,31640464,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,252,31640464,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,252,31640464,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,252,31640464,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,252,31640464,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,252,31640464,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,252,31640464,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,252,31640464,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,252,31640464,unicode_dash_quote_variant,surface,False,True,True,True,False
Llama 3.1 8B,252,31640464,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,253,31611841,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,253,31611841,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,253,31611841,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,253,31611841,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,253,31611841,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,253,31611841,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,253,31611841,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,253,31611841,whitespace_variant,retain,True,True,True,True,True
Llama 3.1 8B,253,31611841,nbsp_variant,retain,True,True,True,True,True
Llama 3.1 8B,253,31611841,trailing_period_removed,retain,True,True,True,True,True
Llama 3.1 8B,253,31611841,case_variant,surface,False,True,True,True,False
Llama 3.1 8B,253,31611841,truncated_quote,surface,True,True,True,True,True
Llama 3.1 8B,254,25899520,wrong_pmid_in_corpus,reject,False,True,True,True,False
Llama 3.1 8B,254,25899520,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Llama 3.1 8B,254,25899520,sentence_from_other_pmid,reject,False,True,True,True,False
Llama 3.1 8B,254,25899520,direction_word_changed,reject,False,True,True,True,False
Llama 3.1 8B,254,25899520,sentence_composed_two_abstracts,reject,False,True,True,True,False
Llama 3.1 8B,254,25899520,word_dropped,reject,False,True,True,True,False
Llama 3.1 8B,254,25899520,schema_missing_field,reject,False,False,True,True,True
Llama 3.1 8B,254,25899520,schema_strength_out_of_range,reject,False,False,True,True,True
Llama 3.1 8B,254,25899520,whitespace_variant,retain,True,True,True,True,True
