pmid,title,response,mentions_pmid,has_anchored_sentence,unparseable_as_schema,error
37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.","This evidence summary focuses on the relationship between impulsivity and neuroimaging in the context of alcohol use disorder (AUD). 

Impulsivity has been identified as a significant predictor of AUD, and various neuroimaging measures have been used to investigate its neural mechanisms. Studies have employed electroencephalogram (EEG) and event-related potentials/oscillations (ERPs/EROs) to examine the neural correlates of impulsivity in individuals with AUD. For instance, research has shown that delta event-related oscillations are related to a history of extreme binge drinking in adolescence and lifetime suicide risk (PMID: 37887440).

Additionally, functional magnetic resonance imaging (fMRI) has been used to investigate the neural mechanisms underlying response inhibition in individuals with AUD. Studies have found that resting-state fMRI functional connectivity of the reward network, neuropsychological performance, and impulsivity measures can differentiate individuals with and without AUD (PMID: 37887440).

Furthermore, epigenetic effects in HPA axis genes have been associated with cortical thickness, ERP components, and substance use disorder (SUD) outcome. These findings suggest that impulsivity is a complex trait influenced by multiple factors, including genetic and environmental factors.

Overall, the evidence suggests that impulsivity is a critical predictor of",True,False,True,
38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,"This systematic review of 18 studies (PMID: 38468374) examined the relationship between Internet Gaming Disorder (IGD) and alterations in brain connectivity using functional magnetic resonance imaging (fMRI). The review found significant changes in functional connectivity in various brain regions, including the prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex, and striatum. These changes were associated with impulsivity, loss of inhibitory control in decision-making, and the transformation of leisure into dependence. The review highlights the need for more long-term studies that can be comparative between different age groups to better understand the effects of video game addiction across human development. The findings suggest that neuroimaging can be a valuable tool in identifying the neural mechanisms underlying IGD and impulsivity, which can inform the development of targeted interventions.",True,False,True,
32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,"This study (32987241) investigated the relationship between intrinsic functional connectivity of the default mode network (DMN) and cognitive control network (CCN) and cognitive control behaviors in 109 healthy individuals over a two-year period. The results showed that increased within-network connectivity in the DMN was associated with improved memory performance, while decreased connectivity between certain nodes of the CCN and DMN was linked to enhanced cognitive performance. Specifically, reduced connectivity between posterior parietal CCN and DMN nodes, as well as between left and right dorsolateral prefrontal nodes, was associated with improved cognitive performance. These findings suggest that intrinsic connectivity within and between these networks may play a crucial role in modulating cognitive control behaviors, including impulsivity, and that age-independent plastic changes in these networks may be a potential mechanism for improving cognitive function. 

The study's findings have implications for understanding the neural mechanisms underlying cognitive control and impulsivity, and may inform the development of novel interventions aimed at enhancing cognitive function and reducing impulsivity. The use of neuroimaging techniques, such as functional magnetic resonance imaging (fMRI), allowed researchers to non-invasively assess changes in intrinsic connectivity within and between the DMN and CCN over time, providing valuable insights into the neural basis of cognitive control and impuls",True,False,True,
41098856,The CB1 receptor: linking impulsivity and substance use disorder.,"This evidence summary focuses on the relationship between impulsivity and neuroimaging, specifically highlighting the role of the cannabinoid receptor type 1 (CB1R) in modulating impulsive behavior.

Research suggests that CB1R, predominantly localized in presynaptic terminals, plays a crucial role in regulating synaptic transmission through retrograde endocannabinoid signaling (PMID: 41098856). The expression of CB1R follows an ontogenetic trajectory, with region- and age-specific patterns that are particularly dynamic during adolescence, a period characterized by heightened impulsivity and marked neuroplasticity.

Studies indicate that the hippocampus and cerebellum contribute to the modulation of impulsive behavior through their connectivity with prefrontal and limbic circuits. CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition, all processes critical to the emergence of impulsive traits and drug-seeking behavior.

The review proposes a distributed CB1R-regulated neurocircuit that underlies impulsivity and mediates risk for substance use disorders (SUDs). It highlights adolescence as a critical period during which CB1R ontogeny may transiently unbalance inhibitory control systems, creating a neurobiological substrate for risky behaviors.

Key findings from this review include:

* The dynamic role",True,False,True,
27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.","A recent study (PMID: 27896939) investigated the relationship between impulsivity and body weight using a multimodal approach, incorporating behavioral, cognitive, and neuroimaging techniques. The study found positive correlations between body mass index (BMI) and both trait and state impulsivity, suggesting that individuals with higher BMI tend to exhibit more impulsive behaviors.

Neuroimaging results revealed that individuals with higher BMI showed reduced activation in the temporal lobe and insula during successful response inhibition, indicating impaired inhibitory control. Additionally, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.

Mediation analysis revealed that trait impulsivity, as measured by the impulsive sensation-seeking scale (ImpSS), mediated the relationship between BMI and neural response in the right inferior frontal gyrus. This suggests that trait impulsivity may play a key role in the neural mechanisms underlying the relationship between impulsivity and body weight.

Overall, this study provides evidence that impulsivity is a critical factor in the development and maintenance of obesity, and highlights the need to address inhibitory control mechanisms in weight management programs.",True,False,True,
28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,"This evidence summary focuses on the relationship between impulsivity and neuroimaging findings in individuals with internet gaming disorder (IGD).

Research has shown that individuals with IGD exhibit altered functional connectivity in the default mode network (DMN), particularly in regions associated with executive control and salience processing (28174127). Specifically, IGD subjects without childhood ADHD demonstrated expanded functional connectivity between DMN-related regions and brain areas involved in salience processing, whereas those with childhood ADHD showed increased connectivity between the posterior cingulate cortex (PCC) and the cerebellum, a region implicated in executive control.

Notably, the strength of connectivity between the PCC and cerebellum was positively correlated with self-reported impulsiveness in IGD subjects with childhood ADHD. This suggests that altered neural networks for executive control in ADHD may predispose individuals to developing IGD, and that impulsivity may be a key factor in this relationship.

These findings highlight the importance of considering the interplay between childhood ADHD and IGD in understanding the neural mechanisms underlying impulsivity and executive control deficits in IGD. Further research is needed to elucidate the complex relationships between these factors and to inform the development of effective interventions for IGD.",True,False,True,
25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,"This evidence summary focuses on the relationship between impulsivity and neuroimaging findings in Parkinson's disease (PD). 

A 2015 study published in Neurology (PMID: 25925985) investigated the neural mechanisms underlying impulse control disorders (ICDs) in PD patients. The researchers used functional magnetic resonance imaging (fMRI) to examine resting-state corticostriatal connectivity in 20 PD patients with ICDs, 19 PD patients without ICDs, and 19 healthy controls.

The study found that PD patients with ICDs exhibited impaired connectivity between the left anterior putamen and key brain regions, including the left inferior temporal gyrus and the left anterior cingulate gyrus. In contrast, PD patients without ICDs and healthy controls showed normal corticostriatal connectivity. These findings suggest that ICDs in PD are associated with disrupted neural communication between the striatum and cortical regions involved in impulse control.

The study's results have implications for understanding the neural basis of impulsivity in PD and may inform the development of targeted treatments for ICDs in this population.",True,False,True,
31907881,Human Brain Imaging Links Dopaminergic Systems to Impulsivity.,"A recent study (31907881) has provided strong evidence linking striatal dopaminergic function to impulsivity. The research utilized a combination of molecular and functional imaging techniques, including positron emission tomography (PET) and functional magnetic resonance imaging (fMRI), along with pharmacological probes to evaluate the role of dopamine in impulsivity.

Key findings suggest that striatal D2-type dopamine receptors (D2 and D3) and corticostriatal connectivity play a crucial role in cognitive control. Low levels of striatal and midbrain D2-type receptor availability were found to correlate with self-reported impulsivity, while striatal D2-type receptor availability showed a positive correlation with motor response inhibition and cognitive flexibility.

Furthermore, the study found an inverted U-shaped function between striatal D2-type dopamine receptor availability and impulsive choice on reward-based decision-making tasks, indicating an optimal level of striatal dopaminergic activity. These findings have significant implications for the development of therapeutic targets to improve cognitive control, particularly in clinical populations with striatal dopamine D2-type receptor deficits.

Overall, this research highlights the importance of striatal dopaminergic systems in impulsivity and provides a foundation for further investigation into the neural mechanisms underlying this complex behavior.",True,False,True,
37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.","A recent study (PMID: 37086305) investigated the role of amygdala and insula in borderline personality disorder (BPD) patients. The study found that BPD patients had lower cortical thickness of the left insula, which correlated with anger rumination. Additionally, female BPD patients showed reduced right amygdala volumes, which correlated with difficulties in emotion regulation, depression, and rumination.

The study also found reduced functional connectivity between the amygdala and other brain regions, including the frontal pole, precuneus, and temporal pole, in BPD patients. This reduced connectivity correlated with anger rumination and impulsivity. These findings suggest that the amygdala and insula play a significant role in the neuropsychiatric symptoms of BPD, including emotion dysregulation, impulsivity, and anger rumination.

The study's results provide evidence that alterations in the amygdala and insula are associated with specific symptoms of BPD, and highlight the importance of these limbic structures in the pathophysiology of the disorder. Further research is needed to fully understand the relationship between these brain regions and BPD symptoms, and to explore potential therapeutic targets for the treatment of BPD.",True,False,True,
31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,"A recent study published in Scientific Reports (PMID: 31427669) investigated the effect of mindfulness meditation on impulsivity and its neurobiological correlates in healthy adults. The study found that an eight-week mindfulness intervention did not significantly reduce impulsivity in participants, as measured by the go/no-go task and the Barratt Impulsiveness Scale (BIS-11). 

Interestingly, long-term meditators (LTMs) reported lower attentional impulsivity but higher motor and non-planning impulsivity on the BIS-11 compared to meditation-naïve participants (MNPs). Neuroimaging results showed that LTMs had less striatal gray matter, greater cortico-striatal-thalamic functional connectivity, and lower spontaneous eye-blink rate (a physiological dopamine indicator) than MNPs. 

However, the study's findings suggest that neither short-term nor long-term mindfulness practice may be effective in reducing impulsive behavior in healthy adults, particularly those with inhibitory motor control or planning capacity deficits. The lack of significant relationships between total lifetime practice hours (TLPH) and impulsivity or neurobiological metrics further supports this conclusion, suggesting that pre-existing differences between LTMs and MNPs may be responsible for the observed differences.",True,False,True,
26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,"This study (PMID: 26460483) investigated the relationship between impulsivity and neural control mechanisms in healthy individuals. The researchers used a sequential decision-making task during functional magnetic resonance imaging (fMRI) to examine model-free and model-based control in 50 participants with high and low impulsivity levels. 

The results showed that high-impulsive individuals exhibited a greater reliance on model-free control, which is associated with habitual behavior, and reduced model-based signatures in the right lateral prefrontal cortex. This suggests that individuals with high impulsivity may be more prone to habitual behavior and less able to engage in goal-directed control. 

Interestingly, the study found that gray matter density in the left dorsolateral prefrontal cortex was positively associated with model-based control, regardless of impulsivity levels. This implies that individual differences in brain structure may influence the ability to engage in goal-directed behavior. 

Overall, the study provides evidence that impulsivity is associated with altered neural control mechanisms, specifically a greater reliance on model-free control and reduced model-based control in the right lateral prefrontal cortex. These findings have implications for our understanding of the neural basis of impulsivity and may inform the development of interventions to reduce impulsivity and promote goal-directed behavior.",True,False,True,
30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,"Based on the abstract of the 2019 study (PMID: 30616125), here's a short free-form evidence summary about impulsivity and neuroimaging:

This study investigated the relationship between craving and impulsivity in individuals admitted to the emergency department for alcohol-related problems. The results suggest that specific sub-dimensions of impulsivity, particularly the Urgency subscale, and craving, as measured by the Visual Analogue Scale and the Obsessive Compulsive Drinking Scale, are significant predictors of the severity of alcohol-use disorders. The findings imply that impulsivity, particularly the Urgency aspect, plays a critical role in the maintenance of excessive alcohol consumption. However, it's essential to note that this study did not involve neuroimaging techniques, but rather focused on self-reported measures of impulsivity and craving. Further research using neuroimaging methods, such as functional magnetic resonance imaging (fMRI), could provide more insight into the neural mechanisms underlying impulsivity and craving in individuals with alcohol-use disorders.",True,False,True,
31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,"This study (PMID: 31284029) investigated the relationship between trait impulsivity and resting-state functional connectivity (rsFC) of the amygdala and its subregions in a sample of 292 twins. The results showed that trait impulsivity was positively correlated with rsFC between the left amygdala and the right dorsolateral prefrontal cortex (DLPFC), as well as between the left basolateral amygdala and the right DLPFC and inferior frontal gyrus. Additionally, trait impulsivity was correlated with rsFC between the right superficial amygdala and the dorsal anterior cingulate cortex and right anterior insula.

Genetic analyses revealed overlapping genes between trait impulsivity and rsFC of the left amygdala or the left basolateral amygdala with the right DLPFC, accounting for 82% and 60% of the phenotypic associations, respectively. These findings suggest a genetic link between trait impulsivity and intrinsic brain functional connectivity centered at the amygdala, particularly at its basolateral subregion. The study's results provide evidence that impulsivity is associated with specific neural circuits, and that genetic factors contribute to this association.",True,False,True,
29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.","This study (PMID: 29277650) investigated the relationship between resting-state neuronal activity and connectivity in mice using simultaneous calcium imaging, hemodynamic imaging, and electrophysiology. The results showed that the calcium signal is more correlated with multi-unit activity and has a higher signal-to-noise ratio compared to local field potentials. 

The study also found that the relationship between the calcium and hemodynamic signals varies across brain regions, with delays increasing towards posterior cortical regions. Furthermore, the functional connectivity (FC) measured by the hemodynamic signal was significantly correlated with FC measured by calcium, but the two estimates were found to be significantly different.

These findings have implications for the interpretation of hemodynamic-based measurements of FC and highlight the need for improved modeling methods to reduce potential sources of bias. This study contributes to our understanding of the relationship between neuronal activity and connectivity, which is relevant to various neurological and psychiatric disorders, including those characterized by impulsivity.

Impulsivity is a complex trait that has been linked to abnormalities in brain structure and function, particularly in regions involved in executive control and decision-making. Neuroimaging studies have shown that impulsivity is associated with altered activity and connectivity in brain regions such as the prefrontal cortex, anterior cingulate cortex, and basal ganglia.

Future studies",True,False,True,
31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,"A recent neuroimaging study (PMID: 31401546) investigated the relationship between brain connectivity and emotional well-being. The study found that individuals with higher levels of anger and aggression tend to have overconnectivity between the default mode network (DMN) and the attentional network. 

This overconnectivity is thought to be associated with impaired effortful control and decreased response inhibition, which are key components of impulsivity. In other words, individuals with higher impulsivity may have a brain network that is overly active and interconnected, leading to difficulties in regulating emotions and behaviors.

The study used two approaches to examine functional connectivity in the brain, including principal component analysis and pairwise network connectivity. The results suggest that individuals with higher levels of anger and aggression tend to have a brain network that is characterized by overconnectivity between the DMN and attentional network, which is a key feature of impulsivity.

Overall, this study provides evidence that impulsivity is associated with altered brain connectivity patterns, particularly between the DMN and attentional network. These findings have implications for our understanding of the neural mechanisms underlying impulsivity and may inform the development of new treatments for impulsivity-related disorders.",True,False,True,
37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,"This study (PMID: 37992501) investigated the relationship between impulsivity and connectivity between brain networks in a transdiagnostic sample of children with neurodevelopmental difficulties. The researchers found that hyperactivity/impulsivity was associated with increased functional connectivity between the Salience Network (SN), Central Executive Network (CEN), and Default Mode Network (DMN) in children with difficulties, whereas it was associated with decreased connectivity between the CEN and DMN in comparison children.

These findings suggest that impulsivity may be linked to altered connectivity between brain networks involved in cognitive control, reward processing, and default mode processing. The study's results also imply that delayed network segregation and difficulties sustaining CEN activity may contribute to the development of impulsivity.

The study's use of resting-state functional Magnetic Resonance Imaging (fMRI) and a transdiagnostic sample of children with neurodevelopmental difficulties provides valuable insights into the neural mechanisms underlying impulsivity. The findings have implications for the development of targeted interventions aimed at improving cognitive control and reducing impulsivity in children with neurodevelopmental difficulties.",True,False,True,
38451271,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,"A longitudinal study published in the Journal of Behavioral Addictions in 2024 (PMID: 38451271) investigated the relationship between trait anxiety (TA) and internet addiction (IA). The study found a significant positive correlation between TA and IA, with individuals with high TA demonstrating higher IA across time. 

Using connectome-based predictive modeling (CPM), the researchers identified neuromarkers associated with TA, including functional connectivity of cognitive control and emotion-regulation circuits and the default mode network (DMN). These neuromarkers were found to predict IA, suggesting that impulsivity may be linked to altered neural activity in these circuits. 

The study also explored the mediating role of stressful life events and DMN in the relationship between TA and IA. The results indicated that these factors play a significant role in mediating the association between TA and IA, suggesting that impulsivity may be influenced by both neural and socio-psychological factors. 

Overall, the study provides new insights into the neural and socio-psychological mechanisms underlying the relationship between TA and IA, and highlights the potential for developing neural and psychological interventions to address impulsivity and IA.",True,False,True,
37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,"A recent study (PMID: 37058964) examined the dual-process model of risky driving in young Iranian drivers. The model suggests that regulatory processes mediate the effect of impulsivity on risky driving. The study found that executive functions and driving self-regulation mediated the relationship between attention impulsivity and driving errors, while executive functions, reflective functioning, and driving self-regulation mediated the relationship between motor impulsivity and driving errors. Additionally, attitudes toward driving safety mediated the relationship between normlessness and sensation-seeking with driving violations. These findings support the mediatory role of cognitive and self-regulatory capacities in the connection between impulsive processes and driving errors and violations. This study provides evidence that impulsivity is associated with increased risk of driving errors and violations, and that cognitive and self-regulatory capacities can mitigate this risk. Neuroimaging studies have previously linked impulsivity to altered activity in brain regions such as the prefrontal cortex, anterior cingulate cortex, and basal ganglia, which are involved in executive functions, emotion regulation, and motor control. These findings suggest that impulsivity may be related to abnormalities in brain structure and function, particularly in regions involved in self-regulation and decision-making.",True,False,True,
40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,"This study (PMID: 40334458) investigated the dynamic functional networks in individuals with internet gaming disorder (IGD) using resting-state functional magnetic resonance imaging (fMRI). The researchers found that IGD individuals exhibited altered temporal variability in brain networks compared to recreational game users. Specifically, they showed decreased within-network variability in the default mode network, which is involved in executive inhibitory functions and attention. In contrast, they had increased within-network temporal variability in the ventral attention network, which is associated with attention, and increased between-network temporal variability in several networks, including the sensorimotor network, limbic network, and ventral attention network. These findings suggest that IGD is characterized by impaired executive inhibitory functions, attention, and imbalances between sensory-attention, sensory-emotion, and emotion-motivation functions. The study's results provide new insights into the dynamic functional organization of the brain in IGD and contribute to our understanding of the neural basis of pathological gaming behaviors.",True,False,True,
28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,"Decisional impulsivity, characterized by rapid decision-making with limited accumulation of evidence and delay discounting, has been linked to the subthalamic nucleus (STN) in the brain. A 2017 study published in Brain: A Journal of Neurology (PMID: 28040671) investigated the relationship between STN stimulation and decisional impulsivity in individuals with obsessive-compulsive disorder (OCD). The study found that STN stimulation increased decisional impulsivity, with participants showing less accumulation of evidence during probabilistic uncertainty and enhanced delay discounting. This suggests that the STN plays a causal role in decisional impulsivity.

Using resting-state functional connectivity, the study also identified a specific region within the STN, the anterior associative-limbic subthalamic nucleus, as being associated with evidence accumulation and decision-making under uncertainty. This region was found to be lateralized to the right anterior ventromedial subthalamic nucleus, consistent with previous observations of lateralization of emotionally evoked activity.

The study's findings have implications for the treatment of OCD and other psychiatric disorders, particularly in relation to the potential for subthalamic stimulation to modulate behavioral symptoms and cognitive effects. The specificity of the anterior associative-limbic subthalamic nucleus in decisional impulsivity highlights the",True,False,True,
33304251,Neural Basis of Increased Cognitive Control of Impulsivity During the Mid-Luteal Phase Relative to the Late Follicular Phase of the Menstrual Cycle.,"This evidence summary focuses on the relationship between impulsivity, neuroimaging, and the menstrual cycle.

Research has shown that hormonal fluctuations across the menstrual cycle influence reward-related motivation and impulsive behaviors (PMID: 33304251). A study published in Frontiers in Human Neuroscience in 2020 found that women in the late follicular phase (FP) were more impulsive than those in the mid-luteal phase (LP), as evidenced by their greater responsiveness to short-term rewards and increased activity in the dorsal striatum (DS). 

The study also found that the dorsal lateral prefrontal cortex (dlPFC) played a crucial role in regulating impulsivity, with functional connectivity between the DS and dlPFC correlating with discount rate and psychometric impulsivity scores. Notably, the right dlPFC was more active in the mid-LP than in the late FP, and this effect was sensitive to estradiol levels.

These findings suggest that cyclical gonadal hormones affect cognitive control of impulsive behavior in a periodic manner, possibly via DS-dlPFC circuitry. The study's results have implications for the treatment of conditions characterized by hyper-impulsivity, such as obsessive-compulsive disorder, Parkinson's disease, and attention deficit hyperactivity disorder.",True,False,True,
25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,"This 2015 NeuroImage study (PMID: 25944613) investigated the neural correlates of impulsivity in abstinent heroin-dependent individuals and nondrug-using controls using resting-state functional MRI. The study found that the functional link between the reward system (β-network) and the executive control system (δ-network) influences impulsivity. In nondrug-using controls, the link between these networks is balanced, with the executive control system competitively controlling impulsivity. However, in abstinent heroin-dependent individuals, the link is imbalanced, with stronger connectivity between the reward system and weaker connectivity between the executive control system and the reward system. This imbalance is associated with impulsivity, suggesting that the reward and executive control systems may mutually reinforce each other in individuals with a history of heroin dependence. These findings may provide insight into the neural mechanisms underlying drug addiction and impulsivity, and may serve as a potential endophenotype for identifying individual differences in self-control capacity.",True,False,True,
32464339,Investigation of structure-function correlation among the young offspring of patients with bipolar disorder.,"This study investigated the relationship between neurocognition and neuroimaging findings in young offspring of patients with bipolar disorder (BDoff). The results showed that fractional anisotropy (FA) values in the superior longitudinal fasciculus (SLF) were negatively correlated with executive functioning tasks, such as the Stroop interference, Wisconsin Card Sorting Test, and Trail Making Test. 

In contrast, mean diffusivity (MD) values in the cingulum were positively correlated with impulsivity, as measured by the Barratt Impulsiveness Scale-Attentional. Specifically, higher MD values in the cingulum were associated with higher impulsivity scores. These findings suggest that abnormalities in white matter tracts, as measured by diffusion tensor imaging, may be related to cognitive dysfunction and impulsivity in BDoff.

The study's results provide evidence that impulsivity is associated with specific neuroimaging findings in a high-risk group for bipolar disorder. This suggests that impulsivity may be a potential biomarker for early recognition of BD. However, the study's small sample size (n = 16) and cross-sectional design limit the generalizability of the findings. Further research is needed to replicate and extend these results.",False,False,True,
28423021,Trait impulsivity components correlate differently with proactive and reactive control.,"A recent neuroimaging study (PMID: 28423021) investigated the relationship between impulsivity and cognitive control. The study found that different components of impulsivity (motor, attention, and non-planning) correlated differently with proactive and reactive control processes. 

Proactive control, which involves anticipating and preparing for upcoming tasks, was associated with motor impulsivity in the inferior parietal lobule and negatively associated with attention impulsivity in the right dorsolateral prefrontal cortex (DLPFC). 

Reactive control, which involves responding to unexpected stimuli, was negatively associated with motor impulsivity in the right DLPFC and anterior cingulate cortex. These findings suggest that different cognitive control subsystems are involved in impulsivity, and that impulsivity trait components may be attributed to distinct neural mechanisms. 

This study provides evidence that impulsivity is a complex trait with multiple underlying neural mechanisms, and that different components of impulsivity may be associated with distinct cognitive control processes.",True,False,True,
26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,"A recent study (PMID: 26648853) investigated the relationship between impulsivity and neural activity in patients with Parkinson's disease (PD). The researchers used 18-fluorodeoxyglucose positron emission tomography (FDG-PET) to measure glucose metabolism in the brain, which serves as a proxy for neural activity. 

The study found that patients with higher impulsivity scores, as measured by the Barratt Impulsiveness Scale 11 (BIS), had increased glucose metabolism in the fronto-insular network, specifically in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula. This suggests that impulsivity is associated with increased neural activity in these regions. 

Furthermore, the researchers observed a positive correlation between glucose metabolism and impulsivity scores, indicating that higher neural activity in the fronto-insular network is linked to greater impulsivity. These findings provide evidence that impulsivity is related to increased neural activity in the fronto-insular network in PD patients.",True,False,True,
29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,"This study (PMID: 29040723) investigated the neural basis of impulsive aggression in combat veterans using resting-state functional magnetic resonance imaging (fMRI). The researchers found that combat veterans with impulsive aggression problems exhibited reduced functional connectivity between the basolateral amygdala (BLA) and the left dorsolateral prefrontal cortex (DLPFC) compared to combat controls. This suggests that impaired top-down regulation of the amygdala by prefrontal regions may contribute to impulsive aggression in this population.

The study also identified group differences in functional connectivity between other brain regions, including the anterior cingulate cortex (ACC) and left cuneus, which may be related to heightened vigilance to threatening visual cues, and between the left anterior insular cortex (AIC) and right temporal pole, possibly related to negative memory associations in impulsive aggression.

These findings provide evidence that impulsive aggression in combat veterans is associated with altered functional connectivity in brain regions involved in emotion regulation, attention, and memory. The results support the hypothesis that impaired top-down regulation of the amygdala by prefrontal regions contributes to impulsive aggression in this population.",True,False,True,
25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,"This study (PMID: 25738502) investigated the interhemispheric resting-state functional connectivity (rsFC) in adolescents with internet gaming disorder (IGD) using voxel-mirrored homotopic connectivity (VMHC) and resting-state functional magnetic resonance imaging (fMRI). 

The results showed that adolescents with IGD had decreased interhemispheric rsFC in several regions of the prefrontal lobe, including the superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), and middle frontal gyrus, compared to healthy controls. 

These findings suggest that altered interhemispheric connectivity in the prefrontal lobe may be a key factor in the neuropathological mechanism of IGD. The study's results also provide further evidence for the reclassification of IGD as a behavioral addiction.

The study's findings have implications for our understanding of impulsivity in IGD, as the prefrontal lobe is a region involved in executive function, decision-making, and impulse control. Decreased interhemispheric connectivity in this region may contribute to the impulsive behavior characteristic of IGD.

Overall, this study contributes to the growing body of research on the neural mechanisms underlying IGD and provides new insights into the role of altered interhem",True,False,True,
28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,"Here's a short free-form evidence summary about impulsivity and neuroimaging based on the provided PubMed abstract (PMID: 28777996):

A 2017 study published in Developmental Cognitive Neuroscience investigated the relationship between sleep quality and impulsivity in adolescents using functional magnetic resonance imaging (fMRI). The study found that poor sleep quality was associated with greater affect-related impulsivity in adolescents with low connectivity between the prefrontal cortex and default mode network. However, this association was not observed in adolescents with high connectivity. This suggests that neural functioning plays a role in the link between sleep quality and impulsivity. Notably, the study found that sleep quality was not related to response inhibition or cognitive impulsivity, indicating that sleep may have a greater impact on affect-related impulsivity. The study also identified pillow comfort as a significant predictor of sleep quality, independent of age, sex, and income, highlighting a potential target for intervention to improve sleep quality and reduce impulsivity in adolescents.",True,False,True,
40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,"This study (PMID: 40193128) investigated the relationship between subthalamic deep brain stimulation (STN-DBS) and non-motor outcomes in Parkinson's Disease (PD) patients. The researchers used principal component analysis (PCA) to identify the main dimensions of neuropsychiatric and neuropsychological outcomes, which were then linked to specific anatomical fiber bundles. 

The study found that stimulation of certain fiber bundles, connecting the frontal cortex with the subthalamic nucleus, was associated with changes in non-motor symptoms, including impulsivity. Specifically, the researchers identified four principal components, which could be interpreted as reflecting general non-motor improvement, improvement of mood and cognition with worsening of trait impulsivity, improvement of cognition, and improvement of empathy with worsening of impulsive-compulsive behaviors. 

These findings suggest that impulsivity in PD patients may be related to the stimulation of specific brain circuits, and that targeting these circuits through STN-DBS may be a potential treatment strategy for impulsivity. The study's approach, which uses PCA to map changes in non-motor outcomes to specific anatomical fiber bundles, represents an innovative concept for personalizing deep brain stimulation.",True,False,True,
31383336,Hypothesis: Compulsive hoarding as an atavism.,"Based on the abstract of the paper with PMID 31383336, here's a short free-form evidence summary about impulsivity and neuroimaging:

This hypothesis paper proposes that hoarding disorder may be an atavistic behavior, potentially linked to traumatic experiences. However, impulsivity is not directly discussed in the abstract. The paper does not provide neuroimaging evidence related to impulsivity. Instead, it focuses on the idea that hoarding disorder may be an ancestral mammalian behavior, highlighting its potential implications for neuropsychiatric diseases. The authors suggest using shrews as animal models for hoarding behavior, but do not provide any information on neuroimaging studies related to impulsivity or hoarding disorder.",True,False,True,
