record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
6,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,unknown,adolescents,decreased,lower,altered interhemispheric rsFC,direct,primary study,"IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,prefrontal cortex and default mode network,functional connectivity,impulsivity (general),adolescence,moderates,higher,neural functioning,unclear,significant,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,subthalamic nucleus,unknown,impulsivity (general),Parkinson's Disease,associated with,higher,deep brain stimulation,unclear,significant,"Four principal components were retained, which could be interpreted to reflect (i) general non-motor improvement; (ii) improvement of mood and cognition and worsening of trait impulsivity; (iii) improvement of cognition; and (iv) improvement of empathy and worsening of impulsive-compulsive behaviors.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,,unknown,unknown,,,unclear,,unclear,,We highlight the potential of using shrews as animal models for hoarding behavior,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network,EEG connectivity,unknown,classification,association,higher,hyperconnectivity,direct,moderate,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
11,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,"default mode (DMN), executive control (ECN), and salience (SAN) intrinsic networks",functional connectivity,unknown,children diagnosed with the combined subtype (ADHD-C),had higher SC-FC coupling,higher,diminished cognitive flexibility,unclear,significant,"Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,31801105,A preliminary study of disrupted functional network in individuals with Internet gaming disorder: Evidence from the comparison with recreational game users.,2020,Addictive behaviors,motor impulsivity resting-state fMRI,"reward, craving, emotional memory and sensory-motor processing regions",unknown,unknown,individuals with Internet gaming disorder,increased,higher,functional network dysfunction,unclear,suggest,"Subjects with IGD as compared to those with RGU showed increased nodal centralities in the reward, craving, emotional memory and sensory-motor processing regions.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
1,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,mesocorticolimbic system,functional connectivity,impulsivity (general),methamphetamine-dependent individuals,positive relationship,unclear,ventral striatal D2-type receptor signaling,unclear,,"Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
2,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,,unknown,unknown,,,unclear,,unclear,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
3,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,frontolimbic cortex,unknown,unknown,young adults,greater asymmetry,higher,,unclear,,Patients with BPD have greater frontolimbic asymmetry than healthy individuals.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,,unclear,,unclear,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
5,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,hippocampus,functional connectivity,impulsivity (general),adolescence,mediates,higher,resting-state fMRI,unclear,marginal associations,"Baseline hippocampal rsFC with the cingulo-parietal network, visual network, sensory-motor network, and DMN showed marginal associations with future tobacco and marijuana use.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
6,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,reward-salience and top down control networks,functional connectivity,unknown,young adult binge and light drinkers,association,unclear,dysregulation of neurofunctional networks,unclear,consistent with AUD studies,BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,dorsal striatum,unknown,impulsivity (general),delay-discounting task,association,higher,inter-temporal choice,unclear,converging evidence,"In particular, we discuss in-depth the converging evidence for the associations of choice impulsivity with the reward valuation coded by the caudate, a ventral-to-dorsal gradient in the dorsal striatum, the origins of striatal afferents, and developmental maturation of frontostriatal connectivity during adolescence.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,27942448,Brain connectivity aberrations in anabolic-androgenic steroid users.,2017,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,default-mode network (DMN),functional connectivity,impulsivity (general),anabolic-androgenic steroid users,reduced,unclear,disruptions of brain networks,direct,strong,"In line with the emotional and behavioral consequences of AAS, current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation, in particular reduced connectivity between the amygdala and default-mode network (DMN) and between the dorsal attention network (DAN) and a frontal node encompassing the superior and inferior frontal gyri (SFG/IFG) and the anterior cingulate cortex (ACC), with further reductions as a function of dependency, lifetime exposure, and cycle state (on/off).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,cortical,unknown,unknown,adult male inmates,association,lower,neurodevelopmental cortical connectivity,unclear,significant,PCL-R scores were negatively associated with LGI measures within the right hemisphere in the midcingulate cortex (MCC) and adjacent regions of the superior frontal gyrus as well as lateral superior parietal cortex.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,,unknown,unknown,,,unclear,,unclear,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
11,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,,unknown,attentional impulsivity,,plays a critical role,unclear,oxidative stress,unclear,,Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,41932505,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,motor impulsivity resting-state fMRI,somatosensory-motor network,functional connectivity,unknown,medication-naïve children,association,higher,intra-SMN and SMN-DMN connectivity,unclear,significant,ADHD-C patients demonstrated significantly weaker intra-SMN and SMN-DMN connectivity than the ADHD-I group.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
1,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,,unknown,unknown,,,unclear,,unclear,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
2,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,cerebral cortex,unknown,impulsivity (general),healthy young adults,association,higher,early brain development,direct,moderate,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
3,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,young adults,association,higher,,unclear,,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,clinical,increased,higher,Barratt Impulsiveness Scale (BIS-11),unclear,high,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,insula,functional connectivity,unknown,young adults,association,higher,resting-state fMRI,direct,significant,"IGD severity was positively associated with connectivity between the anterior insula and angular gyrus, and STG, and with connectivity between the posterior insula and STG.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
6,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,,functional connectivity,impulsivity (general),pediatric survivors of severe COVID-19,,unclear,,unclear,,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,medial orbitofrontal cortex,functional connectivity,impulsivity (general),,associated,higher,reward system,unclear,high,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,functional connectivity,unknown,unknown,internet gaming disorder,correlated,lower,bottom-to-up neuromodulation,direct,significant,Reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,
9,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,executive function,unknown,impulsivity (general),Internet Gaming Disorder,association,higher,brief mindfulness intervention,unclear,low,Mindfulness interventions have been indicated to improve executive functions to varying degrees in individuals with IGD.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),unknown,attentional impulsivity,drug-naïve children,decreased,lower,dynamic functional connectivity (FC),direct,strong,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN);",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
11,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,frontal cortical-basal ganglia connections,structural connectivity,unknown,individuals with ADHD,may be,unclear,neurobiologic studies,unclear,suggest,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,"salience network (SN), the right and left executive control networks (ECNs), and the ventral default mode network (vDMN)",unknown,motor impulsivity,response inhibition,causal inhibitory influence,unclear,dynamic causal modeling (DCM) and independent component analysis (ICA),direct,significant,We observed a significant causal inhibitory influence from the vDMN to the left ECN (lECN).,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
1,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,Ventral striatum,unknown,impulsivity (general),Resting-state fMRI,Correlation,higher,Functional connectivity,direct,Moderate,"Results revealed functional coupling of the VSs with bilateral dorsomedial prefrontal cortex (DMPFC) that was correlated with VS MAO-A VT (r=0.47, p=0.04), and functional coupling of the VSi with right hippocampus that was anti-correlated with VS MAO-A VT (r=-0.55, p=0.01).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
2,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,insula-orbitofrontal-parietal regions,unknown,impulsivity (general),healthy individuals,stronger activation,higher,,unclear,,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
3,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,non-suicidal self-injury (NSSI),greater impulsiveness,higher,Barratt Impulsiveness Scale-11,unclear,weak,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,frontal,unknown,impulsivity (general),Parkinson's disease,associated with,higher,neuropsychological dysfunction,direct,strong,higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3),no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,resting-state brain functional connectivity,functional connectivity,impulsivity (general),,association,higher,,unclear,,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
6,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,cognitive control,functional connectivity,unknown,internet gaming disorder,involved in,lower,impaired decision making,direct,high,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,thalamic,unknown,unknown,CPTSD vs PTSD vs controls,reduced,lower,inhibitory control,unclear,initial evidence,"There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,functional connectome,unknown,impulsivity (general),neurodevelopmental conditions,associated with,higher,data-driven clustering procedure,unclear,moderate,"In both data sets, subgroups with similar biology that differed significantly in intelligence as well as hyperactivity and impulsivity problems were identified, yet these groups showed no consistent alignment with current diagnostic categories.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,fronto-temporal-limbic regions,functional connectivity,impulsivity (general),Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),link,higher,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems,unclear,insufficient evidence,ii) alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD;,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,,unknown,unknown,,,unclear,,unclear,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,
11,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,frontal lobe,functional connectivity,attentional impulsivity,,,unclear,working memory,unclear,,"The initiation of movement is based upon the constant influx of afferent-sensory messages from posterior cerebral regions and strong mesiodorsal thalamic connections, providing information for each following initiatory prefrontal motor impulse which depends on such information from the past moment.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,39218589,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,motor impulsivity functional connectivity,central nervous system,unknown,motor impulsivity,sequelae of neurological diseases,reconstruction,unclear,functional electrical stimulation (FES) based on brain-computer interface (BCI),unclear,effective treatment,"Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction, and helps to promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses to produce muscle convulsions or limb movements.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
