source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,15541779,Barratt Impulsiveness Scale neuroimaging,Nicotine use in schizophrenia and disinhibition.,2004,Psychiatry research,unknown,unknown,impulsivity (general),schizophrenia,associated_with,unclear,,background,0.5,Cigarette smoking could influence disinhibition and possibly help to normalize inhibition in schizophrenic patients.,15541779,vllm:llama-3.1-8b-instruct,medium
pubmed,38645237,Barratt Impulsiveness Scale neuroimaging,Reward Circuit Local Field Potential Modulations Precede Risk Taking.,2024,bioRxiv : the preprint server for biology,unknown,unknown,impulsivity (general),neuropsychiatric disorders,associated_with,unclear,reward circuitry activity,indirect,0.8,Insula risky decision power was associated with orbitofrontal cortex high-gamma reward prediction error signal ( p =0.0048) and with patient impulsivity ( p =0.00478).,38645237,vllm:llama-3.1-8b-instruct,high
pubmed,30920937,Barratt Impulsiveness Scale neuroimaging,"Interpersonal Problems in Borderline Personality Disorder: Associations With Mentalizing, Emotion Regulation, and Impulsiveness.",2021,Journal of personality disorders,unknown,unknown,impulsivity (general),Borderline Personality Disorder,associated_with,unclear,,background,0.8,"Emotion dysregulation and attentional impulsiveness predicted interpersonal problems directly, whereas hypomentalizing predicted interpersonal problems only indirectly throughout emotion dysregulation and attentional impulsiveness.",30920937,vllm:llama-3.1-8b-instruct,medium
pubmed,35149322,Barratt Impulsiveness Scale neuroimaging,Resting State EEG Activity Related to Impulsivity in People with Prescription Opioid Use Disorder.,2022,Psychiatry research. Neuroimaging,unknown,EEG connectivity,impulsivity (general),prescription opioid use disorder,associated_with,higher,,direct,0.8,"Patients exhibited greater scores (impaired impulse control) on BIS-11 subscales (attention, motor, self-control) and impairment of these impulsive subtypes was associated with increases in β and δ oscillations.",35149322,vllm:llama-3.1-8b-instruct,high
pubmed,27667777,Barratt Impulsiveness Scale neuroimaging,Networks underlying trait impulsivity: Evidence from voxel-based lesion-symptom mapping.,2017,Human brain mapping,unknown,unknown,impulsivity (general),traumatic brain injuries,associated_with,unclear,,background,0.8,"Heightened global impulsivity was associated with damage to multiple areas in bilateral prefrontal cortex (PFC), left superior, middle and inferior temporal gyrus, and left hippocampus.",27667777,vllm:llama-3.1-8b-instruct,medium
pubmed,23603064,Barratt Impulsiveness Scale neuroimaging,Neural correlate of impulsivity in subjects at ultra-high risk for psychosis.,2013,Progress in neuro-psychopharmacology & biological psychiatry,unknown,unknown,impulsivity (general),ultra-high risk for psychosis,correlates_with,higher,altered integrated conflict processing,indirect,0.9,"UHR subjects were more impulsive than HC subjects in terms of attention (t = 3.5187, p<0.01), motor (t = 3.1751, p<0.01), and non-planning (t = 4.4154, p<0.01) scores.",23603064,vllm:llama-3.1-8b-instruct,high
pubmed,33440292,Barratt Impulsiveness Scale neuroimaging,Childhood Trauma increases suicidal behaviour in a treatment-resistant depression population: a FACE-DR report.,2021,Journal of psychiatric research,unknown,unknown,impulsivity (general),treatment-resistant depression,associated_with,higher,,indirect,0.8,We report a strong association between suicidal behaviour and CT (in particular childhood physical neglect) in a TRD population.,33440292,vllm:llama-3.1-8b-instruct,high
pubmed,25071497,Barratt Impulsiveness Scale neuroimaging,A model-based analysis of impulsivity using a slot-machine gambling paradigm.,2014,Frontiers in human neuroscience,unknown,unknown,impulsivity (general),problem and pathological gambling,correlates_with,unclear,uncertainty-dependent mechanisms of belief updates,indirect,0.8,"Behaviorally, we found that impulsivity, as measured independently by the 11th revision of the Barratt Impulsiveness Scale (BIS-11), correlated significantly with an aggregate read-out of the following gambling responses: bet increases (BIs), machines switches (MS), casino switches (CS), and double-ups (DUs).",25071497,vllm:llama-3.1-8b-instruct,medium
pubmed,33113453,Barratt Impulsiveness Scale neuroimaging,Suicide behavior is associated with childhood emotion dysregulation but not trait impulsivity in first episode psychosis.,2020,Psychiatry research,unknown,unknown,impulsivity (general),first episode psychosis,associated_with,unclear,emotion dysregulation,indirect,0.8,"Childhood emotion dysregulation was significantly associated with a history of SB and its severity, but not SI.",33113453,vllm:llama-3.1-8b-instruct,high
pubmed,30071388,Barratt Impulsiveness Scale neuroimaging,Sleep and circadian rhythm function and trait impulsivity: An actigraphy study.,2018,Psychiatry research,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,"High impulsive individuals displayed phase-delayed patterns of sleep, a decreased total sleep time and sleep efficiency, and disrupted circadian function.",30071388,vllm:llama-3.1-8b-instruct,medium
pubmed,19758706,Barratt Impulsiveness Scale neuroimaging,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,unknown,unknown,impulsivity (general),self-injury,associated_with,unclear,,background,0.5,"In both studies, self-injurers reported greater impulsiveness; however, performance-based measures of impulsiveness failed to detect any between-group differences.",19758706,vllm:llama-3.1-8b-instruct,low
pubmed,34274904,Barratt Impulsiveness Scale neuroimaging,Dimensions of impulsivity related to psychopathic traits and homicidal behavior among incarcerated male youth offenders.,2021,Psychiatry research,unknown,unknown,impulsivity (general),youth psychopathic traits,correlates_with,higher,,indirect,0.8,"Correlational analyses indicated PCL:YV total, Factor 2, Facet 3, and Facet 4 scores were significantly positively correlated with BIS-11 total scores.",34274904,vllm:llama-3.1-8b-instruct,medium
pubmed,29649673,Barratt Impulsiveness Scale neuroimaging,The relationship between impulsivity and panic disorder-agoraphobia: The role of affective temperament.,2018,Psychiatry research,unknown,unknown,impulsivity (general),panic disorder-agoraphobia,associated_with,unclear,,background,0.8,Patients have significantly higher scores in affective temperament (except hyperthymic) and attentional impulsiveness subscales than the healthy controls.,29649673,vllm:llama-3.1-8b-instruct,medium
pubmed,29677623,Barratt Impulsiveness Scale neuroimaging,Cerebrospinal fluid FGF23 levels correlate with a measure of impulsivity.,2018,Psychiatry research,unknown,unknown,impulsivity (general),unknown,correlates_with,lower,,indirect,0.8,These findings suggest that CSF FGF23 levels correlate with a measure of impulsivity.,29677623,vllm:llama-3.1-8b-instruct,high
pubmed,37731603,Barratt Impulsiveness Scale neuroimaging,Dual-site beta tACS over rIFG and M1 enhances response inhibition: A parallel multiple control and replication study.,2023,International journal of clinical and health psychology : IJCHP,unknown,functional connectivity,impulsivity (general),healthy adults,correlates_with,higher,transcranial alternating current stimulation (tACS),direct,0.9,Increasing beta activity in multiple brain regions is a potential way to enhance response inhibition.,37731603,vllm:llama-3.1-8b-instruct,high
pubmed,30384282,Barratt Impulsiveness Scale neuroimaging,CSF glutamate level decreases in heavy smokers and negatively correlates with BDI scores.,2018,Psychiatry research,unknown,unknown,impulsivity (general),heavy smokers,correlates_with,lower,,indirect,0.8,"In conclusion, heavy smokers had more impulsivity had lower levels of CSF glutamate and higher BDI scores. CSF glutamate levels negatively correlated with BDI scores in heavy smokers.",30384282,vllm:llama-3.1-8b-instruct,high
pubmed,37992775,Barratt Impulsiveness Scale neuroimaging,Indirect effect of impulsivity on suicide risk through self-esteem and depressive symptoms in a population with treatment-resistant depression: A FACE-DR study.,2024,Journal of affective disorders,unknown,unknown,impulsivity (general),treatment-resistant depression,correlates_with,unclear,,indirect,0.5,"The impulsivity score was correlated with self-esteem, marital status, professional status and anxiety.",37992775,vllm:llama-3.1-8b-instruct,medium
pubmed,39116689,Barratt Impulsiveness Scale neuroimaging,Impulsivity as a predictor of clinical and psychological outcomes in a naturalistic prospective cohort of subjects at ultra-high risk (UHR) for psychosis from Tunisia.,2024,Psychiatry research,unknown,unknown,impulsivity (general),ultra-high risk (UHR) for psychosis,predicts,higher,,indirect,0.8,"Findings showed that at 6 months of follow-up, higher 6-month BIS-11 attentional and motor impulsivity were significantly associated with lower quality of life and greater general psychological distress.",39116689,vllm:llama-3.1-8b-instruct,medium
pubmed,15996748,Barratt Impulsiveness Scale neuroimaging,Correlates of trait impulsiveness in performance measures and neuropsychological tests.,2005,Psychiatry research,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,background,0.5,Performance measures of impulsiveness offer great promise for assessing this trait in clinical and experimental studies.,15996748,vllm:llama-3.1-8b-instruct,medium
pubmed,35170659,Barratt Impulsiveness Scale neuroimaging,Relationship between optical coherence tomography findings and clinical variables in patients with opiate use disorder.,2023,Arquivos brasileiros de oftalmologia,unknown,unknown,impulsivity (general),opiate use disorder,unknown,unclear,,background,0.0,Further studies with larger sampling groups that evaluate neuroimaging findings should be conducted.,35170659,vllm:llama-3.1-8b-instruct,low
pubmed,29337234,Barratt Impulsiveness Scale neuroimaging,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We observed a positive relationship between impulsive personality trait and motor system excitability during the preparation of self-initiated movements.,29337234,vllm:llama-3.1-8b-instruct,high
pubmed,32977054,Barratt Impulsiveness Scale neuroimaging,Impulsivity as a multifactorial construct and its relationship to PTSD severity and threat sensitivity.,2020,Psychiatry research,unknown,unknown,impulsivity (general),PTSD,associated_with,unclear,,background,0.8,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,32977054,vllm:llama-3.1-8b-instruct,medium
pubmed,23122556,Barratt Impulsiveness Scale neuroimaging,Decision-making and impulsivity in eating disorder patients.,2013,Psychiatry research,unknown,unknown,impulsivity (general),eating disorder patients,correlates_with,lower,unknown,indirect,0.8,"Interestingly, impulsivity was negatively correlated with decision-making, but only in the binge/purging group.",23122556,vllm:llama-3.1-8b-instruct,medium
pubmed,32554185,Barratt Impulsiveness Scale neuroimaging,Adult attention-deficit hyperactivity disorder and clinical correlates of delayed sleep phase disorder.,2020,Psychiatry research,unknown,unknown,impulsivity (general),adult attention-deficit hyperactivity disorder,associated_with,unclear,,background,0.5,An early diagnosis with a proper treatment targeted to both disorders may be fundamental in order to improve the overall functioning and the outcome of adult ADHD patients.,32554185,vllm:llama-3.1-8b-instruct,low
pubmed,33426970,Barratt Impulsiveness Scale neuroimaging,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,unknown,unknown,impulsivity (general),opioid use disorder,correlates_with,lower,repetitive transcranial magnetic stimulation,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",33426970,vllm:llama-3.1-8b-instruct,high
pubmed,25819744,Barratt Impulsiveness Scale neuroimaging,Distinct domains of impulsivity are impaired in juvenile myoclonic epilepsy but not in temporal lobe epilepsy.,2015,Epilepsy & behavior : E&B,unknown,unknown,impulsivity (general),juvenile myoclonic epilepsy,associated_with,higher,,direct,0.9,"Patients with JME showed higher scores than patients with TLE and controls in all domains: motor (JME vs TLE: 28.60 vs 13.25 (mean score), p<0.001 and JME vs controls: 28.60 vs 14.12, p<0.001), attentional (JME vs TLE: 21.55 vs 13.45, p<0.001 and JME vs controls: 21.55 vs 14.88, p<0.001) and nonplanning (JME vs TLE: 28.05 vs 13.10, p<0.001 and JME vs controls: 28.05 vs 16.15, p<0.001).",25819744,vllm:llama-3.1-8b-instruct,high
pubmed,32450451,Barratt Impulsiveness Scale neuroimaging,"Problematic Internet use (PIU), personality profiles and emotion dysregulation in a cohort of young adults: trajectories from risky behaviors to addiction.",2020,Psychiatry research,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,"Moreover, DERS total scores significantly differed across PIU-risk groups, along with a progressively higher occurrence of depression, anxiety and impulsivity.",32450451,vllm:llama-3.1-8b-instruct,medium
pubmed,10359481,Barratt Impulsiveness Scale neuroimaging,Etiology of the impulsivity/aggression relationship: genes or environment?,1999,Psychiatry research,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.5,"Phenotypic relationships between the measure of impulsivity and subscales of the measure of aggression (direct assault, verbal assault, indirect assault, and irritability) ranged from 0.22 to 0.51.",10359481,vllm:llama-3.1-8b-instruct,medium
pubmed,20478631,Barratt Impulsiveness Scale neuroimaging,Relationship between impulsivity and decision making in cocaine dependence.,2010,Psychiatry research,unknown,unknown,impulsivity (general),cocaine dependence,associated_with,higher,,indirect,0.5,"Cocaine-dependent subjects made more disadvantageous choices on the IGT, had higher scores on the BIS and more commission errors on the IMT.",20478631,vllm:llama-3.1-8b-instruct,medium
pubmed,21665292,Barratt Impulsiveness Scale neuroimaging,Impulsivity and internalizing disorders in childhood.,2011,Psychiatry research,unknown,unknown,impulsivity (general),childhood,correlates_with,higher,,indirect,0.8,"Impulsivity was related to measures of anxiety, depression and aggressive behavior, and showed higher relationships with measures of internalizing symptoms than with aggression.",21665292,vllm:llama-3.1-8b-instruct,medium
pubmed,28783574,Barratt Impulsiveness Scale neuroimaging,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,unknown,unknown,impulsivity (general),unknown,predicts,higher,,indirect,0.8,The results show for the first time a relation between the execution of the Go/No-Go task and the MOCI scale.,28783574,vllm:llama-3.1-8b-instruct,medium
pubmed,20832123,Barratt Impulsiveness Scale neuroimaging,Platelet [³H] paroxetine binding in female patients with borderline personality disorder and their sisters.,2011,Psychiatry research,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,,background,0.5,Paroxetine binding could be a vulnerability marker for traits associated with borderline personality disorder (BPD).,20832123,vllm:llama-3.1-8b-instruct,low
pubmed,30616125,Barratt Impulsiveness Scale neuroimaging,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,unknown,unknown,impulsivity (general),alcohol-use disorders,correlates_with,unclear,,background,0.8,"Regression analyses showed that the scores obtained at the compulsive subscale of the OCDS, at the VAS and at the Urgency subscale of impulsivity constitute the main predictors of the severity of alcohol-use disorders (indexed by the AUDIT).",30616125,vllm:llama-3.1-8b-instruct,medium
pubmed,28675825,Barratt Impulsiveness Scale neuroimaging,The association between in vivo central noradrenaline transporter availability and trait impulsivity.,2017,Psychiatry research. Neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,lower,,indirect,0.5,"Impaired impulsivity is implicated in a variety of neuropsychiatric conditions; however, an in vivo link between central NAT availability and human impulsivity has not been shown.",28675825,vllm:llama-3.1-8b-instruct,medium
pubmed,24608747,Barratt Impulsiveness Scale neuroimaging,Trait impulsivity is associated with the risk of falls in Parkinson's disease.,2014,PloS one,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,direct,0.9,Total impulsivity scores were higher for recurrent fallers (59.5) compared to non-fallers (56.8; p = 0.012).,24608747,vllm:llama-3.1-8b-instruct,high
pubmed,27371803,Barratt Impulsiveness Scale neuroimaging,Risk-taking behavior and impulsivity among HCV-infected patients.,2016,Psychiatry research,unknown,unknown,impulsivity (general),HCV-infected patients,associated_with,higher,,direct,0.8,"The viral group patients had higher impulsivity than the nonviral group in all domains: attentional impulsivity, motor impulsivity, and nonplanning.",27371803,vllm:llama-3.1-8b-instruct,high
pubmed,22766012,Barratt Impulsiveness Scale neuroimaging,"Neuropsychological performance, impulsivity, ADHD symptoms, and novelty seeking in compulsive buying disorder.",2012,Psychiatry research,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,"They also had elevated levels of self-reported depression, ADHD symptoms, trait impulsivity, and novelty seeking.",22766012,vllm:llama-3.1-8b-instruct,medium
pubmed,28391138,Barratt Impulsiveness Scale neuroimaging,Associations between serotonin transporter and behavioral traits and diagnoses related to anxiety.,2017,Psychiatry research,unknown,unknown,impulsivity (general),anxiety,predicts,higher,serotonin transporter promoter-linked polymorphism (5-HTTLPR),direct,0.8,"We show that 5-HTTLPR predicts higher impulsivity, hostility, and neuroticism, and that impulsivity could serve as a useful independent outcome or intermediary phenotype in genetic studies of anxiety.",28391138,vllm:llama-3.1-8b-instruct,high
pubmed,26648853,Barratt Impulsiveness Scale neuroimaging,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,fronto-insular network,BOLD variability,impulsivity (general),Parkinson's disease,associated_with,higher,increased metabolism,direct,0.9,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",26648853,vllm:llama-3.1-8b-instruct,high
pubmed,23770040,Barratt Impulsiveness Scale neuroimaging,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,unknown,EEG connectivity,impulsivity (general),Internet addiction,associated_with,higher,,direct,0.9,"The Internet-addiction group showed higher absolute power on the gamma band than did the control group (estimate = 0.434, p < 0.01).",23770040,vllm:llama-3.1-8b-instruct,high
pubmed,23158972,Barratt Impulsiveness Scale neuroimaging,Impulsivity is related to striatal dopamine transporter availability in healthy males.,2013,Psychiatry research,unknown,unknown,impulsivity (general),unknown,associated_with,higher,dopamine transporter availability,direct,0.9,Greater dopamine transporter availability was associated with higher BIS impulsivity but not with ADHD-related traits.,23158972,vllm:llama-3.1-8b-instruct,high
pubmed,22749228,Barratt Impulsiveness Scale neuroimaging,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,unknown,unknown,impulsivity (general),"obsessive-compulsive disorder, eating disorder",associated_with,higher,,indirect,0.8,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",22749228,vllm:llama-3.1-8b-instruct,medium
pubmed,24612970,Barratt Impulsiveness Scale neuroimaging,"Anxiety, depression, impulsivity and substance misuse in violent and non-violent adolescent boys in detention in China.",2014,Psychiatry research,unknown,unknown,impulsivity (general),juvenile detention facilities,associated_with,higher,,direct,0.8,"Violent offenders had significantly higher BIS-11 total scores, and attention and nonplanning subscale scores (p<0.05).",24612970,vllm:llama-3.1-8b-instruct,high
pubmed,31616015,Barratt Impulsiveness Scale neuroimaging,Subjective estimates of uncertainty during gambling and impulsivity after subthalamic deep brain stimulation for Parkinson's disease.,2019,Scientific reports,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,lower,subjective estimates of uncertainty,indirect,0.8,"Model parameter estimates were significantly associated with impulsivity; specifically, increased uncertainty was related to increased postoperative impulsivity.",31616015,vllm:llama-3.1-8b-instruct,high
pubmed,27449004,Barratt Impulsiveness Scale neuroimaging,"The association of Internet addiction symptoms with impulsiveness, loneliness, novelty seeking and behavioral inhibition system among adults with attention-deficit/hyperactivity disorder (ADHD).",2016,Psychiatry research,unknown,unknown,impulsivity (general),ADHD,associated_with,unclear,unknown,background,0.5,"The results of hierarchical regression analysis indicated that impulsiveness, loneliness, and behavioral inhibition system were significant predictors of Internet addition among adults with ADHD.",27449004,vllm:llama-3.1-8b-instruct,low
pubmed,29120849,Barratt Impulsiveness Scale neuroimaging,Genetic analysis of impulsive personality traits: Examination of a priori candidates and genome-wide variation.,2018,Psychiatry research,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,Impulsive personality traits are heritable risk factors and putative endophenotypes for addiction and other psychiatric disorders involving disinhibition.,29120849,vllm:llama-3.1-8b-instruct,low
pubmed,24373553,Barratt Impulsiveness Scale neuroimaging,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,indirect,0.8,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",24373553,vllm:llama-3.1-8b-instruct,medium
pubmed,27614152,Barratt Impulsiveness Scale neuroimaging,"Impulsivity, implicit attitudes and explicit cognitions, and alcohol dependence as predictors of pathological gambling.",2016,Psychiatry research,unknown,unknown,impulsivity (general),pathological gambling,predicts,lower,,indirect,0.8,The latter being less impulsive and having fewer implicit attitudes towards gambling.,27614152,vllm:llama-3.1-8b-instruct,medium
pubmed,31669801,Barratt Impulsiveness Scale neuroimaging,Increased neural activity in the right dorsolateral prefrontal cortex during a risky decision-making task is associated with cocaine use in methadone-maintained patients.,2019,Drug and alcohol dependence,unknown,functional connectivity,impulsivity (general),cocaine use,associated_with,higher,,indirect,0.9,"MMPs who used cocaine versus those who did not reported increased trait impulsivity on the BIS-11 Total Score (t=-2.28, p = 0.031).",31669801,vllm:llama-3.1-8b-instruct,high
pubmed,29580652,Barratt Impulsiveness Scale neuroimaging,"Gambling behavior in Parkinson's Disease: Impulsivity, reward mechanism and cortical brain oscillations.",2018,Psychiatry research,unknown,unknown,impulsivity (general),Parkinson's Disease,correlates_with,higher,reward mechanism,indirect,0.8,Higher BAS and BIS-11 personality components were correlated to groups' behavioral response.,29580652,vllm:llama-3.1-8b-instruct,high
pubmed,14675743,Barratt Impulsiveness Scale neuroimaging,Neurobiological correlates of diagnosis and underlying traits in patients with borderline personality disorder compared with normal controls.,2004,Psychiatry research,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,abnormalities in serotonergic systems,background,0.8,The results suggest that impulsive traits in borderline patients are associated with abnormalities in serotonergic systems.,14675743,vllm:llama-3.1-8b-instruct,medium
pubmed,12860356,Barratt Impulsiveness Scale neuroimaging,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,,background,0.8,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",12860356,vllm:llama-3.1-8b-instruct,medium
pubmed,26803778,Barratt Impulsiveness Scale neuroimaging,Dysfunctional decision-making related to white matter alterations in bipolar I disorder.,2016,Journal of affective disorders,unknown,structural connectivity,impulsivity (general),bipolar I disorder,associated_with,higher,white matter alterations,indirect,0.8,BD-I patients displayed significantly lower integrity in the right cingulum compared to HC. They also showed more risk-taking behavior and reported increased trait-impulsivity.,26803778,vllm:llama-3.1-8b-instruct,medium
pubmed,26660886,Barratt Impulsiveness Scale neuroimaging,Functional Connectivity and Quantitative EEG in Women with Alcohol Use Disorders: A Resting-State Study.,2016,Brain topography,unknown,functional connectivity,impulsivity (general),alcohol use disorders,associated_with,unclear,,indirect,0.8,We also found that impaired functional connectivity particularly in alpha band at fronto-central areas was negative correlated with non-planning dimension of impulsivity.,26660886,vllm:llama-3.1-8b-instruct,medium
pubmed,40467551,BIS-11 fMRI impulsivity,Common neural patterns of substance use disorder: a seed-based resting-state functional connectivity meta-analysis.,2025,Translational psychiatry,unknown,functional connectivity,impulsivity (general),substance use disorder,associated_with,unclear,,indirect,0.8,"Compared with HCs, SUD patients exhibited significant dysfunctions in the cortical-striatal-thalamic-cortical circuit.",40467551,vllm:llama-3.1-8b-instruct,high
pubmed,38092841,BIS-11 fMRI impulsivity,White matter-based brain network topological properties associated with individual impulsivity.,2023,Scientific reports,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,Previous research reported not only an association between DD and impulsive control disorders and negative health outcomes but also the neural correlates of DD.,38092841,vllm:llama-3.1-8b-instruct,medium
pubmed,36320407,BIS-11 fMRI impulsivity,White matter integrity and functional connectivity in adolescents with a parental history of substance use disorder.,2021,Neuroimage. Reports,default mode network,functional connectivity,impulsivity (general),substance use disorder,associated_with,higher,neurological,direct,0.8,"Compared to FH-, FH + adolescents showed significantly greater functional connectivity between posterior regions of the Default Mode Network (DMN) and the Fronto-Parietal Network (FPN).",36320407,vllm:llama-3.1-8b-instruct,high
pubmed,32889355,BIS-11 fMRI impulsivity,Functional connectome-based biomarkers predict chronic codeine-containing cough syrup dependent.,2020,Journal of psychiatric research,unknown,functional connectivity,impulsivity (general),chronic codeine-containing cough syrup dependent,predicts,higher,,direct,0.8,These data demonstrate that abnormal functional connectome may be closely linked to clinical characteristics in CCSD.,32889355,vllm:llama-3.1-8b-instruct,high
pubmed,40945612,BIS-11 fMRI impulsivity,Diffusion tensor imaging-based evaluation of white-matter tract alterations in schizophrenic patients with personality-related comorbidities.,2026,Behavioural brain research,unknown,structural connectivity,impulsivity (general),schizophrenia,correlates_with,higher,white matter dysconnectivity,indirect,0.8,"These abnormalities were significantly correlated with heightened impulsivity, impaired self-regulation, and increased psychosis proneness.",40945612,vllm:llama-3.1-8b-instruct,medium
pubmed,24885073,BIS-11 fMRI impulsivity,Trait impulsivity and impaired prefrontal impulse inhibition function in adolescents with internet gaming addiction revealed by a Go/No-Go fMRI study.,2014,Behavioral and brain functions : BBF,unknown,unknown,impulsivity (general),internet gaming addiction,associated_with,higher,,direct,0.8,Activation of the left superior medial frontal gyrus was positively associated with BIS-11 and Chen Internet Addiction Scale (CIAS) total score across IGA participants.,24885073,vllm:llama-3.1-8b-instruct,high
pubmed,26658924,BIS-11 fMRI impulsivity,Citicoline Treatment Improves Measures of Impulsivity and Task Performance in Chronic Marijuana Smokers: A Pilot BOLD fMRI Study.,2015,International journal of neurology and neurotherapy,unknown,unknown,impulsivity (general),chronic marijuana smokers,associated_with,lower,citicoline treatment,direct,0.8,MJ smokers treated with citicoline demonstrated significantly lower levels of behavioral impulsivity,26658924,vllm:llama-3.1-8b-instruct,high
pubmed,36124350,BIS-11 fMRI impulsivity,[The value of MR diffusion tensor imaging in assessing white matter changes in short-term methamphetamine withdrawal].,2022,Zhonghua yi xue za zhi,unknown,unknown,impulsivity (general),methamphetamine withdrawal,associated_with,unclear,,background,0.8,"MA addicted individuals with short-term withdrawal have white matter edema and damage, and the degree of corpus callosum damage is positively correlated with the daily dose of MA,which is helpful to understand the pathophysiological process of white matter damage in the nervous system and the potential mechanism of neuropsychiatric symptoms in short-term withdrawal MA addicted individuals.",36124350,vllm:llama-3.1-8b-instruct,low
pubmed,22858213,BIS-11 fMRI impulsivity,Reduced posterior corpus callosum area in suicidal and non-suicidal patients with bipolar disorder.,2012,Journal of affective disorders,unknown,unknown,impulsivity (general),bipolar disorder,associated_with,higher,,indirect,0.8,"In the BP-S group, the BIS-11 total (p=0.01), attention (p=0.001) and non-planning (p=0.02) impulsivity scores were significantly higher than in the BP-NS and HC groups.",22858213,vllm:llama-3.1-8b-instruct,high
pubmed,32124022,BIS-11 fMRI impulsivity,Abnormal white matter within brain structural networks is associated with high-impulse behaviour in codeine-containing cough syrup dependent users.,2021,European archives of psychiatry and clinical neuroscience,unknown,unknown,impulsivity (general),codeine-containing cough syrup dependent users,associated_with,higher,,indirect,0.8,"Aberrant brain regions and disrupted connectivity of structural network may be the bases of neuropathology for underlying symptoms of high-impulse behaviours in CCSD users, which may provide a novel sight to better treat and prevent codeine dependency in adolescents.",32124022,vllm:llama-3.1-8b-instruct,high
pubmed,23562867,BIS-11 fMRI impulsivity,Decreased caudate response to milkshake is associated with higher body mass index and greater impulsivity.,2013,Physiology & behavior,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.9,"Replicating prior work, we report a negative association between BMI and brain response to milkshake vs. tasteless in the caudate nucleus.",23562867,vllm:llama-3.1-8b-instruct,high
pubmed,29567425,BIS-11 fMRI impulsivity,Association between self-reported impulsiveness and gray matter volume in healthy adults. An exploratory MRI study.,2018,Neuroscience letters,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,"Furthermore, SFD was associated with BIS and correlated with GMV areas involved in self-reported impulsiveness.",29567425,vllm:llama-3.1-8b-instruct,medium
