record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
161,29337234,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We observed a positive relationship between impulsive personality trait and motor system excitability during the preparation of self-initiated movements.,yes,,yes,yes,yes,,,,,,,,,
162,32977054,Impulsivity as a multifactorial construct and its relationship to PTSD severity and threat sensitivity.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),PTSD,associated_with,unclear,,background,0.8,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,yes,,yes,yes,yes,,,,,,,,,
163,23122556,Decision-making and impulsivity in eating disorder patients.,2013,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),eating disorder patients,correlates_with,lower,unknown,indirect,0.8,"Interestingly, impulsivity was negatively correlated with decision-making, but only in the binge/purging group.",yes,,yes,yes,yes,,,,,,,,,
164,32554185,Adult attention-deficit hyperactivity disorder and clinical correlates of delayed sleep phase disorder.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),adult attention-deficit hyperactivity disorder,associated_with,unclear,,background,0.5,An early diagnosis with a proper treatment targeted to both disorders may be fundamental in order to improve the overall functioning and the outcome of adult ADHD patients.,yes,,yes,yes,yes,,,,,,,,,
165,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),opioid use disorder,correlates_with,lower,repetitive transcranial magnetic stimulation,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,yes,,,,,,,,,
166,25819744,Distinct domains of impulsivity are impaired in juvenile myoclonic epilepsy but not in temporal lobe epilepsy.,2015,Epilepsy & behavior : E&B,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),juvenile myoclonic epilepsy,associated_with,higher,,direct,0.9,"Patients with JME showed higher scores than patients with TLE and controls in all domains: motor (JME vs TLE: 28.60 vs 13.25 (mean score), p<0.001 and JME vs controls: 28.60 vs 14.12, p<0.001), attentional (JME vs TLE: 21.55 vs 13.45, p<0.001 and JME vs controls: 21.55 vs 14.88, p<0.001) and nonplanning (JME vs TLE: 28.05 vs 13.10, p<0.001 and JME vs controls: 28.05 vs 16.15, p<0.001).",yes,,yes,yes,yes,,,,,,,,,
167,32450451,"Problematic Internet use (PIU), personality profiles and emotion dysregulation in a cohort of young adults: trajectories from risky behaviors to addiction.",2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,"Moreover, DERS total scores significantly differed across PIU-risk groups, along with a progressively higher occurrence of depression, anxiety and impulsivity.",yes,,yes,yes,yes,,,,,,,,,
168,10359481,Etiology of the impulsivity/aggression relationship: genes or environment?,1999,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.5,"Phenotypic relationships between the measure of impulsivity and subscales of the measure of aggression (direct assault, verbal assault, indirect assault, and irritability) ranged from 0.22 to 0.51.",yes,,yes,yes,yes,,,,,,,,,
169,20478631,Relationship between impulsivity and decision making in cocaine dependence.,2010,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),cocaine dependence,associated_with,higher,,indirect,0.5,"Cocaine-dependent subjects made more disadvantageous choices on the IGT, had higher scores on the BIS and more commission errors on the IMT.",yes,,yes,yes,no,,,,,,,,,
170,21665292,Impulsivity and internalizing disorders in childhood.,2011,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),childhood,correlates_with,higher,,indirect,0.8,"Impulsivity was related to measures of anxiety, depression and aggressive behavior, and showed higher relationships with measures of internalizing symptoms than with aggression.",yes,,yes,yes,yes,,,,,,,,,
171,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,predicts,higher,,indirect,0.8,The results show for the first time a relation between the execution of the Go/No-Go task and the MOCI scale.,yes,,yes,yes,yes,,,,,,,,,
172,20832123,Platelet [³H] paroxetine binding in female patients with borderline personality disorder and their sisters.,2011,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,,background,0.5,Paroxetine binding could be a vulnerability marker for traits associated with borderline personality disorder (BPD).,yes,,yes,yes,yes,,,,,,,,,
173,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),alcohol-use disorders,correlates_with,unclear,,background,0.8,"Regression analyses showed that the scores obtained at the compulsive subscale of the OCDS, at the VAS and at the Urgency subscale of impulsivity constitute the main predictors of the severity of alcohol-use disorders (indexed by the AUDIT).",yes,,yes,yes,yes,,,,,,,,,
174,28675825,The association between in vivo central noradrenaline transporter availability and trait impulsivity.,2017,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,lower,,indirect,0.5,"Impaired impulsivity is implicated in a variety of neuropsychiatric conditions; however, an in vivo link between central NAT availability and human impulsivity has not been shown.",yes,,yes,yes,yes,,,,,,,,,
175,24608747,Trait impulsivity is associated with the risk of falls in Parkinson's disease.,2014,PloS one,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,direct,0.9,Total impulsivity scores were higher for recurrent fallers (59.5) compared to non-fallers (56.8; p = 0.012).,yes,,yes,yes,no,,,,,,,,,
176,27371803,Risk-taking behavior and impulsivity among HCV-infected patients.,2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),HCV-infected patients,associated_with,higher,,direct,0.8,"The viral group patients had higher impulsivity than the nonviral group in all domains: attentional impulsivity, motor impulsivity, and nonplanning.",yes,,yes,yes,yes,,,,,,,,,
177,22766012,"Neuropsychological performance, impulsivity, ADHD symptoms, and novelty seeking in compulsive buying disorder.",2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,"They also had elevated levels of self-reported depression, ADHD symptoms, trait impulsivity, and novelty seeking.",yes,,yes,yes,yes,,,,,,,,,
178,28391138,Associations between serotonin transporter and behavioral traits and diagnoses related to anxiety.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),anxiety,predicts,higher,serotonin transporter promoter-linked polymorphism (5-HTTLPR),direct,0.8,"We show that 5-HTTLPR predicts higher impulsivity, hostility, and neuroticism, and that impulsivity could serve as a useful independent outcome or intermediary phenotype in genetic studies of anxiety.",yes,,yes,yes,yes,,,,,,,,,
179,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,fronto-insular network,BOLD variability,impulsivity (general),Parkinson's disease,associated_with,higher,increased metabolism,direct,0.9,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,
180,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),Internet addiction,associated_with,higher,,direct,0.9,"The Internet-addiction group showed higher absolute power on the gamma band than did the control group (estimate = 0.434, p < 0.01).",yes,,yes,yes,no,,,,,,,,,
181,23158972,Impulsivity is related to striatal dopamine transporter availability in healthy males.,2013,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,dopamine transporter availability,direct,0.9,Greater dopamine transporter availability was associated with higher BIS impulsivity but not with ADHD-related traits.,yes,,yes,yes,no,,,,,,,,,
182,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"obsessive-compulsive disorder, eating disorder",associated_with,higher,,indirect,0.8,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",yes,,yes,yes,yes,,,,,,,,,
183,24612970,"Anxiety, depression, impulsivity and substance misuse in violent and non-violent adolescent boys in detention in China.",2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),juvenile detention facilities,associated_with,higher,,direct,0.8,"Violent offenders had significantly higher BIS-11 total scores, and attention and nonplanning subscale scores (p<0.05).",yes,,yes,yes,yes,,,,,,,,,
184,31616015,Subjective estimates of uncertainty during gambling and impulsivity after subthalamic deep brain stimulation for Parkinson's disease.,2019,Scientific reports,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,lower,subjective estimates of uncertainty,indirect,0.8,"Model parameter estimates were significantly associated with impulsivity; specifically, increased uncertainty was related to increased postoperative impulsivity.",yes,,yes,yes,yes,,,,,,,,,
185,27449004,"The association of Internet addiction symptoms with impulsiveness, loneliness, novelty seeking and behavioral inhibition system among adults with attention-deficit/hyperactivity disorder (ADHD).",2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),ADHD,associated_with,unclear,unknown,background,0.5,"The results of hierarchical regression analysis indicated that impulsiveness, loneliness, and behavioral inhibition system were significant predictors of Internet addition among adults with ADHD.",yes,,yes,yes,yes,,,,,,,,,
186,29120849,Genetic analysis of impulsive personality traits: Examination of a priori candidates and genome-wide variation.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,Impulsive personality traits are heritable risk factors and putative endophenotypes for addiction and other psychiatric disorders involving disinhibition.,yes,,yes,yes,yes,,,,,,,,,
187,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,indirect,0.8,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",yes,,yes,yes,yes,,,,,,,,,
188,27614152,"Impulsivity, implicit attitudes and explicit cognitions, and alcohol dependence as predictors of pathological gambling.",2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),pathological gambling,predicts,lower,,indirect,0.8,The latter being less impulsive and having fewer implicit attitudes towards gambling.,yes,,yes,yes,no,,,,,,,,,
189,31669801,Increased neural activity in the right dorsolateral prefrontal cortex during a risky decision-making task is associated with cocaine use in methadone-maintained patients.,2019,Drug and alcohol dependence,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),cocaine use,associated_with,higher,,indirect,0.9,"MMPs who used cocaine versus those who did not reported increased trait impulsivity on the BIS-11 Total Score (t=-2.28, p = 0.031).",yes,,yes,yes,yes,,,,,,,,,
190,29580652,"Gambling behavior in Parkinson's Disease: Impulsivity, reward mechanism and cortical brain oscillations.",2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's Disease,correlates_with,higher,reward mechanism,indirect,0.8,Higher BAS and BIS-11 personality components were correlated to groups' behavioral response.,yes,,yes,yes,no,,,,,,,,,
191,14675743,Neurobiological correlates of diagnosis and underlying traits in patients with borderline personality disorder compared with normal controls.,2004,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,abnormalities in serotonergic systems,background,0.8,The results suggest that impulsive traits in borderline patients are associated with abnormalities in serotonergic systems.,yes,,yes,yes,yes,,,,,,,,,
192,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,,background,0.8,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",yes,,yes,yes,yes,,,,,,,,,
193,26803778,Dysfunctional decision-making related to white matter alterations in bipolar I disorder.,2016,Journal of affective disorders,Barratt Impulsiveness Scale neuroimaging,unknown,structural connectivity,impulsivity (general),bipolar I disorder,associated_with,higher,white matter alterations,indirect,0.8,BD-I patients displayed significantly lower integrity in the right cingulum compared to HC. They also showed more risk-taking behavior and reported increased trait-impulsivity.,yes,,yes,yes,yes,,,,,,,,,
194,26660886,Functional Connectivity and Quantitative EEG in Women with Alcohol Use Disorders: A Resting-State Study.,2016,Brain topography,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),alcohol use disorders,associated_with,unclear,,indirect,0.8,We also found that impaired functional connectivity particularly in alpha band at fronto-central areas was negative correlated with non-planning dimension of impulsivity.,yes,,yes,yes,yes,,,,,,,,,
195,40467551,Common neural patterns of substance use disorder: a seed-based resting-state functional connectivity meta-analysis.,2025,Translational psychiatry,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),substance use disorder,associated_with,unclear,,indirect,0.8,"Compared with HCs, SUD patients exhibited significant dysfunctions in the cortical-striatal-thalamic-cortical circuit.",yes,,yes,yes,yes,,,,,,,,,
196,38092841,White matter-based brain network topological properties associated with individual impulsivity.,2023,Scientific reports,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,Previous research reported not only an association between DD and impulsive control disorders and negative health outcomes but also the neural correlates of DD.,yes,,yes,yes,yes,,,,,,,,,
197,36320407,White matter integrity and functional connectivity in adolescents with a parental history of substance use disorder.,2021,Neuroimage. Reports,BIS-11 fMRI impulsivity,default mode network,functional connectivity,impulsivity (general),substance use disorder,associated_with,higher,neurological,direct,0.8,"Compared to FH-, FH + adolescents showed significantly greater functional connectivity between posterior regions of the Default Mode Network (DMN) and the Fronto-Parietal Network (FPN).",yes,,yes,yes,yes,,,,,,,,,
198,32889355,Functional connectome-based biomarkers predict chronic codeine-containing cough syrup dependent.,2020,Journal of psychiatric research,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),chronic codeine-containing cough syrup dependent,predicts,higher,,direct,0.8,These data demonstrate that abnormal functional connectome may be closely linked to clinical characteristics in CCSD.,yes,,yes,yes,yes,,,,,,,,,
199,40945612,Diffusion tensor imaging-based evaluation of white-matter tract alterations in schizophrenic patients with personality-related comorbidities.,2026,Behavioural brain research,BIS-11 fMRI impulsivity,unknown,structural connectivity,impulsivity (general),schizophrenia,correlates_with,higher,white matter dysconnectivity,indirect,0.8,"These abnormalities were significantly correlated with heightened impulsivity, impaired self-regulation, and increased psychosis proneness.",yes,,yes,yes,yes,,,,,,,,,
200,24885073,Trait impulsivity and impaired prefrontal impulse inhibition function in adolescents with internet gaming addiction revealed by a Go/No-Go fMRI study.,2014,Behavioral and brain functions : BBF,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),internet gaming addiction,associated_with,higher,,direct,0.8,Activation of the left superior medial frontal gyrus was positively associated with BIS-11 and Chen Internet Addiction Scale (CIAS) total score across IGA participants.,yes,,yes,yes,yes,,,,,,,,,
201,26658924,Citicoline Treatment Improves Measures of Impulsivity and Task Performance in Chronic Marijuana Smokers: A Pilot BOLD fMRI Study.,2015,International journal of neurology and neurotherapy,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),chronic marijuana smokers,associated_with,lower,citicoline treatment,direct,0.8,MJ smokers treated with citicoline demonstrated significantly lower levels of behavioral impulsivity,yes,,yes,yes,yes,,,,,,,,,
202,36124350,[The value of MR diffusion tensor imaging in assessing white matter changes in short-term methamphetamine withdrawal].,2022,Zhonghua yi xue za zhi,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),methamphetamine withdrawal,associated_with,unclear,,background,0.8,"MA addicted individuals with short-term withdrawal have white matter edema and damage, and the degree of corpus callosum damage is positively correlated with the daily dose of MA,which is helpful to understand the pathophysiological process of white matter damage in the nervous system and the potential mechanism of neuropsychiatric symptoms in short-term withdrawal MA addicted individuals.",yes,,yes,yes,yes,,,,,,,,,
203,22858213,Reduced posterior corpus callosum area in suicidal and non-suicidal patients with bipolar disorder.,2012,Journal of affective disorders,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),bipolar disorder,associated_with,higher,,indirect,0.8,"In the BP-S group, the BIS-11 total (p=0.01), attention (p=0.001) and non-planning (p=0.02) impulsivity scores were significantly higher than in the BP-NS and HC groups.",yes,,yes,yes,yes,,,,,,,,,
204,32124022,Abnormal white matter within brain structural networks is associated with high-impulse behaviour in codeine-containing cough syrup dependent users.,2021,European archives of psychiatry and clinical neuroscience,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),codeine-containing cough syrup dependent users,associated_with,higher,,indirect,0.8,"Aberrant brain regions and disrupted connectivity of structural network may be the bases of neuropathology for underlying symptoms of high-impulse behaviours in CCSD users, which may provide a novel sight to better treat and prevent codeine dependency in adolescents.",yes,,yes,yes,yes,,,,,,,,,
205,23562867,Decreased caudate response to milkshake is associated with higher body mass index and greater impulsivity.,2013,Physiology & behavior,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.9,"Replicating prior work, we report a negative association between BMI and brain response to milkshake vs. tasteless in the caudate nucleus.",yes,,yes,yes,yes,,,,,,,,,
206,29567425,Association between self-reported impulsiveness and gray matter volume in healthy adults. An exploratory MRI study.,2018,Neuroscience letters,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,"Furthermore, SFD was associated with BIS and correlated with GMV areas involved in self-reported impulsiveness.",yes,,yes,yes,yes,,,,,,,,,
207,22885245,Decreased saliency processing as a neural measure of Barratt impulsivity in healthy adults.,2012,NeuroImage,BIS-11 fMRI impulsivity,salience/ventral attention network,functional connectivity,impulsivity (general),healthy adults,associated_with,lower,,direct,0.7,"In simple regressions, activation of the right anterior dorsal insula and middle frontal cortex (MFC) during stop as compared to go trials negatively correlated with motor and non-planning impulsivity score.",yes,,yes,yes,yes,,,,,,,,,
208,41671767,Hippocampus in the symptom architecture of schizophrenia spectrum disorders: A network analysis approach.,2026,Schizophrenia research,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),schizophrenia spectrum disorders,associated_with,unclear,,background,0.5,"However, how these structural alterations relate to core functional domains such as cognition, sensorimotor functioning, and impulsivity remains largely unclear.",yes,,yes,yes,yes,,,,,,,,,
209,28828225,Quantifying absolute glutamate concentrations in nucleus accumbens of prescription opioid addicts by using 1H MRS.,2017,Brain and behavior,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),opioid dependence,correlates_with,higher,,indirect,0.9,"Glutamate concentrations in the NAc were significantly higher in prescription opiate addicts than in controls (t = 3.84, p = .001).",yes,,yes,yes,yes,,,,,,,,,
210,31599080,Prefrontal GABA and glutamate levels correlate with impulsivity and cognitive function of prescription opioid addicts: A 1 H-magnetic resonance spectroscopy study.,2020,Psychiatry and clinical neurosciences,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),prescription opioid addiction,correlates_with,unclear,,indirect,0.8,GABA+ levels correlated negatively with BIS-11 scores but correlated positively with MoCA scores.,yes,,yes,yes,yes,,,,,,,,,
211,25456522,Obsessive-compulsivity and working memory are associated with differential prefrontal cortex and insula activation in adolescents with a recent diagnosis of an eating disorder.,2014,Psychiatry research,BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),eating disorder,associated_with,higher,,indirect,0.8,"We found that EDNOS subjects had significantly higher scores on the BIS 11, EDE-Q and OCI-R scales.",yes,,yes,yes,yes,,,,,,,,,
212,27329520,Larger corpus callosum and reduced orbitofrontal cortex homotopic connectivity in codeine cough syrup-dependent male adolescents and young adults.,2017,European radiology,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),substance addiction,associated_with,unclear,,indirect,0.8,"Moreover, impairment of VMHC was associated with the impulsive behaviour and correlated with the duration of CCS abuse in CCS-dependent male adolescents and young adults.",yes,,yes,yes,yes,,,,,,,,,
213,41612591,Hippocampal subfield differences in people with and without recreational ketamine use: Insights from multi-modal neuroimaging.,2026,"Addiction (Abingdon, England)",BIS-11 fMRI impulsivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,0.0,"Heavier ketamine use was associated with greater psychological distress [Global Severity Index (GSI) r = 0.343, P = 0.011], particularly anxiety (r = 0.457, P < 0.001) and hostility (r = 0.442, P < 0.001).",yes,,yes,yes,yes,,,,,,,,,
214,26578922,Decreased modulation by the risk level on the brain activation during decision making in adolescents with internet gaming disorder.,2015,Frontiers in behavioral neuroscience,BIS-11 fMRI impulsivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,correlates_with,lower,,direct,0.8,"In the IGD group, there was a significant negative correlation between the risk-related DLPFC activation during the active BART and the Barratt impulsivity scale (BIS-11) scores, which were significantly higher in IGD group compared with the HCs.",yes,,yes,yes,yes,,,,,,,,,
215,15637640,Reduced anterior corpus callosum white matter integrity is related to increased impulsivity and reduced discriminability in cocaine-dependent subjects: diffusion tensor imaging.,2005,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,BIS-11 fMRI impulsivity,unknown,structural connectivity,impulsivity (general),cocaine-dependent subjects,associated_with,higher,white matter integrity in the corpus callosum,direct,0.9,"Within cocaine dependent subjects there was a significant negative correlation between FA in the anterior corpus callosum and behavioral laboratory measured impulsivity, and there was a positive correlation between FA and discriminability.",yes,,yes,yes,yes,,,,,,,,,
216,35754100,Electrophysiological resting-state hyperconnectivity and poorer behavioural regulation as predisposing profiles of adolescent binge drinking.,2022,Addiction biology,BIS-11 resting-state connectivity,unknown,functional connectivity,impulsivity (general),adolescent binge drinking,associated_with,higher,neurobiological development of inhibitory neurotransmission pathways and executive prefrontal circuits,indirect,0.8,"Furthermore, they showed higher impulsivity, dysexecutive behaviours and sensation seeking, positively correlated with functional connectivity (FC).",yes,,yes,yes,yes,,,,,,,,,
217,30123144,Resting-State Activity of Prefrontal-Striatal Circuits in Internet Gaming Disorder: Changes With Cognitive Behavior Therapy and Predictors of Treatment Response.,2018,Frontiers in psychiatry,BIS-11 resting-state connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,correlates_with,unclear,regulation of abnormal low-frequency fluctuations in prefrontal-striatal regions,indirect,0.8,The FC values of IGD group were negatively associated with the BIS-11 scores before treatment.,yes,,yes,yes,no,,,,,,,,,
218,24286968,Reduced ventral medial prefrontal cortex (vmPFC) volume and impaired vmPFC-default mode network integration in codeine-containing cough syrups users.,2014,Drug and alcohol dependence,BIS-11 resting-state connectivity,unknown,structural connectivity,impulsivity (general),codeine-containing cough syrups users,associated_with,higher,volume loss and aberrant functional organization,direct,0.9,Significantly decreased GM volume was observed in CCS users in bilateral ventral medial prefrontal cortex (vmPFC) which was related to greater impulsivity in CCS users.,yes,,yes,yes,yes,,,,,,,,,
219,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),opioid use disorder,correlates_with,unclear,,indirect,0.8,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,yes,,yes,yes,yes,,,,,,,,,
220,41106487,Resting-state functional connectivity alterations in intermet gaming disorder: A fMRI study combining voxel-based morphometry meta-analysis.,2025,Brain research bulletin,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,"dysregulation of cognitive control, reward, and motor networks",indirect,0.8,"Rs-FC analysis showed enhanced connectivity between the middle cingulate cortex and prefrontal, cingulate and Supplementary motor area in IGD, with functional connectivity values correlating with duration of illness; However, after correction, this correlation was not significant.",yes,,yes,yes,yes,,,,,,,,,
221,31473543,Resting-state fMRI dynamic functional network connectivity and associations with psychopathy traits.,2019,NeuroImage. Clinical,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),psychopathy,associated_with,unclear,,indirect,0.8,Results also showed that individuals with higher Factor 2 scores (impulsive and antisocial behaviors) showed more dynamism (changes to and from different states) than those with lower scores.,yes,,yes,yes,no,,,,,,,,,
222,31868249,Characterizing impulsivity and resting-state functional connectivity in normal-weight binge eaters.,2020,The International journal of eating disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),binge eating,associated_with,higher,,direct,0.8,The BE group was characterized by a higher degree of trait impulsivity.,yes,,yes,yes,yes,,,,,,,,,
223,36911119,Executive control network resting state fMRI functional and effective connectivity and delay discounting in cocaine dependent subjects compared to healthy controls.,2023,Frontiers in psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),cocaine dependent subjects compared to healthy controls,correlates_with,unclear,,indirect,0.95,DCM analysis showed strong evidence (posterior probability > 0.95) for CD to have greater effective connectivity than HC in the RECN to LECN pathway when tobacco use was included as a factor in the model.,yes,,yes,yes,no,,,,,,,,,
224,39129375,Triple network resting-state functional connectivity patterns of alcohol heavy drinking.,2024,"Alcohol and alcoholism (Oxford, Oxfordshire)",impulsivity resting-state fMRI functional connectivity,unknown,unknown,impulsivity (general),alcohol use disorder (AUD),associated_with,unclear,,indirect,0.5,"Connectivity in the left LPFC was correlated with monetary delay discounting (r = .25, p = .03).",yes,,yes,yes,yes,,,,,,,,,
225,23486959,Resting-state functional connectivity predicts impulsivity in economic decision-making.,2013,The Journal of neuroscience : the official journal of the Society for Neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,higher,,direct,0.9,"Moreover, we found that the resting-state functional connectivity of the brain regions in these networks was significantly correlated with participants' discounting rate, a behavioral index of impulsivity during the DDT.",yes,,yes,yes,yes,,,,,,,,,
226,40800818,Functional cerebello-cortico-limbic connectivity in aggression: A resting-state 7T fMRI study in healthy volunteers.,2025,"Imaging neuroscience (Cambridge, Mass.)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),healthy volunteers,associated_with,unclear,functional connectivity,indirect,0.8,"Functional connectivity of the posterior vermis and FN with the hypothalamus, CMA, and left sgACC was significantly correlated with impulsivity and aggressive behaviour.",yes,,yes,yes,yes,,,,,,,,,
